,COX4I2 (84701)
ACH-000232,-0.05271900081212662
ACH-000233,-0.14963857429079494
ACH-000234,-0.2032705110771809
ACH-000235,-0.2604608666132444
ACH-000237,-0.13761025507103294
ACH-000238,-0.3527854871931981
ACH-000242,-0.3195144576602665
ACH-000243,-0.08151284714465654
ACH-000244,-0.3739886370427583
ACH-000246,-0.18751491227788106
ACH-000248,-0.15120888742986172
ACH-000250,-0.13329605617190346
ACH-000251,-0.21975606582874546
ACH-000252,-0.25527964221506505
ACH-000253,-0.35014110010774224
ACH-000255,-0.2825501188848191
ACH-000256,-0.07479048645313273
ACH-000257,0.07586775895005099
ACH-000258,0.037828630643889576
ACH-000259,-0.2219524398518136
ACH-000260,-0.322464385853656
ACH-000261,-0.22453240017018114
ACH-000262,-0.008264413238147658
ACH-000263,-0.2737549725497412
ACH-000264,-0.022660170236550668
ACH-000265,-0.1068303434721971
ACH-000266,-0.2062440709312026
ACH-000272,-0.08036872213692492
ACH-000274,-0.21409716367383771
ACH-000277,-0.143501500789131
ACH-000278,-0.06390785855333417
ACH-000279,-0.05740268390391313
ACH-000280,-0.20300372687498094
ACH-000281,-0.20742616705949465
ACH-000288,-0.007193186174293878
ACH-000291,-0.18879801098827745
ACH-000293,0.05215831053449836
ACH-000294,-0.24573589952054645
ACH-000295,-0.13560107703337276
ACH-000296,-0.17619733480072328
ACH-000302,-0.16451844388080766
ACH-000304,0.02711467399247095
ACH-000307,-0.1304536372695141
ACH-000308,-0.26775146787492043
ACH-000310,-0.0012488181364154172
ACH-000311,-0.3104364176192553
ACH-000312,-0.23086213534235325
ACH-000315,-0.10610944561726376
ACH-000316,-0.14083799768451066
ACH-000317,0.13146681097171894
ACH-000318,-0.13479999561908187
ACH-000319,-0.042198034875197216
ACH-000320,-0.4836022776982788
ACH-000322,-0.16883633857671276
ACH-000323,0.12429391821533695
ACH-000324,-0.07358456974042796
ACH-000329,-0.2059388389763663
ACH-000330,-0.0016087399560623793
ACH-000331,-0.3756183062714501
ACH-000332,-0.22952313176454603
ACH-000334,-0.08026362567990063
ACH-000335,-0.03850897557430601
ACH-000336,0.09387322454455
ACH-000337,-0.2845593182397617
ACH-000338,-0.3535748842609189
ACH-000339,-0.0429288600534435
ACH-000341,-0.1723910864396322
ACH-000348,-0.15294051779282586
ACH-000350,-0.12786805637004675
ACH-000352,-0.3171628113050979
ACH-000356,-0.0645409647858548
ACH-000361,-0.020927634527707392
ACH-000362,-0.1444098592324141
ACH-000363,-0.09387499582558337
ACH-000364,-0.08024238537514139
ACH-000365,-0.20705445486203336
ACH-000366,-0.1369028625685507
ACH-000368,-0.14766449442532395
ACH-000374,-0.3218973655327845
ACH-000375,-0.20630949421689185
ACH-000376,-0.2620228161251561
ACH-000381,0.04311209902117825
ACH-000383,-0.05458643668794412
ACH-000387,-0.30348691057407823
ACH-000389,-0.11474149269134767
ACH-000390,-0.023485497190287728
ACH-000393,-0.14549185567972905
ACH-000395,-0.31756867039808245
ACH-000396,-0.1853098663236933
ACH-000397,-0.2032114594345788
ACH-000401,-0.4258094593106741
ACH-000402,-0.4446232987603895
ACH-000403,-0.3100256637854263
ACH-000404,-0.43078936831879205
ACH-000406,-0.06466538281953517
ACH-000407,-0.3941268715089499
ACH-000408,0.19780561588084786
ACH-000410,-0.25119082668232856
ACH-000411,-0.08352410844524641
ACH-000414,-0.0669317859751586
ACH-000415,-0.1528876533453727
ACH-000416,0.02669196070288096
ACH-000420,-0.2068332027508848
ACH-000421,0.034486132874133484
ACH-000424,-0.4622198991534167
ACH-000425,-0.24062921682064356
ACH-000426,-0.08897645237983809
ACH-000427,-0.2750598164337878
ACH-000433,-0.06611223836875371
ACH-000435,-0.05731861455958982
ACH-000436,-0.12883840011801315
ACH-000444,-0.007933017686005085
ACH-000445,-0.1720644146521051
ACH-000448,-0.17501777989256248
ACH-000450,-0.08613154372564756
ACH-000452,-0.15100681803838711
ACH-000454,-0.2582788781816557
ACH-000458,-0.17554482802774635
ACH-000459,-0.07648270535034278
ACH-000460,-0.05116876162420138
ACH-000461,-0.3439934411745121
ACH-000463,-0.11978884602008565
ACH-000464,-0.10021816677399847
ACH-000466,-0.3402095998839162
ACH-000467,-0.3447334764342133
ACH-000468,-0.06732741683126099
ACH-000469,-0.14204208141459354
ACH-000470,-0.07965130578453443
ACH-000471,-0.22650922744884236
ACH-000472,-0.1005366831246724
ACH-000473,0.03693020593607321
ACH-000475,-0.14506638761956525
ACH-000476,-0.13783594933791712
ACH-000477,-0.0300861043585131
ACH-000479,-0.09772010143706387
ACH-000480,-0.040142831279144926
ACH-000481,-0.30382968979982694
ACH-000483,-0.10353305996415076
ACH-000484,-0.17167002190420588
ACH-000485,-0.24454745389844226
ACH-000486,-0.3540048397410369
ACH-000487,-0.03634150523542833
ACH-000488,-0.13161784834017298
ACH-000490,-0.3037688049255988
ACH-000491,-0.10359078493115853
ACH-000495,-0.2282974452669635
ACH-000496,-0.2645857008016137
ACH-000499,0.06448376706139496
ACH-000500,0.2801910771143399
ACH-000502,-0.244420706278682
ACH-000503,0.02430856304707564
ACH-000505,-0.11915549251581975
ACH-000507,-0.07734759833661332
ACH-000510,-0.2143969366775602
ACH-000511,-0.1137043208478906
ACH-000512,-0.26037822461494603
ACH-000516,-0.16678381621676486
ACH-000517,-0.14836587072402482
ACH-000518,-0.05584576495278317
ACH-000520,-0.13701640159095055
ACH-000521,-0.4266814482511788
ACH-000522,-0.16058522631907948
ACH-000524,-0.16191294645891716
ACH-000527,-0.2711496055363944
ACH-000528,-0.053633050991809546
ACH-000537,-0.2362609554813818
ACH-000541,-0.3094909869158913
ACH-000542,-0.14591539818619892
ACH-000544,-0.4034438326670556
ACH-000545,-0.242453049324864
ACH-000547,-0.023951556286575627
ACH-000548,-0.09459309543638887
ACH-000549,-0.22029795039321892
ACH-000550,-0.06316342533015724
ACH-000552,-0.24166291080522226
ACH-000556,-0.005194036099796554
ACH-000557,-0.14312906011355234
ACH-000569,-0.04706978927291493
ACH-000570,-0.2846670439048461
ACH-000571,-0.16090941704566522
ACH-000573,-0.13179077558176908
ACH-000576,-0.1622519803245424
ACH-000579,-0.010237354600108354
ACH-000580,-0.2282092267337964
ACH-000584,-0.1214595658266659
ACH-000585,-0.13577839068919195
ACH-000588,-0.34645363040852195
ACH-000589,-0.2091352483204308
ACH-000591,-0.2382985239988147
ACH-000593,-0.10696664259640128
ACH-000600,-0.09898349840536214
ACH-000601,-0.15855484942464726
ACH-000605,-0.2928923906565394
ACH-000606,-0.3441876548441013
ACH-000608,-0.18490902631820466
ACH-000614,-0.10290028439806533
ACH-000616,-0.28733453677895315
ACH-000618,-0.002223170277678795
ACH-000619,-0.06801448581318491
ACH-000620,-0.11382739049855327
ACH-000621,-0.15334390185630775
ACH-000622,-0.05455306121222216
ACH-000623,-0.2156854180161303
ACH-000624,-0.07144345214960084
ACH-000627,-0.13032013961336733
ACH-000630,-0.04688080577951072
ACH-000631,-0.15770133931130711
ACH-000632,-0.025786130043381948
ACH-000633,-0.28303622186154553
ACH-000637,-0.0024650719830499987
ACH-000638,-0.19923515699296027
ACH-000646,-0.16506840279348214
ACH-000647,-0.10153657080380668
ACH-000648,-0.35414595610515104
ACH-000649,-0.12476934376717895
ACH-000651,-0.09649132999814973
ACH-000652,-0.07968755738638818
ACH-000653,-0.07833023619217992
ACH-000657,-0.1592121404056988
ACH-000658,-0.25031850963933594
ACH-000661,-0.1833441321215528
ACH-000662,-0.5663916691914372
ACH-000663,-0.36715520654770656
ACH-000665,-0.33226406929049745
ACH-000671,-0.3233107628249696
ACH-000672,-0.29902693030844474
ACH-000673,-0.09927918753381712
ACH-000676,-0.1266453490577046
ACH-000677,0.0073846862887035816
ACH-000681,0.07566308682685652
ACH-000683,-0.2268678138223228
ACH-000684,-0.23298142797695626
ACH-000688,-0.15121460378797075
ACH-000693,-0.030083711512186338
ACH-000694,0.046364373338317236
ACH-000695,-0.05099525269346896
ACH-000696,-0.03147712831206148
ACH-000697,-0.0625967450935094
ACH-000699,-0.16036100837346487
ACH-000701,-0.20765660810449235
ACH-000706,-0.13436743517402785
ACH-000711,-0.09567560394630377
ACH-000713,-0.2925693422899278
ACH-000714,0.0029948704392548232
ACH-000718,-0.21351717746594465
ACH-000720,-0.09007794040374062
ACH-000721,-0.05392343273907977
ACH-000724,-0.2632153385764945
ACH-000725,-0.12760633216157258
ACH-000732,-0.2324762570743251
ACH-000734,-0.004279289272695462
ACH-000735,-0.10772886881906177
ACH-000736,-0.17010610979985347
ACH-000738,-0.2434959844949929
ACH-000746,-0.12795857215257106
ACH-000747,-0.10773411821991556
ACH-000748,-0.18682244066305087
ACH-000753,-0.2274128375899321
ACH-000756,0.1281847477071314
ACH-000757,0.0346304984092657
ACH-000758,-0.0890015587296764
ACH-000760,-0.11943057624169275
ACH-000762,-0.1075257056159856
ACH-000763,-0.05084118319434869
ACH-000764,-0.06611167754922705
ACH-000765,0.03588279008470052
ACH-000766,-0.316886259441073
ACH-000767,-0.3327845390368613
ACH-000768,-0.09893096423517628
ACH-000769,-0.04854378208979202
ACH-000770,-0.18049778208264028
ACH-000771,-0.2520854925084934
ACH-000773,-0.22710928948447326
ACH-000776,-0.01940246113248081
ACH-000777,-0.11665420582090183
ACH-000778,-0.2670926022124896
ACH-000781,-0.10900037700428468
ACH-000782,-0.12715696024426051
ACH-000783,-0.1943224745290498
ACH-000784,0.0033541595401282284
ACH-000785,-0.1413153727078585
ACH-000787,-0.18399328248295413
ACH-000788,-0.12342603880016645
ACH-000791,-0.21956006815695264
ACH-000792,-0.03093306646333465
ACH-000794,-0.2095408127534118
ACH-000796,-0.1203373366604607
ACH-000798,-0.12560977493316494
ACH-000799,-0.12978040748626965
ACH-000800,-0.4062740966652989
ACH-000802,-0.04814979426595769
ACH-000804,-0.014773181288727968
ACH-000805,-0.1837878367710602
ACH-000809,-0.22073269763498707
ACH-000810,-0.2984659009833086
ACH-000811,-0.16219145249296207
ACH-000817,-0.02502980072961861
ACH-000819,-0.1588640165316062
ACH-000820,-0.06447113415502619
ACH-000821,-0.26587567874200124
ACH-000822,-0.20200707102187834
ACH-000823,-0.2770532440169524
ACH-000824,-0.1065019577626304
ACH-000827,-0.2204976063287216
ACH-000829,-0.08697382420242639
ACH-000831,-0.07816931629031199
ACH-000832,-0.11433254397426147
ACH-000833,0.06335367125278855
ACH-000834,-0.29807751859737314
ACH-000835,-0.02110668453301344
ACH-000836,-0.12745362737791588
ACH-000837,-0.10811530601160532
ACH-000838,-0.06894678302774476
ACH-000839,-0.16910365613681266
ACH-000840,-0.3053892666230794
ACH-000841,-0.1311367636362842
ACH-000843,-0.1617514893106046
ACH-000846,-0.15306261673640004
ACH-000847,9.132751442668036e-05
ACH-000848,-0.02163436682711621
ACH-000849,-0.0322268030134132
ACH-000851,-0.17584143242167002
ACH-000855,-0.37166952823858496
ACH-000856,-0.09526470400783947
ACH-000858,-0.20440783900395496
ACH-000859,-0.06406057277805442
ACH-000861,-0.0008026833611634674
ACH-000862,-0.10470205366186566
ACH-000865,-0.18449925905861952
ACH-000866,-0.16368082778519344
ACH-000867,-0.16558657797564175
ACH-000869,-0.06368706673405784
ACH-000872,0.05979860094485397
ACH-000873,0.12529102987723914
ACH-000876,-0.04236688621100482
ACH-000878,-0.04116834035180193
ACH-000880,-0.3896577992779544
ACH-000881,0.03063899001110848
ACH-000882,-0.22218156966597735
ACH-000884,-0.050997297542017817
ACH-000885,-0.005803332678977025
ACH-000887,0.048309013082095724
ACH-000889,-0.026359679617671983
ACH-000896,-0.017004673087113578
ACH-000898,-0.43609030745861627
ACH-000900,-0.186993679170202
ACH-000901,-0.17720871723959022
ACH-000905,-0.19646165407707972
ACH-000906,0.005172878948634948
ACH-000907,-0.1974232298378256
ACH-000910,0.0499180815841052
ACH-000911,-0.09965261490985944
ACH-000912,-0.2635947620392697
ACH-000913,-0.10193217725495902
ACH-000915,-0.19531329547375306
ACH-000916,-0.6475470049406277
ACH-000917,-0.10917434303237147
ACH-000920,-0.3316420518522285
ACH-000921,-0.13143453725111673
ACH-000924,-0.17810059247997945
ACH-000926,-0.2628533431318378
ACH-000928,-0.370596081865616
ACH-000929,0.03917550931229178
ACH-000932,-0.2278476449251104
ACH-000935,-0.007366126401554434
ACH-000936,-0.09486613449935023
ACH-000937,-0.08690243647215609
ACH-000938,-0.04376947990023585
ACH-000939,-0.15913172370403614
ACH-000941,-0.1713110880561497
ACH-000943,-0.1854470896587674
ACH-000946,-0.12738269521612974
ACH-000947,-0.027227805920305232
ACH-000948,-0.27963284845884834
ACH-000950,-0.29898870647728065
ACH-000953,-0.17909157045886032
ACH-000954,-0.04936548938888461
ACH-000957,-0.12918258243427005
ACH-000958,-0.3933147079315205
ACH-000960,-0.07205036817899718
ACH-000963,-0.28797253048131544
ACH-000968,-0.0910990519105336
ACH-000969,-0.24591476154800854
ACH-000972,-0.3464213696360665
ACH-000973,-0.2180333654258757
ACH-000974,-0.18170518859488904
ACH-000978,-0.3030504560225209
ACH-000984,-0.04441115490039782
ACH-000986,-0.14639593856765318
ACH-000988,-0.1434866840128004
ACH-000993,-0.3174108352282877
ACH-000994,-0.3829133071177072
ACH-000996,-0.2593112468302652
ACH-001001,0.016677558685785656
ACH-001020,-0.29532543365905
ACH-001028,-0.12094800013485035
ACH-001031,-0.10004843805105802
ACH-001038,-0.1816999928978208
ACH-001048,-0.20428385150233105
ACH-001050,-0.1570589807247563
ACH-001053,-0.05661275278976845
ACH-001054,-0.10557169383691177
ACH-001061,-0.41216002819993375
ACH-001067,-0.251292633539446
ACH-001075,0.11164224103572233
ACH-001096,-0.03609198642646707
ACH-001111,-0.2933133281931343
ACH-001119,-0.06017335609993716
ACH-001128,-0.3497959068997399
ACH-001134,-0.20550477917075674
ACH-001151,-0.11766204091535147
ACH-001163,-0.34348058072847776
ACH-001164,-0.2595615398593477
ACH-001183,-0.20098329015797006
ACH-001192,-0.030061854108327138
ACH-001193,0.02045567009866949
ACH-001196,-0.2127992142019923
ACH-001197,-0.0377269998065224
ACH-001205,0.031321357422315586
ACH-001211,-0.1462611075539258
ACH-001212,-0.37397923449385295
ACH-001228,-0.2554313823546275
ACH-001232,-0.2444047698232261
ACH-001239,-0.2386296514459417
ACH-001270,-0.18697632021546107
ACH-001274,-0.22090881577627972
ACH-001275,0.0912813302083918
ACH-001277,-0.058005524604049785
ACH-001278,-0.1424713506468568
ACH-001280,-0.2734746062254368
ACH-001283,-0.1126929514454204
ACH-001289,-0.32062217999356896
ACH-001300,-0.2707581627272314
ACH-001301,0.002455603991878599
ACH-001302,0.09868413303328484
ACH-001306,-0.17672448400763927
ACH-001318,-0.12307513611269408
ACH-001322,-0.18387612391143324
ACH-001328,-0.28717686924995856
ACH-001332,-0.21917332940835707
ACH-001336,-0.021911619257352397
ACH-001346,-0.14680867191683686
ACH-001353,-0.12054891879445892
ACH-001354,-0.4825571928934194
ACH-001367,0.057460483424407585
ACH-001368,-0.16163509581355634
ACH-001374,-0.1012416335937697
ACH-001377,-0.0013595617267675305
ACH-001380,-0.10707068663487436
ACH-001391,-0.27585305443926744
ACH-001408,-0.140960942239681
ACH-001430,-0.09236366328141524
ACH-001431,-0.17325237778591387
ACH-001450,-0.2388629289819848
ACH-001496,-0.14127989015344794
ACH-001500,-0.22147705377154386
ACH-001523,-0.15948311167209092
ACH-001532,-0.16598411372937866
ACH-001550,-0.06638132540378625
ACH-001552,-0.17563242966816128
ACH-001554,-0.18698929983784615
ACH-001654,-0.2954008989843692
ACH-001735,-0.07652158303986896
ACH-001736,-0.2403856502049897
ACH-001737,-0.06014705440778199
ACH-001740,0.0354612064758097
ACH-001745,-0.12329786688976965
ACH-001765,-0.15094998807461008
