,OR4M2 (390538)
ACH-000004,-0.13707464283381907
ACH-000005,-0.6828978847420797
ACH-000007,-0.17508060305320705
ACH-000009,-0.2786859062375854
ACH-000011,-0.1531096456068629
ACH-000012,-0.06896911081130966
ACH-000013,-0.11558508598077087
ACH-000014,-0.02346127722554734
ACH-000015,-0.011371907995946342
ACH-000017,-0.11870544243675744
ACH-000018,-0.037148578124832736
ACH-000019,-0.22447840884012868
ACH-000021,-0.09862692986995944
ACH-000022,-0.12539391989292786
ACH-000025,-0.1303912096429332
ACH-000028,-0.14964748767712854
ACH-000030,-0.12604754507421168
ACH-000035,-0.10295448025102967
ACH-000036,-0.07246856506472077
ACH-000037,-0.2957630245157814
ACH-000039,0.10460409007886716
ACH-000040,-0.29416990899911794
ACH-000041,-0.1910154774730884
ACH-000042,-0.06750286093297916
ACH-000045,-0.22087444271699366
ACH-000047,-0.0795503475311007
ACH-000052,-0.09051515544142888
ACH-000053,-0.1681365372885146
ACH-000054,-0.009841701476603942
ACH-000055,-0.42800215780215295
ACH-000060,-0.1719658295002769
ACH-000067,-0.2018026502064981
ACH-000070,-0.08505305988814905
ACH-000075,-0.12953152873971585
ACH-000078,-0.15739110016419766
ACH-000082,-0.08548501766869104
ACH-000085,-0.06127168023030855
ACH-000086,-0.3471972694967726
ACH-000087,-0.2144167164510156
ACH-000092,-0.15941238980572647
ACH-000095,-0.2862364835258444
ACH-000097,-0.13119412115108994
ACH-000098,-0.21752240670650566
ACH-000099,-0.2691731336407109
ACH-000108,-0.14943133772561676
ACH-000113,-0.21680309829393504
ACH-000116,-0.3380331878629231
ACH-000118,-0.28990471237714743
ACH-000120,-0.1780127793298929
ACH-000123,-0.1376350936256192
ACH-000127,-0.18387513272967576
ACH-000128,-0.4161085158561912
ACH-000132,-0.5115941089897248
ACH-000133,-0.2746335202807078
ACH-000137,-0.10698566628838092
ACH-000138,-0.023512651893153425
ACH-000142,-0.14829231884666266
ACH-000143,-0.2032014278977589
ACH-000146,-0.19360558239944345
ACH-000148,-0.11964109791985615
ACH-000150,-0.17347207073360454
ACH-000152,-0.12126146892247905
ACH-000153,-0.2882819486799947
ACH-000159,-0.1882770175563578
ACH-000160,-0.20860351692164025
ACH-000163,-0.2041896267522137
ACH-000167,-0.4115109748064398
ACH-000168,-0.21982860449165265
ACH-000169,-0.21630318772112545
ACH-000178,-0.18616658113887066
ACH-000183,-0.3495217573230003
ACH-000188,-0.15857455125928355
ACH-000189,-0.13830592093787375
ACH-000190,-0.17113635603371508
ACH-000198,-0.3724043850088371
ACH-000203,0.227216927845453
ACH-000204,-0.11876828578682172
ACH-000206,-0.350597355636476
ACH-000207,-0.05112311547472481
ACH-000208,-0.32821115057562045
ACH-000210,-0.16592324314535636
ACH-000211,-0.17020960905986945
ACH-000215,-0.18779668926631865
ACH-000221,-0.2911676539541596
ACH-000222,-0.2326650577817868
ACH-000223,-0.3967563496701384
ACH-000226,-0.3900382174116067
ACH-000227,-0.28666648643321696
ACH-000228,-0.20324826284373615
ACH-000231,-0.13550059837871384
ACH-000232,-0.3837867664380086
