,EEF1B2 (1933)
ACH-000004,-0.5100557202790083
ACH-000005,-0.27824105847366554
ACH-000007,-0.7402351886993855
ACH-000009,-0.7745865997281518
ACH-000011,-0.5544080995264855
ACH-000012,-0.6297952573431441
ACH-000013,-0.6576569433630771
ACH-000014,-0.6940104867361179
ACH-000015,-0.61808784495022
ACH-000017,-0.5429502436434236
ACH-000018,-0.8426019957368986
ACH-000019,-0.5103695208703853
ACH-000021,-0.6558930215981662
ACH-000022,-0.5642968265215765
ACH-000025,-0.4651679251857878
ACH-000028,-0.5533542129512214
ACH-000030,-0.608716952187248
ACH-000035,-0.5343260852541877
ACH-000036,-0.7478412471888688
ACH-000037,-0.8172641028832447
ACH-000039,-0.8828859486864887
ACH-000040,-0.5874154506401214
ACH-000041,-0.727840063652677
ACH-000042,-0.67632277380144
ACH-000045,-0.5461101693517294
ACH-000047,-0.7239856426615947
ACH-000052,-0.6757498254861075
ACH-000053,-0.5971062281670892
ACH-000054,-0.7112147363762064
ACH-000055,-0.7743380699324532
ACH-000060,-0.6713174454346699
ACH-000067,-0.7086465414421353
ACH-000070,-0.7188423941254537
ACH-000075,-0.6098408138222514
ACH-000078,-0.7679233456703596
ACH-000082,-0.7081445193135931
ACH-000085,-0.7425285417475211
ACH-000086,-0.7112724983325701
ACH-000087,-0.7967281556446072
ACH-000092,-0.5173056384072976
ACH-000095,-0.6835083934365145
ACH-000097,-0.5581450699027128
ACH-000098,-0.7251398017883756
ACH-000099,-0.6578606080124678
ACH-000108,-0.8244668085774367
ACH-000113,-0.5863972129299966
ACH-000116,-0.7070609276224002
ACH-000118,-0.5050143152861528
ACH-000120,-0.6873581405012779
ACH-000123,-0.5427528821988612
ACH-000127,-0.5388379996973229
ACH-000128,-0.8398771883927613
ACH-000132,-0.6633178252800632
ACH-000133,-0.5619667753141782
ACH-000137,-0.6645702453507282
ACH-000138,-0.6430460850351635
ACH-000142,-0.6257770483908348
ACH-000143,-0.9532714903843302
ACH-000146,-0.5036540027905052
ACH-000148,-0.6395050361968129
ACH-000150,-0.8657631893237594
ACH-000152,-0.7328002247902377
ACH-000153,-0.8188137737710048
ACH-000159,-0.7567473794162832
ACH-000160,-0.5933113215397824
ACH-000163,-0.6631497777151721
ACH-000167,-0.7528554669392344
ACH-000168,-0.5070489813622538
ACH-000169,-0.5625548305547743
ACH-000178,-0.59061044783863
ACH-000183,-0.7556127525072109
ACH-000188,-0.5022685860362199
ACH-000189,-0.7505687534651292
ACH-000190,-0.7530153536538391
ACH-000198,-0.7115877805100961
ACH-000203,-0.2733421225681125
ACH-000204,-0.8057457244439727
ACH-000206,-0.7539826913030232
ACH-000207,-0.6059193281507267
ACH-000208,-0.8744070484303519
ACH-000210,-0.8437144175762038
ACH-000211,-0.8676229839752643
ACH-000215,-0.5643941844909673
ACH-000221,-0.6843887206383221
ACH-000222,-0.8056145246310764
ACH-000223,-0.7542992140967401
ACH-000226,-0.6791531843544996
ACH-000227,-0.9358530653268592
ACH-000228,-0.6819918574037764
ACH-000231,-0.5680313350951363
ACH-000232,-0.8292832384337668
ACH-000233,-0.7312110156904821
ACH-000234,-0.8710299740692136
ACH-000235,-0.6636607532247281
ACH-000237,-0.557899988463793
ACH-000238,-0.8818170253596205
ACH-000242,-0.6598320385092479
ACH-000243,-0.5144129442576069
ACH-000244,-0.8761430307546224
ACH-000246,-0.7527142709134876
ACH-000248,-0.7449148018496653
ACH-000250,-0.7106259411210559
ACH-000251,-0.269392541093405
ACH-000252,-1.0681520489500684
ACH-000253,-0.6406314715993291
ACH-000255,-0.6421009212820971
ACH-000256,-0.7272870854460095
ACH-000257,-0.8488541237723531
ACH-000258,-1.0933455413187396
ACH-000259,-0.5819205182796375
ACH-000260,-0.6920128340383934
ACH-000261,-0.6718247195603695
ACH-000262,-0.583514518629104
ACH-000263,-0.6134983543262805
ACH-000264,-0.5457767132597379
ACH-000265,-0.5859339323225732
ACH-000266,-0.7010191448308538
ACH-000272,-0.7248740801846821
ACH-000274,-0.702873367749847
ACH-000277,-0.621255624832178
ACH-000278,-0.6155103618912059
ACH-000279,-0.7392576792443672
ACH-000280,-0.7557857139000689
ACH-000281,-0.6859523255939282
ACH-000288,-0.7112706588681271
ACH-000291,-0.7429210589160251
ACH-000293,-0.6640394875721553
ACH-000294,-0.6932194068543063
ACH-000295,-0.5533924790980407
ACH-000296,-0.7949085300088102
ACH-000302,-0.6818044857981822
ACH-000304,-0.7932401438650859
ACH-000307,-0.6771582039579949
ACH-000308,-0.6458769832537672
ACH-000310,-0.6042980649173988
ACH-000311,-0.6271424169237275
ACH-000312,-0.7290083589107832
ACH-000315,-0.5972276675039802
ACH-000316,-0.6991639810170395
ACH-000317,-0.6586024343403563
ACH-000318,-0.893393807069239
ACH-000319,-0.6934888792462863
ACH-000320,-0.7384294573683461
ACH-000322,-0.5355855015972987
ACH-000323,-0.81571782148609
ACH-000324,-0.6811790617844461
ACH-000329,-0.6451356500418203
ACH-000330,-0.8369227527445061
ACH-000331,-0.7861608706915015
ACH-000332,-0.5887205464654728
ACH-000334,-0.7140095208501728
ACH-000335,-0.5804350023737637
ACH-000336,-0.5225177158719057
ACH-000337,-0.8221153782204824
ACH-000338,-0.5098460546838679
ACH-000339,-0.5932862860110856
ACH-000341,-0.6203721272119629
ACH-000348,-0.6851026459685362
ACH-000350,-0.5521198524453841
ACH-000352,-0.638904914029235
ACH-000356,-0.5390488515349413
ACH-000361,-0.9802599928613565
ACH-000362,-0.4649948155221218
ACH-000363,-0.6092798034448315
ACH-000364,-0.7859688996457985
ACH-000365,-0.8043185515663633
ACH-000366,-0.8302600452568168
ACH-000368,-0.677705142312372
ACH-000374,-0.7703692110979722
ACH-000375,-0.5882932408822479
ACH-000376,-0.5571912298639436
ACH-000381,-0.7676271534059744
ACH-000383,-0.549047524484807
ACH-000387,-0.5847703050809471
ACH-000389,-0.4837915818217551
ACH-000390,-0.596656710681237
ACH-000393,-0.7978750998195885
ACH-000395,-1.102712046948295
ACH-000396,-0.9016111953076617
ACH-000397,-0.5898766070614484
ACH-000401,-0.4678691293643679
ACH-000402,-0.8382083284105584
ACH-000403,-0.8389480025933481
ACH-000404,-0.4616788627646172
ACH-000406,-0.4709482963740882
ACH-000407,-0.5739346163097939
ACH-000408,-0.7375719949133108
ACH-000410,-0.8236219220385618
ACH-000411,-0.8406499746424212
ACH-000414,-0.7302343900096683
ACH-000415,-0.7321976914243005
ACH-000416,-0.5478043151317883
ACH-000420,-0.8116223485502851
ACH-000421,-0.6818066972746464
ACH-000424,-0.7832519376567945
ACH-000425,-0.7166475726687559
ACH-000426,-0.7393901298265854
ACH-000427,-0.6839125478596262
ACH-000433,-0.5860682135146738
ACH-000435,-0.7115697697130553
ACH-000436,-0.6650785161935602
ACH-000444,-0.7354951234507711
ACH-000445,-0.7158997630719709
ACH-000448,-0.8767750888063977
ACH-000450,-0.8386339313668306
ACH-000452,-0.6556907221083997
ACH-000454,-0.5362004162265642
ACH-000458,-0.5739239626578477
ACH-000459,-0.4687537480613669
ACH-000460,-0.5309875151136473
ACH-000461,-0.6012836266060151
ACH-000463,-0.5485204654010188
ACH-000464,-0.9190830034323694
ACH-000466,-0.7762036884703426
ACH-000467,-0.8628230986103876
ACH-000468,-0.8140642122471455
ACH-000469,-0.6050405150675437
ACH-000470,-0.7984863058015389
ACH-000471,-0.6350207319370562
ACH-000472,-0.6550714797073447
ACH-000473,-0.4671341212429891
ACH-000475,-0.7594480933599778
ACH-000476,-0.8572213096595906
ACH-000477,-0.6548831330579311
ACH-000479,-0.8542340225746257
ACH-000480,-0.7470671516619486
ACH-000481,-0.7200838443651594
ACH-000483,-0.6618492529387561
ACH-000484,-0.8348572328143156
ACH-000485,-0.804375341867861
ACH-000486,-0.6167144828484288
ACH-000487,-0.7841662956617177
ACH-000488,-0.7538615798307465
ACH-000490,-0.4831346239110513
ACH-000491,-0.8768316538337275
ACH-000495,-0.5091540920174599
ACH-000496,-0.6932380316044018
ACH-000499,-0.6792814455798689
ACH-000500,-0.8267516661970769
ACH-000502,-0.4366932505001654
ACH-000503,-0.8639526381770538
ACH-000505,-0.7460444511116835
ACH-000507,-0.8356083894456526
ACH-000510,-0.7182794283690229
ACH-000511,-0.579070370400593
ACH-000512,-0.7775139473474841
ACH-000516,-0.7467057464151421
ACH-000517,-0.6481547430201482
ACH-000518,-0.6644267690474475
ACH-000520,-0.8784376724720975
ACH-000521,-0.7783452451499384
ACH-000522,-0.5866274277254199
ACH-000524,-0.6681578948549108
ACH-000527,-0.5467437646847629
ACH-000528,-0.7049740231178759
ACH-000537,-0.8458642098192097
ACH-000541,-0.2936381907258613
ACH-000542,-0.6015309493197024
ACH-000544,-0.6577016763524204
ACH-000545,-0.7599742929039407
ACH-000547,-0.8579735596602049
ACH-000548,-0.6928249584899056
ACH-000549,-0.6853674111884284
ACH-000550,-0.6178679914919615
ACH-000552,-0.6337645929898169
ACH-000556,-0.6021193074875819
ACH-000557,-0.6425625892169252
ACH-000569,-0.9256477887153168
ACH-000570,-0.7965990673747431
ACH-000571,-0.5144564798220926
ACH-000573,-0.6769148712363469
ACH-000576,-0.7772598750613637
ACH-000579,-0.4881722532010299
ACH-000580,-0.3731597430732768
ACH-000584,-0.6831717304944331
ACH-000585,-0.7192428797631609
ACH-000588,-0.8281860227812657
ACH-000589,-0.7515938114283444
ACH-000591,-0.5956465532783797
ACH-000593,-0.5965536071946212
ACH-000600,-0.6591752529904084
ACH-000601,-0.4446341174533279
ACH-000605,-0.7425151360488706
ACH-000606,-0.7977201754959921
ACH-000608,-0.7356087957756396
ACH-000614,-0.5944203962101617
ACH-000616,-0.6185166025213036
ACH-000618,-0.5278333005716214
ACH-000619,-0.4195910853152585
ACH-000620,-0.7075813317315744
ACH-000621,-0.8293033641454551
ACH-000622,-0.6288088244477648
ACH-000623,-0.7893934272778063
ACH-000624,-0.6614780428417729
ACH-000627,-0.5371513425919741
ACH-000630,-0.8236263199648687
ACH-000631,-0.7238822225620959
ACH-000632,-0.4937683346139652
ACH-000633,-0.7039436940918363
ACH-000637,-0.8029195978237635
ACH-000638,-0.5919685993890921
ACH-000646,-0.683859555765207
ACH-000647,-0.5121686349782999
ACH-000648,-0.6335350083697616
ACH-000649,-0.7453742224339553
ACH-000651,-0.7118268969359329
ACH-000652,-0.6694056637511907
ACH-000653,-0.7205306756255494
ACH-000657,-0.7179810739417376
ACH-000658,-0.7989081724575935
ACH-000661,-0.4116795368863764
ACH-000662,-0.7231645225753104
ACH-000663,-0.5596336727367461
ACH-000665,-0.7004965456559323
ACH-000671,-0.6008190388512218
ACH-000672,-0.7563544407125913
ACH-000673,-0.6670452353389072
ACH-000676,-0.7766346435446917
ACH-000677,-0.6099723699673675
ACH-000681,-0.5580309533061157
ACH-000683,-0.7274603628020468
ACH-000684,-0.6675098108077551
ACH-000688,-0.6245202094273755
ACH-000693,-0.6592855909453907
ACH-000694,-0.6623467080786902
ACH-000695,-0.8727670735649441
ACH-000696,-0.5833546711290392
ACH-000697,-0.9666445418095612
ACH-000699,-0.4746777930456855
ACH-000701,-0.7506420717025318
ACH-000706,-0.6672702535624013
ACH-000711,-0.6382968439584359
ACH-000713,-0.5121011055707765
ACH-000714,-0.7414047413213382
ACH-000718,-0.9073255946192106
ACH-000720,-0.4858971907919528
ACH-000721,-0.5255772111975843
ACH-000724,-0.6815145795694261
ACH-000725,-0.7634619261859262
ACH-000732,-0.4164695093576664
ACH-000734,-0.6169347171089566
ACH-000735,-0.7483803485922987
ACH-000736,-0.6469421103975153
ACH-000738,-0.5079032982364129
ACH-000746,-0.7695632573956945
ACH-000747,-0.6439020054313477
ACH-000748,-0.5996234467576635
ACH-000753,-0.6367000444214863
ACH-000756,-0.671998607578689
ACH-000757,-0.7082710738760674
ACH-000758,-0.6124623314315166
ACH-000760,-0.8052747678095288
ACH-000762,-0.5966150009418629
ACH-000763,-0.8470801244810292
ACH-000764,-0.8229239386769414
ACH-000765,-0.6132854348634821
ACH-000766,-0.6112830889225122
ACH-000767,-0.7058441878350052
ACH-000768,-0.7209628564743368
ACH-000769,-0.7135784766026636
ACH-000770,-0.7173538557818393
ACH-000771,-0.7940376910178448
ACH-000773,-0.7975674846322995
ACH-000776,-0.7199053857032759
ACH-000777,-0.856366742726723
ACH-000778,-0.6571860065877302
ACH-000781,-0.7029562051246411
ACH-000782,-0.73028335570301
ACH-000783,-0.5887029174858729
ACH-000784,-0.5899790255188991
