,CALB1 (793)
ACH-000004,0.1031014547207749
ACH-000005,0.3156754337350205
ACH-000007,0.4240397502379288
ACH-000009,0.28681408415307696
ACH-000011,0.1642335590485824
ACH-000012,0.1721920562082707
ACH-000013,0.17229376457514786
ACH-000014,0.3202719692082265
ACH-000015,0.2375769863759107
ACH-000017,0.10114451957520182
ACH-000018,0.15566851398634918
ACH-000019,0.11007021467851892
ACH-000021,0.19118402029090076
ACH-000022,0.1337098378792268
ACH-000025,0.09188907840329334
ACH-000028,0.21423196392509647
ACH-000030,0.13261794096819848
ACH-000035,0.15440904562653765
ACH-000036,0.2398814728790007
ACH-000037,0.3077391675516292
ACH-000039,0.03529887413524994
ACH-000040,0.3253462136772832
ACH-000041,0.04592630691960748
ACH-000042,0.2613517964274095
ACH-000045,0.15528799389129752
ACH-000047,0.12013929217426958
ACH-000052,-0.07830416666392961
ACH-000053,0.16992995031362432
ACH-000054,0.12781245770467553
ACH-000055,0.12707051568607133
ACH-000060,0.2877866243407623
ACH-000067,0.16062971445789215
ACH-000070,0.21657820578210912
ACH-000075,0.18788825186173289
ACH-000078,0.1973202797316892
ACH-000082,0.23596673501681545
ACH-000085,0.22767299100650285
ACH-000086,0.056787644993822974
ACH-000087,0.12268957424364248
ACH-000092,0.12870540340869113
ACH-000095,0.2401409299344643
ACH-000097,0.25443593664627684
ACH-000098,0.16419631180470445
ACH-000099,0.3066890761204178
ACH-000108,0.3393832995549166
ACH-000113,0.21671710055910468
ACH-000116,0.26812476132544016
ACH-000118,0.1814978429790211
ACH-000120,0.1913947650722496
ACH-000123,0.1513917750004659
ACH-000127,0.24312006821817625
ACH-000128,0.22064556285167955
ACH-000132,0.1938559819258132
ACH-000133,0.1435366785564657
ACH-000137,0.2355676395506642
ACH-000138,0.18885011298242974
ACH-000142,0.2076458520437717
ACH-000143,0.26512535408078763
ACH-000146,0.21085901603639853
ACH-000148,0.236170176138298
ACH-000150,0.05027568085697083
ACH-000152,0.2329438582380016
ACH-000153,0.24736050833073836
ACH-000159,0.24704311057783604
ACH-000160,0.1430578081761114
ACH-000163,0.16812768430856606
ACH-000167,0.39616044866866185
ACH-000168,0.16330074620268833
ACH-000169,0.3632988614367859
ACH-000178,0.14845953366612688
