,ADHFE1 (137872)
ACH-000004,0.13116389514716606
ACH-000005,0.06940111349206661
ACH-000007,0.22268096161660947
ACH-000009,0.135505635765085
ACH-000011,0.11168406527754136
ACH-000012,0.06874477521199457
ACH-000013,0.0443977144762656
ACH-000014,0.16810846119114878
ACH-000015,0.150080542994541
ACH-000017,0.1536243042940406
ACH-000018,0.10463883991349114
ACH-000019,0.16062123451790386
ACH-000021,0.10780009175858377
ACH-000022,0.1945520744318959
ACH-000025,0.0867900214144888
ACH-000028,0.12338366280358105
ACH-000030,0.12097937716779107
ACH-000035,-0.0658755759356757
ACH-000036,0.012644111512856692
ACH-000037,0.13220997710271862
ACH-000039,0.24883776645548805
ACH-000040,0.10676744137619816
ACH-000041,0.031424918331345086
ACH-000042,0.06611710562638756
ACH-000045,0.16641073994437655
ACH-000047,0.15705437212380474
ACH-000052,0.15732214773250353
ACH-000053,0.15610577925532435
ACH-000054,0.0642038791433723
ACH-000055,0.22861054401922726
ACH-000060,-0.08576583491217897
ACH-000067,0.3020098539300074
ACH-000070,0.21342988249246636
ACH-000075,0.25832870422761084
ACH-000078,0.21436748705809303
ACH-000082,0.1493588540960007
ACH-000085,0.12275651507395342
ACH-000086,0.234759198833358
ACH-000087,-0.001902020042025668
ACH-000092,0.07951224353869729
ACH-000095,0.1868765177034243
ACH-000097,0.15161015777745504
ACH-000098,0.07712259513353606
ACH-000099,0.15012476337515968
ACH-000108,0.17340637955169838
ACH-000113,0.13079447937366456
ACH-000116,0.07674042730105625
ACH-000118,0.10256750174921976
ACH-000120,0.04572890482250086
ACH-000123,-0.0005247819712256026
ACH-000127,0.13374930553688352
ACH-000128,0.05982688313090333
ACH-000132,0.2819612047583149
ACH-000133,0.12827500094102806
ACH-000137,0.1904467264436932
ACH-000138,0.1182809597567724
ACH-000142,0.02905867927130215
ACH-000143,0.10537768732981326
ACH-000146,0.15994196587070678
ACH-000148,0.1905025952494938
ACH-000150,-0.06294273107227491
ACH-000152,0.05329475565707505
ACH-000153,0.13531641814692938
ACH-000159,0.11127192553933568
ACH-000160,0.3704296705588576
ACH-000163,-0.012373507659094054
ACH-000167,0.6590402362827615
ACH-000168,0.0907580378922796
ACH-000169,0.1969659926848366
ACH-000178,0.16073055862873933
ACH-000183,0.10577714153147699
ACH-000188,0.11598802088814883
ACH-000189,0.061425489622642035
ACH-000190,0.3620965737350956
ACH-000198,0.116663566454019
ACH-000203,-0.2063119931483914
ACH-000204,0.14474844536833945
ACH-000206,0.13485456370708584
ACH-000207,0.297366199003495
ACH-000208,-0.012887899878431044
ACH-000210,0.11213099812774734
ACH-000211,0.19161108672421287
ACH-000215,0.14860248564551812
ACH-000221,0.1830692093602745
ACH-000222,0.19981697885290886
ACH-000223,0.16789715884369366
ACH-000226,0.08356915969027046
ACH-000227,0.11078270228971544
ACH-000228,0.2595084697994922
ACH-000231,0.0962913736316323
ACH-000232,0.052640998781513765
ACH-000233,0.11749289489091765
ACH-000234,0.16574215356136404
ACH-000235,0.04837736725672742
ACH-000237,0.14841103174913167
ACH-000238,0.1312371546602811
ACH-000242,0.05488040320689427
ACH-000243,0.10643729756519146
ACH-000244,0.11547273396895537
ACH-000246,0.2353021404956402
ACH-000248,0.05428835328619108
ACH-000250,0.08442206541849602
ACH-000251,0.030808615664361175
ACH-000252,0.2515055894189983
ACH-000253,0.0846280872717389
ACH-000255,0.095680391863992
ACH-000256,0.04000048751838909
ACH-000257,0.16170939167469564
ACH-000258,0.19178023472416955
ACH-000259,0.10060353922967108
ACH-000260,0.18155461291317024
ACH-000261,0.07681358517690061
ACH-000262,0.15904229886261548
ACH-000263,0.08300072470292481
ACH-000264,0.00919307072691785
ACH-000265,0.02632816346519257
ACH-000266,0.12709459634442144
ACH-000272,0.1735819019783365
ACH-000274,0.1916321227172649
ACH-000277,0.1422990670983729
ACH-000278,0.11633927171167985
ACH-000279,0.16487740125432812
ACH-000280,0.146482637146377
ACH-000281,0.15013436715527007
ACH-000288,0.2344912416955787
ACH-000291,0.10544011732632018
ACH-000293,0.12450031105445347
ACH-000294,0.14961620003643494
ACH-000295,0.3257175344283953
ACH-000296,0.1325249090257894
ACH-000302,0.10298876217073692
ACH-000304,0.14189128691104294
ACH-000307,0.1150724243479932
ACH-000308,0.05883800495677955
ACH-000310,0.14965116974821047
ACH-000311,0.15563617211210398
ACH-000312,0.19477231370991985
ACH-000315,0.10048218999656564
ACH-000316,0.09233678193327298
ACH-000317,0.10274894277996058
ACH-000318,0.1933948112979528
ACH-000319,0.1563686445132562
ACH-000320,0.13582999328919926
ACH-000322,0.08672178896449027
ACH-000323,0.07674102907707235
ACH-000324,0.15316743034112346
ACH-000329,0.12866362558071226
ACH-000330,-0.005578998384545315
ACH-000331,0.2114474935963074
ACH-000332,0.06131252713409379
ACH-000334,-0.08233740487670192
ACH-000335,-0.005462331164862984
ACH-000336,-0.04783808884003494
ACH-000337,0.1942793466966979
ACH-000338,0.09618347780538213
ACH-000339,0.09576025555239136
ACH-000341,0.16877143501437414
ACH-000348,0.16147913782789658
ACH-000350,0.1866970678352328
ACH-000352,0.04809633301344785
ACH-000356,0.3084751252384259
ACH-000361,0.07789234958174371
ACH-000362,0.1477698762016075
ACH-000363,0.07751927251575133
ACH-000364,0.17420876089934995
ACH-000365,-0.05367886792369283
ACH-000366,0.16290548700776455
ACH-000368,0.06644032493567152
ACH-000374,0.30874587171408097
ACH-000375,0.0837905724762169
ACH-000376,0.1355490928741537
ACH-000381,0.2064446849215837
ACH-000383,0.1507244181152595
ACH-000387,0.14798340647042854
ACH-000389,0.12079775304981395
ACH-000390,0.07387100946151644
ACH-000393,0.06814996751743715
ACH-000395,0.0007354973806754582
ACH-000396,0.0948648841660068
ACH-000397,0.1717124323364563
