,UBASH3A (53347)
ACH-000004,-0.2878599543692223
ACH-000005,-0.19378631399230414
ACH-000007,0.09189701160547577
ACH-000009,0.08506193143970937
ACH-000011,0.112922610033823
ACH-000012,0.05684352155150538
ACH-000013,0.125404631078592
ACH-000014,0.1737966546247187
ACH-000015,0.047329279533489935
ACH-000017,0.1664126043510173
ACH-000018,0.1620774468895313
ACH-000019,-0.16683978421702728
ACH-000021,0.09159700122993046
ACH-000022,0.04694552953375224
ACH-000025,0.05105732056131996
ACH-000028,0.05984339750109743
ACH-000030,-0.016557008327259398
ACH-000035,0.007228638462599855
ACH-000036,0.12419112358855272
ACH-000037,0.09139236878703573
ACH-000039,0.03153442993156903
ACH-000040,0.1255780708190342
ACH-000041,0.0430994898720916
ACH-000042,0.032712465380490136
ACH-000045,0.250179953908716
ACH-000047,0.14786107811879615
ACH-000052,0.11741985480632144
ACH-000053,0.04203755470279871
ACH-000054,0.06377703774974565
ACH-000055,0.0683663339667466
ACH-000060,0.09038752638152148
ACH-000067,-0.02478783029158992
ACH-000070,0.018342129016555516
ACH-000075,0.17613171155385418
ACH-000078,-0.022888471747086102
ACH-000082,-0.004751682909490608
ACH-000085,0.056680626915273265
ACH-000086,-0.08230140482627435
ACH-000087,0.0803739315957986
ACH-000092,0.04934735230531255
ACH-000095,-0.012395428139812441
ACH-000097,0.02942044988861562
ACH-000098,0.00556470586145364
ACH-000099,0.05924728005976484
ACH-000108,-0.08950796845340743
ACH-000113,-0.0753385593598679
ACH-000116,-0.06499912864018532
ACH-000118,0.0038022637559587172
ACH-000120,-0.030870659958820355
ACH-000123,0.04948546963095477
ACH-000127,0.03715639136240696
ACH-000128,0.06558448030595823
ACH-000132,-0.03254499340639131
ACH-000133,0.1682079503005092
ACH-000137,0.10393512798290867
ACH-000138,0.2206967122528592
ACH-000142,-0.16836989511303804
ACH-000143,0.07143933169594872
ACH-000146,0.0003945728509391295
ACH-000148,0.13067330848917166
ACH-000150,0.004813771289705028
ACH-000152,0.021615857720032185
ACH-000153,0.2070394303318852
ACH-000159,0.05553131277838296
ACH-000160,0.11637774240265532
ACH-000163,0.05723928195241632
ACH-000167,0.10250874277494942
ACH-000168,0.09765739347003574
ACH-000169,0.08556329943074947
ACH-000178,0.11034211483168097
ACH-000183,0.004438746906033822
ACH-000188,0.18317374038293432
ACH-000189,0.08973356831245792
ACH-000190,0.05001538219615696
ACH-000198,0.06629541116110131
ACH-000203,-0.2982449966119259
ACH-000204,0.20178586131562695
ACH-000206,-0.2730595800542553
ACH-000207,-0.16917123819395333
ACH-000208,0.14626150031491866
ACH-000210,0.034492771250794294
ACH-000211,0.09829792483212538
ACH-000215,0.01897413336861072
ACH-000221,0.0531624157165752
ACH-000222,-0.1193059550622308
ACH-000223,0.12675835880450514
ACH-000226,0.12841908292330412
ACH-000227,0.00948585259971152
ACH-000228,0.14205048348977045
ACH-000231,0.02072182543924779
ACH-000232,0.09328362880503724
ACH-000233,0.1326183272466663
ACH-000234,0.14110331757421488
ACH-000235,0.06038720178620316
ACH-000237,0.1976818207212606
ACH-000238,-0.09538162973555983
ACH-000242,-0.0836415696749662
ACH-000243,0.11697340264035395
ACH-000244,-0.031617515328916934
ACH-000246,0.1575616720216136
ACH-000248,0.2698536382251264
ACH-000250,-0.013951787942302526
ACH-000251,0.05342355071421221
ACH-000252,-0.00988879879727018
ACH-000253,0.19065725220193214
ACH-000255,0.16259789193887098
ACH-000256,0.23314567184835555
ACH-000257,-0.020353770520245642
ACH-000258,0.12725538661918848
ACH-000259,0.0917149268247685
ACH-000260,-0.009260942684490785
ACH-000261,0.16572724234113242
ACH-000262,0.14056230664284947
ACH-000263,-0.15788352531597766
ACH-000264,0.04821942808760003
ACH-000265,0.04758931276037614
ACH-000266,0.06356207161905147
ACH-000272,0.13315372322868396
ACH-000274,0.09295233538337974
ACH-000277,0.15588164567593488
