,GSR (2936)
ACH-000004,0.2878708060294375
ACH-000005,0.007192126323170309
ACH-000007,0.10340041409433927
ACH-000009,0.09656565819813996
ACH-000011,0.051645777850866964
ACH-000012,0.0806336268794867
ACH-000013,0.11371155182472822
ACH-000014,0.14521715227408288
ACH-000015,0.14303187955681265
ACH-000017,0.09721262058922264
ACH-000018,0.19665210219049267
ACH-000019,0.18446169793688486
ACH-000021,0.12344773309982393
ACH-000022,0.15544320168584252
ACH-000025,-0.04500957045383165
ACH-000028,-0.06525066643658181
ACH-000030,0.11751759842988345
ACH-000035,0.1348699374378031
ACH-000036,0.20911553620510176
ACH-000037,0.11742064856852515
ACH-000039,0.16280358685367866
ACH-000040,0.07610236106843474
ACH-000041,-0.00628242273084961
ACH-000042,0.12031805872919432
ACH-000045,0.1801053188581423
ACH-000047,0.03172101123971715
ACH-000052,0.10371863169913316
ACH-000053,0.12014433776202844
ACH-000054,0.17595691646034795
ACH-000055,-0.014318242469250031
ACH-000060,0.08497843937343405
ACH-000067,0.3416995123507812
ACH-000070,0.02077566054728039
ACH-000075,-0.22478408963891935
ACH-000078,0.06975660601255883
ACH-000082,0.023007070395573013
ACH-000085,0.21578821758093752
ACH-000086,0.20779352240728344
ACH-000087,-0.1464163864347842
ACH-000092,0.0682450017989432
ACH-000095,0.09202788710172384
ACH-000097,0.018806739668649958
ACH-000098,0.3815110018878498
ACH-000099,0.05284667100371433
ACH-000108,0.08238176094628198
ACH-000113,0.12451151044939501
ACH-000116,0.12675836435909035
ACH-000118,0.04510015869024767
ACH-000120,0.04621384133508809
ACH-000123,0.12907835105967452
ACH-000127,0.0647413866944203
ACH-000128,0.06734174604942128
ACH-000132,0.14015237080063273
ACH-000133,-0.015013184884410915
ACH-000137,0.21820505636102927
ACH-000138,-0.010102014882975052
ACH-000142,0.255729709621534
ACH-000143,0.10411798066125108
ACH-000146,0.07250555772117696
ACH-000148,0.15346678224444868
ACH-000150,0.12856350533509395
ACH-000152,0.0465898678936828
ACH-000153,0.20336557249892187
ACH-000159,0.07061795352206203
ACH-000160,0.13320635143854814
ACH-000163,0.10921243310241058
ACH-000167,0.327413711453983
ACH-000168,0.10271350813198217
ACH-000169,0.09050767226752413
ACH-000178,0.025949597002071667
ACH-000183,0.1524505839066872
ACH-000188,0.10401942887866523
ACH-000189,0.16672945821092994
ACH-000190,0.016219371513010315
ACH-000198,0.15415186648607632
ACH-000203,-0.19590129172947027
ACH-000204,0.13968520549315294
ACH-000206,0.11909100202881505
ACH-000207,0.11100452882924396
ACH-000208,0.10323883371505528
ACH-000210,0.07068451904894986
ACH-000211,0.0926478035253673
ACH-000215,0.16668602218907008
ACH-000221,0.09553141746244877
ACH-000222,0.2988310393937512
ACH-000223,0.038943477755943895
ACH-000226,0.05692103549770278
ACH-000227,0.1526738436172484
ACH-000228,0.09513246969018546
ACH-000231,0.1793972248006332
ACH-000232,0.16753715521166768
ACH-000233,0.03414552536027025
ACH-000234,0.16411706374136653
ACH-000235,0.1007487430165565
ACH-000237,0.02595853106438649
ACH-000238,0.16574459318291834
ACH-000242,0.1271389107769475
ACH-000243,0.04468590592808624
ACH-000244,-0.09304381454636036
ACH-000246,0.18094247205638594
ACH-000248,-0.008171763269425602
ACH-000250,-0.010382603980014615
ACH-000251,0.07548432774367228
ACH-000252,0.061571263345654575
ACH-000253,0.013201714520366227
ACH-000255,0.1920066137461413
ACH-000256,0.12448978031753513
ACH-000257,0.06829727899128557
ACH-000258,-0.03636385619697348
ACH-000259,0.03248042208501983
ACH-000260,0.05265646820662178
ACH-000261,0.11686374818303548
ACH-000262,0.2293170221620219
ACH-000263,0.23338973160879445
ACH-000264,0.05532960818581629
ACH-000265,0.06556099031643438
ACH-000266,0.19457434728637235
ACH-000272,0.19994965602347467
ACH-000274,0.12161750501708092
ACH-000277,0.15236943464085048
ACH-000278,0.07790908767599361
ACH-000279,0.19482492187610986
ACH-000280,0.04751394436247049
ACH-000281,0.31529099804305466
ACH-000288,0.2004770660441069
ACH-000291,0.17410638965061465
ACH-000293,0.11375054049624135
ACH-000294,0.1716748533534459
ACH-000295,0.11547631729586658
ACH-000296,-0.03917925856971728
ACH-000302,0.04338192607489556
ACH-000304,-0.08235764861026441
ACH-000307,0.028785972377713562
ACH-000308,0.08199919584926559
ACH-000310,0.044500316266681016
ACH-000311,0.10337208889385778
ACH-000312,0.1036775403387246
ACH-000315,-0.0001948809355854869
ACH-000316,0.16831972888773208
ACH-000317,0.10040621652561144
ACH-000318,0.21290041148795735
ACH-000319,0.20791115713346692
ACH-000320,0.12955287876197996
ACH-000322,0.11538436939672266
ACH-000323,0.1085030634342985
ACH-000324,0.06383119343415508
ACH-000329,0.2534561524026599
ACH-000330,-0.035065514462185136
ACH-000331,0.2350067524521377
ACH-000332,0.12195057524830093
ACH-000334,0.08485013193919161
ACH-000335,0.12392078385703192
ACH-000336,0.10015200534481508
ACH-000337,0.17080585783862096
ACH-000338,-0.1469652418241469
ACH-000339,-0.01177308041339699
ACH-000341,0.01646610151900181
ACH-000348,0.02302622727438542
ACH-000350,0.09735238593205447
ACH-000352,0.08124632147267867
ACH-000356,0.20191837862639145
ACH-000361,0.043766765135820035
ACH-000362,0.16087324120606647
ACH-000363,0.07104386022604837
ACH-000364,0.04767599529091466
ACH-000365,0.1453492838314398
ACH-000366,0.19847384985260366
ACH-000368,0.2214165561877592
ACH-000374,0.04873648006262975
ACH-000375,-0.07695652485623049
ACH-000376,0.2967611202141366
ACH-000381,0.023115881562008528
ACH-000383,0.08480019180015635
ACH-000387,0.10552230311853487
ACH-000389,0.2306266514924992
ACH-000390,0.17120696915416214
ACH-000393,-0.034161301623137845
ACH-000395,0.044860112897152894
ACH-000396,0.12916113717596436
ACH-000397,0.10757310722790717
ACH-000401,0.03996150939193862
ACH-000402,0.17187624809199345
ACH-000403,0.08565265923170498
ACH-000404,0.1103627709362894
ACH-000406,0.08980104807545873
ACH-000407,0.11225400351871588
ACH-000408,0.15955272965568276
ACH-000410,0.05668004345795698
ACH-000411,0.0049115397492251
ACH-000414,0.07975181792692568
ACH-000415,0.06841471346323244
ACH-000416,0.06888537976020853
ACH-000420,0.14137279524614607
ACH-000421,0.09756117839300643
ACH-000424,0.2855666030579686
ACH-000425,0.07215680258286238
ACH-000426,0.1996910287782505
ACH-000427,0.13622035166890908
ACH-000433,0.1755705228162241
ACH-000435,-0.10606895841741418
ACH-000436,0.09341344170998664
ACH-000444,0.030616719765628176
ACH-000445,0.1913089530921032
ACH-000448,0.0944343861881227
