,CWC22 (57703)
ACH-000004,-1.055032341814522
ACH-000005,-0.7716399790416129
ACH-000007,-1.0645618089482625
ACH-000009,-1.2099903436400956
ACH-000011,-0.7939589134041457
ACH-000012,-1.1127675130568893
ACH-000013,-1.2254639746766638
ACH-000014,-0.8979521550171501
ACH-000015,-0.8463355076081245
ACH-000017,-1.3264983098860343
ACH-000018,-1.0979539152675135
ACH-000019,-1.036705643632746
ACH-000021,-0.9082591004232896
ACH-000022,-0.973975420307456
ACH-000025,-1.1034745520188023
ACH-000028,-1.1147903132556265
ACH-000030,-0.8509575645824545
ACH-000035,-0.9318986936346512
ACH-000036,-1.0540716342261751
ACH-000037,-0.6080879884662159
ACH-000039,-1.1058686264722588
ACH-000040,-1.0506747155678045
ACH-000041,-0.9869551110757676
ACH-000042,-0.919583405720893
ACH-000045,-0.8188069674438713
ACH-000047,-0.8735227582476768
ACH-000052,-1.1996032289362035
ACH-000053,-1.1667489565646476
ACH-000054,-0.821167723176614
ACH-000055,-0.984346732560996
ACH-000060,-0.9205852362661168
ACH-000067,-0.9158613994484474
ACH-000070,-1.1147478135635265
ACH-000075,-1.0322670072566411
ACH-000078,-0.9693260776263252
ACH-000082,-1.1824969337924007
ACH-000085,-1.003540519888543
ACH-000086,-1.0789046222498715
ACH-000087,-0.9431373232640315
ACH-000092,-1.0622604241841984
ACH-000095,-1.0792659993802902
ACH-000097,-1.1391534661197928
ACH-000098,-0.9252351135974716
ACH-000099,-1.128072726650306
ACH-000108,-1.0583892068123515
ACH-000113,-1.049796351867962
ACH-000116,-0.9140523422129152
ACH-000118,-1.0302987199418727
ACH-000120,-1.1927676808865395
ACH-000123,-1.0809391880610697
ACH-000127,-1.3541197832440086
ACH-000128,-1.1296976997957089
ACH-000132,-0.9858917501689696
ACH-000133,-1.0286325890995285
ACH-000137,-1.1382738584562848
ACH-000138,-1.0145464259496508
ACH-000142,-1.2421238033275224
ACH-000143,-1.1464137868817978
ACH-000146,-0.8977054823570048
ACH-000148,-1.0225456260327168
ACH-000150,-0.7412499992291663
ACH-000152,-1.1197069124946228
ACH-000153,-0.967740519460072
ACH-000159,-1.0184771505987904
ACH-000160,-1.1366777661483296
ACH-000163,-1.1889270739935671
ACH-000167,-1.969236465705497
ACH-000168,-1.1066308797611475
ACH-000169,-0.8245667098415769
ACH-000178,-0.8741403182863504
ACH-000183,-1.0016641594720541
ACH-000188,-0.9885559228374124
ACH-000189,-0.9448422045672904
ACH-000190,-1.1254414358879818
ACH-000198,-0.9759953012329322
ACH-000203,-1.0301441965122486
ACH-000204,-1.1667346237307632
ACH-000206,-0.7405804561901665
ACH-000207,-0.9295787853102258
ACH-000208,-0.6216470065039177
ACH-000210,-0.7970037951118719
ACH-000211,-1.0576003296389351
ACH-000215,-1.0157703423254574
ACH-000221,-1.0151876878741666
ACH-000222,-0.8942396753059192
ACH-000223,-1.1056045696436942
ACH-000226,-1.1113518628521415
ACH-000227,-1.0724615465697624
ACH-000228,-0.8628804722996732
ACH-000231,-1.0850810622249698
ACH-000232,-1.027096785217522
ACH-000233,-1.2345637343031102
ACH-000234,-0.9110756889640164
ACH-000235,-0.8691346283509706
ACH-000237,-1.196820083177167
ACH-000238,-1.1970603824979031
ACH-000242,-1.2254316839643935
ACH-000243,-1.0237957901759918
ACH-000244,-1.2191135638637056
ACH-000246,-1.0501410815755263
ACH-000248,-1.2118127364466114
ACH-000250,-1.0414073371671382
ACH-000251,-1.0943585244931897
ACH-000252,-0.9223769252962656
ACH-000253,-0.8682487687580657
ACH-000255,-0.9727209407975196
ACH-000256,-0.9981782340936516
ACH-000257,-1.0586637443456592
ACH-000258,-0.7542780567631159
ACH-000259,-0.9065723861419036
ACH-000260,-0.9758301642577324
ACH-000261,-0.8982376480432966
ACH-000262,-1.0713791656606964
ACH-000263,-1.211536962349679
ACH-000264,-1.3389690566364478
ACH-000265,-1.0269514808109437
ACH-000266,-0.9901121126109976
ACH-000272,-0.9354046138720862
ACH-000274,-0.9446785206271628
ACH-000277,-1.295887381394356
ACH-000278,-0.6934933041653666
ACH-000279,-1.285967668624515
ACH-000280,-1.2663542194107151
ACH-000281,-1.1764220419382565
ACH-000288,-1.129337980568897
ACH-000291,-1.0637713292117021
ACH-000293,-0.7732369121306839
ACH-000294,-0.9505160795771403
ACH-000295,-0.8956088043733427
ACH-000296,-1.1545293779670616
ACH-000302,-1.115294676810158
ACH-000304,-0.6585303072266439
ACH-000307,-0.9507409009922853
ACH-000308,-1.1640300751892687
ACH-000310,-1.1393639186869888
ACH-000311,-0.8131900973025314
ACH-000312,-0.8908513352621815
ACH-000315,-0.8582231387126772
ACH-000316,-0.700660240089818
ACH-000317,-0.9879997025786484
ACH-000318,-0.8514584816881426
ACH-000319,-1.022268510246369
ACH-000320,-1.0049692687501743
ACH-000322,-0.8311115360790067
ACH-000323,-1.3159471206582145
ACH-000324,-1.1069730587236313
ACH-000329,-1.2153605782677632
ACH-000330,-0.9652145574053216
ACH-000331,-1.0230955729120057
ACH-000332,-0.9192633867962516
ACH-000334,-1.2844884377946026
ACH-000335,-0.9762600161206344
ACH-000336,-0.9057226821486264
ACH-000337,-0.967893396819648
ACH-000338,-0.8061365240166003
ACH-000339,-0.9458790589337832
ACH-000341,-1.0979581302174604
ACH-000348,-0.9793509916138364
ACH-000350,-0.8708057657254338
ACH-000352,-1.1378005053295286
ACH-000356,-0.7497937406711003
ACH-000361,-0.8363887397329117
ACH-000362,-0.7857000913317823
ACH-000363,-1.0051995250368748
ACH-000364,-1.1195876808186858
ACH-000365,-0.9984819880084084
ACH-000366,-1.0762018132702578
ACH-000368,-1.100352752793281
ACH-000374,-1.1833843245010276
ACH-000375,-1.0274997958558263
ACH-000376,-0.8875397435704984
ACH-000381,-0.9320157083247308
ACH-000383,-1.01716847976596
ACH-000387,-0.9941115964334032
ACH-000389,-1.0381775399567184
ACH-000390,-0.9588108674062852
ACH-000393,-1.0375101600789425
ACH-000395,-1.2008603677136251
