,MAFB (9935)
ACH-000004,0.03624028730292534
ACH-000005,0.033047032577349436
ACH-000007,0.1017022687693912
ACH-000009,0.11587954342092525
ACH-000011,0.031336389445633724
ACH-000012,0.2004034479347277
ACH-000013,0.09416014099488446
ACH-000014,0.07885867686435667
ACH-000015,0.0515621093575324
ACH-000017,0.12135085075067065
ACH-000018,0.2422306257491324
ACH-000019,0.188651483736725
ACH-000021,0.06717255244886472
ACH-000022,0.2002549200180256
ACH-000025,-0.025039226684934864
ACH-000028,0.2036302803923362
ACH-000030,0.025467575756315343
ACH-000035,0.2322563834703397
ACH-000036,0.13711672959321
ACH-000037,0.15805951008772462
ACH-000039,0.1925245488585825
ACH-000040,0.1378146971742723
ACH-000041,0.173076792649649
ACH-000042,0.028090852511373682
ACH-000045,0.26954657588732883
ACH-000047,-0.02367990094702543
ACH-000052,0.13735469560937813
ACH-000053,0.12452617436633813
ACH-000054,0.14975601690473456
ACH-000055,0.20584380953704345
ACH-000060,-0.08637504045743435
ACH-000067,0.0918647503580454
ACH-000070,-0.00329259656816432
ACH-000075,0.09721701402424857
ACH-000078,0.09331242441266957
ACH-000082,0.14699200343913296
ACH-000085,0.31171133820305724
ACH-000086,-0.00605568518311536
ACH-000087,0.16269359443817655
ACH-000092,0.06842353503506686
ACH-000095,0.01453169193197139
ACH-000097,-0.02990495340234635
ACH-000098,0.14439238333291204
ACH-000099,0.1000385145213242
ACH-000108,0.02740810947521044
ACH-000113,0.10745976307992364
ACH-000116,0.14917804026523593
ACH-000118,0.030094811584908582
ACH-000120,0.04784441677512534
ACH-000123,0.014891501257242732
ACH-000127,0.10963765385634916
ACH-000128,0.11266466937810628
ACH-000132,0.06957875941566137
ACH-000133,-0.038743092476792
ACH-000137,0.22342883538905645
ACH-000138,0.0813338911002585
ACH-000142,0.20245501784822784
ACH-000143,-0.0680584380270344
ACH-000146,0.05304901346957926
ACH-000148,0.04276055120615453
ACH-000150,0.03777628217328422
ACH-000152,0.11727264948100324
ACH-000153,0.19256112067525286
ACH-000159,0.11854268456818558
ACH-000160,-0.04919097207737775
ACH-000163,0.104823397058231
ACH-000167,0.3756450930137756
ACH-000168,0.0002728260086136561
ACH-000169,0.12271028030235055
ACH-000178,0.11482335528314087
ACH-000183,-0.7816667238125272
ACH-000188,0.07457950254608682
ACH-000189,0.13457667382700134
ACH-000190,-0.016609149634440403
ACH-000198,0.10646213188491352
ACH-000203,-0.0250582352841673
ACH-000204,0.23833841511312304
ACH-000206,-0.01398482206644232
ACH-000207,0.11247434736997726
ACH-000208,-0.013563636990143256
ACH-000210,-0.02300200235447124
ACH-000211,0.10583278045216914
ACH-000215,0.08007380209585623
ACH-000221,0.038515489721537566
ACH-000222,-0.030577846419273032
ACH-000223,0.14130560187199984
ACH-000226,-0.03630535826877791
ACH-000227,0.06206257104836816
ACH-000228,0.04082416513158599
ACH-000231,0.12299506264555388
ACH-000232,0.0757721058747
ACH-000233,0.053019363808188315
ACH-000234,0.08507857912059516
ACH-000235,0.04797694117872717
ACH-000237,0.1302051343016825
ACH-000238,-0.0048651393979800145
ACH-000242,0.04188630328380113
ACH-000243,0.038800599421312684
ACH-000244,0.0593796903909123
ACH-000246,0.06519244340631215
ACH-000248,0.09171342835617734
ACH-000250,0.12625847822578076
ACH-000251,0.16346612002788435
ACH-000252,-0.0588801351284703
ACH-000253,0.08964427925669538
ACH-000255,0.08262191311645338
ACH-000256,0.13560710221529731
ACH-000257,0.2585216264247951
ACH-000258,0.1931982042772207
ACH-000259,0.026045310129476654
ACH-000260,0.09753523963737316
ACH-000261,0.06093927139642591
ACH-000262,0.10619346125763204
ACH-000263,0.11055560151054697
ACH-000264,0.037115995791812004
ACH-000265,0.07639071022018247
ACH-000266,0.04952181559387205
ACH-000272,0.004457036107644311
ACH-000274,0.02766469017021568
ACH-000277,-0.07300555127835984
ACH-000278,0.17534400118247806
ACH-000279,0.18061890510450654
ACH-000280,-0.0014382834556838642
ACH-000281,0.08638285506084599
ACH-000288,0.11335239472636895
ACH-000291,0.04963321478005432
ACH-000293,0.25571153640741745
ACH-000294,0.06853054186633294
ACH-000295,0.17521127087974292
ACH-000296,0.03253645008920385
ACH-000302,0.08027096045706142
ACH-000304,-0.08308279740354693
ACH-000307,0.08148722506900608
ACH-000308,0.09591276299485416
ACH-000310,0.024850094798350483
ACH-000311,0.0023600288323600907
ACH-000312,0.013040350012377402
ACH-000315,0.045114273459524616
ACH-000316,0.2687063937948762
ACH-000317,0.05073016335940528
ACH-000318,0.18226463037870694
ACH-000319,0.07452325919656863
ACH-000320,0.11780975141776348
ACH-000322,-0.10863693636658824
ACH-000323,-0.07080941297852933
ACH-000324,0.013740979969550655
ACH-000329,0.08556974278832129
ACH-000330,-0.16397418646306558
ACH-000331,-0.02846115478262555
ACH-000332,0.08994107015449569
ACH-000334,0.1074914626569696
ACH-000335,0.12129872656238536
ACH-000336,0.06499814051898355
ACH-000337,0.015077495818849368
ACH-000338,-0.03448364761105192
ACH-000339,0.10851309018982666
ACH-000341,-0.02876964046613809
ACH-000348,0.14504048224807906
ACH-000350,0.08465932641896359
ACH-000352,0.12143296755483755
ACH-000356,0.1692154189774796
ACH-000361,0.19207196630631532
ACH-000362,0.07372798883359681
ACH-000363,0.045869544959908345
ACH-000364,0.07411778788204275
ACH-000365,-1.303919865084459e-05
ACH-000366,0.16843185429126914
ACH-000368,0.025024002770078487
ACH-000374,0.10751403022390664
ACH-000375,0.0678886415365094
ACH-000376,0.020210794320524108
ACH-000381,0.16387045871156952
ACH-000383,0.12676238979203192
ACH-000387,0.13972622538098695
ACH-000389,0.08767917471523155
ACH-000390,0.014969217339347215
ACH-000393,0.22314676488086696
ACH-000395,0.04614101503554508
ACH-000396,0.181074452423212
ACH-000397,0.12144049387957112
ACH-000401,0.16262964507216807
ACH-000402,0.028857845067481125
ACH-000403,0.10861787395245087
ACH-000404,-0.03356114241659019
ACH-000406,0.12620478381511474
ACH-000407,0.06461366259818617
ACH-000408,0.02866549892933251
ACH-000410,0.016314749265716775
ACH-000411,0.09673348125046764
ACH-000414,0.095668688924989
ACH-000415,0.10851029510529094
ACH-000416,0.18321634300906825
ACH-000420,0.11601512190520412
ACH-000421,0.10167402308852036
ACH-000424,0.3214674757028368
ACH-000425,0.12404246993514795
ACH-000426,0.012978712991984664
ACH-000427,0.09508817651222888
ACH-000433,0.0738110710674742
ACH-000435,-0.043595141208749265
ACH-000436,0.1246773136919212
ACH-000444,0.09686494118140808
ACH-000445,0.06525624519733875
ACH-000448,0.19801024294350789
ACH-000450,0.1677478115119576
ACH-000452,0.2043419660004596
ACH-000454,0.2562037740094708
ACH-000458,0.13189690814244026
ACH-000459,0.1084476746175478
ACH-000460,0.104482363095755
ACH-000461,0.0215723723152164
ACH-000463,0.07598866378701119
ACH-000464,0.14772309763125174
ACH-000466,0.09479360827464167
ACH-000467,0.04515228702187813
ACH-000468,-0.005044964242851688
ACH-000469,0.08410140471139957
ACH-000470,0.05948163155388054
ACH-000471,0.25781112619160923
ACH-000472,0.10264656523167376
ACH-000473,0.031935665426901766
ACH-000475,0.07712877119540516
