,SLC35E1 (79939)
ACH-000004,-0.02309277301199901
ACH-000005,0.008417956045852087
ACH-000007,-0.14279313462666665
ACH-000009,-0.09905625645270888
ACH-000011,0.03258690874808177
ACH-000012,-0.06614126306197908
ACH-000013,-0.07509639990561356
ACH-000014,0.05616313045813548
ACH-000015,-0.18898871469932046
ACH-000017,-0.10329449274141607
ACH-000018,-0.2869700520568579
ACH-000019,-0.3075278663307663
ACH-000021,-0.20386016960665315
ACH-000022,-0.1658017315443057
ACH-000025,-0.3088007441832117
ACH-000028,-0.13756293502512568
ACH-000030,-0.133369390357661
ACH-000035,-0.3169700948403269
ACH-000036,-0.1879832216393721
ACH-000037,0.014636753601069516
ACH-000039,-0.20148399196836855
ACH-000040,-0.12383226505057555
ACH-000041,-0.04010425545991843
ACH-000042,-0.028609200154720838
ACH-000045,0.02625507804021349
ACH-000047,-0.09369357544294166
ACH-000052,-0.10368049590419212
ACH-000053,0.011905018567155716
ACH-000054,-0.06657210021300589
ACH-000055,0.01817161605659328
ACH-000060,-0.13499238820412615
ACH-000067,-0.1773696001968275
ACH-000070,-0.0801265341676348
ACH-000075,0.05681524184150076
ACH-000078,0.13804313494166626
ACH-000082,-0.0044163832161141356
ACH-000085,0.09363199931973083
ACH-000086,-0.21332895068176347
ACH-000087,-0.16320448388476247
ACH-000092,-0.07337307618635397
ACH-000095,-0.1360850682110791
ACH-000097,0.025142092613928704
ACH-000098,-0.1106213234352975
ACH-000099,-0.03914738014631986
ACH-000108,-0.0363145895891108
ACH-000113,-0.16912173973956116
ACH-000116,-0.11656861565512705
ACH-000118,-0.1908802530748824
ACH-000120,-0.01739201722632613
ACH-000123,-0.21882696715594174
ACH-000127,-0.4381323472637814
ACH-000128,-0.037391632697120224
ACH-000132,-0.04907460197959485
ACH-000133,0.01350344797764613
ACH-000137,-0.15502344796650955
ACH-000138,-0.01921319166658025
ACH-000142,-0.17523797035670327
ACH-000143,-0.07146179195306471
ACH-000146,-0.027718301871471597
ACH-000148,-0.05585418451131912
ACH-000150,-0.04798429801829525
ACH-000152,-0.029322532216904576
ACH-000153,0.1232412099178736
ACH-000159,-0.21395947673652987
ACH-000160,-0.041943074815342936
ACH-000163,-0.15768180555512773
ACH-000167,-0.2268183746713456
ACH-000168,-0.03825761351261574
ACH-000169,0.024688723712788137
ACH-000178,-0.10785135833207517
ACH-000183,-0.14449663203732516
ACH-000188,-0.2318098083917523
ACH-000189,-0.2770687993721451
ACH-000190,-0.017763112583513357
ACH-000198,-0.035348263826704
ACH-000203,-0.07597840988970181
ACH-000204,0.0036450306307656563
ACH-000206,-0.09189914363454893
ACH-000207,-0.4190829413629436
ACH-000208,-0.0533399077841104
ACH-000210,-0.14580368320976764
ACH-000211,-0.06393883597918575
ACH-000215,-0.13700170161099814
ACH-000221,0.07032908147607812
ACH-000222,-0.16220517160898362
