,TCF19 (6941)
ACH-000004,-0.14193891080643012
ACH-000005,-0.3222514633059215
ACH-000007,-0.15648233313064333
ACH-000009,-0.08948843414969751
ACH-000011,-0.1637226347646947
ACH-000012,-0.12492349598761468
ACH-000013,-0.16735624301241167
ACH-000014,-0.0784778997902964
ACH-000015,-0.16354134864217887
ACH-000017,-0.14450998016018793
ACH-000018,-0.3261100303137908
ACH-000019,-0.16034007486863516
ACH-000021,-0.06826220907194265
ACH-000022,-0.13227190103323433
ACH-000025,-0.2015399174186661
ACH-000028,-0.0977012877171141
ACH-000030,-0.0694890540474466
ACH-000035,-0.03418233844780617
ACH-000036,-0.2192363234838441
ACH-000037,-0.056559751391749236
ACH-000039,-0.11253965545698083
ACH-000040,-0.1539268911569291
ACH-000041,-0.022052539331304032
ACH-000042,-0.02908769079134987
ACH-000045,0.05075362338983535
ACH-000047,-0.02559437202412209
ACH-000052,-0.1632922294077372
ACH-000053,-0.05907981082665306
ACH-000054,-0.2341058660919728
ACH-000055,-0.3342985931076371
ACH-000060,-0.11156411319286802
ACH-000067,-0.1066192970610722
ACH-000070,-0.11009899272446576
ACH-000075,-0.07957461040974298
ACH-000078,-0.20541587198842245
ACH-000082,-0.14694986123993914
ACH-000085,-0.18525365258967103
ACH-000086,-0.008592686294565421
ACH-000087,-0.06733437539020443
ACH-000092,-0.1008215366603705
ACH-000095,-0.13170576153965186
ACH-000097,-0.034067502620211604
ACH-000098,0.00024006940272180318
ACH-000099,-0.05461283879603932
ACH-000108,-0.1855977543750655
ACH-000113,-0.032267410561575546
ACH-000116,0.06253626707967208
ACH-000118,-0.013663357581497915
ACH-000120,-0.08117974307843848
ACH-000123,-0.26141054457184315
ACH-000127,-0.0933426460643141
ACH-000128,-0.3650151948254992
ACH-000132,-0.1503193336284342
ACH-000133,-0.20226366482036048
ACH-000137,-0.19654376250735545
ACH-000138,-0.13809066991554267
ACH-000142,-0.1561293838117052
ACH-000143,-0.06555459361525272
ACH-000146,-0.007298627314280366
ACH-000148,0.058428544755543085
ACH-000150,-0.09253036874414232
ACH-000152,-0.19000764009130047
ACH-000153,-0.19830189453130426
ACH-000159,-0.26765036173707857
ACH-000160,-0.10005613469650046
ACH-000163,-0.06966564360835549
ACH-000167,0.0814707736232446
ACH-000168,-0.036942827232754334
ACH-000169,-0.06605205243183918
ACH-000178,-0.06290565728600958
ACH-000183,0.06571169124342471
ACH-000188,-0.05622862892154227
ACH-000189,-0.14815986331836248
ACH-000190,-0.5307854947999501
ACH-000198,-0.1825092902276562
ACH-000203,-0.29380373089832323
ACH-000204,-0.2063853368429692
ACH-000206,-0.07930371611312563
ACH-000207,-0.16863500754327138
ACH-000208,0.0076626219266814465
ACH-000210,-0.1774008002188614
ACH-000211,-0.12378782203211645
ACH-000215,-0.1148802555063861
ACH-000221,-0.04942408232584456
ACH-000222,-0.14822882375622878
ACH-000223,-0.1347882497396238
ACH-000226,-0.11565825345264324
ACH-000227,-0.05714854835083105
ACH-000228,-0.2390822239024593
ACH-000231,-0.17746464043681348
ACH-000232,-0.08368479397761358
ACH-000233,-0.23690035277585825
ACH-000234,-0.22239942283966446
ACH-000235,-0.04696628180414757
ACH-000237,-0.129957087399314
ACH-000238,-0.1391422049908877
ACH-000242,-0.5845141962789605
ACH-000243,-0.2167347539197846
ACH-000244,-0.11121804412970374
ACH-000246,-0.0977782100239503
ACH-000248,-0.1014917059450959
ACH-000250,-0.17877231654503367
ACH-000251,-0.3420039271016982
ACH-000252,0.054561050933874
ACH-000253,-0.13710251466212306
