,RAET1G (353091)
ACH-000004,-0.014273798122112227
ACH-000005,0.1318642625927452
ACH-000007,-0.03359544287381809
ACH-000009,0.01619680556687104
ACH-000011,-0.1498067828535674
ACH-000012,0.16316744196074545
ACH-000013,0.003032586458465059
ACH-000014,0.07657402975872497
ACH-000015,0.006228834331855697
ACH-000017,0.01962596236647633
ACH-000018,-0.3185306414860713
ACH-000019,-0.2342244210126048
ACH-000021,-0.1889393000618949
ACH-000022,0.025466152704345067
ACH-000025,0.0846940302746093
ACH-000028,-0.08624914333389591
ACH-000030,-0.04937155654634482
ACH-000035,0.2806955322785097
ACH-000036,0.04537430846535273
ACH-000037,0.014069692968511864
ACH-000039,-0.0978560476157944
ACH-000040,-0.04574776753025414
ACH-000041,0.09275411579221457
ACH-000042,0.025273638955667532
ACH-000045,0.11439761911384892
ACH-000047,0.09876713283013597
ACH-000052,-0.022400438154905517
ACH-000053,-0.040115455450553714
ACH-000054,-0.19451204946236786
ACH-000055,0.15760098842494236
ACH-000060,-0.08662906955115612
ACH-000067,-0.05280859944701123
ACH-000070,-0.052489141872963066
ACH-000075,-0.045254475558838415
ACH-000078,-0.009197798184916292
ACH-000082,-0.023719271311192617
ACH-000085,0.13018787652272232
ACH-000086,-0.001373385959947327
ACH-000087,-0.08651935542730774
ACH-000092,-0.053721531933714935
ACH-000095,-0.15646449029636067
ACH-000097,-0.022330424113173958
ACH-000098,0.034697820025130284
ACH-000099,0.05288664449567592
ACH-000108,0.01867042452861701
ACH-000113,0.07186222884996568
ACH-000116,0.0388940583365724
ACH-000118,-0.006499356170076529
ACH-000120,-0.017312187994591364
ACH-000123,-0.07581898915079352
ACH-000127,0.022234615185503008
ACH-000128,-0.2250454705172177
ACH-000132,-0.12928826330439894
ACH-000133,-0.05383648430454198
ACH-000137,-0.1142767580215064
ACH-000138,-0.06578715543898295
ACH-000142,-0.2554864482009501
ACH-000143,0.04824528353638005
ACH-000146,-0.076039053065276
ACH-000148,-0.03263816342152488
ACH-000150,-0.060980663437701636
ACH-000152,0.08029084697354955
ACH-000153,0.123809138521163
ACH-000159,0.06837073070696653
ACH-000160,-0.13256384060549845
ACH-000163,0.2817806830713919
ACH-000167,-0.04957404456156713
ACH-000168,-0.009030447607607385
ACH-000169,-0.09388160574617002
ACH-000178,-0.01090914063767086
ACH-000183,0.09017404428545032
ACH-000188,0.04044395614675008
ACH-000189,-0.008229195696733813
ACH-000190,0.06866155659510033
ACH-000198,-0.08111850732979556
ACH-000203,-0.08213659615462454
ACH-000204,-0.057429949656320686
ACH-000206,-0.0352980282620527
ACH-000207,-0.009089162400802188
ACH-000208,0.22486392617292472
ACH-000210,-0.0611833754582317
ACH-000211,-0.022480232046630844
ACH-000215,0.019905305439752014
ACH-000221,-0.05416396235532226
ACH-000222,0.05219818450520883
ACH-000223,0.053708413252021164
ACH-000226,-0.00791283393922688
ACH-000227,-0.05346927140836785
ACH-000228,-0.13408297944073766
ACH-000231,0.02712455833335789
ACH-000232,-0.04559558324549964
ACH-000233,0.06537083955470266
ACH-000234,-0.012348563292659823
ACH-000235,0.0043408333546902265
ACH-000237,0.09873360843563207
ACH-000238,-0.024574285359444385
ACH-000242,0.04975538843198807
ACH-000243,0.06950160338880104
ACH-000244,0.04856257059002759
ACH-000246,-0.03422671841486232
ACH-000248,-0.13284652941328634
ACH-000250,-0.10857819205305758
ACH-000251,0.11104080521426306
ACH-000252,-0.01928077844199835
ACH-000253,0.03612228523353208
ACH-000255,-0.05922265914154848
ACH-000256,-0.11490029612113985
ACH-000257,0.16504659552543055
ACH-000258,0.032424196302980816
ACH-000259,0.04607599194543427
ACH-000260,0.14169906504182686
ACH-000261,-0.08191389821678881
ACH-000262,0.012045842627982828
ACH-000263,-0.12849849558197868
ACH-000264,0.10890470844988882
ACH-000265,0.02944925183280727
ACH-000266,-0.04680887380113738
ACH-000272,-0.03149080756656183
ACH-000274,-0.11586843013041236
ACH-000277,0.08575701645359203
ACH-000278,0.09616798540475464
ACH-000279,-0.12086280306090612
ACH-000280,-0.012356421784435087
ACH-000281,0.17534629499449808
ACH-000288,0.0859419712124952
ACH-000291,-0.0339950954926503
ACH-000293,-0.037382304812840376
ACH-000294,0.02751302305912644
ACH-000295,-0.14289293145622484
ACH-000296,0.0118816358907057
ACH-000302,0.028485888119054507
ACH-000304,-0.19423485078404448
ACH-000307,0.1222467981187492
ACH-000308,0.0631737980457892
ACH-000310,-0.09871732660723456
ACH-000311,0.006708875773796749
ACH-000312,0.19482634409654295
ACH-000315,0.22723095713748626
ACH-000316,-0.14269908000541168
ACH-000317,0.028959275953040483
ACH-000318,-0.0654593984377496
ACH-000319,-0.12238120901121995
ACH-000320,0.08851681667746032
ACH-000322,-0.1946116018580658
ACH-000323,0.056155741094930565
ACH-000324,-0.04754399457159751
ACH-000329,-0.05159890395958975
ACH-000330,-0.09532582595012316
ACH-000331,0.009921492145881491
ACH-000332,0.039063864046495936
ACH-000334,-0.17626849821296714
ACH-000335,0.056329724658107636
ACH-000336,-0.12237999496157992
ACH-000337,0.041654376097262386
ACH-000338,-0.152284632953684
ACH-000339,0.008285490329036124
ACH-000341,-0.019671766361234237
ACH-000348,0.0028142368361226675
ACH-000350,0.1391784946078571
ACH-000352,0.08566945586285027
ACH-000356,0.03973516883657068
ACH-000361,-0.059854317149999864
ACH-000362,-0.05488488443110053
ACH-000363,-0.04989609194981054
ACH-000364,-0.03568720740368463
ACH-000365,0.04968792459979711
ACH-000366,0.16841586745788392
ACH-000368,-0.022891225347232383
ACH-000374,-0.10235639061935746
ACH-000375,0.10890019831331353
ACH-000376,-0.0017012630929944832
ACH-000381,-0.03000208167680217
ACH-000383,-0.10432035224090876
ACH-000387,0.0013574147543623876
ACH-000389,-0.01428354807658804
ACH-000390,-0.06348747357759191
ACH-000393,-0.1314063444867912
ACH-000395,0.09573209751951513
ACH-000396,0.2357517865607484
ACH-000397,-0.016306272940552216
ACH-000401,-0.2033385432513861
ACH-000402,0.13905158788512387
ACH-000403,-0.0282972076636728
ACH-000404,0.013340113988218506
ACH-000406,0.044401288345222
ACH-000407,0.1771761395452528
ACH-000408,0.06953880574884568
ACH-000410,-0.15552899929965894
ACH-000411,0.004761858625485562
ACH-000414,0.02263082771251268
ACH-000415,-0.04552136806600024
ACH-000416,-0.03707978572244233
ACH-000420,0.046178893703613284
ACH-000421,0.018087068058690176
ACH-000424,0.0718419132186794
ACH-000425,0.03752851556925119
ACH-000426,0.17211713952348148
ACH-000427,-0.09417583205349944
ACH-000433,0.0342181028406821
ACH-000435,0.12147883996723392
ACH-000436,-0.14762744809947026
ACH-000444,-0.13728431539026328
ACH-000445,0.0999539544287012
ACH-000448,-0.013781802365189158
ACH-000450,5.535675450267395e-05
ACH-000452,-0.0726405087100436
ACH-000454,0.131166931568072
ACH-000458,-0.0852016511659962
ACH-000459,-0.060779220305476826
ACH-000460,-0.0304078857645552
ACH-000461,0.18173657810559607
ACH-000463,0.05285614517525049
ACH-000464,0.12369916416451453
ACH-000466,-0.0456762975870224
ACH-000467,0.0670295050462774
ACH-000468,0.05521561378551627
