,MTMR3 (8897)
ACH-000004,-0.08123941237620047
ACH-000005,-0.21262949660688096
ACH-000007,-0.2506966839082296
ACH-000009,-0.24608656780586555
ACH-000011,0.10432399579489957
ACH-000012,-0.24486366912533936
ACH-000013,-0.19163567567402454
ACH-000014,-0.3619165999319518
ACH-000015,-0.3154357047016394
ACH-000017,-0.27005988043432066
ACH-000018,-0.443810534729197
ACH-000019,-0.22821934093435706
ACH-000021,-0.1061125481708643
ACH-000022,-0.2792302918821729
ACH-000025,-0.2569541376170661
ACH-000028,-0.2636836497406249
ACH-000030,-0.3914543200107721
ACH-000035,-0.317119823329392
ACH-000036,-0.3812860337831799
ACH-000037,-0.2840554807925819
ACH-000039,-0.14677757505066452
ACH-000040,-0.23813448482082614
ACH-000041,-0.14988332012433314
ACH-000042,-0.2517122416575887
ACH-000045,-0.4378002052193647
ACH-000047,-0.3454850052834661
ACH-000052,-0.37742772169292266
ACH-000053,-0.282450718291653
ACH-000054,-0.42171094819893606
ACH-000055,-0.2514763489910508
ACH-000060,-0.1436289104622354
ACH-000067,-0.06431492378236522
ACH-000070,-0.06502859007202104
ACH-000075,-0.2442997500086869
ACH-000078,-0.10248530087518612
ACH-000082,-0.16555479992479175
ACH-000085,-0.10210700145078784
ACH-000086,-0.1813322714921113
ACH-000087,-0.17543236350875915
ACH-000092,-0.3356542961964326
ACH-000095,-0.16013460633004867
ACH-000097,-0.34126646818622064
ACH-000098,-0.3528630130795757
ACH-000099,-0.10269113355593032
ACH-000108,-0.2291250627826476
ACH-000113,-0.1829938904614972
ACH-000116,-0.28026595789490905
ACH-000118,-0.2788515558179473
ACH-000120,-0.11866025376818574
ACH-000123,-0.12119257951142713
ACH-000127,-0.21921901738798996
ACH-000128,-0.20041381073310646
ACH-000132,-0.2921607729316295
ACH-000133,-0.2902038239498851
ACH-000137,-0.10977842405232803
ACH-000138,-0.09817775119009474
ACH-000142,-0.3254492605935716
ACH-000143,-0.024826569086152158
ACH-000146,-0.3201766122346909
ACH-000148,-0.2409938516130993
ACH-000150,-0.24001905528291534
ACH-000152,-0.16901854184076814
ACH-000153,-0.3208228420894243
ACH-000159,0.0037179191007899967
ACH-000160,-0.3169092264381277
ACH-000163,-0.14777246880250114
ACH-000167,-0.3870534658271517
ACH-000168,-0.22134796384115005
ACH-000169,-0.3323396186998855
ACH-000178,-0.195927401780062
ACH-000183,-0.4511331402598814
ACH-000188,-0.04550132336822518
ACH-000189,-0.1984783969670799
ACH-000190,-0.2729888833311249
ACH-000198,-0.2920118930562845
ACH-000203,0.17274215300289947
ACH-000204,-0.4552514079262261
ACH-000206,-0.2535895666758501
ACH-000207,-0.21985410703109892
ACH-000208,-0.3055475154146096
ACH-000210,-0.09776731125401256
ACH-000211,-0.2744466223086657
ACH-000215,-0.14791371642915413
ACH-000221,-0.5465210207357848
ACH-000222,-0.26506581200401896
ACH-000223,-0.3223396972882153
ACH-000226,-0.08831470184555369
ACH-000227,-0.19508014316055505
ACH-000228,-0.1970604083506128
ACH-000231,-0.12270698217787708
ACH-000232,-0.29992308223641495
ACH-000233,-0.2416246834681221
ACH-000234,-0.16567265879269893
ACH-000235,-0.18741198966533965
ACH-000237,-0.056358753077253264
ACH-000238,-0.05682072085700569
ACH-000242,-0.4506815256866816
ACH-000243,-0.1358005114712582
ACH-000244,-0.1279581627870046
ACH-000246,-0.1989296548481792
ACH-000248,-0.23605974831874216
ACH-000250,-0.13661943970156026
ACH-000251,-0.1650006123197584
ACH-000252,-0.23453164244973584
ACH-000253,-0.21292714603931204
ACH-000255,-0.3973812153401237
ACH-000256,-0.2753013307872404
ACH-000257,-0.20345505051810076
ACH-000258,-0.19914253501454604
ACH-000259,-0.19926095132262986
ACH-000260,-0.16665208038469545
ACH-000261,-0.2451709856141108
ACH-000262,-0.4621688182728553
ACH-000263,-0.4856833402104778
ACH-000264,-0.4069682075469436
ACH-000265,-0.21343301056993505
ACH-000266,-0.19710754026149802
ACH-000272,-0.317481319922691
ACH-000274,-0.21660528452332706
ACH-000277,-0.3013426625122162
ACH-000278,-0.1500524007573086
ACH-000279,-0.2818037802725505
ACH-000280,-0.35602191477202794
ACH-000281,-0.11135295849998096
ACH-000288,-0.3051458859379304
ACH-000291,-0.13902693996487464
ACH-000293,-0.17403043516672745
ACH-000294,-0.27757003762675
ACH-000295,-0.008481782016150066
ACH-000296,-0.4088328328106839
ACH-000302,-0.15470903787012322
ACH-000304,-0.22418946887286656
ACH-000307,-0.19610269554419035
ACH-000308,-0.2290231652036007
ACH-000310,-0.090907648040657
ACH-000311,-0.2428966982758623
ACH-000312,0.008804559618408333
ACH-000315,-0.003873427753747985
ACH-000316,-0.21924803461835854
ACH-000317,-0.15023690269205275
ACH-000318,-0.10845311794734104
ACH-000319,-0.10006101641366218
ACH-000320,-0.3328947876366891
ACH-000322,-0.3980461111397606
ACH-000323,-0.27024197430642394
ACH-000324,-0.15647756015319148
ACH-000329,-0.27358476214191274
ACH-000330,-0.24740903444899165
ACH-000331,-0.1553820436287558
ACH-000332,-0.283083836867217
ACH-000334,-0.19092262792079026
ACH-000335,-0.2864124927938573
ACH-000336,-0.3061586612144118
ACH-000337,-0.3499683108430808
ACH-000338,-0.5544837987806294
ACH-000339,-0.20637188973817397
ACH-000341,-0.01748248383952926
ACH-000348,-0.2295577430381693
ACH-000350,-0.2550217205322667
ACH-000352,-0.15864401510305345
ACH-000356,-0.4847738112560641
ACH-000361,-0.2055506278776684
ACH-000362,-0.22224420869013087
ACH-000363,-0.18246370948925208
ACH-000364,-0.29871085396038805
ACH-000365,-0.18959322832832973
ACH-000366,-0.1753415573200488
ACH-000368,-0.3400570950288684
ACH-000374,-0.2508776146079274
ACH-000375,-0.26329227237418673
ACH-000376,-0.25018990687131804
ACH-000381,-0.0994122968076153
ACH-000383,-0.2531135143215131
ACH-000387,-0.16810034487589154
ACH-000389,-0.36679306236772463
ACH-000390,-0.3210563719037379
ACH-000393,-0.3274891805923731
ACH-000395,-0.19231941075490575
ACH-000396,-0.2816577101046283
ACH-000397,-0.4538808709297665
ACH-000401,-0.03614971014127502
ACH-000402,0.11505651712351725
ACH-000403,-0.1998992095351861
ACH-000404,-0.3868775348516117
ACH-000406,-0.16721535717881034
ACH-000407,-0.3482228004975849
ACH-000408,-0.3433548005097076
ACH-000410,-0.2196173514786641
ACH-000411,-0.2129241012143791
ACH-000414,-0.2242512144078776
ACH-000415,-0.18592060231221644
ACH-000416,-0.18975204746915786
ACH-000420,-0.3481403563561226
ACH-000421,-0.2064125506224473
ACH-000424,-0.22270752544939126
ACH-000425,-0.3297974385102164
ACH-000426,-0.14582301615200766
ACH-000427,-0.2982776664522323
ACH-000433,-0.2259061999810248
ACH-000435,-0.17884888044980346
ACH-000436,-0.24011055423392785
ACH-000444,-0.15114994472915305
ACH-000445,-0.3853290705944691
ACH-000448,-0.365094422680852
ACH-000450,-0.2667148481649086
ACH-000452,-0.294769377000095
ACH-000454,-0.08430138138411268
ACH-000458,-0.114546636426723
ACH-000459,-0.20376724523508155
ACH-000460,-0.19287320962892726
ACH-000461,-0.2453545464552128
ACH-000463,-0.4380034602423529
ACH-000464,-0.14249186766001953
ACH-000466,-0.10096491045894604
ACH-000467,-0.2615122054767275
ACH-000468,-0.2432793617650829
ACH-000469,-0.09462224660978408
ACH-000470,-0.3053298193630157
ACH-000471,-0.1923586497835683
ACH-000472,-0.3108864634199159
ACH-000473,-0.3548053183381835
ACH-000475,-0.2732558706877515
ACH-000476,-0.15419169688822365
ACH-000477,-0.27222345795081176
ACH-000479,-0.3772627373690921
ACH-000480,-0.18197678243572504
ACH-000481,-0.11101680342457428
ACH-000483,-0.20842370633965074
ACH-000484,-0.3745269779299644
ACH-000485,-0.04404056202038519
ACH-000486,-0.2921375514847691
ACH-000487,-0.14902547620754322
ACH-000488,-0.21940346252277448
ACH-000490,-0.09052923737694624
ACH-000491,-0.116480918520648
ACH-000495,-0.3802820302818205
ACH-000496,-0.2416052022781274
ACH-000499,-0.1526682069589024
ACH-000500,0.09121941351331796
ACH-000502,-0.10100932883084184
ACH-000503,-0.025084917022315828
ACH-000505,-0.18847113243267533
ACH-000507,-0.3624680566150547
ACH-000510,-0.2577280322224333
ACH-000511,-0.2281242827602112
ACH-000512,-0.19483747746449906
ACH-000516,-0.2183316854291701
ACH-000517,-0.3497580434578551
ACH-000518,-0.33497274322718035
ACH-000520,-0.29716583585603995
ACH-000521,-0.22391417926056734
ACH-000522,0.014522823816876659
ACH-000524,-0.2524134786284417
ACH-000527,-0.28348295581324123
ACH-000528,-0.4751641634337385
ACH-000537,-0.4655268594878079
ACH-000541,-0.017801488478475503
ACH-000542,-0.2812340010099321
ACH-000544,-0.2408347279055221
ACH-000545,-0.2459143737824564
ACH-000547,-0.35008870050913643
ACH-000548,-0.5739723805575521
ACH-000549,-0.15688229119058414
ACH-000550,-0.2733880700610058
ACH-000552,-0.289157460258534
ACH-000556,-0.14943871127109618
ACH-000557,-0.10314856908373482
ACH-000569,-0.29341346061393536
ACH-000570,-0.19198242673523286
ACH-000571,-0.12097117296546735
ACH-000573,-0.2151364218347276
ACH-000576,-0.12674579112835133
ACH-000579,-0.3413385425839379
ACH-000580,-0.32561736006295483
ACH-000584,-0.19277640002796068
ACH-000585,-0.04830255828868504
ACH-000588,-0.12333802249255645
ACH-000589,-0.21690623278890034
ACH-000591,-0.333319214614959
ACH-000593,-0.0807501351408417
ACH-000600,-0.064739130050182
ACH-000601,-0.25327425820188443
ACH-000605,-0.15844210265378902
ACH-000606,-0.19267214145298267
ACH-000608,-0.29423897314509184
ACH-000614,-0.2291133500945547
ACH-000616,-0.06279174090734653
ACH-000618,-0.23756505535596936
ACH-000619,-0.22359546947088796
ACH-000620,-0.4288645477042615
ACH-000621,-0.22260990024080152
ACH-000622,-0.4199484388207182
ACH-000623,-0.3104052471092235
ACH-000624,-0.11868200014488525
ACH-000627,-0.2545620413369097
ACH-000630,-0.368859475879973
ACH-000631,-0.4190502995003096
