,SMC2 (10592)
ACH-000004,-1.2039887964321152
ACH-000005,-1.2807423861569371
ACH-000007,-1.0087553203649342
ACH-000009,-1.0329096724882685
ACH-000011,-1.0140497685612644
ACH-000012,-1.3019418533181746
ACH-000013,-1.2829976739445033
ACH-000014,-1.3160938891908531
ACH-000015,-1.2467137172722933
ACH-000017,-1.097411371498615
ACH-000018,-1.1593593483682532
ACH-000019,-0.9349289334572198
ACH-000021,-1.1593414291558055
ACH-000022,-1.0137602661739584
ACH-000025,-1.0148135706316652
ACH-000028,-1.140916906266678
ACH-000030,-1.0890151294292163
ACH-000035,-1.2770513528588203
ACH-000036,-1.031829073152964
ACH-000037,-1.482313689118661
ACH-000039,-1.0843734736198134
ACH-000040,-1.2318403199385055
ACH-000041,-1.1742875163062854
ACH-000042,-1.3273950091150373
ACH-000045,-1.105671407774334
ACH-000047,-1.3003911473005745
ACH-000052,-1.042934642592912
ACH-000053,-1.0452039293233188
ACH-000054,-1.2073116415227152
ACH-000055,-1.2925133456925195
ACH-000060,-1.0069287535178435
ACH-000067,-1.2090423993280912
ACH-000070,-0.9562444146908824
ACH-000075,-1.1027250966438131
ACH-000078,-1.2711952228768104
ACH-000082,-1.088070058597478
ACH-000085,-1.198072741331622
ACH-000086,-1.1748263014051294
ACH-000087,-1.0489386283374462
ACH-000092,-1.3075873314187056
ACH-000095,-1.3317668171850632
ACH-000097,-1.2042381426489157
ACH-000098,-1.1752907890478688
ACH-000099,-1.144702462638769
ACH-000108,-1.2333391374164608
ACH-000113,-1.2541063480513268
ACH-000116,-0.8750424119685486
ACH-000118,-0.9816173246504201
ACH-000120,-0.9922887084469988
ACH-000123,-1.1524212950393546
ACH-000127,-1.1786724825702857
ACH-000128,-1.0085449512067957
ACH-000132,-1.1997861865914858
ACH-000133,-1.2024397991444646
ACH-000137,-1.114524464333858
ACH-000138,-1.1962211678120491
ACH-000142,-0.9045913320988108
ACH-000143,-1.3795938219135044
ACH-000146,-1.293577126011852
ACH-000148,-1.3706401015046552
ACH-000150,-1.2505440119478932
ACH-000152,-1.1938145905196629
ACH-000153,-1.0926206813159751
ACH-000159,-1.2410249795844104
ACH-000160,-0.8287467114384436
ACH-000163,-1.0961365803798486
ACH-000167,-1.1511006007047357
ACH-000168,-1.225799685025173
ACH-000169,-0.9722788524599484
ACH-000178,-1.024555355009028
