,AHR (196)
ACH-000004,0.05632911218719101
ACH-000005,0.12515122821552074
ACH-000007,-0.3696849687601501
ACH-000009,-0.13590306906130067
ACH-000011,0.1447798717900519
ACH-000012,0.1986235722688742
ACH-000013,0.10642766916811068
ACH-000014,-0.4808609180887777
ACH-000015,0.13085336049848253
ACH-000017,-0.02183607774709979
ACH-000018,0.4422482643377644
ACH-000019,-0.01950028417112345
ACH-000021,0.1293122371180619
ACH-000022,-0.10877186345089797
ACH-000025,0.5770796359352773
ACH-000028,0.004882794363080964
ACH-000030,-0.03750061702147705
ACH-000035,-0.14558734554664052
ACH-000036,0.1898527301657335
ACH-000037,-0.06348583936996315
ACH-000039,0.23639850993426165
ACH-000040,0.4168957959667296
ACH-000041,-0.0077831368447329454
ACH-000042,-0.3176166552480203
ACH-000045,-0.0038039442116960666
ACH-000047,0.38299011669154936
ACH-000052,0.18050504547722013
ACH-000053,-0.3468980996318725
ACH-000054,0.15450523173920191
ACH-000055,0.0067312886347699954
ACH-000060,-0.0232073756956233
ACH-000067,0.415761093012899
ACH-000070,0.0801126012303587
ACH-000075,0.13563592585844908
ACH-000078,-0.17545778757697825
ACH-000082,0.05159537473759415
ACH-000085,0.03366147205131726
ACH-000086,0.19094281442937328
ACH-000087,0.019525281163545915
ACH-000092,-0.0743838819799839
ACH-000095,0.0638410949039714
ACH-000097,0.029386535132672212
ACH-000098,0.10207064018160356
ACH-000099,0.04236467830553172
ACH-000108,0.1469400280806986
ACH-000113,-0.3850808732201293
ACH-000116,-0.19516563474357854
ACH-000118,0.22459654369400955
ACH-000120,-0.2924672237203728
ACH-000123,-0.00858388997854978
ACH-000127,0.15443750931044556
ACH-000128,-0.17286517902298595
ACH-000132,0.7324390497430009
ACH-000133,-0.05443820471107318
ACH-000137,-0.1057680549054672
ACH-000138,0.1401906477246064
ACH-000142,-0.35125523077530113
ACH-000143,0.027558704305353867
ACH-000146,-0.015513011434030853
ACH-000148,0.12852811011921084
ACH-000150,-0.2113804326230524
ACH-000152,0.11383698017360384
ACH-000153,0.06436188703011618
ACH-000159,-0.03788795830567285
ACH-000160,0.008163731256066542
ACH-000163,-0.23053030303285
ACH-000167,0.10083075132321022
ACH-000168,-0.6718638198450737
ACH-000169,0.12322731641757348
ACH-000178,0.4414445468246534
ACH-000183,0.02707607233370613
ACH-000188,0.05933443988444336
ACH-000189,-0.1380988812850397
ACH-000190,0.10295991732294653
ACH-000198,-0.5865527305902701
ACH-000203,0.06926634100729237
ACH-000204,0.19714690983852168
ACH-000206,-0.37177609947467
ACH-000207,-0.14221088710892174
ACH-000208,-0.16520106176298313
ACH-000210,0.1922127417055057
ACH-000211,0.2749013644042416
ACH-000215,-0.2198777240449632
ACH-000221,0.08903187186511897
ACH-000222,-0.2008370174614329
ACH-000223,-0.0862388707045005
ACH-000226,-0.22668677728648826
ACH-000227,-0.216849548681534
ACH-000228,0.01811614332515268
ACH-000231,0.05890353576320283
ACH-000232,-0.03542476451297728
ACH-000233,-0.12167212843814733
ACH-000234,0.04191629836407625
ACH-000235,0.12663978473242826
ACH-000237,0.1944855751243179
ACH-000238,-0.013661523285234164
ACH-000242,-0.3881422450511897
ACH-000243,0.20108346809329025
ACH-000244,0.0998822548238528
ACH-000246,-0.21541912008537348
ACH-000248,-0.07303086095850347
ACH-000250,0.09178132768661143
ACH-000251,0.5829981079674359
ACH-000252,-0.28117612784190266
ACH-000253,0.15415898067941586
ACH-000255,0.3452986162312143
ACH-000256,-0.06729292734466713
ACH-000257,-0.023685575102742967
ACH-000258,0.04247043378841491
