,GSTO2 (119391)
ACH-000004,0.06530582458280497
ACH-000005,0.0925356476598418
ACH-000007,0.02878920187522511
ACH-000009,-0.003204076028825791
ACH-000011,-0.03858896105917814
ACH-000012,-0.02765600277987813
ACH-000013,-0.025755476740601392
ACH-000014,-0.15726021276370494
ACH-000015,0.0006378139714180639
ACH-000017,0.11184686787796316
ACH-000018,0.15240276707217507
ACH-000019,-0.13199019370040474
ACH-000021,0.06680176566890303
ACH-000022,-0.07339485918966146
ACH-000025,-0.019513787939524845
ACH-000028,-0.06559071870192759
ACH-000030,-0.09484031249208644
ACH-000035,0.04435619449161631
ACH-000036,-0.06659823563261158
ACH-000037,-0.027631490554018104
ACH-000039,0.11778975664006308
ACH-000040,0.036729702853972486
ACH-000041,0.020880921132301368
ACH-000042,-0.06077826410539251
ACH-000045,0.14720914316817038
ACH-000047,-0.011508969474412146
ACH-000052,-0.04484897037443356
ACH-000053,-0.025261058487447082
ACH-000054,-0.0072207086936642
ACH-000055,-0.016797685999150963
ACH-000060,-0.0936327140153694
ACH-000067,-0.07129307183648209
ACH-000070,-0.053482292287469584
ACH-000075,-0.11778012946648203
ACH-000078,0.005784180104430325
ACH-000082,-0.02151822149147601
ACH-000085,-0.10869896778815176
ACH-000086,-0.030122259302207206
ACH-000087,-0.15140771992168253
ACH-000092,-0.014482676429688578
ACH-000095,0.058469914051325685
ACH-000097,-0.007804868096507894
ACH-000098,-0.08262869419849794
ACH-000099,-0.007738480920758287
ACH-000108,-0.040962846962331184
ACH-000113,0.010009112608902708
ACH-000116,-0.004460615051635748
ACH-000118,-0.0227578693625446
ACH-000120,-0.06717800594082772
ACH-000123,-0.02333487765427517
ACH-000127,-0.058848224872075076
ACH-000128,0.04301026072530601
ACH-000132,-0.12317308701734794
ACH-000133,-0.06387097992106466
ACH-000137,-0.04080102170262327
ACH-000138,-0.00976624620426034
ACH-000142,-0.07775119021644374
ACH-000143,0.12607926804687508
ACH-000146,0.04214804951914998
ACH-000148,0.03938862726337811
ACH-000150,0.08010891445372299
ACH-000152,-0.04180911848595753
ACH-000153,0.016181184764665964
ACH-000159,-0.05808987553896025
ACH-000160,-0.2296872205597321
ACH-000163,0.01021552200877732
ACH-000167,-0.2261799502137633
ACH-000168,0.04794148831861896
ACH-000169,-0.11893056309309885
ACH-000178,-0.032124028897397475
ACH-000183,0.0056772438366647655
ACH-000188,-0.10476048663429316
ACH-000189,-0.28977665477499465
