,VSIG2 (23584)
ACH-000004,-0.014662442811064368
ACH-000005,0.3339205392704123
ACH-000007,0.16325972248869713
ACH-000009,0.0806418671519076
ACH-000011,0.17625155080033736
ACH-000012,0.2251750782155284
ACH-000013,0.17153836668782374
ACH-000014,0.0825396894550991
ACH-000015,0.03846997895639488
ACH-000017,0.050260537199275715
ACH-000018,0.08131052451286927
ACH-000019,0.3815751957792433
ACH-000021,0.16279090935065074
ACH-000022,0.07810803367622958
ACH-000025,0.2136661418865005
ACH-000028,0.1137263877554001
ACH-000030,0.17960828723607233
ACH-000035,0.08024797560711218
ACH-000036,0.1667249582545941
ACH-000037,0.24800039074108646
ACH-000039,0.09855668453889428
ACH-000040,-0.00754766365479188
ACH-000041,0.05500971394574615
ACH-000042,0.1944878712241746
ACH-000045,0.009409951703943271
ACH-000047,0.2713334946116921
ACH-000052,0.00283154205331698
ACH-000053,0.1564700786060522
ACH-000054,0.13806026538789695
ACH-000055,0.11008964957656507
ACH-000060,0.1755611010081911
ACH-000067,0.3151299252185243
ACH-000070,0.09190937687581846
ACH-000075,0.329942621226862
ACH-000078,0.2569524890885349
ACH-000082,0.07261817839962574
ACH-000085,0.2256578796670841
ACH-000086,0.1613197142141616
ACH-000087,0.3349719426344173
ACH-000092,0.23963530052463705
ACH-000095,0.15644889117083896
ACH-000097,0.16973855601219254
ACH-000098,0.156244656132916
ACH-000099,0.1438810056388373
ACH-000108,-0.0018463651868741594
ACH-000113,0.13322877416991405
ACH-000116,0.13710965638193884
ACH-000118,0.09468567149708973
ACH-000120,0.19672735572849265
ACH-000123,0.17909283049323602
ACH-000127,0.1234519649317426
ACH-000128,0.13538573834625206
ACH-000132,0.029367363489958564
ACH-000133,0.2221810753652332
ACH-000137,0.1616718729822302
ACH-000138,-0.043016215291240674
ACH-000142,0.2147366551386963
ACH-000143,0.15374557067136066
ACH-000146,0.19389219212440606
ACH-000148,0.13188243928067706
ACH-000150,0.0917692199271781
ACH-000152,0.19211093695382414
ACH-000153,0.10658172347113944
ACH-000159,0.21131077343998292
ACH-000160,0.07911689111184914
ACH-000163,0.28513560340422783
ACH-000167,-0.08610575742259652
ACH-000168,0.1270127198687008
ACH-000169,0.1056742951062954
ACH-000178,0.16771301802511185
ACH-000183,0.0954270941668921
ACH-000188,0.07477256508302091
ACH-000189,0.27622039263782816
ACH-000190,0.1225847124294174
ACH-000198,0.11686580618772305
ACH-000203,0.1180366621784672
ACH-000204,0.3739757988198654
ACH-000206,0.3260424224492839
ACH-000207,0.18362889991045886
ACH-000208,0.12188003032617255
ACH-000210,0.048441441552477336
ACH-000211,0.1144654270063015
ACH-000215,0.15785687946877114
ACH-000221,0.2619936777515988
ACH-000222,0.3541330455526138
ACH-000223,0.10575864980173404
ACH-000226,0.18166689507874131
ACH-000227,0.056194260207126964
ACH-000228,0.17843337183654728
ACH-000231,0.17310075447777695
ACH-000232,0.15867906649383748
ACH-000233,0.10553792089284872
ACH-000234,0.10418724351389587
ACH-000235,0.19922137608093
ACH-000237,0.18862026501699136
ACH-000238,0.10258051211183274
ACH-000242,-0.12950828297363598
ACH-000243,0.14299088398652496
ACH-000244,-0.06959359651038066
ACH-000246,0.05841910014584364
ACH-000248,0.16878508457169542
ACH-000250,0.19242471858032997
ACH-000251,0.2191229243096807
ACH-000252,0.17066894930973345
ACH-000253,0.10506879952511176
ACH-000255,0.1490617219516771
ACH-000256,0.13195228731684794
ACH-000257,-0.07264966065355775
ACH-000258,0.16647576224323368
ACH-000259,0.1343189765551762
ACH-000260,0.13477343863164146
ACH-000261,0.09560384114843727
ACH-000262,0.07233124631379606
ACH-000263,0.4786403033049854
ACH-000264,0.12685904811058699
ACH-000265,0.1818576616494396
ACH-000266,0.17293116492740898
ACH-000272,0.1609821862594883
ACH-000274,0.13909349179663566
ACH-000277,0.1907843614360729
ACH-000278,0.24388246008299394
