,LUM (4060)
ACH-000004,0.12705251693834846
ACH-000005,0.02007379073793243
ACH-000007,-0.10118891953457804
ACH-000009,-0.03793392423125907
ACH-000011,0.11283237398677412
ACH-000012,0.04812570941277732
ACH-000013,0.0880218576471552
ACH-000014,0.047881013791632614
ACH-000015,-0.028617578428354832
ACH-000017,0.01349736075973202
ACH-000018,-0.07003031361174003
ACH-000019,-0.06968581314976244
ACH-000021,0.0593886431449574
ACH-000022,0.07282074348272753
ACH-000025,-0.002193770048085917
ACH-000028,0.07091273757364429
ACH-000030,0.057343978502638185
ACH-000035,0.05311410440189295
ACH-000036,0.07847812930232627
ACH-000037,0.04201857442531495
ACH-000039,-0.0948522785053795
ACH-000040,0.02044041238208869
ACH-000041,-0.01735829522583626
ACH-000042,0.030918704428753593
ACH-000045,-1.734103434200001e-05
ACH-000047,0.025617905940441558
ACH-000052,0.03237419260265479
ACH-000053,0.026794322136112343
ACH-000054,0.07210768158424742
ACH-000055,-0.048530044896689724
ACH-000060,0.029425046030508474
ACH-000067,-0.07172805393907945
ACH-000070,0.05102782418702838
ACH-000075,0.13481391035499846
ACH-000078,0.012859485357260942
ACH-000082,-0.3442994209639225
ACH-000085,0.1252717385064851
ACH-000086,0.06695370510022658
ACH-000087,-0.1452094088215109
ACH-000092,0.07801711380734394
ACH-000095,-0.021495084376327717
ACH-000097,-0.02644997554161206
ACH-000098,0.041224224907187385
ACH-000099,0.050465096207839406
ACH-000108,-0.025013773458274283
ACH-000113,0.2348994008880914
ACH-000116,0.020023670663170186
ACH-000118,-0.005942399598931857
ACH-000120,0.11634361145643675
ACH-000123,-0.030641966277800945
ACH-000127,-0.04142598684445917
ACH-000128,0.006691690740681182
ACH-000132,0.1550906337484797
ACH-000133,0.02601805757141971
ACH-000137,0.03746148335442758
ACH-000138,0.04255725423907904
ACH-000142,0.012608495435384228
ACH-000143,-0.12692618974181394
ACH-000146,0.10410881936872304
ACH-000148,0.09153971471792302
ACH-000150,-0.03949976047718247
ACH-000152,0.04581049188842102
ACH-000153,0.07869216739365134
ACH-000159,0.12436745959612612
ACH-000160,0.04201576717402985
ACH-000163,-0.03243471971037268
ACH-000167,-0.04582410826348028
ACH-000168,-0.04497376312312528
ACH-000169,0.027236396013397828
ACH-000178,0.0028353834286191986
ACH-000183,0.05317031176211176
ACH-000188,0.05640716546748891
ACH-000189,0.130927088256109
ACH-000190,0.1183728661174243
ACH-000198,0.03575427936315876
ACH-000203,-0.25708689194477585
ACH-000204,0.033364906384636274
ACH-000206,-0.1201548387089409
ACH-000207,-0.0202483999769826
ACH-000208,0.07343855930987092
ACH-000210,-0.13068033108694274
ACH-000211,0.10768056245851956
ACH-000215,0.053525422799994365
ACH-000221,0.25303366224924245
ACH-000222,0.07167049144530847
ACH-000223,0.07408020874327849
ACH-000226,-0.026349182920927083
ACH-000227,0.0412576688434298
ACH-000228,0.04129228970348905
ACH-000231,0.06049250709106085
ACH-000232,0.06793062115231145
ACH-000233,0.07144611327260078
ACH-000234,0.05898253058948106
ACH-000235,0.023906430853775643
ACH-000237,0.018848679259186183
ACH-000238,0.05445775406310457
ACH-000242,0.049090082315744125
ACH-000243,0.1179487600211135
ACH-000244,0.05552852866178893
ACH-000246,0.1641754452034155
ACH-000248,0.011550197862483956
ACH-000250,-0.010560887337198588
ACH-000251,0.0966495390619906
ACH-000252,0.07152324846172325
ACH-000253,0.10971154083882806
ACH-000255,0.10039164807906553
ACH-000256,-0.00478495345252661
ACH-000257,0.15740817378362074
ACH-000258,-0.07042734930864299
ACH-000259,-0.004876351520366351
ACH-000260,0.04111201956186489
ACH-000261,0.0030619777296325623
ACH-000262,0.11120124956349164
ACH-000263,-0.05795583425443986
ACH-000264,0.09013191379100437
ACH-000265,0.1046732256621955
ACH-000266,0.08077265445831087
ACH-000272,0.16694700616097224
ACH-000274,0.03216552089803328
ACH-000277,0.14734974646484153
ACH-000278,-0.03678988968711189
ACH-000279,0.09079574741264856
ACH-000280,0.041340614812899364
ACH-000281,0.0629280069164157
ACH-000288,0.0062503893960199714
ACH-000291,0.08627229277270745
ACH-000293,-0.06146018624415565
ACH-000294,-0.08192529262261196
ACH-000295,0.17270541467727735
ACH-000296,0.2141918297661008
ACH-000302,0.1059270799093346
ACH-000304,-0.005050801377734682
ACH-000307,0.002061084607646028
ACH-000308,0.03783566478475424
ACH-000310,0.03640305810357918
ACH-000311,-0.02887322728654929
ACH-000312,0.10297985508758116
ACH-000315,-0.08706415826100596
ACH-000316,0.13898624440285445
ACH-000317,0.08319901008595597
ACH-000318,-0.02498374130000859
ACH-000319,0.11578305122315498
ACH-000320,-0.05192623934056802
ACH-000322,0.1489940239204912
ACH-000323,-0.021305835502504082
ACH-000324,-0.023410352712858108
ACH-000329,-0.02973338345981438
ACH-000330,-0.0532027556581333
ACH-000331,-0.014118326171753591
ACH-000332,0.025589829209568447
ACH-000334,0.10060845764276913
ACH-000335,0.11743199320272645
ACH-000336,-0.18673455922998136
ACH-000337,0.009734423206975464
ACH-000338,0.5407461309442558
ACH-000339,0.07864318402324967
ACH-000341,0.08828491747229462
ACH-000348,-0.029402320619031686
ACH-000350,-0.050889139125799655
ACH-000352,0.1044406289079458
ACH-000356,-0.08484606801693967
ACH-000361,-0.1396648361750025
ACH-000362,0.023462077500583718
ACH-000363,-0.0331663753972377
ACH-000364,-0.012436266020929548
ACH-000365,0.05011501998940916
ACH-000366,0.0033982699626260143
ACH-000368,0.03276805498606604
ACH-000374,-0.0637070373112696
ACH-000375,0.04681669378306985
ACH-000376,0.12637457306569716
ACH-000381,0.07408556029362583
ACH-000383,0.022553799710633145
ACH-000387,-0.09597620398540324
ACH-000389,0.02992161594506525
ACH-000390,0.056132809314440736
ACH-000393,0.09919161270370777
ACH-000395,0.013806948719858386
ACH-000396,-0.1903414829898188
ACH-000397,0.06621931287347968
ACH-000401,0.016939074218289194
ACH-000402,0.0918653654700801
ACH-000403,-0.0211007894956372
ACH-000404,0.06949785529164444
ACH-000406,0.038679946900038974
ACH-000407,-0.03118701762641373
ACH-000408,0.11793858000336956
ACH-000410,0.09787258958620547
ACH-000411,0.038689832400282134
ACH-000414,0.0944833238370648
ACH-000415,0.06244752397929414
ACH-000416,0.0329425503364952
ACH-000420,-0.010736230259214193
ACH-000421,0.06946642174520885
ACH-000424,0.29826661690870626
ACH-000425,0.04717719282055993
ACH-000426,-0.009927184372107684
ACH-000427,0.057509332320246936
ACH-000433,0.1866620513017316
ACH-000435,0.2820534351201285
ACH-000436,0.011992045777038406
ACH-000444,0.06762125672519144
ACH-000445,0.009326624974799582
ACH-000448,0.02787706989415222
ACH-000450,0.2103822342306888
ACH-000452,-0.016549028674739417
ACH-000454,-0.10845150537195952
