,XPA (7507)
ACH-000651,-0.026375749519366068
ACH-000652,-0.0977412794583259
ACH-000653,-0.14909881933281874
ACH-000657,-0.20042855580982386
ACH-000658,-0.1480516974418834
ACH-000661,-0.16675423819397442
ACH-000662,-0.3487741124644384
ACH-000663,-0.24229940920106485
ACH-000665,-0.20974516793523507
ACH-000671,-0.18429099495414936
ACH-000672,-0.003433750243146697
ACH-000673,-0.12000695428333435
ACH-000676,-0.13318298209347565
ACH-000677,-0.04837151150407947
ACH-000681,-0.09332371341124723
ACH-000683,-0.27941941770975315
ACH-000684,-0.2036109243300912
ACH-000688,-0.35126723469198023
ACH-000693,-0.19352866821403694
ACH-000694,-0.09106851131835184
ACH-000695,-0.1460710874716311
ACH-000696,-0.2273348048494381
ACH-000697,-0.1505389018314379
ACH-000699,-0.14649788294944022
ACH-000701,-0.2703264846543475
ACH-000706,-0.17700008843692486
ACH-000711,-0.2864108162933328
ACH-000713,-0.14377408247910367
ACH-000714,0.006253458448627861
ACH-000718,-0.1687775831011733
ACH-000720,-0.17926480016640747
ACH-000721,-0.20251015362631256
ACH-000724,-0.2154479408032696
ACH-000725,0.004345211448554993
ACH-000732,-0.5158728462322211
ACH-000734,-0.01805010353543896
ACH-000735,-0.24471067749576186
ACH-000736,-0.3143472305280106
ACH-000738,-0.13924297674315195
ACH-000746,-0.16213407213037262
ACH-000747,-0.23552255731102026
ACH-000748,-0.2606235180267869
ACH-000753,-0.16562403989627816
ACH-000756,-0.2183204816229473
ACH-000757,-0.35185015484663645
ACH-000758,-0.252577766554316
ACH-000760,-0.19534256696689006
ACH-000762,-0.10936558637054296
ACH-000763,-0.19046913088595185
ACH-000764,-0.15697962643906074
ACH-000765,-0.1613183040285557
ACH-000766,-0.2276688845120364
ACH-000767,-0.1419072115079213
ACH-000768,-0.33475237709518946
ACH-000769,-0.1521294853616307
ACH-000770,-0.23115655894004436
ACH-000771,-0.4421537541501685
ACH-000773,-0.2653700638199986
ACH-000776,0.04431877124035403
ACH-000777,-0.13664141765927168
ACH-000778,-0.12092829379157195
ACH-000781,-0.21445486897556096
ACH-000782,0.02915659576268142
ACH-000783,-0.19601556562498013
ACH-000784,-0.0767729376009617
ACH-000785,-0.2311606347186036
ACH-000787,-0.0633713123872479
ACH-000788,-0.26454038637441524
ACH-000791,-0.2331221969260021
ACH-000792,-0.256797105784162
ACH-000794,-0.2772045677276768
ACH-000796,-0.14462160208822067
ACH-000798,-0.07919857534208677
ACH-000799,-0.2668771858115655
ACH-000800,-0.4555460818887144
ACH-000802,-0.20561048108077515
ACH-000804,-0.3710908722768032
ACH-000805,-0.3224668234173346
ACH-000809,-0.1697013076609932
ACH-000810,-0.08477937114854109
ACH-000811,-0.2605752754941336
ACH-000817,-0.15757298934310876
ACH-000819,-0.16545005155958978
ACH-000820,-0.17753237976087285
ACH-000821,-0.27598535167853205
ACH-000822,-0.28033711281837154
ACH-000823,0.0028590837145282353
ACH-000824,-0.299119725613442
ACH-000827,-0.30508314218585136
ACH-000829,-0.2215010459018354
ACH-000831,-0.23453725768285505
ACH-000832,-0.119689975540981
ACH-000833,-0.1183157618173566
ACH-000834,-0.12164743277300386
ACH-000835,-0.2442374103965242
ACH-000836,-0.2003183169361716
ACH-000837,-0.2060886056742872
ACH-000838,0.05271267076367973
ACH-000839,-0.3903170556712519
ACH-000840,-0.07705329611725731
ACH-000841,-0.04892364446191522
ACH-000843,-0.2060168442528281
ACH-000846,-0.22861889472546626
ACH-000847,-0.07519221595381502
ACH-000848,-0.06360469718508671
ACH-000849,-0.27815660007837684
ACH-000851,-0.12685419326670966
ACH-000855,-0.2359263421389833
ACH-000856,-0.016864680166280743
ACH-000858,-0.2822059877127572
ACH-000859,-0.020421643374819786
ACH-000861,-0.1998400872024718
ACH-000862,-0.17108768887612086
ACH-000865,-0.1684204371257877
ACH-000866,-0.16882211987669773
ACH-000867,-0.2425810324909156
ACH-000869,-0.02484607684364783
ACH-000872,-0.15484290566149278
ACH-000873,-0.07746697425902298
ACH-000876,-0.21352412714095773
ACH-000878,-0.2780569532555489
ACH-000880,-0.13196046829972208
ACH-000881,-0.19537637855881604
ACH-000882,-0.054209427691672495
ACH-000884,-0.2506034918366904
ACH-000885,-0.08897345205934659
ACH-000887,-0.2946354349566945
ACH-000889,-0.02569393433817311
ACH-000896,-0.15505364641888142
ACH-000898,-0.1546811362527863
ACH-000900,-0.14366421567395876
ACH-000901,-0.1748609569638339
ACH-000905,-0.17565490322607336
ACH-000906,-0.21419966349132954
ACH-000907,-0.11642980074248027
ACH-000910,-0.10156115808482197
ACH-000911,-0.2431237566887866
ACH-000912,-0.27003405940419817
ACH-000913,-0.2511253125998288
ACH-000915,-0.015065566102251732
ACH-000916,-0.15960047938257002
ACH-000917,-0.02622810880683886
ACH-000920,-0.17988785890624714
ACH-000921,-0.1278713570432869
ACH-000924,-0.014183702544947968
ACH-000926,-0.20198756443495364
ACH-000928,-0.4627201398146239
ACH-000929,-0.07524371500814174
ACH-000932,-0.02220097498216376
ACH-000935,-0.20654825257188145
ACH-000936,-0.1278557197835415
ACH-000937,-0.28481411635810305
ACH-000938,-0.2738123210697689
ACH-000939,-0.18221310134020424
ACH-000941,-0.2447256927930841
ACH-000943,-0.2261815079834893
ACH-000946,-0.19876554169516789
ACH-000947,-0.1689785459081874
ACH-000948,-0.13628718416685448
ACH-000950,-0.166851949681357
ACH-000953,-0.2638175385983585
ACH-000954,-0.09668727869926362
ACH-000957,-0.22475420384025
ACH-000958,-0.2744160215587161
ACH-000960,-0.33084260696909706
ACH-000963,-0.36692579860008256
ACH-000968,-0.038324327826168375
ACH-000969,-0.265009374122885
ACH-000972,-0.2381459543540028
ACH-000973,-0.3778270534391918
ACH-000974,-0.245582550213144
ACH-000978,-0.10331020767504448
ACH-000984,-0.13112886287957962
ACH-000986,-0.12345431554921965
ACH-000988,-0.10885014922568033
ACH-000993,-0.1667530261920852
ACH-000994,-0.11303488351901173
ACH-000996,-0.3258104000069028
ACH-001001,-0.16034343981207566
ACH-001020,0.033705475772884144
ACH-001028,-0.23501935581643946
ACH-001031,-0.1440322150126534
ACH-001038,-0.2785683408148158
ACH-001048,-0.12558470285208306
ACH-001050,-0.15714996209587104
ACH-001053,-0.1771062228153323
ACH-001054,0.0009055945152347301
ACH-001061,-0.2365695514279681
ACH-001067,-0.18072211185502188
ACH-001075,-0.12168214184207175
ACH-001096,-0.27604897131711986
ACH-001111,-0.2812733751425342
ACH-001119,-0.14668678655148634
ACH-001128,-0.0650328806992895
ACH-001134,-0.2690139411952839
ACH-001151,-0.1487262085472726
ACH-001163,-0.2805284260127845
ACH-001164,-0.2784886810021453
ACH-001183,-0.2040895869140958
ACH-001192,-0.1936763043463406
ACH-001193,-0.049714968554903385
ACH-001196,-0.16918699892006028
ACH-001197,-0.010656300627529949
ACH-001205,-0.2607549993128116
ACH-001211,-0.3014222053505365
ACH-001212,-0.15297848919228882
ACH-001228,-0.34084363784925603
ACH-001232,-0.20092866771480666
ACH-001239,-0.3365481927792934
ACH-001270,-0.4440449740341862
ACH-001274,-0.052831966724890864
ACH-001275,-0.005308861293360646
ACH-001277,-0.1755166734104106
ACH-001278,-0.021997657280314487
ACH-001280,-0.3144764052467519
ACH-001283,-0.18104810247219985
ACH-001289,-0.18451247432586373
ACH-001300,-0.21334885216114868
ACH-001301,-0.09416673630004986
ACH-001302,-0.0860072857900461
ACH-001306,-0.08033902286779339
ACH-001318,-0.2790230268266484
ACH-001322,-0.13223929862313955
ACH-001328,-0.28028939192201763
ACH-001332,-0.2685950340929754
ACH-001336,-0.2565888435727778
ACH-001346,-0.08312971030971587
ACH-001353,-0.09270933655439643
ACH-001354,0.01302980027049717
ACH-001367,-0.3653351018085377
ACH-001368,-0.15774684163495614
ACH-001374,-0.2245764787822106
ACH-001377,-0.02238378762396504
ACH-001380,-0.2749444205196521
ACH-001391,-0.1954823277567745
ACH-001408,-0.17625305002033315
ACH-001430,-0.3516548177595529
ACH-001431,-0.11662872442333658
ACH-001450,-0.3999554073996964
ACH-001496,-0.17078379444812364
ACH-001500,-0.0837084760375949
ACH-001523,-0.25442156476699057
ACH-001532,-0.2518231735472401
ACH-001550,-0.12984204945557426
ACH-001552,0.01419922212094811
ACH-001554,-0.1344513622779451
ACH-001654,-0.06880973561307849
ACH-001735,-0.08785469268903796
ACH-001736,-0.15017309968332834
ACH-001737,-0.5738820083572426
ACH-001740,-0.06642953018063515
ACH-001745,-0.11105685960727044
ACH-001765,-0.07409935677476602
