,DYDC2 (84332)
ACH-000004,0.17633836275371353
ACH-000005,0.03819567026763767
ACH-000007,0.28293575514184033
ACH-000009,0.10492001553137847
ACH-000011,0.1925291901407878
ACH-000012,0.11931798799387022
ACH-000013,0.20473254083727768
ACH-000014,0.0057759970586221685
ACH-000015,0.21074104091446888
ACH-000017,0.06293325783290568
ACH-000018,0.2723066591018595
ACH-000019,0.06446894999311041
ACH-000021,0.2221366797632399
ACH-000022,0.2615686565576694
ACH-000025,0.18979096159807474
ACH-000028,0.12792309022613416
ACH-000030,0.026366534722681863
ACH-000035,0.17182428503157354
ACH-000036,0.06540840044282488
ACH-000037,0.10472479659510384
ACH-000039,0.08590892191820705
ACH-000040,0.12479766808319735
ACH-000041,0.060358717497081125
ACH-000042,0.11966641197132545
ACH-000045,0.20389918524068287
ACH-000047,0.13853998825018238
ACH-000052,0.06235469715339286
ACH-000053,0.10564699526238457
ACH-000054,0.1099702166029638
ACH-000055,0.2121932776609643
ACH-000060,0.1112167998157222
ACH-000067,0.008737215687091276
ACH-000070,0.13500005590351555
ACH-000075,0.16914296744543644
ACH-000078,0.2011232861789021
ACH-000082,0.240487168664228
ACH-000085,-0.05898424786050845
ACH-000086,0.0827726278503167
ACH-000087,0.07266896510495932
ACH-000092,0.2477657863559239
ACH-000095,0.1771882384089334
ACH-000097,0.1252001877142355
ACH-000098,0.21028551259542225
ACH-000099,0.16405829845152975
ACH-000108,0.2879724031192385
ACH-000113,0.10303706574870608
ACH-000116,0.20918090415298568
ACH-000118,0.08940419056537187
ACH-000120,0.052753646191537336
ACH-000123,0.18161481253789447
ACH-000127,0.09642077427857104
ACH-000128,0.1935199114420106
ACH-000132,0.13874838866555594
ACH-000133,0.2654968092663493
ACH-000137,0.05682441498568455
ACH-000138,0.25013648520448645
ACH-000142,0.26225576570185577
ACH-000143,0.1552787947810678
ACH-000146,0.08448555026723886
ACH-000148,0.09223532055053428
ACH-000150,0.15709675666874706
ACH-000152,0.04386543561442406
