,SIGMAR1 (10280)
ACH-000296,-0.28641608769743016
ACH-000302,-0.22496226278307954
ACH-000304,-0.6535892288632243
ACH-000307,-0.16620252000899088
ACH-000308,-0.29261313179028275
ACH-000310,-0.28869401866968203
ACH-000311,-0.3192989796149729
ACH-000312,-0.14790467301251076
ACH-000315,-0.08001733018302966
ACH-000316,-0.3234805111487756
ACH-000317,-0.09818242579519988
ACH-000318,-0.27679342881428937
ACH-000319,-0.16101747028153554
ACH-000320,0.09725437067202213
ACH-000322,-0.4545243798429807
ACH-000323,-0.258867475613974
ACH-000324,-0.2485067126037439
ACH-000329,-0.18224540151451868
ACH-000330,-0.26579945165955826
ACH-000331,-0.30314079601603977
ACH-000332,-0.21439194844735895
ACH-000334,-0.2215216036559828
ACH-000335,-0.3518222225775243
ACH-000336,-0.3239143411228827
ACH-000337,-0.4397449901526959
ACH-000338,-0.5623790110923068
ACH-000339,-0.3994509548430632
ACH-000341,-0.14061078019384274
ACH-000348,-0.24796600811665226
ACH-000350,-0.11829444446144532
ACH-000352,-0.26057492122654924
ACH-000356,-0.1936656829427032
ACH-000361,-0.12657359833403384
ACH-000362,-0.12907792725756465
ACH-000363,-0.2807205179274922
ACH-000364,-0.4423245055097058
ACH-000365,-0.14224645793404248
ACH-000366,-0.3042995083617784
ACH-000368,-0.05368582018563201
ACH-000374,-0.3414091321370209
ACH-000375,-0.317705316985682
ACH-000376,-0.2142256799303129
ACH-000381,-0.2811481436547111
ACH-000383,-0.2042481187415148
ACH-000387,-0.25401755664724857
ACH-000389,-0.23264026074501346
ACH-000390,-0.4669105906709136
ACH-000393,-0.1480807911218769
ACH-000395,-0.16564774667185547
ACH-000396,-0.520540543000294
ACH-000397,-0.3001232921179424
ACH-000401,-0.0951530805685741
ACH-000402,-0.18851171335620373
ACH-000403,-0.18262071629611165
ACH-000404,-0.2279901433355849
ACH-000406,-0.20812708588042095
ACH-000407,-0.17439186192767156
ACH-000408,-0.3780899198051405
ACH-000410,-0.2341960771889365
ACH-000411,-0.3599933586896517
ACH-000414,-0.2881880572851033
ACH-000415,-0.008251243499630185
ACH-000416,-0.22930216956514454
ACH-000420,-0.08094167840187959
ACH-000421,-0.13829851925991038
ACH-000424,-0.19394138363250185
ACH-000425,-0.16932420621299
ACH-000426,-0.18777227490318976
ACH-000427,-0.1523041499048418
ACH-000433,-0.35346615094700456
ACH-000435,-0.22018997827287307
ACH-000436,-0.15788084875062994
ACH-000444,-0.3899758546050869
ACH-000445,-0.2224672415791283
ACH-000448,-0.3185801349330637
ACH-000450,-0.273697627878215
ACH-000452,-0.2316885844464801
ACH-000454,-0.10765114629567328
ACH-000458,-0.13974828422103852
ACH-000459,-0.02811753678828124
ACH-000460,-0.2591232265033772
ACH-000461,-0.07672533332817866
ACH-000463,-0.3098442260520104
ACH-000464,-0.3337922062248833
ACH-000466,-0.18326348498810646
ACH-000467,-0.15542266905314234
ACH-000468,-0.10722362830395316
ACH-000469,-0.3709289040768255
ACH-000470,-0.2748598301998892
ACH-000471,-0.20392043329682494
ACH-000472,-0.1620539185334391
ACH-000473,-0.3315417611147856
ACH-000475,-0.2660724365790855
ACH-000476,-0.13339011549527804
ACH-000477,-0.2694410498933744
ACH-000479,-0.18360229265581707
ACH-000480,-0.2353209958837521
ACH-000481,-0.13151081054746666
ACH-000483,-0.16222442640143306
ACH-000484,-0.29196200572935266
ACH-000485,-0.3137330046554301
ACH-000486,-0.2550862665353815
ACH-000487,-0.3092336594569131
ACH-000488,-0.15046986040206714
ACH-000490,-0.24985275354096598
ACH-000491,-0.22326561337076387
ACH-000495,-0.23001828280262215
ACH-000496,-0.14742507497695378
ACH-000499,-0.16151615207921108
ACH-000500,-0.09253706841922227
ACH-000502,-0.2553310637542593
ACH-000503,-0.3250753550179548
ACH-000505,-0.10526038999937648
ACH-000507,-0.38233100627943933
ACH-000510,-0.17099021152517815
ACH-000511,-0.23126102758527606
ACH-000512,-0.03897683529220405
ACH-000516,-0.28530500376424434
ACH-000517,-0.2224218484322177
ACH-000518,-0.17721287753789108
ACH-000520,-0.4648823742977108
ACH-000521,-0.28868057798254243
ACH-000522,-0.18673176415747292
ACH-000524,-0.2679719620239145
ACH-000527,-0.13043450634879153
ACH-000528,-0.17977891737072327
ACH-000537,-0.13943516586424518
ACH-000541,-0.21790775683177727
ACH-000542,-0.3143028136693794
ACH-000544,-0.1271837752278068
ACH-000545,-0.16783788940865302
ACH-000547,-0.3127950323823696
ACH-000548,-0.18896761186967312
ACH-000549,-0.23736736868315494
ACH-000550,-0.12546192373239007
ACH-000552,-0.1612387857242595
ACH-000556,-0.21955253310836573
ACH-000557,-0.12929381757688424
ACH-000569,-0.3768486683759893
ACH-000570,-0.2267580557542944
ACH-000571,-0.22415839138021548
ACH-000573,-0.1866584671562568
ACH-000576,-0.17988388554386567
ACH-000579,-0.14609988510505126
ACH-000580,-0.3207611877059899
ACH-000584,-0.3091321970968302
ACH-000585,-0.09761042274250042
ACH-000588,-0.22311856733843025
ACH-000589,-0.29028186592773364
ACH-000591,-0.12951992134924115
ACH-000593,-0.03356503292685438
ACH-000600,-0.20568206730085675
ACH-000601,-0.2468029883923877
ACH-000605,-0.3083150888384569
ACH-000606,-0.06894091177824696
ACH-000608,-0.1913631773325332
ACH-000614,-0.2433138406787339
ACH-000616,-0.3695947034181088
ACH-000618,0.0008694757880377188
ACH-000619,-0.3035645124040472
ACH-000620,-0.14626200954132426
ACH-000621,-0.11917765813428785
ACH-000622,-0.22506213087734908
ACH-000623,-0.19570058113612668
ACH-000624,-0.33096761732628954
ACH-000627,-0.17654447849156374
ACH-000630,-0.055587788379385994
ACH-000631,-0.31566158362834024
ACH-000632,-0.15164301235636182
ACH-000633,-0.0096874822453774
ACH-000637,-0.2504167365276124
ACH-000638,-0.1632045506597351
ACH-000646,-0.12318101120884582
ACH-000647,-0.3080880861881545
ACH-000648,-0.3054142669974448
ACH-000649,-0.2093212539094284
ACH-000651,-0.1401491383834596
ACH-000652,0.047275270951570976
ACH-000653,-0.21780891922144746
ACH-000657,-0.1392569764902269
ACH-000658,-0.22844740354043605
ACH-000661,-0.11737388939801865
ACH-000662,-0.34478692565708485
ACH-000663,-0.22084899140646647
ACH-000665,-0.2375842795392807
ACH-000671,-0.11340562185561752
ACH-000672,-0.12385108267891247
ACH-000673,-0.1471950833667775
ACH-000676,-0.2402605121154054
ACH-000677,-0.14832737849206165
ACH-000681,-0.1703544263161572
ACH-000683,-0.1283520046319841
ACH-000684,-0.1714299757844359
ACH-000688,-0.3322089151052397
ACH-000693,-0.21656489185829766
ACH-000694,-0.261851362634372
ACH-000695,-0.18891850427783216
ACH-000696,-0.2802680831861487
ACH-000697,-0.14341446202553335
ACH-000699,-0.35966738751070376
ACH-000701,-0.084787726339809
ACH-000706,-0.2368930749775496
ACH-000711,-0.2448064484842652
ACH-000713,-0.0858177619381325
ACH-000714,-0.034340344175874754
ACH-000718,-0.34959755280994625
ACH-000720,-0.2033867859735505
ACH-000721,-0.09968199175355437
ACH-000724,-0.3451140293495305
ACH-000725,-0.2059299911466359
ACH-000732,-0.2980218069331565
ACH-000734,-0.2777332298291115
ACH-000735,-0.15882347277181627
ACH-000736,-0.19368222657790005
ACH-000738,-0.35382389599468184
ACH-000746,-0.2894899243222228
ACH-000747,-0.3086504048319448
ACH-000748,-0.2927356912491244
ACH-000753,-0.10736566847040148
ACH-000756,-0.27644473079423554
ACH-000757,-0.2359117877930063
ACH-000758,-0.349820751056085
ACH-000760,-0.14457306472669515
ACH-000762,-0.3639310013459528
ACH-000763,-0.3642910234881173
ACH-000764,-0.32298931284724536
ACH-000765,-0.295510021107091
ACH-000766,-0.2159082780525281
ACH-000767,-0.21063842690490808
ACH-000768,-0.3258537672436394
ACH-000769,-0.07784925281425274
ACH-000770,-0.2818921651163454
ACH-000771,-0.26635767732205123
ACH-000773,-0.2269039616467668
ACH-000776,-0.34162842522814074
ACH-000777,-0.22182443038210284
ACH-000778,0.007657554653268774
ACH-000781,-0.1968694039615453
ACH-000782,-0.3092073368008521
ACH-000783,-0.21609225411643027
ACH-000784,-0.1727921842207539
ACH-000785,-0.16360855946993375
ACH-000787,-0.21797652176142093
ACH-000788,-0.22264129398421728
ACH-000791,-0.1831059439698698
ACH-000792,-0.3721022371447179
ACH-000794,-0.0921275342587271
ACH-000796,-0.2501750530175893
ACH-000798,-0.1577251959350234
ACH-000799,-0.6618461515632462
ACH-000800,0.045907628117207534
ACH-000802,-0.2248500886780844
ACH-000804,-0.2876001648244961
ACH-000805,-0.2367754790185221
ACH-000809,-0.2122379754975697
ACH-000810,-0.2588903366346028
ACH-000811,-0.29971468878573193
ACH-000817,-0.11085914960790026
ACH-000819,-0.16281597348628932
ACH-000820,-0.3417174388029989
ACH-000821,-0.22902348263529435
ACH-000822,-0.27225332258567186
ACH-000823,-0.2852010787492696
ACH-000824,-0.14872504075047804
ACH-000827,-0.3307577001719363
ACH-000829,-0.11722455054821405
ACH-000831,-0.2320109466151517
ACH-000832,-0.09755492766542093
ACH-000833,-0.1287044485323345
ACH-000834,-0.3817015915083247
ACH-000835,-0.25037949128492604
ACH-000836,-0.2493073702936361
ACH-000837,-0.22143893086026895
ACH-000838,-0.2392377882732607
ACH-000839,-0.3576900050234566
ACH-000840,-0.3131058459980513
ACH-000841,-0.2691448371118282
ACH-000843,-0.15716636060245154
ACH-000846,-0.4234356311477626
ACH-000847,-0.27650575621558304
ACH-000848,-0.2962936329075966
ACH-000849,-0.3722227651082
ACH-000851,-0.3535905246738396
ACH-000855,-0.367994500904092
ACH-000856,-0.16793805877724569
ACH-000858,-0.2363971124188427
ACH-000859,-0.6265554279762009
ACH-000861,-0.22074601590971213
ACH-000862,-0.17220237403372984
ACH-000865,-0.1445082724458607
ACH-000866,-0.2602579424227442
ACH-000867,-0.2601261017734095
ACH-000869,-0.0939829300141983
ACH-000872,-0.2255272336594795
ACH-000873,-0.3409397082223413
ACH-000876,-0.11793363579452773
ACH-000878,-0.1973160031377798
ACH-000880,-0.053452045461976544
ACH-000881,-0.3122861659071033
ACH-000882,-0.14512910209512128
ACH-000884,-0.10365524396615904
ACH-000885,-0.3024730964562835
ACH-000887,-0.24692192574785296
ACH-000889,-0.0038990618371972734
ACH-000896,-0.2018365406165236
ACH-000898,-0.1832518691143
ACH-000900,-0.2406458884816932
ACH-000901,-0.16556195475027866
ACH-000905,-0.11362282844148155
ACH-000906,-0.15569723636102387
ACH-000907,-0.3769467797771445
ACH-000910,-0.14514038468400814
ACH-000911,-0.2431331874491039
ACH-000912,-0.304742879468247
ACH-000913,-0.12131669192890768
ACH-000915,-0.05008054786107746
ACH-000916,-0.4614774129832272
ACH-000917,-0.3350129589024672
ACH-000920,-0.4323331256331822
ACH-000921,-0.17839629103810628
ACH-000924,-0.17342757018918026
ACH-000926,-0.09397921379242592
ACH-000928,-0.3252720008972593
ACH-000929,-0.20749908719369486
ACH-000932,-0.20929027815863724
ACH-000935,-0.34704692141838545
ACH-000936,-0.3677759890346825
ACH-000937,-0.18715297568839814
ACH-000938,-0.15998401771507992
ACH-000939,-0.015205382852898231
ACH-000941,-0.06341421558159405
ACH-000943,-0.13325772726053084
ACH-000946,-0.2854211117428834
ACH-000947,-0.22667113571585565
ACH-000948,-0.062037893747680525
ACH-000950,-0.2770754721728294
ACH-000953,-0.1276512107656944
ACH-000954,-0.223181914835668
ACH-000957,-0.2510894566703388
ACH-000958,-0.44993834285278095
ACH-000960,-0.1860345643220845
ACH-000963,-0.3166741515735666
ACH-000968,-0.2763530025209794
ACH-000969,-0.1726131805678128
ACH-000972,-0.2845427242273821
ACH-000973,-0.20688863855212325
ACH-000974,-0.1002169415549226
ACH-000978,-0.08473199112060675
ACH-000984,-0.2230839896185692
ACH-000986,-0.19700171534251465
ACH-000988,-0.3242948217509241
ACH-000993,-0.3344989231657312
ACH-000994,-0.06885247185008361
ACH-000996,-0.3733568659656198
ACH-001001,-0.1653192521900135
ACH-001020,-0.1838689135203904
ACH-001028,-0.17056929360070872
ACH-001031,-0.2063138214928974
ACH-001038,-0.36703553239581704
ACH-001048,-0.3065953823355827
ACH-001050,-0.26439444892809755
ACH-001053,-0.09504399074576368
ACH-001054,-0.19073527630634293
ACH-001061,-0.21189475143376715
ACH-001067,-0.08839680063500388
ACH-001075,-0.0994950158524884
ACH-001096,-0.24984645077304185
ACH-001111,-0.03858984220844644
ACH-001119,-0.09718949040455707
ACH-001128,-0.0080815602248649
ACH-001134,-0.2499691673168088
ACH-001151,-0.2729002004740572
ACH-001163,-0.1748324314680912
ACH-001164,-0.39382888253296205
ACH-001183,-0.20494304088031529
ACH-001192,-0.21784463598935855
ACH-001193,-0.2536458762453077
ACH-001196,-0.23847754964100706
ACH-001197,-0.207999349600404
ACH-001205,-0.1456307105815688
ACH-001211,-0.14569794283135806
ACH-001212,-0.047647855902214514
ACH-001228,-0.3251282022606201
ACH-001232,-0.3752354429557335
ACH-001239,-0.489681861778137
ACH-001270,-0.06887182221355406
ACH-001274,-0.2520043297345888
ACH-001275,-0.11518836695165648
ACH-001277,-0.20045809316408492
ACH-001278,-0.13702376736561353
ACH-001280,-0.3995014922523743
ACH-001283,-0.2400204429521404
ACH-001289,-0.0638996760435855
ACH-001300,-0.18491435704061784
ACH-001301,-0.2566236362712833
ACH-001302,-0.30728495127893096
ACH-001306,-0.12045959812010144
ACH-001318,-0.3133625989901349
ACH-001322,-0.27779789464960003
ACH-001328,-0.15536165109891528
ACH-001332,-0.5214897126115158
ACH-001336,-0.18429102452129392
ACH-001346,-0.15415757503445668
ACH-001353,-0.20511984682336856
ACH-001354,-0.23959932690164065
ACH-001367,-0.22668841467429354
ACH-001368,-0.19088189324119256
ACH-001374,-0.3775404765237206
ACH-001377,-0.19640483350193416
ACH-001380,-0.23482553170914594
ACH-001391,-0.22591071261602866
ACH-001408,-0.2051579170039775
ACH-001430,-0.1902499639614148
ACH-001431,-0.01911363649777991
ACH-001450,-0.17373888026830728
ACH-001496,-0.32140788898864503
ACH-001500,0.014387446831037912
ACH-001523,-0.26748032487863005
ACH-001532,-0.2353002179242945
ACH-001550,-0.25889817582326163
ACH-001552,-0.08786690525999527
ACH-001554,-0.2799640823963046
ACH-001654,-0.19281450043543732
ACH-001735,-0.1712723542453648
ACH-001736,-0.1879819947592798
ACH-001737,-0.3143628268416989
ACH-001740,-0.30474836622556245
ACH-001745,-0.20499264603214248
ACH-001765,-0.18147182635733533
