,RPL7L1 (285855)
ACH-000004,-0.31628983083690143
ACH-000005,-0.9709795692433256
ACH-000007,-0.633291026679004
ACH-000009,-0.5954330153386908
ACH-000011,-0.6508643766952952
ACH-000012,-0.6063988673932357
ACH-000013,-0.7350570317624558
ACH-000014,-0.6328383292873787
ACH-000015,-0.6087587884480514
ACH-000017,-0.4480091900632922
ACH-000018,-0.7523094515625042
ACH-000019,-0.4440938378550138
ACH-000021,-0.6132310149310993
ACH-000022,-0.3750847982327781
ACH-000025,-0.7149845193656938
ACH-000028,-0.4908899914298116
ACH-000030,-0.6842952536430229
ACH-000035,-0.5109742432221429
ACH-000036,-0.5184396268341087
ACH-000037,-0.6599900226495203
ACH-000039,-0.6628058343332299
ACH-000040,-0.7172740876987463
ACH-000041,-0.5494163456352182
ACH-000042,-0.649286981756761
ACH-000045,-0.6289516200021855
ACH-000047,-0.6246639303661344
ACH-000052,-0.8709251767069744
ACH-000053,-0.6170741392284301
ACH-000054,-0.6270991123685673
ACH-000055,-0.8149492369665663
ACH-000060,-0.7071828835404942
ACH-000067,-0.7049964848221414
ACH-000070,-0.6698973195544291
ACH-000075,-0.8878747748684399
ACH-000078,-0.42319088443138425
ACH-000082,-0.7303872147471836
ACH-000085,-0.7080605336164377
ACH-000086,-0.6390109868731679
ACH-000087,-0.6619595108086961
ACH-000092,-0.7100203455123916
ACH-000095,-0.5221643894953041
ACH-000097,-0.6082240635519189
ACH-000098,-0.6428143741135576
ACH-000099,-0.4659737167418575
ACH-000108,-0.5749663793805634
ACH-000113,-0.4602981379498849
ACH-000116,-0.6584967976243982
ACH-000118,-0.8176214643454588
ACH-000120,-0.6179222809926975
ACH-000123,-0.5008332052919325
ACH-000127,-0.7397990712431937
ACH-000128,-0.6027472627856627
ACH-000132,-0.7134659470115859
ACH-000133,-0.7061097245903756
ACH-000137,-0.6812295668336951
ACH-000138,-0.5106836618320678
ACH-000142,-0.7127486777083795
ACH-000143,-0.7163988439659658
ACH-000146,-0.4534035002382082
ACH-000148,-0.5446582096763749
