,CSGALNACT2 (55454)
ACH-000004,-0.06486454423643499
ACH-000005,0.08239946857835763
ACH-000007,-0.0252046556843778
ACH-000009,0.0441132770200542
ACH-000011,-0.0786602959480347
ACH-000012,-0.1258581806834833
ACH-000013,-0.003720582407764631
ACH-000014,-0.12000027615747005
ACH-000015,-0.004842100567058436
ACH-000017,0.1109683248824166
ACH-000018,0.015586059152220682
ACH-000019,0.04296096670397872
ACH-000021,0.057501852176095374
ACH-000022,0.004899389068467537
ACH-000025,-0.17083739615456942
ACH-000028,-0.037994498184905
ACH-000030,-0.03281736282912328
ACH-000035,-0.06553632157265908
ACH-000036,-0.06435906460118164
ACH-000037,-0.012186987665414014
ACH-000039,-0.04749186055268848
ACH-000040,-0.16614240594049415
ACH-000041,-0.06704511313087794
ACH-000042,-0.07974449481241648
ACH-000045,-0.08864403388663274
ACH-000047,0.004035219080576695
ACH-000052,-0.18774825358137184
ACH-000053,0.07053506543402578
ACH-000054,-0.10940535909279107
ACH-000055,0.2409758236544221
ACH-000060,-0.0062591117367968106
ACH-000067,-0.14039169933963214
ACH-000070,-0.06734358156544025
ACH-000075,-0.07425955540648026
ACH-000078,-0.16972112998726716
ACH-000082,-0.11918927636929876
ACH-000085,0.026926597488792944
ACH-000086,-0.07604491158316541
ACH-000087,-0.08538479134065026
ACH-000092,-0.10449667039168717
ACH-000095,0.028759108818854857
ACH-000097,-0.0815179865677817
ACH-000098,-0.05211721351241344
ACH-000099,-0.037070439062789465
ACH-000108,-0.09106788734198523
ACH-000113,-0.05450337776633739
ACH-000116,0.012138502401161095
ACH-000118,-0.10161794170514364
ACH-000120,0.022122500251394082
ACH-000123,-0.01665973304349473
ACH-000127,-0.0011575061474554313
ACH-000128,-0.014362987395029909
ACH-000132,0.01709848967264967
ACH-000133,-0.16733475162856146
ACH-000137,-0.12598356558517598
ACH-000138,0.0491813021179732
ACH-000142,0.0707284883209911
ACH-000143,0.1083834683875079
ACH-000146,-0.14504628496667535
ACH-000148,-0.1041942787805744
ACH-000150,0.015566908853275885
ACH-000152,-0.14839010950073336
ACH-000153,0.025764863659609036
ACH-000159,-0.07523661416019928
ACH-000160,-0.10350603132194358
ACH-000163,-0.09144429162554878
ACH-000167,-0.048385267000903134
ACH-000168,0.014996336940006369
ACH-000169,0.04234633936074092
ACH-000178,-0.08346007804130998
ACH-000183,-0.082040413696963
ACH-000188,0.1382787527023613
ACH-000189,-0.18090083613638094
ACH-000190,-0.04563829392103245
ACH-000198,-0.07917457224589243
ACH-000203,-0.10137517469789784
ACH-000204,0.045373258670768905
ACH-000206,-0.014245280085360575
ACH-000207,-0.09030466959863157
ACH-000208,0.25334707435515336
ACH-000210,0.021997857790630126
ACH-000211,-0.033061091941201604
ACH-000215,0.11222258686521837
ACH-000221,0.14874587141384188
ACH-000222,-0.06779067798757403
ACH-000223,-0.16215280791726344
ACH-000226,-0.035162789191839613
ACH-000227,-0.2614587627951433
ACH-000228,-0.2265472975910953
