,PDCD11 (22984)
ACH-000004,-1.011117474528039
ACH-000005,-0.9671367264357694
ACH-000007,-1.3552762399919898
ACH-000009,-1.0096606248904385
ACH-000011,-0.8394405207873642
ACH-000012,-1.1123369609290847
ACH-000013,-0.9960384678910872
ACH-000014,-0.9229196807485326
ACH-000015,-1.0170653115899229
ACH-000017,-1.0312427655093341
ACH-000018,-1.02809311326371
ACH-000019,-0.8296111701662265
ACH-000021,-1.0032532189772534
ACH-000022,-0.7347837064461179
ACH-000025,-1.2203126850350676
ACH-000028,-1.0215602560220585
ACH-000030,-1.3122466189769402
ACH-000035,-1.124705882567406
ACH-000036,-1.0201742578787991
ACH-000037,-1.2193579501210106
ACH-000039,-0.99625775110821
ACH-000040,-1.1321941334122068
ACH-000041,-1.132493987265052
ACH-000042,-1.040542603736894
ACH-000045,-0.9994455188260992
ACH-000047,-0.9044435741346816
ACH-000052,-0.8738424993435184
ACH-000053,-1.2226302635313298
ACH-000054,-0.9425058684708928
ACH-000055,-1.208203441282181
ACH-000060,-1.1084598691578351
ACH-000067,-1.0747126786870949
ACH-000070,-0.9075931918691158
ACH-000075,-1.0941704932817882
ACH-000078,-1.1951447055089397
ACH-000082,-1.1609974897481443
ACH-000085,-1.1331578408118486
ACH-000086,-1.1583756505575604
ACH-000087,-1.0753774658191226
ACH-000092,-0.9849557884311694
ACH-000095,-1.0217267375955168
ACH-000097,-1.0527271193157048
ACH-000098,-1.1184365676955417
ACH-000099,-0.8561871901080144
ACH-000108,-0.9487694856348134
ACH-000113,-1.032374121750811
ACH-000116,-1.16853574829188
ACH-000118,-1.254274866766576
ACH-000120,-0.8915934071801477
ACH-000123,-1.0921951843648534
ACH-000127,-1.0425202878495865
ACH-000128,-0.9171411859913964
ACH-000132,-1.0293091963130825
ACH-000133,-1.1944970793028395
ACH-000137,-1.0946996260165691
ACH-000138,-0.9528315953571546
ACH-000142,-1.236675332629596
ACH-000143,-0.9106455283320132
ACH-000146,-1.0779688268062508
ACH-000148,-1.048946721638916
ACH-000150,-1.1137797745373204
ACH-000152,-1.0614871423723702
ACH-000153,-1.1953440204526655
ACH-000159,-0.9550755934624356
ACH-000160,-1.2273975818130136
ACH-000163,-1.1986742490671078
ACH-000167,-1.3313431099281312
ACH-000168,-0.9234024819197054
ACH-000169,-1.0231844548695033
ACH-000178,-0.9633739489666208
ACH-000183,-0.8520446531731041
ACH-000188,-1.1748099603914441
ACH-000189,-1.3257994517719165
ACH-000190,-1.1226391661235184
ACH-000198,-0.917976110850356
ACH-000203,-1.0139020774243146
ACH-000204,-0.7222008018410437
ACH-000206,-0.7860069920112864
ACH-000207,-0.9654573781101076
ACH-000208,-1.1959218898858823
ACH-000210,-0.9607205566279268
ACH-000211,-0.8436031683798125
ACH-000215,-1.0637848077181005
ACH-000221,-0.7920731259091538
ACH-000222,-1.1050043440139132
ACH-000223,-1.0919668166458738
ACH-000226,-0.8826620076633871
ACH-000227,-0.8384572230563259
ACH-000228,-0.988965876139524
ACH-000231,-1.0213991783559258
ACH-000232,-1.019627866864982
ACH-000233,-0.8083406915968114
ACH-000234,-1.000012544310861
ACH-000235,-0.97545576455119
ACH-000237,-1.1263497354549759
ACH-000238,-1.145822168949407
ACH-000242,-1.0626171572880938
ACH-000243,-1.1979204291201944
ACH-000244,-1.144269140660324
ACH-000246,-0.8863183328111863
ACH-000248,-1.271758780907856
ACH-000250,-0.9660460010806629
ACH-000251,-0.9742179835409192
ACH-000252,-1.4586505515085726
ACH-000253,-1.0569546085169126
ACH-000255,-1.1577832256236489
ACH-000256,-1.1056669987119243
ACH-000257,-0.9282009593834448
ACH-000258,-1.3462464241163126
ACH-000259,-1.0445302150674762
ACH-000260,-1.1928458786556364
ACH-000261,-1.0131362629582636
ACH-000262,-0.95064944435804
ACH-000263,-0.8395382046106816
ACH-000264,-0.9849422883738808
ACH-000265,-1.0054947304598016
ACH-000266,-0.9377391961182726
ACH-000272,-0.9717001368303894
ACH-000274,-0.9890660326445824
ACH-000277,-0.9028547944461646
ACH-000278,-1.0521800806283297
ACH-000279,-0.9439790235113504
ACH-000280,-1.1581075349380625
ACH-000281,-1.1039167145636433
ACH-000288,-0.8912622424058286
ACH-000291,-1.0331984060144357
ACH-000293,-0.9775264326783734
ACH-000294,-0.8409514350078913
ACH-000295,-0.74376646711495
ACH-000296,-1.0986874183938091
ACH-000302,-1.0858954251143187
ACH-000304,-0.8677923556088589
ACH-000307,-1.0310979210768536
ACH-000308,-1.0916086914952672
ACH-000310,-1.0067231949117756
ACH-000311,-0.9033688939913894
ACH-000312,-0.9811988526761236
ACH-000315,-0.9102554697580371
ACH-000316,-1.4131873599435194
ACH-000317,-1.1725961135817835
ACH-000318,-0.9715280489060201
ACH-000319,-1.3836438112631542
ACH-000320,-0.9611836984597004
ACH-000322,-1.1237656473815762
ACH-000323,-1.059545593993883
ACH-000324,-1.1325628500552891
ACH-000329,-0.9573227178973036
ACH-000330,-1.1958184925794826
ACH-000331,-1.1238762963251203
ACH-000332,-0.9633692178584616
ACH-000334,-0.8013854278715533
ACH-000335,-0.8597011809087083
ACH-000336,-0.9354936529154844
ACH-000337,-1.0564198017775883
