,POFUT2 (23275)
ACH-000004,-0.16163127812633524
ACH-000005,-0.2965343438960777
ACH-000007,0.009860496494022031
ACH-000009,-0.17751302718547074
ACH-000011,-0.09002574092710075
ACH-000012,-0.047002916595910285
ACH-000013,-0.04748535976315306
ACH-000014,-0.13179123409013999
ACH-000015,-0.035170036905682364
ACH-000017,-0.13595556461770494
ACH-000018,-0.0493451871273948
ACH-000019,0.13157755684700198
ACH-000021,-0.12896946016215846
ACH-000022,-0.17529899405759133
ACH-000025,0.031784080106962015
ACH-000028,0.011656382365744329
ACH-000030,-0.10928902123091716
ACH-000035,-0.0923311091068952
ACH-000036,-0.21207455442680814
ACH-000037,-0.09653240205557044
ACH-000039,-0.12884774284628295
ACH-000040,-0.13812763240941364
ACH-000041,-0.03195491261712168
ACH-000042,-0.10338907559844596
ACH-000045,-0.2932092630741107
ACH-000047,-0.017475229635649688
ACH-000052,-0.07979178045908646
ACH-000053,0.042212541058072525
ACH-000054,-0.16110979438692055
ACH-000055,-0.11838447967751208
ACH-000060,-0.14852858113634046
ACH-000067,-0.08472462960126383
ACH-000070,-0.0034290570282244893
ACH-000075,-0.08818784498277707
ACH-000078,-0.05893613374081792
ACH-000082,-0.0583535759290717
ACH-000085,-0.12156003914600835
ACH-000086,-0.0966649150427485
ACH-000087,-0.2666193433630987
ACH-000092,-0.11589861922008192
ACH-000095,-0.10429408172088872
ACH-000097,-0.18683125031905407
ACH-000098,-0.07683505420393512
ACH-000099,-0.059519233623338816
ACH-000108,-0.1951678687977669
ACH-000113,-0.1994928602916368
ACH-000116,-0.2171758783919109
ACH-000118,-0.029720706208740982
ACH-000120,-0.24421653981093625
ACH-000123,-0.060985041174732815
ACH-000127,-0.04957097931077367
ACH-000128,-0.040394082036574575
ACH-000132,-0.11330277023843872
ACH-000133,-0.0985393022829592
ACH-000137,-0.12402522510019262
ACH-000138,0.08643646317467595
ACH-000142,-0.13609508152757804
ACH-000143,-0.2804530060860354
ACH-000146,-0.18158564873877067
ACH-000148,-0.04741337154103098
ACH-000150,-0.07588220526938112
ACH-000152,-0.21248370893011764
ACH-000153,0.0905099566430509
ACH-000159,-0.08469952734506639
ACH-000160,-0.1192227151458364
ACH-000163,-0.14869908495168305
ACH-000167,-0.0999307468923636
ACH-000168,-0.09725579446425386
ACH-000169,-0.0907684690844486
ACH-000178,-0.09658604359985036
ACH-000183,-0.15490128248059246
ACH-000188,-0.0386264295420028
ACH-000189,0.00040316530474282996
ACH-000190,0.17475179744277825
ACH-000198,-0.08262579619838284
ACH-000203,0.12206737760240916
ACH-000204,-0.1866612142240124
ACH-000206,-0.08206699872852684
ACH-000207,-0.01423742279159051
ACH-000208,-0.18295885881162186
ACH-000210,-0.06180347339477616
ACH-000211,-0.1432261968094271
ACH-000215,-0.14494023003702902
ACH-000221,0.001735712576013522
ACH-000222,-0.3677374023150987
ACH-000223,-0.09012235005213882
ACH-000226,0.02966584079898144
ACH-000227,-0.3130929929062649
ACH-000228,-0.12667110822023944
ACH-000231,-0.11033167511802547
ACH-000232,-0.10561713592792278
ACH-000233,-0.2263397351255974
ACH-000234,-0.12487363211556812
ACH-000235,-0.0755543020844709
ACH-000237,-0.13149465267576213
ACH-000238,-0.23823042223955335
ACH-000242,-0.12428732006669516
ACH-000243,-0.07198719689648908
ACH-000244,-0.11401201367790018
ACH-000246,-0.24839857051652936
ACH-000248,-0.1253940565920155
ACH-000250,-0.07947206943784313
ACH-000251,-0.2763022022348554
ACH-000252,0.006373472528753611
ACH-000253,-0.09883834002588407
ACH-000255,-0.0011746495023848287
ACH-000256,-0.14475963187289775
ACH-000257,-0.0385022237726911
ACH-000258,-0.20000854523633035
ACH-000259,-0.164625628276813
ACH-000260,-0.1429329333031686
ACH-000261,-0.093960995174735
ACH-000262,0.10181919226836422
ACH-000263,-0.18375243643569297
ACH-000264,-0.1232173337857843
ACH-000265,-0.2165175056306614
ACH-000266,-0.13323384560390525
ACH-000272,-0.08051916147317861
ACH-000274,-0.16728331244445022
ACH-000277,0.018800881993678385
ACH-000278,-0.11941009110168145
ACH-000279,-0.22239263581917085
ACH-000280,-0.10114944168274152
ACH-000281,-0.08525093185388885
ACH-000288,-0.23085569494098795
ACH-000291,-0.1747975521757998
ACH-000293,-0.051976388162936184
ACH-000294,-0.0044903199670002685
ACH-000295,-0.09991544349559543
ACH-000296,-0.1850842780126006
ACH-000302,-0.14058351999362953
ACH-000304,0.08006344802622127
ACH-000307,-0.12944968410267374
ACH-000308,-0.14308744113384675
ACH-000310,-0.09946478961582353
ACH-000311,-0.0823011599457748
ACH-000312,-0.18143283562381834
ACH-000315,-0.059138685561757436
ACH-000316,-0.08711055136608938
ACH-000317,-0.15999734573943775
ACH-000318,0.04092125297930413
ACH-000319,0.004950662652954864
ACH-000320,0.020820167619707824
ACH-000322,0.05370503578906822
ACH-000323,-0.02820977557096568
ACH-000324,-0.09738894688509693
ACH-000329,-0.15266164285004727
ACH-000330,-0.07674799449035533
ACH-000331,0.014523949215171618
ACH-000332,-0.13300166476100025
ACH-000334,-0.08654851432158334
ACH-000335,-0.06212656250970847
ACH-000336,0.012198922065420384
ACH-000337,0.02374801885784637
ACH-000338,-0.3602358713648169
ACH-000339,-0.10808934084585524
ACH-000341,0.0008435085996405425
ACH-000348,-0.15757412968278772
ACH-000350,-0.14115409818414829
ACH-000352,-0.058216891056263015
ACH-000356,-0.2905877844234232
ACH-000361,-0.09768318645016012
ACH-000362,-0.07555230270076578
ACH-000363,-0.046869757560806684
ACH-000364,0.049722362290586526
ACH-000365,-0.07563322158557043
ACH-000366,-0.0337017976681193
ACH-000368,-0.03302268900619371
ACH-000374,-0.205298827253976
ACH-000375,-0.2607016211667333
ACH-000376,-0.0946853651014464
ACH-000381,-0.15587595094371734
ACH-000383,-0.14016244473821227
ACH-000387,-0.2695925338765986
ACH-000389,-0.19113947582648894
ACH-000390,-0.19646567597338516
ACH-000393,-0.02268092509235861
ACH-000395,-0.06464567880597429
ACH-000396,-0.2752011278499264
ACH-000397,-0.2335013216122398
ACH-000401,-0.14274722583369698
ACH-000402,-0.27181328702880664
ACH-000403,0.019631309062366674
ACH-000404,-0.2271224156306958
ACH-000406,-0.11286862279933367
ACH-000407,-0.1342185366608943
ACH-000408,0.04882063157969891
ACH-000410,-0.06271227173291821
ACH-000411,-0.0726789231333085
ACH-000414,-0.1447569607459792
ACH-000415,-0.19407923738036775
ACH-000416,-0.14641814485985996
ACH-000420,-0.21996074155330095
ACH-000421,-0.14478983311040708
ACH-000424,0.09643351883479342
ACH-000425,0.034459341622304684
ACH-000426,-0.10682378276141996
ACH-000427,-0.15568684941727134
ACH-000433,-0.21730563776937856
ACH-000435,-0.3637779905677364
ACH-000436,-0.1846406968077965
ACH-000444,-0.02657362111204037
ACH-000445,-0.1400216448725685
ACH-000448,-0.12431290830370813
ACH-000450,-0.10474796923574596
ACH-000452,-0.11875629942687513
ACH-000454,0.08158650396258776
ACH-000458,-0.08504572092608771
ACH-000459,-0.06771530172936306
ACH-000460,-0.1465478935994434
ACH-000461,0.06929293479727526
ACH-000463,-0.1995171464367237
ACH-000464,-0.15781391638413822
ACH-000466,-0.01862781382051397
ACH-000467,-0.02138630468994264
ACH-000468,0.0007251533135367669
ACH-000469,-0.0009187005672482348
ACH-000470,-0.12733163303798886
ACH-000471,-0.03243521542061218
ACH-000472,-0.1857578476000356
ACH-000473,0.0076925724699512185
ACH-000475,-0.06751296166809705
ACH-000476,-0.2128739647738717
ACH-000477,0.06159649961766181
ACH-000479,-0.2724420468247313
ACH-000480,0.11071955587998772
ACH-000481,-0.12082114686202612
ACH-000483,-0.08150516314913238
ACH-000484,-0.08244037375868292
ACH-000485,0.04202978117427991
ACH-000486,-0.10985010203697736
ACH-000487,-0.10900052544610972
ACH-000488,-0.060385919715536016
ACH-000490,-0.06581205576642019
ACH-000491,-0.07476578266328175
ACH-000495,-0.14676866880478215
ACH-000496,-0.13031132538423573
ACH-000499,-0.08591133851533962
ACH-000500,0.023202911194529267
ACH-000502,-0.04924481558809805
ACH-000503,-0.29809748645403944
ACH-000505,-0.1341860633268148
ACH-000507,-0.10694163217562937
ACH-000510,-0.12397577587511463
ACH-000511,-0.08010989208188958
ACH-000512,0.16981896928264645
ACH-000516,-0.09171089555364273
ACH-000517,-0.10768215993920004
ACH-000518,-0.2118494377418393
ACH-000520,-0.07611550379329728
ACH-000521,-0.11203827826231703
ACH-000522,-0.11300115021515725
ACH-000524,-0.1402223673968697
ACH-000527,-0.13503519407674675
ACH-000528,0.006409964204490107
ACH-000537,-0.09565577939359816
ACH-000541,0.09258911982351327
ACH-000542,-0.0447537119109085
ACH-000544,-0.1902959700641601
ACH-000545,-0.1586258195891492
ACH-000547,-0.19096345541941076
ACH-000548,0.009188732929760928
ACH-000549,-0.05762666682126959
ACH-000550,-0.26017268657063924
ACH-000552,-0.07376287076812785
ACH-000556,-0.07994968177018931
ACH-000557,-0.056141433635160234
ACH-000569,0.02279718831230652
ACH-000570,-0.06377888914057894
ACH-000571,-0.1345579860763767
ACH-000573,-0.09179542439030704
ACH-000576,-0.2483069653116238
ACH-000579,-0.11711327810729184
ACH-000580,-0.16412792128082668
ACH-000584,0.00034498179958262056
ACH-000585,-0.11679473160402075
ACH-000588,-0.08799167145987519
ACH-000589,-0.04837188489196772
ACH-000591,-0.2263316439433609
ACH-000593,-0.07428564688385868
ACH-000600,-0.015525775684247288
ACH-000601,-0.17837598663467172
ACH-000605,-0.02131895655186471
ACH-000606,-0.28565869695586177
ACH-000608,-0.11059914942270707
ACH-000614,-0.05527155330988034
ACH-000616,-0.16047527631537756
ACH-000618,0.026526535087997776
ACH-000619,-0.16653855137234996
ACH-000620,-0.13297728784336496
ACH-000621,-0.09273495492620484
ACH-000622,-0.1956916846332846
ACH-000623,-0.12149036177568265
ACH-000624,-0.09386533883730533
ACH-000627,-0.153508244447539
ACH-000630,-0.2010206480584413
ACH-000631,0.0555904088543904
ACH-000632,-0.038094306318060725
