,CHD1L (9557)
ACH-000004,0.06885603050279335
ACH-000005,0.0701960323788053
ACH-000007,0.17981464525190316
ACH-000009,0.011529752126875945
ACH-000011,0.1091211459083153
ACH-000012,0.00924085514990501
ACH-000013,0.045525348953372485
ACH-000014,-0.10099605946419953
ACH-000015,0.01030199584526172
ACH-000017,0.30033416459282125
ACH-000018,-0.11071169601487732
ACH-000019,-0.1466907504860661
ACH-000021,0.02525728171440899
ACH-000022,-0.031081979169939662
ACH-000025,-0.02332774506073341
ACH-000028,-0.018081138609834776
ACH-000030,0.07292376435344178
ACH-000035,-0.07366348351160512
ACH-000036,-0.06351124329894915
ACH-000037,0.048322367967860456
ACH-000039,-0.07685845814235402
ACH-000040,0.08334805400826957
ACH-000041,0.0022579872230506885
ACH-000042,0.03920039961227745
ACH-000045,0.20891398932815197
ACH-000047,0.17737343967141603
ACH-000052,0.09459732409933663
ACH-000053,-0.012956321713541623
ACH-000054,-0.0015934014704645466
ACH-000055,-0.133200404164368
ACH-000060,0.07592124880302023
ACH-000067,0.0958032892611828
ACH-000070,0.07429053115804572
ACH-000075,-0.030020325670070562
ACH-000078,0.017199514361723168
ACH-000082,0.1387558310138836
ACH-000085,0.109045594586364
ACH-000086,-0.04515176282265844
ACH-000087,0.010855104993087164
ACH-000092,0.058741734294331036
ACH-000095,0.0482519936130929
ACH-000097,0.060754230052958526
ACH-000098,-0.05565508781738192
ACH-000099,0.12707070855664496
ACH-000108,0.05140994802126685
ACH-000113,-0.005044853541752581
ACH-000116,-0.00018984660782326836
ACH-000118,-0.004547204916311334
ACH-000120,-0.00779964034110131
ACH-000123,0.024516908687283876
ACH-000127,0.032592643122898925
ACH-000128,0.17034884249201193
ACH-000132,0.014426730583709925
ACH-000133,0.08515549937692761
ACH-000137,0.10888480567188033
ACH-000138,0.0967873831273661
ACH-000142,-0.036605537818823884
ACH-000143,0.004298975368097981
ACH-000146,-0.0008569028093637677
ACH-000148,0.07411496032271662
ACH-000150,0.11329929163157527
ACH-000152,0.055813841082239225
ACH-000153,0.1300662538307631
ACH-000159,0.042569748045943184
ACH-000160,0.26025924631075503
ACH-000163,0.032268899779477785
ACH-000167,0.33176252818669977
ACH-000168,0.22762458536206245
ACH-000169,0.07693120793795814
ACH-000178,0.02114911105630812
ACH-000183,0.13497567696195875
ACH-000188,-0.013734161554419509
ACH-000189,0.04086165551312064
ACH-000190,0.17945977094506946
ACH-000198,0.1222274301446182
ACH-000203,-0.22138136239292525
ACH-000204,-0.1443002179763273
ACH-000206,0.1394414898271464
ACH-000207,0.18687135469319932
ACH-000208,0.1228884545049636
ACH-000210,0.1644439620781729
ACH-000211,0.14209366875695234
ACH-000215,-0.016896331841348318
ACH-000221,0.005596009401729268
ACH-000222,0.11491058120644278
ACH-000223,0.034449792566541335
ACH-000226,0.10740173291583137
ACH-000227,0.02158293047204904
ACH-000228,-0.0498003631422577
ACH-000231,-0.09112887603598806
ACH-000232,-0.24538243293407885
ACH-000233,0.059102394243806186
ACH-000234,-0.0033186356879804924
ACH-000235,0.0315998308861911
ACH-000237,-0.0570757852491482
ACH-000238,0.14603451450938673
ACH-000242,0.13633030325427825
ACH-000243,0.05690091693453505
ACH-000244,-0.014596024972610602
ACH-000246,0.02709982252827184
ACH-000248,0.0869919123486311
ACH-000250,0.08852894397074243
ACH-000251,0.1708852765322993
ACH-000252,0.05089192683047506
ACH-000253,-0.04162573234878485
ACH-000255,-0.006350113667800276
ACH-000256,0.1180287858788761
ACH-000257,0.09941714074789736
ACH-000258,-0.2668451309818381
ACH-000259,0.06970345380985997
ACH-000260,0.050715346767361086
ACH-000261,0.11667725029417825
ACH-000262,0.08767693385391091
ACH-000263,0.0655751504261625
ACH-000264,0.06105550470359244
ACH-000265,0.045743232172212565
ACH-000266,0.08064264731430452
ACH-000272,0.15460422807600502
ACH-000274,0.01061428959962552
ACH-000277,0.12488647636178468
ACH-000278,-0.05607738444817709
ACH-000279,0.0751075401175882
ACH-000280,0.13935737885862956
ACH-000281,0.06487829896252871
ACH-000288,0.01299257150759113
ACH-000291,0.12407056906030185
ACH-000293,0.08195099331642125
ACH-000294,0.19779593943217288
ACH-000295,0.17474341277031608
ACH-000296,0.23252153867034306
ACH-000302,0.08658692454743253
ACH-000304,-0.18335506833436055
ACH-000307,-0.004294881930191392
ACH-000308,0.1013938523890023
ACH-000310,0.07200691087377559
ACH-000311,-0.0623365758189497
ACH-000312,0.031308319769315786
ACH-000315,-0.07977073461111513
ACH-000316,0.19078982658763846
ACH-000317,0.1212394186695109
ACH-000318,0.02346028774628176
ACH-000319,-0.013441384292560013
ACH-000320,0.05016146435237452
ACH-000322,0.07004458888171837
ACH-000323,0.13994038493593894
ACH-000324,0.08852816264472982
ACH-000329,-0.00033523165050901717
ACH-000330,0.011791062071248444
ACH-000331,0.04995508288860254
ACH-000332,0.01049563832585392
ACH-000334,0.020920505808791044
ACH-000335,-0.14136005548885072
ACH-000336,0.0205294167897579
ACH-000337,-0.31550183262046044
ACH-000338,-0.16660885566181038
ACH-000339,0.033793675783787405
ACH-000341,0.04092589386761999
ACH-000348,0.09487952441163018
ACH-000350,0.15405368003041775
ACH-000352,0.11703268178176028
ACH-000356,0.051055644682385916
ACH-000361,0.022548257348013797
ACH-000362,0.10004127259818413
ACH-000363,-0.02547235759265
ACH-000364,0.023886608318082102
ACH-000365,-0.07972418611312324
ACH-000366,-0.0283012633269663
ACH-000368,0.06720385644938989
ACH-000374,0.1185131897891366
ACH-000375,0.08579728795227487
ACH-000376,0.05051199095418525
ACH-000381,0.10014781090624472
ACH-000383,0.00786447659836941
ACH-000387,0.004797288428454701
ACH-000389,-0.00654823314496058
ACH-000390,-0.061343769039767175
ACH-000393,0.13030869311566726
ACH-000395,0.11480038573465925
ACH-000396,-0.031464747140300765
ACH-000397,0.08446141497180343
ACH-000401,0.041713259594619384
ACH-000402,0.23275824577646714
ACH-000403,0.10413436649499626
ACH-000404,0.2483405299155031
ACH-000406,0.05239270271751232
ACH-000407,-0.0017658252047644421
ACH-000408,0.08172901812773826
ACH-000410,-0.000418295570649356
ACH-000411,0.1863605490562504
ACH-000414,0.03105427216683258
ACH-000415,0.14666079502679835
ACH-000416,0.064167391260365
ACH-000420,0.02086808338933293
ACH-000421,0.015849745980283804
ACH-000424,-0.07657459688039428
ACH-000425,0.10526451408706518
ACH-000426,-0.02239029197625107
ACH-000427,0.08693411477613026
ACH-000433,0.1458320092111667
ACH-000435,-0.004059476304563171
ACH-000436,0.03148328046961418
ACH-000444,-0.06777398596924583
ACH-000445,0.03733174260922477
ACH-000448,0.07417819303015945
ACH-000450,-0.09505216529221486
ACH-000452,-0.01772051403402249
ACH-000454,-0.08527357431345373
ACH-000458,-0.0621123681817037
ACH-000459,-0.009892656904520021
ACH-000460,0.023151733590758537
ACH-000461,0.2281398416192888
ACH-000463,0.17084861067444035
ACH-000464,-0.029786582679361982
ACH-000466,0.06195689819558928
ACH-000467,0.02204660476133119
ACH-000468,0.0569965852953634
ACH-000469,0.019295648776788816
ACH-000470,0.15593517622297678
ACH-000471,0.2270646667536643
ACH-000472,0.06787655828163609
ACH-000473,0.21600477515364355
ACH-000475,0.11660758698329153
ACH-000476,0.1607950940407878
ACH-000477,0.16786894081000378
ACH-000479,0.1618845085178683
ACH-000480,0.06188722937101593
ACH-000481,0.027515624963865268
ACH-000483,-0.034220825924964775
ACH-000484,-0.05728707931018781
ACH-000485,-0.0713422414788293
ACH-000486,-0.04196360549373048
ACH-000487,0.057802229935750335
ACH-000488,0.025735235790778986
ACH-000490,0.03125925878077289
ACH-000491,-0.06620243995857145
ACH-000495,0.14205804617897316
ACH-000496,0.1013923816472872
ACH-000499,0.1443202157856478
ACH-000500,0.22734483016768944
ACH-000502,0.07169015164965417
ACH-000503,0.1033669456993222
ACH-000505,0.0013861252774730849
ACH-000507,-0.025469136106916063
ACH-000510,-0.023005823129890732
ACH-000511,0.020913007986834736
ACH-000512,-0.3463929955392053
ACH-000516,0.05489586393329917
ACH-000517,0.047996157926622686
ACH-000518,0.08343992441895091
ACH-000520,-0.0297704052212897
ACH-000521,0.08621703538325971
ACH-000522,-0.042898085962353616
ACH-000524,0.1417987775317684
ACH-000527,-0.0466142568436191
ACH-000528,0.0849533460467678
ACH-000537,0.03665773969585398
