,FOXL2 (668)
ACH-000004,-0.6167415220638304
ACH-000005,-0.3966071807010728
ACH-000007,-0.4909407098848462
ACH-000009,-0.3547457968297785
ACH-000011,-0.4596728034437858
ACH-000012,-0.4043143868582205
ACH-000013,-0.3523989079392152
ACH-000014,-0.5745622438776167
ACH-000015,-0.3041273008716897
ACH-000017,-0.43664321873049067
ACH-000018,-0.4620072562117632
ACH-000019,-0.17600629066918302
ACH-000021,-0.4253891207054071
ACH-000022,-0.497164261710898
ACH-000025,-0.4168427937346052
ACH-000028,-0.30371197600672045
ACH-000030,-0.4109541643593056
ACH-000035,-0.3650026237397824
ACH-000036,-0.3110781120700092
ACH-000037,-0.2294928963356113
ACH-000039,-0.2559256516693423
ACH-000040,-0.5655683953193625
ACH-000041,-0.32737071853668115
ACH-000042,-0.3648338376174628
ACH-000045,-0.39513543361013054
ACH-000047,-0.3417894436588028
ACH-000052,-0.5549831768842358
ACH-000053,-0.3722114492190281
ACH-000054,-0.4523702142477877
ACH-000055,-0.24572242805708397
ACH-000060,-0.4742333767115147
ACH-000067,-0.4068831246627752
ACH-000070,-0.22450580781755985
ACH-000075,-0.5337958505028693
ACH-000078,-0.2606812402818481
ACH-000082,-0.3778975714288241
ACH-000085,-0.3629998026160797
ACH-000086,-0.2369967779820301
ACH-000087,-0.5509625776382773
ACH-000092,-0.4395819282325346
ACH-000095,-0.4043195341288995
ACH-000097,-0.4058473361587199
ACH-000098,-0.26619595319806844
ACH-000099,-0.3661990654660927
ACH-000108,-0.5357194604633607
ACH-000113,-0.33011083419268844
ACH-000116,-0.3875403618077365
ACH-000118,-0.4292499994533305
ACH-000120,-0.6609759995423685
ACH-000123,-0.30654208071558936
ACH-000127,-0.4427877752080207
ACH-000128,-0.3514090705146499
ACH-000132,-0.34969991139981743
ACH-000133,-0.4014749110734423
ACH-000137,-0.4712215415197682
ACH-000138,-0.2229150610826811
ACH-000142,-0.4638858938027109
ACH-000143,-0.3180964012508091
ACH-000146,-0.2642264378342573
ACH-000148,-0.3009413837592665
ACH-000150,-0.2199435301414865
ACH-000152,-0.3731520001910572
ACH-000153,-0.04790710860604979
ACH-000159,-0.5167067544615271
ACH-000160,-0.5609827749475229
ACH-000163,-0.4549737951310682
ACH-000167,-0.4605920436787817
ACH-000168,-0.8091046600672431
ACH-000169,-0.26996569076346805
ACH-000178,-0.33972716492210336
ACH-000183,-0.43412012767028
ACH-000188,-0.3128689213838312
ACH-000189,-0.4790825199434998
ACH-000190,-0.2549506845837857
ACH-000198,-0.3376476708769621
ACH-000203,-0.5594800536134685
ACH-000204,-0.4590588351188066
ACH-000206,-0.4618890748281008
ACH-000207,-0.6658662615452762
ACH-000208,-0.6137430503142567
ACH-000210,-0.0010142953001907873
ACH-000211,-0.5973112028094887
ACH-000215,-0.3516313273150069
ACH-000221,-0.3847184694034672
ACH-000222,-0.3724005255868784
ACH-000223,-0.4068629246226285
ACH-000226,-0.2877268761755004
ACH-000227,-0.5110264959725539
ACH-000228,-0.4909773099419615
ACH-000231,-0.3727390359039688
ACH-000232,-0.4509140547153296
ACH-000233,-0.369703745919579
ACH-000234,-0.3850670356199541
ACH-000235,-0.35450664361774586
ACH-000237,-0.2627405773535837
ACH-000238,-0.30002861378405044
ACH-000242,-0.21534868965621307
ACH-000243,-0.5100099445210994
ACH-000244,-0.3609597623472386
ACH-000246,-0.5050085965156105
ACH-000248,-0.2660626174409354
ACH-000250,-0.3480539393300233
ACH-000251,-0.4298291056889429
ACH-000252,-0.2909585974855534
ACH-000253,-0.4667682794701076
ACH-000255,-0.34914765023554045
ACH-000256,-0.4453069099584464
ACH-000257,-0.4244914777911216
ACH-000258,-0.29260184721671423
ACH-000259,-0.3428982902572523
ACH-000260,-0.4524086846988745
ACH-000261,-0.4800498866409392
ACH-000262,-0.5424801854438346
ACH-000263,-0.023902344835649063
ACH-000264,-0.4374910192502271
ACH-000265,-0.5012959761196177
ACH-000266,-0.42540948895666975
ACH-000272,-0.4278960329767492
ACH-000274,-0.4349927936489634
ACH-000277,-0.41497088076080935
ACH-000278,-0.2725636071496371
ACH-000279,-0.43821855319362174
ACH-000280,-0.6077212481536572
ACH-000281,-0.4661237696000561
ACH-000288,-0.29930508977533626
ACH-000291,-0.3563751439067944
ACH-000293,-0.29224519348184314
ACH-000294,-0.6338318920370405
ACH-000295,-0.4741062486034033
ACH-000296,-0.3277896201256225
ACH-000302,-0.29342651484631155
ACH-000304,-0.22579044873318824
ACH-000307,-0.3038553066447453
ACH-000308,-0.4198585017941063
ACH-000310,-0.4621073444424882
ACH-000311,-0.30832127783295765
ACH-000312,-0.4572207150221389
ACH-000315,0.009783266980215196
ACH-000316,-0.1938415910809264
ACH-000317,-0.4656288331796681
ACH-000318,-0.3870133630345367
ACH-000319,-0.4115655210469648
ACH-000320,-0.4596973653340658
ACH-000322,-0.21112825526576107
ACH-000323,-0.3743947044455105
ACH-000324,-0.5748499903202335
ACH-000329,-0.3865555394066109
ACH-000330,-0.4519950352965758
ACH-000331,-0.4433014120355088
ACH-000332,-0.4138197548506796
ACH-000334,-0.17489772766462974
ACH-000335,-0.4868618012370929
ACH-000336,-0.3859963472853527
ACH-000337,-0.5658971169919642
ACH-000338,-0.058667383855757135
ACH-000339,-0.3670520374644623
ACH-000341,-0.25513938269412195
ACH-000348,-0.23700661828419664
ACH-000350,-0.3903412945156463
ACH-000352,-0.36718632544015456
ACH-000356,-0.4412528325137274
ACH-000361,-0.2369398170688748
ACH-000362,-0.3364714972416224
ACH-000363,-0.4478023133643062
ACH-000364,-0.5132198183185069
ACH-000365,-0.3596600491125005
ACH-000366,-0.3860032381924619
ACH-000368,-0.36975483493256295
ACH-000374,-0.3379683348139634
ACH-000375,-0.2842133158024027
ACH-000376,-0.3607445708344239
ACH-000381,-0.24739422424249924
ACH-000383,-0.29993481513185555
ACH-000387,-0.2661023896532502
ACH-000389,-0.3802450776224363
ACH-000390,-0.4877904560595306
ACH-000393,-0.493924720679366
ACH-000395,-0.5272243712415645
ACH-000396,-0.4559952391006734
ACH-000397,-0.4947081072376164
ACH-000401,-0.4601192786215361
ACH-000402,-0.43430647393534544
ACH-000403,-0.402367704602722
ACH-000404,-0.6772660991980416
ACH-000406,-0.3054080345485963
ACH-000407,-0.5334247933070934
ACH-000408,-0.7240061536125935
ACH-000410,-0.4342453832160852
ACH-000411,-0.4601595012524838
ACH-000414,-0.4362791933926835
ACH-000415,-0.5179786159344881
ACH-000416,-0.3984138235754943
ACH-000420,-0.2913679382724789
ACH-000421,-0.4615253680715645
ACH-000424,-0.3164452999669901
ACH-000425,-0.2761961256654113
ACH-000426,-0.4879511653237353
ACH-000427,-0.5117290621606432
ACH-000433,-0.14266865779458698
ACH-000435,0.033021161982501095
ACH-000436,-0.2590955839242424
ACH-000444,-0.27805677853549665
ACH-000445,-0.3445487097409775
ACH-000448,-0.4412907686526881
ACH-000450,-0.4074865288984124
ACH-000452,-0.4401991048418198
ACH-000454,-0.4997433671625818
ACH-000458,-0.3781507477944245
ACH-000459,-0.29055623086398114
ACH-000460,-0.281150359356038
ACH-000461,-0.2656659445004752
ACH-000463,-0.4661729913169393
ACH-000464,-0.4802428206394737
ACH-000466,-0.4475489016019731
ACH-000467,-0.37311043383163867
ACH-000468,-0.3500507695675676
ACH-000469,-0.3303517484406112
ACH-000470,-0.5313687755853271
ACH-000471,-0.2256381664503984
ACH-000472,-0.4428386798003634
ACH-000473,-0.4586894483590437
ACH-000475,-0.3935286012721089
ACH-000476,-0.447931289705858
ACH-000477,-0.08276778363902294
ACH-000479,-0.3081353049119214
ACH-000480,-0.4124680513221448
ACH-000481,-0.4556009705659522
