,LLGL2 (3993)
ACH-000004,-0.2323822065551231
ACH-000005,0.21471558576569874
ACH-000007,-0.1509069875157982
ACH-000009,-0.2613868985790507
ACH-000011,0.3176159631826941
ACH-000012,-0.21077484497237964
ACH-000013,-0.013596627377989296
ACH-000014,0.04810408493124897
ACH-000015,0.12301574573367798
ACH-000017,-0.32672220491959525
ACH-000018,0.05680071948884364
ACH-000019,-0.22526445836307984
ACH-000021,-0.05872957066607354
ACH-000022,-0.1719255623478895
ACH-000025,0.09985119668266244
ACH-000028,-0.07127966597620987
ACH-000030,0.179530524442374
ACH-000035,-0.1448254231016651
ACH-000036,0.019860852139171957
ACH-000037,0.13200280395276653
ACH-000039,0.11559744640397995
ACH-000040,-0.0944029536224748
ACH-000041,-0.037159265835171255
ACH-000042,-0.10915778900605452
ACH-000045,-0.02099708117249044
ACH-000047,-0.08358663722836338
ACH-000052,-0.02378392095067769
ACH-000053,-0.1047622386355501
ACH-000054,-0.14846801697850034
ACH-000055,-0.02634988465954002
ACH-000060,0.10922100886658727
ACH-000067,-0.02013012606783008
ACH-000070,0.09716288171760568
ACH-000075,-0.055751253877223184
ACH-000078,-0.21556556220518733
ACH-000082,-0.01722232444352061
ACH-000085,-0.5393659303697745
ACH-000086,0.008476148926728627
ACH-000087,-0.024134303439423514
ACH-000092,-0.009996406830755507
ACH-000095,-0.00968698487448007
ACH-000097,-0.05131798635037594
ACH-000098,0.02560992631036359
ACH-000099,-0.023615279157091284
ACH-000108,-0.17531357325193386
ACH-000113,0.13038376745555075
ACH-000116,0.08592288008202402
ACH-000118,-0.18159681394362107
ACH-000120,-0.2442468767848888
ACH-000123,0.024726052105654726
ACH-000127,-0.07787965923100827
ACH-000128,0.002965842566781362
ACH-000132,-0.2405092511797943
ACH-000133,0.06487897991798547
ACH-000137,0.11669482958792247
ACH-000138,-0.10184474543581347
ACH-000142,-0.04436136180223784
ACH-000143,0.05537426007872099
ACH-000146,-0.0517765169413013
ACH-000148,-0.10812538809870847
ACH-000150,-0.1037624651377356
ACH-000152,-0.07880598450793562
ACH-000153,-0.11982050154243302
ACH-000159,0.03708729705452274
ACH-000160,-0.01104697600298835
ACH-000163,-0.14884705782980162
ACH-000167,0.0905726802395092
ACH-000168,-0.08345944296649717
ACH-000169,0.07777520839954842
ACH-000178,0.03733373558821417
ACH-000183,0.019910543887637727
ACH-000188,-0.0012050129388821976
ACH-000189,-0.3853875919821135
ACH-000190,-0.03719170938100064
ACH-000198,0.020777811660714192
ACH-000203,-0.03351370811484121
ACH-000204,0.07099763383787934
ACH-000206,0.06349077474569534
ACH-000207,-0.13168154094633167
ACH-000208,-0.046595039175391546
ACH-000210,0.03746747053400832
ACH-000211,-0.042008568159450116
ACH-000215,-0.08026228587952368
ACH-000221,-0.013607391982217543
ACH-000222,0.008735913114608217
ACH-000223,-0.11096341349581497
ACH-000226,-0.08987718294352699
ACH-000227,0.010771657800703341
ACH-000228,-0.014442436820183997
ACH-000231,-0.034059178947919995
ACH-000232,0.09937143946670966
ACH-000233,-0.09633556425286936
ACH-000234,0.16856906149679085
ACH-000235,0.12270919854116825
ACH-000237,0.05795856517613982
ACH-000238,-0.12760086758694247
ACH-000242,-0.2517580674672084
ACH-000243,-0.14726599816934033
ACH-000244,0.14089066288147256
ACH-000246,0.0930942583571962
ACH-000248,-0.05825711327881908
ACH-000250,0.0600534246538129
ACH-000251,-0.019414942682355267
ACH-000252,-0.3483648832668856
ACH-000253,-0.3349888079609857
ACH-000255,-0.20890879143465954
ACH-000256,-0.02667974232701921
ACH-000257,-0.28374293181555266
ACH-000258,0.2503139528200716
ACH-000259,-0.009851970484068641
ACH-000260,-0.03947168279966281
ACH-000261,-0.09982572946050253
ACH-000262,0.05363750621015626
ACH-000263,-0.1989279359383802
ACH-000264,-0.02877880947619538
ACH-000265,0.021205829903954004
ACH-000266,-0.07050984727349348
ACH-000272,0.00045288114363185313
ACH-000274,-0.11613193065239125
ACH-000277,-0.03382821444135272
ACH-000278,0.013237014291215906
ACH-000279,-0.059843449469827385
ACH-000280,0.2350937999548691
ACH-000281,0.13856751837689518
ACH-000288,-0.00634448890888805
ACH-000291,-0.13660400165197206
ACH-000293,-0.027716304025337347
ACH-000294,-0.05862421736626972
ACH-000295,-0.12047812441356633
ACH-000296,0.14371110211611113
ACH-000302,0.14269951170014766
ACH-000304,-0.17298427710599154
ACH-000307,-0.03282948278653594
ACH-000308,0.05539204447699424
ACH-000310,-0.2380284644523508
ACH-000311,-0.03838546033489839
ACH-000312,0.05846021440153047
ACH-000315,0.059622838052591776
ACH-000316,0.0053992394583988225
ACH-000317,0.04363197739006002
ACH-000318,-0.1744690316272015
ACH-000319,-0.13482018531202553
ACH-000320,0.06106769850570853
ACH-000322,0.07693679927798253
ACH-000323,0.039121290528581
ACH-000324,-0.057490880708096624
ACH-000329,-0.09201030815004776
ACH-000330,0.1000253404453725
ACH-000331,0.12876408573531936
ACH-000332,0.0979943864436294
ACH-000334,0.00540141177016346
ACH-000335,-0.17331184148377146
ACH-000336,-0.2628358690977859
ACH-000337,-0.1328724641590141
ACH-000338,-0.18960682297857648
ACH-000339,-0.005716306497677282
ACH-000341,-0.015226336709706271
ACH-000348,0.07501265275056332
ACH-000350,0.005600483567356167
ACH-000352,0.03703028064955861
ACH-000356,0.006343181505382484
ACH-000361,0.15863136929354038
ACH-000362,0.092579660291945
ACH-000363,-0.12089724189472828
ACH-000364,0.04587483200711905
ACH-000365,-0.03868924431423199
ACH-000366,-0.037772576751035125
ACH-000368,0.03730184761541138
ACH-000374,-0.0644199355321003
ACH-000375,-0.016840397733693325
ACH-000376,0.04830148803604272
ACH-000381,-0.4252009408147687
ACH-000383,-0.072658292212974
ACH-000387,-0.0033291407517861893
ACH-000389,-0.12834732208953226
ACH-000390,-0.053840010700184376
ACH-000393,-0.044355588365972816
ACH-000395,-0.13955163414173094
ACH-000396,0.16370992482091798
ACH-000397,0.06607808079639177
ACH-000401,0.08768216075495452
ACH-000402,-0.15484081268659894
ACH-000403,-0.027248577919684186
ACH-000404,-0.022278081580425067
ACH-000406,-0.056067341655571964
ACH-000407,-0.05182191348913484
ACH-000408,-0.0682585458143958
ACH-000410,0.08164183115641076
ACH-000411,0.12186754201566527
