,TGFBRAP1 (9392)
ACH-000004,-0.0750549201597127
ACH-000005,-0.5238367719521885
ACH-000007,-0.17745671416221515
ACH-000009,-0.2715673092311923
ACH-000011,-0.697450593751656
ACH-000012,-0.1202072165003399
ACH-000013,-0.21453044258740092
ACH-000014,-0.17497884630559252
ACH-000015,-0.15688716954118925
ACH-000017,-0.14475449556427136
ACH-000018,-0.19188811131756894
ACH-000019,-0.144865591786702
ACH-000021,-0.15897494795213668
ACH-000022,-0.15964611426552802
ACH-000025,-0.15370692887670362
ACH-000028,-0.07988885805268885
ACH-000030,-0.3164759874212789
ACH-000035,-0.10575153745448987
ACH-000036,-0.39484438097774416
ACH-000037,-0.2289312637583568
ACH-000039,-0.2183530344601328
ACH-000040,-0.3325958504308448
ACH-000041,-0.05092275824222282
ACH-000042,-0.12994471677812894
ACH-000045,-0.2039279969973564
ACH-000047,-0.07669018817165657
ACH-000052,-0.22355581683377065
ACH-000053,-0.2960412355156233
ACH-000054,-0.18339352859298585
ACH-000055,-0.0729699970113399
ACH-000060,-0.2729752371897704
ACH-000067,-0.3009493654062695
ACH-000070,-0.5313317562033026
ACH-000075,-0.12743011579824615
ACH-000078,-0.10330903994336088
ACH-000082,-0.20789985132272468
ACH-000085,-0.3144639647217304
ACH-000086,-0.2503199604699644
ACH-000087,0.07535633747684709
ACH-000092,-0.3668472621760591
ACH-000095,-0.08482593015462205
ACH-000097,-0.08928570908150073
ACH-000098,-0.6367668118313513
ACH-000099,-0.08448347482930525
ACH-000108,-0.3093806457515534
ACH-000113,-0.3343750188810119
ACH-000116,-0.10386803067387736
ACH-000118,-0.14317221164889568
ACH-000120,-0.1889645812294603
ACH-000123,-0.2076472958027989
ACH-000127,-0.35766376835331404
ACH-000128,-0.1871103664606578
ACH-000132,-0.2660520391860273
ACH-000133,-0.27701157713555796
ACH-000137,-0.4635511121328679
ACH-000138,-0.2738115739961551
ACH-000142,-0.4316534907912336
ACH-000143,-0.20071064378008788
ACH-000146,-0.3991575169197816
ACH-000148,-0.1824091437543448
ACH-000150,-0.06435840623886399
ACH-000152,-0.3054483406206305
ACH-000153,-0.08014773710243625
ACH-000159,-0.2917716671071056
ACH-000160,-0.2048389011397822
ACH-000163,-0.25017552688254857
ACH-000167,-0.6865644998159601
ACH-000168,-0.21174930786819648
ACH-000169,-0.0981054206253374
ACH-000178,-0.3401437139121098
ACH-000183,-0.5734935607267191
ACH-000188,-0.18165818375790765
ACH-000189,-0.5310356324981481
ACH-000190,-0.13160123879206864
ACH-000198,-0.3343825919292049
ACH-000203,-0.195961603907196
ACH-000204,-0.7197671923282322
ACH-000206,-0.22233824484677775
ACH-000207,-0.3827217427993512
ACH-000208,-0.21737850453754548
ACH-000210,-0.00360877825134797
ACH-000211,-0.40232924201189896
ACH-000215,-0.3797840934674917
ACH-000221,-0.12874043621551354
ACH-000222,-0.3841218823539381
ACH-000223,-0.2213126035342486
ACH-000226,-0.1904649319592502
ACH-000227,-0.12570061051848866
ACH-000228,-0.2647354217951308
ACH-000231,-0.11257992412478918
ACH-000232,-0.0246782896986923
ACH-000233,-0.18938000377153366
ACH-000234,-0.4471823825089718
ACH-000235,-0.27169057544519165
ACH-000237,-0.2949350409795352
ACH-000238,-0.7422362578090851
ACH-000242,0.08161236816535708
ACH-000243,-0.11124424442232056
ACH-000244,-0.30957766243481444
ACH-000246,-0.3933946115057038
ACH-000248,-0.2520393307483248
ACH-000250,-0.20006673590156945
ACH-000251,0.1331145112291456
ACH-000252,-0.22177456390610764
ACH-000253,-0.11305274387412115
ACH-000255,-0.18786637733897946
ACH-000256,-0.12013180261497775
ACH-000257,-0.16302046524140562
ACH-000258,0.004804311604655172
ACH-000259,-0.04157518034251266
ACH-000260,-0.4557212382486987
ACH-000261,-0.1113551032344896
ACH-000262,-0.7250580357615719
ACH-000263,-0.09333753964308747
ACH-000264,-0.6423899569256559
ACH-000265,-0.14992734418852915
ACH-000266,-0.2968747674770312
ACH-000272,-0.32317211822482234
ACH-000274,-0.21516144768219544
ACH-000277,-0.19052213690778988
ACH-000278,-0.3374880797136237
ACH-000279,-0.1846915266757516
ACH-000280,-0.31808935740396826
ACH-000281,-0.23805586689506555
ACH-000288,-0.1581539388799597
ACH-000291,-0.19776585737435756
ACH-000293,-0.3226207133033205
ACH-000294,-0.6444167212480689
ACH-000295,-0.6065758477514109
ACH-000296,-0.1843502706042007
ACH-000302,-0.04042341819535728
ACH-000304,-0.5880571088851456
ACH-000307,-0.22080297313916825
ACH-000308,-0.3447063509753329
ACH-000310,-0.2252509023801317
ACH-000311,-0.14624248624735342
ACH-000312,-0.12732324232686265
ACH-000315,-0.1916512818969886
ACH-000316,-0.2424758085849752
ACH-000317,-0.5375733621779234
ACH-000318,-0.3573731989212517
ACH-000319,-0.21547135433475814
ACH-000320,-0.34657979035059416
ACH-000322,-0.3346364880465062
ACH-000323,-0.22804280521803885
ACH-000324,-0.1676224759822597
ACH-000329,-0.2046734735108077
ACH-000330,-0.13904077783201513
ACH-000331,-0.23260443729861396
ACH-000332,-0.10995307689149512
ACH-000334,-0.2836899944264697
ACH-000335,-0.3876549598852729
ACH-000336,-0.4045727131514458
ACH-000337,-0.09432681096493868
ACH-000338,-0.1555816346746235
ACH-000339,-0.35481381268865136
ACH-000341,-0.3573072739713529
ACH-000348,-0.2475535884539249
ACH-000350,-0.08141984756680827
ACH-000352,-0.18617112599678606
ACH-000356,-0.040854161911165435
ACH-000361,-0.2478763906330632
ACH-000362,-0.5122158376849146
ACH-000363,-0.31411718496354085
ACH-000364,-0.21659164223269128
ACH-000365,-0.1917211540184349
ACH-000366,-0.21084464225025545
ACH-000368,-0.22068547048068612
