,WBSCR27 (155368)
ACH-000004,-0.02320590661936875
ACH-000005,-0.16474457594832378
ACH-000007,-0.050088336814846535
ACH-000009,0.05615405321667597
ACH-000011,0.0006148302100785928
ACH-000012,-0.05137654502707888
ACH-000013,-0.08633672102199118
ACH-000014,-0.08409271922311708
ACH-000015,-0.011007371954232464
ACH-000017,-0.002928284454195757
ACH-000018,0.20434749125062004
ACH-000019,-0.09277426187697124
ACH-000021,-0.09915081579451476
ACH-000022,-0.019978391685759038
ACH-000025,-0.04123960367974516
ACH-000028,-0.1205454510580967
ACH-000030,-0.10544092415864943
ACH-000035,-0.0774865350074629
ACH-000036,-0.0035395594325810633
ACH-000037,-0.02302168613037782
ACH-000039,-0.15081551284105388
ACH-000040,-0.004462902493851984
ACH-000041,-0.05991980994535966
ACH-000042,0.030061038294873468
ACH-000045,-0.0747741631192681
ACH-000047,0.07362209680480518
ACH-000052,-0.0674165592342424
ACH-000053,-0.022028055548665645
ACH-000054,-0.05689809297224031
ACH-000055,-0.17493164930628627
ACH-000060,-0.06307119512628191
ACH-000067,-0.20153054859191727
ACH-000070,-0.02455922855718852
ACH-000075,-0.18915702780686625
ACH-000078,-0.05131492360977075
ACH-000082,-0.10805710166931592
ACH-000085,-0.2551640993857977
ACH-000086,-0.046777638638946815
ACH-000087,0.006600549593505964
ACH-000092,0.005364599232149261
ACH-000095,-0.10273397214692936
ACH-000097,-0.016712109767683947
ACH-000098,-0.07387451095233999
ACH-000099,0.1265149542100994
ACH-000108,0.08087053679733708
ACH-000113,0.10729679512073118
ACH-000116,-0.006877014066719217
ACH-000118,0.011170504165421495
ACH-000120,0.03987524996815735
ACH-000123,-0.14310111392485306
ACH-000127,-0.12733701660349472
ACH-000128,-0.15179169292982472
ACH-000132,0.2066214756767898
ACH-000133,0.030940730348400777
ACH-000137,-0.11073348023955268
ACH-000138,0.04293173791897313
ACH-000142,-0.07426559363587892
ACH-000143,-0.04925583464809672
ACH-000146,-0.12877130137513204
ACH-000148,-0.18826858221919868
ACH-000150,0.031198548741131236
ACH-000152,0.031683714466170625
ACH-000153,0.1818981637189213
ACH-000159,-0.18476885599364445
ACH-000160,-0.15038732772439198
ACH-000163,-0.02025488742948837
ACH-000167,-0.1369246866096875
ACH-000168,-0.0013825766523604232
ACH-000169,-0.17498377564152812
ACH-000178,0.006027905254382636
ACH-000183,0.1519284104437398
ACH-000188,-0.14386114959084034
ACH-000189,0.08802367082306749
ACH-000190,-0.18103316545796397
ACH-000198,0.04809656084124568
ACH-000203,-0.08126990347791645
ACH-000204,-0.0524562058040721
ACH-000206,0.181463724552116
ACH-000207,-0.13268225963939342
ACH-000208,0.10608661092945212
ACH-000210,-0.4143141125594437
ACH-000211,-0.01932333789804017
ACH-000215,-0.001623910539859477
ACH-000221,-0.17487267510630966
ACH-000222,0.07238776471486799
ACH-000223,-0.10336742464230353
ACH-000226,-0.054322071696795926
ACH-000227,-0.0752889386504181
ACH-000228,-0.3024303673150176
ACH-000231,-0.08089886109009797
ACH-000232,-0.16481303272206013
ACH-000233,0.016643741686585056
ACH-000234,-0.0046769318072875906
ACH-000235,-0.11162786782732873
ACH-000237,0.009636612211826188
ACH-000238,0.053537229725688286
ACH-000242,0.22840085082546194
ACH-000243,0.012864855532589422
ACH-000244,0.13020428972598794
ACH-000246,-0.09411370664050077
ACH-000248,-0.06369411088027818
ACH-000250,-0.06432471857722359
ACH-000251,0.04951461204653703
ACH-000252,-0.0010329115601785707
ACH-000253,-0.06504454490438466
ACH-000255,-0.06611294026493927
ACH-000256,-0.020600663433004908
ACH-000257,-0.20262602257982001
ACH-000258,0.007310059649346888
ACH-000259,-0.15550908461208554
ACH-000260,0.056495669381418485
ACH-000261,-0.12862805777817465
ACH-000262,-0.18920981959571653
ACH-000263,-0.04595263399214012
ACH-000264,-0.103868681874363
ACH-000265,0.002800461255930016
ACH-000266,-0.032279800235176445
ACH-000272,-0.018628940126151274
ACH-000274,-0.10413782150702927
ACH-000277,0.23515317651640685
ACH-000278,0.07088578300763244
