,LPL (4023)
ACH-000004,0.16614900068889982
ACH-000005,0.2074526389878439
ACH-000007,0.16780675257414493
ACH-000009,0.12451392692472467
ACH-000011,0.007093577700151879
ACH-000012,0.21977150391620556
ACH-000013,0.16934881368644442
ACH-000014,0.1605652979360912
ACH-000015,0.2251099551836607
ACH-000017,0.19178645987557671
ACH-000018,0.28814784227801155
ACH-000019,0.1398795846289323
ACH-000021,0.1716297231360062
ACH-000022,0.05368812309849369
ACH-000025,0.016658602484847292
ACH-000028,0.05343660286727099
ACH-000030,0.15037500537408846
ACH-000035,-0.007603630391199911
ACH-000036,0.1632728758423553
ACH-000037,0.2363182758634056
ACH-000039,0.2629791441553931
ACH-000040,0.20656791554093692
ACH-000041,0.06413256803689367
ACH-000042,-0.015646239480403355
ACH-000045,0.15318604067608788
ACH-000047,0.2463476741398423
ACH-000052,0.1689187513366665
ACH-000053,0.13823163791675902
ACH-000054,0.1968222275887604
ACH-000055,-0.07502514404997397
ACH-000060,0.10814281845573516
ACH-000067,0.1669743300741604
ACH-000070,0.21537745417958992
ACH-000075,0.06253099342365931
ACH-000078,0.18606148577132733
ACH-000082,0.18942001229636266
ACH-000085,0.2952169705931549
ACH-000086,0.23504761882535305
ACH-000087,0.35756767067967443
ACH-000092,0.1375824645997298
ACH-000095,0.2571042396510833
ACH-000097,0.08098692053779798
ACH-000098,0.1841485881561916
ACH-000099,0.20472911601253352
ACH-000108,0.05782732154214072
ACH-000113,0.014196846182929691
ACH-000116,0.08530668142101534
ACH-000118,0.09717187245368536
ACH-000120,0.1441146660240238
ACH-000123,0.07996511910478374
ACH-000127,0.11814203971510615
ACH-000128,0.1283528321620729
ACH-000132,0.14236900362659602
ACH-000133,0.14453405743493866
ACH-000137,0.0020571753060079907
ACH-000138,0.026330828814796998
ACH-000142,0.2789857591323233
ACH-000143,0.1376299995037246
ACH-000146,0.2156142871161444
ACH-000148,0.2233260593459784
ACH-000150,0.19628267723080794
ACH-000152,0.17665613827839033
ACH-000153,0.04036647728093741
ACH-000159,0.08876399400167882
ACH-000160,0.24389294012159515
ACH-000163,0.07155097885055038
ACH-000167,0.10074869421308462
ACH-000168,0.05832776306850791
ACH-000169,0.15164526361061167
ACH-000178,0.05572371178672075
ACH-000183,0.12114227486463805
ACH-000188,0.2008825873910285
ACH-000189,0.07945414506260226
ACH-000190,0.218014846679562
ACH-000198,0.01887874492335995
ACH-000203,0.05739009726822841
ACH-000204,0.137299519344817
ACH-000206,0.2262863322978505
ACH-000207,0.2269695816070806
ACH-000208,0.2461228192240274
ACH-000210,0.0886026329211081
ACH-000211,0.0921802632771166
ACH-000215,0.19243211353206816
ACH-000221,0.2041182616092585
ACH-000222,0.0865215894418267
ACH-000223,0.24078607607021
ACH-000226,0.2683135410348686
ACH-000227,0.25058808357475715
ACH-000228,0.2154814024548304
ACH-000231,0.18511255516010305
ACH-000232,0.10137638299339648
ACH-000233,0.17859405111707846
ACH-000234,0.07709810532716307
ACH-000235,0.08722456058718077
ACH-000237,0.1202007301075904
ACH-000238,0.1392605762706947
ACH-000242,0.017292943253787718
ACH-000243,0.07962722648190937
ACH-000244,0.2640032981891424
ACH-000246,0.06871867286017559
ACH-000248,0.31620611496645945
ACH-000250,0.07800598100752895
ACH-000251,0.13583284766990686
ACH-000252,0.08740009565353238
ACH-000253,0.1811569092925372
ACH-000255,0.2447080287385934
ACH-000256,0.006846655666318087
ACH-000257,0.15348645740583222
ACH-000258,0.1215608199689234
ACH-000259,0.035081840369355896
ACH-000260,0.23811298858668825
ACH-000261,0.08182671570940964
ACH-000262,0.192869091692635
ACH-000263,0.2555526434177929
ACH-000264,0.14456194082861054
ACH-000265,0.12826782794682068
ACH-000266,0.11569338990489107
ACH-000272,0.08626628253788048
ACH-000274,0.13933211045684396
ACH-000277,0.1835854701487267
ACH-000278,0.1651385172329289
ACH-000279,0.1404242668729858
ACH-000280,0.20136694206184835
ACH-000281,0.21123954585509044
ACH-000288,0.2947560622974204
ACH-000291,0.10500211952969776
ACH-000293,0.2979558102283237
ACH-000294,0.18235941624453933
ACH-000295,0.31020823025310307
ACH-000296,0.1747269794793355
ACH-000302,0.19892909031897213
ACH-000304,0.2036615537700852
ACH-000307,0.1798824372236306
ACH-000308,0.12776463857935666
ACH-000310,0.0598853394532229
ACH-000311,0.2649237823181723
ACH-000312,0.15176133481520265
ACH-000315,0.4665808264338888
ACH-000316,0.2434337256926199
ACH-000317,0.2621619193598445
ACH-000318,0.10889364585704683
ACH-000319,0.3200083670475217
ACH-000320,0.06554417895392348
ACH-000322,0.06227212840361221
ACH-000323,0.14134994931601544
ACH-000324,0.07735769119182576
ACH-000329,0.09787461719456553
ACH-000330,-0.0207784220342904
ACH-000331,0.12184676017847305
ACH-000332,0.1291963486493317
ACH-000334,0.190926021788186
ACH-000335,0.4712428178735009
ACH-000336,0.2099190580533372
ACH-000337,0.08382175965127638
ACH-000338,0.4152495396546688
ACH-000339,0.18942202717400244
ACH-000341,0.27918420744435035
ACH-000348,0.14995732766201947
ACH-000350,0.0909055834957244
ACH-000352,-0.02698498461253599
ACH-000356,0.26797383977954936
ACH-000361,-0.00850847847394492
ACH-000362,0.16916878367609448
ACH-000363,0.09741354203179084
ACH-000364,0.1424199194439028
ACH-000365,0.09336645742249004
ACH-000366,0.06769930638975326
ACH-000368,0.24039585992835424
ACH-000374,0.13607920636466062
ACH-000375,0.1638730430854516
ACH-000376,0.07835064288048249
ACH-000381,-0.0012050310721824257
ACH-000383,0.10501842966234938
ACH-000387,0.11647399849613604
ACH-000389,0.27638735300864503
ACH-000390,0.18859405729291995
ACH-000393,0.11001175938805327
