,PICALM (8301)
ACH-000004,-0.1892599013827088
ACH-000005,-0.0630113764432289
ACH-000007,-0.08752655527068612
ACH-000009,-0.07592271674096136
ACH-000011,-0.26575564810159763
ACH-000012,-0.3704579454685224
ACH-000013,-0.07974603192782659
ACH-000014,0.20796736673586205
ACH-000015,0.22881592175839255
ACH-000017,-0.2500601152494017
ACH-000018,-0.013994865256019872
ACH-000019,-0.3151975393728761
ACH-000021,0.011571014736483424
ACH-000022,-0.09359070025120432
ACH-000025,0.2071511662842794
ACH-000028,-0.2551130408116928
ACH-000030,0.01270387538975913
ACH-000035,0.02189746922457918
ACH-000036,-0.16865525850551424
ACH-000037,-0.177589740177249
ACH-000039,-0.011356085110188777
ACH-000040,0.15374557029879687
ACH-000041,0.07545281703477033
ACH-000042,0.13964766453285155
ACH-000045,-0.2929807178576569
ACH-000047,-0.003882879908011189
ACH-000052,-0.06401007000846079
ACH-000053,-0.24905612979816735
ACH-000054,-0.0026500820801345325
ACH-000055,-0.233684048248938
ACH-000060,0.4307913372196258
ACH-000067,0.19777003671384685
ACH-000070,-0.10749141517283536
ACH-000075,-0.10743246487406906
ACH-000078,0.1405926340316676
ACH-000082,0.2377543594559562
ACH-000085,0.008992934476959029
ACH-000086,-0.02150052101227784
ACH-000087,-0.1132773335143379
ACH-000092,0.056678338001412
ACH-000095,0.12754347121446366
ACH-000097,-0.08947859086638875
ACH-000098,0.2699215727761999
ACH-000099,-0.06901145477409873
ACH-000108,-0.06554082251972848
ACH-000113,0.0913461248513513
ACH-000116,-0.16093609344078122
ACH-000118,0.1753545402277798
ACH-000120,0.0888250956637842
ACH-000123,0.08129065989716168
ACH-000127,-0.03670160463058855
ACH-000128,0.0126909659851164
ACH-000132,-0.16909064815789548
ACH-000133,-0.07440496864350375
ACH-000137,-0.0912044256969908
ACH-000138,-0.05169736700494413
ACH-000142,-0.2050480142843676
ACH-000143,0.21455472142498289
ACH-000146,-0.13614580450582126
ACH-000148,0.03802863403985315
ACH-000150,0.02815355779179645
ACH-000152,-0.2308371514396952
ACH-000153,0.000941061134426331
ACH-000159,-0.05322982282450457
ACH-000160,-0.06448139865296018
ACH-000163,0.1503143206585206
ACH-000167,-0.04721405017190585
ACH-000168,0.02403764556153997
ACH-000169,0.05589523069442832
ACH-000178,0.054888001718000144
ACH-000183,-0.01050622062340957
ACH-000188,-0.1004612160968592
ACH-000189,-0.0994464929876281
ACH-000190,-0.2736650157526672
ACH-000198,-0.3354481569813305
ACH-000203,-0.3900413188973213
ACH-000204,-0.06949693729477044
ACH-000206,-0.0382145398262635
ACH-000207,-0.2532849029836741
ACH-000208,-0.10907739405372396
ACH-000210,0.14779483993557374
ACH-000211,0.009010656087753529
ACH-000215,-0.004359820343437636
ACH-000221,0.1115467798108981
ACH-000222,-0.06989590310850681
ACH-000223,0.045974010535959384
ACH-000226,0.14915487885891307
ACH-000227,-0.043584746068336434
ACH-000228,-0.286755837578915
ACH-000231,-0.010104748188503036
ACH-000232,0.2617282215444051
ACH-000233,-0.30245956024406745
ACH-000234,-0.07317939873816312
ACH-000235,-0.052529770010363866
ACH-000237,-0.13026448490631706
ACH-000238,-0.1813098711006294
ACH-000242,0.03714327657450425
ACH-000243,-0.024094554419477585
ACH-000244,-0.2349162389419581
ACH-000246,0.02133256600505512
ACH-000248,0.05831141771819885
ACH-000250,-0.0612648862788174
ACH-000251,0.1449982523204003
ACH-000252,0.04419252519338578
ACH-000253,-0.06339942645548728
ACH-000255,0.13212025527051274
ACH-000256,-0.4502818971877043
ACH-000257,-0.09160549550911394
ACH-000258,-0.1985237037332971
ACH-000259,0.030971911176055314
ACH-000260,-0.03648238046378122
ACH-000261,0.024498961909726308
ACH-000262,0.15089274381489207
ACH-000263,-0.2743690773482127
ACH-000264,-0.2989154707857487
ACH-000265,-0.017977269747736255
ACH-000266,0.0638290356564312
ACH-000272,-0.03438848635125048
ACH-000274,0.038593848953010094
ACH-000277,-0.05509056034656185
ACH-000278,-0.21747650584848754
ACH-000279,0.07428803671891901
ACH-000280,-0.008496447624189291
ACH-000281,-0.2986127458292653
ACH-000288,-0.43430080361264495
ACH-000291,0.0960600607769376
ACH-000293,0.0006105712354211084
ACH-000294,-0.5635902000161125
ACH-000295,-0.5258251240381279
ACH-000296,-0.20081842663189192
ACH-000302,0.09465159985947363
ACH-000304,-0.025164936607863304
ACH-000307,-0.01883155211045361
ACH-000308,-0.10254576395557023
ACH-000310,0.003625457815718196
ACH-000311,-0.2203074520489197
