,ETHE1 (23474)
ACH-000004,0.1025448379681314
ACH-000005,-0.07542994152328224
ACH-000007,-0.003387410814763949
ACH-000009,-0.004076478107071059
ACH-000011,-0.2746582645279317
ACH-000012,-0.11159358599162192
ACH-000013,-0.1918920010698968
ACH-000014,-0.1087222816609145
ACH-000015,-0.04920722410465192
ACH-000017,-0.10042985973093826
ACH-000018,-0.1853270281041645
ACH-000019,-0.12621175040648186
ACH-000021,-0.14408380369549234
ACH-000022,-0.0009145962951680887
ACH-000025,-0.024936630083241824
ACH-000028,-0.17378185390019918
ACH-000030,-0.186396042403082
ACH-000035,-0.09007945051948583
ACH-000036,-0.05883162135732406
ACH-000037,0.03487174964287195
ACH-000039,-0.04681475183587645
ACH-000040,0.11575251609100835
ACH-000041,-0.11557441197795207
ACH-000042,-0.00528830235258056
ACH-000045,-0.07785574246906095
ACH-000047,-0.1378948650880482
ACH-000052,-0.1878038605428367
ACH-000053,-0.08972338677635072
ACH-000054,-0.12494555146373465
ACH-000055,-0.13464203524472335
ACH-000060,-0.03175678647052658
ACH-000067,-0.04017591378740476
ACH-000070,0.021928530784233454
ACH-000075,-0.11382976723698696
ACH-000078,-0.2105271005685327
ACH-000082,-0.12581642910086652
ACH-000085,-0.07555809646160593
ACH-000086,-0.16507070778331495
ACH-000087,-0.11429894206504887
ACH-000092,-0.1055567280921705
ACH-000095,-0.06369189487673863
ACH-000097,-0.132934130069536
ACH-000098,-0.15206083786063002
ACH-000099,-0.10082425485480682
ACH-000108,-0.04474384402081283
ACH-000113,9.504800499607456e-05
ACH-000116,0.033010320877631456
ACH-000118,0.0027186549751796853
ACH-000120,0.08069904259158482
ACH-000123,-0.04066957404784804
ACH-000127,-0.1425719668000442
ACH-000128,0.0582547363230914
ACH-000132,-0.06325559811449646
ACH-000133,-0.13824254624484328
ACH-000137,-0.17351674382435145
ACH-000138,-0.16647704910281785
ACH-000142,-0.22769838886535934
ACH-000143,0.0007917509281325367
ACH-000146,-0.13526890655812
ACH-000148,0.0315303060353904
ACH-000150,-0.07766344407097253
ACH-000152,-0.15779268123766313
ACH-000153,-0.18693717978990493
ACH-000159,-0.15881511114553326
ACH-000160,0.09613556318030243
ACH-000163,-0.06606934245336228
ACH-000167,0.2131961106967282
ACH-000168,-0.10470631686222498
ACH-000169,-0.07585669559478192
ACH-000178,-0.050250186862256935
ACH-000183,-0.1082624007619845
ACH-000188,0.021790602953421917
ACH-000189,-0.2586364686552074
ACH-000190,0.17562822829023506
ACH-000198,-0.08085425502364467
ACH-000203,0.16786452117639486
ACH-000204,0.1824181657501598
ACH-000206,0.0014775161982402188
ACH-000207,-0.05383414840155483
ACH-000208,-0.1984166543766506
ACH-000210,-0.12380686787757098
ACH-000211,-0.08197438006669319
ACH-000215,-0.07876999582894686
ACH-000221,-0.227367858346449
ACH-000222,-0.11441432443447724
ACH-000223,-0.075703459146215
ACH-000226,-0.06629847996375338
ACH-000227,0.06375681958658411
ACH-000228,-0.123221844363055
ACH-000231,-0.027040967664799676
ACH-000232,-0.02384016757810933
ACH-000233,0.06309942392744561
ACH-000234,-0.04536599414299548
ACH-000235,-0.11414818811311753
ACH-000237,-0.08796682882570346
ACH-000238,0.09751368383791464
ACH-000242,-0.28317123934716504
ACH-000243,-0.0103440267681581
ACH-000244,0.0026532365350922953
ACH-000246,-0.03467744206075757
ACH-000248,-0.061242015639186874
ACH-000250,-0.16118435423425126
ACH-000251,-0.19244999343866886
ACH-000252,0.008942256819091192
ACH-000253,-0.10142823693810407
ACH-000255,-0.15745374665324866
ACH-000256,-0.06381086893288003
ACH-000257,-0.014100058922718959
ACH-000258,0.12077258556217604
ACH-000259,-0.08893973391547624
ACH-000260,-0.07378763711556131
ACH-000261,-0.14079607120762086
ACH-000262,0.018803700509941155
ACH-000263,-0.11252341252262456
ACH-000264,0.05286055079899349
ACH-000265,-0.1670115114136704
ACH-000266,-0.046792794787037933
ACH-000272,-0.10386479048867532
ACH-000274,-0.031047505640985094
ACH-000277,-0.2337628404524203
ACH-000278,-0.029302134446931763
ACH-000279,-0.0013089363203366276
ACH-000280,-0.2283211755842237
ACH-000281,-0.07535377222949079
ACH-000288,0.00842984140255105
ACH-000291,-0.2746979145464562
ACH-000293,0.008187484763964598
ACH-000294,-0.05730786778920415
ACH-000295,-0.09357912498471016
ACH-000296,-0.13505926009362093
ACH-000302,-0.19863242972187253
ACH-000304,0.07082185597885646
ACH-000307,0.0781972880168327
ACH-000308,-0.09283604843990996
ACH-000310,-0.014892193488617131
ACH-000311,-0.07551651586493427
ACH-000312,-0.05256149303697353
ACH-000315,-0.14990620329468748
ACH-000316,0.1667506497507949
ACH-000317,0.1622094511252542
ACH-000318,-0.1789867238583897
ACH-000319,-0.09251714278627167
ACH-000320,0.08847007268963153
ACH-000322,0.1369117215421504
ACH-000323,-0.1720723382749954
ACH-000324,-0.10797576106010154
ACH-000329,-0.06797876843885042
ACH-000330,-0.14153243183397973
ACH-000331,0.004552242153961526
ACH-000332,-0.1231620505702582
ACH-000334,-0.06916606385697334
ACH-000335,-0.045128156780531135
ACH-000336,-0.07948055589611708
ACH-000337,-0.07754347137048061
ACH-000338,-0.18902256692992864
ACH-000339,-0.1150782387600243
ACH-000341,-0.08178111897165065
ACH-000348,0.04174877348223207
ACH-000350,-0.02794554354087342
ACH-000352,-0.11664587336370487
ACH-000356,-0.12638522357006507
ACH-000361,0.030170912705699438
ACH-000362,-0.17697907659493692
ACH-000363,-0.003037576030328822
ACH-000364,-0.07574305719371073
ACH-000365,-0.07912973465273662
ACH-000366,-0.2814939442817102
ACH-000368,0.15199834589424202
ACH-000374,-0.07082359249738891
ACH-000375,-0.09256542848549852
ACH-000376,0.03607309555619879
ACH-000381,-0.037738505568459285
ACH-000383,-0.03385685919237449
ACH-000387,0.030578698072848264
ACH-000389,-0.2126496348528904
ACH-000390,-0.08344652863148125
ACH-000393,-0.14302559020198274
ACH-000395,-0.1361627762783739
ACH-000396,0.011223644725717416
ACH-000397,-0.18254886054948394
ACH-000401,-0.1254638252314372
ACH-000402,-0.10295309791390284
ACH-000403,-0.13327961029848312
ACH-000404,0.10883870165032183
ACH-000406,0.02562672834030884
ACH-000407,-0.03460478768868019
ACH-000408,-0.2430892955377789
ACH-000410,-0.05795939810159674
ACH-000411,0.01942396770458871
ACH-000414,-0.137396063604981
ACH-000415,-0.08924720653641671
ACH-000416,-0.05525780333444708
ACH-000420,-0.01127545206369023
ACH-000421,-0.052953821645907284
ACH-000424,-0.01414047065160381
ACH-000425,-0.12300168120431065
ACH-000426,-0.05146925390196685
ACH-000427,-0.028503126864451805
ACH-000433,-0.032718841216404976
ACH-000435,-0.16534982547325222
ACH-000436,-0.07844556639133267
ACH-000444,-0.01230629410947986
ACH-000445,0.013037408401445846
ACH-000448,-0.030850628373991506
ACH-000450,-0.09813531589330456
ACH-000452,-0.07405116332549873
ACH-000454,-0.03102753093641778
ACH-000458,-0.10347168892577728
ACH-000459,-0.07360659598728146
ACH-000460,-0.19545962626271304
ACH-000461,-0.20448600814907736
ACH-000463,-0.050583805332340574
ACH-000464,-0.06914812136910797
ACH-000466,-0.18577770860519868
ACH-000467,0.0830730793672052
ACH-000468,-0.03932078707784556
