,TRMT5 (57570)
ACH-000004,-0.7516881719345341
ACH-000005,-0.7938762017697174
ACH-000007,-0.3118623698273868
ACH-000009,-0.6031282958117228
ACH-000011,-0.8240542068903508
ACH-000012,-0.6017083790712257
ACH-000013,-0.5993896275642925
ACH-000014,-0.6387381981345454
ACH-000015,-0.6386701807328465
ACH-000017,-0.3662950051228221
ACH-000018,-0.6825687327864725
ACH-000019,-0.31600002749068296
ACH-000021,-0.5172200424324407
ACH-000022,-0.5136668882658288
ACH-000025,-0.5740964478259759
ACH-000028,-0.5132718371429649
ACH-000030,-0.7245048971429977
ACH-000035,-0.6568825495331646
ACH-000036,-0.6150457951007879
ACH-000037,-0.4793554377454846
ACH-000039,-0.5300347909832108
ACH-000040,-0.5389333616926419
ACH-000041,-0.699830433239879
ACH-000042,-0.5462562138522824
ACH-000045,-0.5278346022794396
ACH-000047,-0.6883713739684548
ACH-000052,-0.6763317342320835
ACH-000053,-0.5295601092930489
ACH-000054,-0.5767636301538259
ACH-000055,-0.3196437379289963
ACH-000060,-0.4910189994644008
ACH-000067,-0.6743850191692875
ACH-000070,-0.5703112709443978
ACH-000075,-0.2956837477016385
ACH-000078,-0.4379219772594087
ACH-000082,-0.2735924806296164
ACH-000085,-0.90312609460059
ACH-000086,-0.5304350619438063
ACH-000087,-0.20241043797546515
ACH-000092,-0.7891502793722963
ACH-000095,-0.3111311549495974
ACH-000097,-0.4617499665613794
ACH-000098,-0.6046595308781311
ACH-000099,-0.3953269378975021
ACH-000108,-0.5797158613365309
ACH-000113,-0.46677058682816497
ACH-000116,-0.6117136757133015
ACH-000118,-0.5764816972420218
ACH-000120,-0.5549610615077165
ACH-000123,-0.672979782395426
ACH-000127,-0.5824966032942007
ACH-000128,-0.4632068639792461
ACH-000132,-0.6650027943694894
ACH-000133,-0.7112995974000375
ACH-000137,-0.8309157839508915
ACH-000138,-0.537109790563562
ACH-000142,-0.6903166919780429
ACH-000143,-0.6856024476674508
