,DSTYK (25778)
ACH-000148,-0.09579942715698864
ACH-000150,-0.17503389736484515
ACH-000152,-0.05238070642736524
ACH-000153,-0.3895586337328693
ACH-000159,-0.054929218999869064
ACH-000160,-0.1538758437229635
ACH-000163,-0.04760500121990223
ACH-000167,0.07786356342070795
ACH-000168,-0.10950727874111066
ACH-000169,-0.04460575876560438
ACH-000178,-0.08652906500911292
ACH-000183,-0.05228038733369302
ACH-000188,-0.07839413569458642
ACH-000189,-0.2940851585174232
ACH-000190,-0.13660854418084775
ACH-000198,-0.05384610692605386
ACH-000203,0.08271742375631501
ACH-000204,-0.3585660427088049
ACH-000206,-0.009447247435246844
ACH-000207,-0.051639984006489434
ACH-000208,-0.026544765221933192
ACH-000210,-0.2305082774105351
ACH-000211,-0.10647058234254364
ACH-000215,-0.2086939783402668
ACH-000221,-0.06532036287653056
ACH-000222,-0.02541365386167628
ACH-000223,-0.0265603063712868
ACH-000226,-0.1539218768651038
ACH-000227,-0.12219999443811105
ACH-000228,-0.0655822756707974
ACH-000231,-0.1369609299586677
ACH-000232,-0.08406404207747697
ACH-000233,-0.18719512215558265
ACH-000234,-0.2120055404597181
ACH-000235,-0.22040629920556845
ACH-000237,0.09601273124800944
ACH-000238,-0.13484235097912306
ACH-000242,-0.2539764364992521
ACH-000243,-0.063029551914088
ACH-000244,0.00029369557922830634
ACH-000246,-0.2618491250627206
ACH-000248,-0.1647800584158014
ACH-000250,-0.05923188044679222
ACH-000251,-0.061817484186731324
ACH-000252,-0.017347018584132082
ACH-000253,-0.06329044926452199
ACH-000255,-0.14942740321701578
ACH-000256,-0.12428305125803825
ACH-000257,0.03996070350947427
ACH-000258,-0.2778529200692321
ACH-000259,-0.02895142957949405
ACH-000260,-0.07046099619276458
ACH-000261,-0.034559925709693275
ACH-000262,-0.1372583831947624
ACH-000263,-0.09320592137146252
ACH-000264,-0.06198119319454499
ACH-000265,-0.07264218974656049
ACH-000266,-0.14595419152657427
ACH-000272,-0.11270710443021938
ACH-000274,-0.1438782793816477
ACH-000277,-0.21684397702538896
ACH-000278,-0.0005920986412873838
ACH-000279,-0.03160174562559584
ACH-000280,-0.3296541529504537
ACH-000281,-0.19617737663337825
ACH-000288,-0.168539242770232
ACH-000291,-0.15312504382246034
ACH-000293,-0.11257891695116623
ACH-000294,-0.0460995936560616
ACH-000295,-0.121487581942958
ACH-000296,-0.028561418621203382
ACH-000302,-0.11407113586184955
ACH-000304,-0.2704399290249777
ACH-000307,-0.0971344210147334
ACH-000308,-0.09830218106839278
ACH-000310,-0.16505792830179672
ACH-000311,-0.22316445707437188
ACH-000312,-0.11961257454841982
ACH-000315,0.005914186637433697
ACH-000316,0.05681411166236205
ACH-000317,-0.34873901449488776
ACH-000318,-0.2107405433359168
ACH-000319,-0.08080253885809628
ACH-000320,-0.08701542287471567
ACH-000322,0.029359023143398208
ACH-000323,-0.1387558700580307
ACH-000324,-0.13861617960083628
ACH-000329,-0.19158402335433733
ACH-000330,-0.0913680936989863
ACH-000331,-0.19352436750839175
ACH-000332,-0.16847524154878732
ACH-000334,-0.19207650131454074
ACH-000335,-0.2273362720110265
ACH-000336,-0.07255715160647945
ACH-000337,0.006795940017304468
ACH-000338,-0.5985769670292491
ACH-000339,-0.11345548839834807
ACH-000341,-0.045546926758885366
ACH-000348,-0.002439059282198832
ACH-000350,-0.17746524291177876
ACH-000352,-0.2018741795024977
ACH-000356,-0.3283609268216799
ACH-000361,0.051622384924027466
ACH-000362,-0.10741101856813333
ACH-000363,-0.03340217333429302
ACH-000364,-0.09432342468523272
ACH-000365,-0.0632306823265925
ACH-000366,-0.11911178962496267
ACH-000368,-0.05921595912018821
ACH-000374,-0.2104628818237981
ACH-000375,0.2723215124407057
ACH-000376,-0.2018257142595221
ACH-000381,-0.0957288528522059
ACH-000383,-0.13027928897682448
ACH-000387,-0.0514323480450176
ACH-000389,-0.2607931748285026
ACH-000390,-0.14060930082008016
ACH-000393,-0.15285574445424266
ACH-000395,-0.011525146355772906
ACH-000396,-0.1689267631216594
ACH-000397,-0.09493095390455752
ACH-000401,-0.1963301983569435
ACH-000402,0.08488795850881026
ACH-000403,-0.09047196024961676
ACH-000404,-0.15436648205792558
ACH-000406,-0.06028451357289685
ACH-000407,-0.105787587763639
ACH-000408,0.02142860149360985
ACH-000410,-0.13935893825689225
ACH-000411,-0.11653413404216716
ACH-000414,-0.06210166884176649
ACH-000415,-0.023810720675810696
ACH-000416,-0.11027485926338217
ACH-000420,-0.2885929317192715
ACH-000421,-0.1513528208441184
ACH-000424,-0.17982543085966204
ACH-000425,-0.0629333053855455
ACH-000426,-0.07205403276500273
ACH-000427,-0.029694043418235963
ACH-000433,-0.2642578535804049
ACH-000435,-0.32357899646431953
ACH-000436,-0.1371657534782181
ACH-000444,-0.22558409717985034
ACH-000445,-0.016161608078890517
ACH-000448,-0.1350687410758567
ACH-000450,-0.2661369500778758
ACH-000452,-0.18892761442969389
ACH-000454,-0.07378494068480239
ACH-000458,-0.14890808916093282
ACH-000459,-0.1886695782010782
ACH-000460,-0.15092119742515567
ACH-000461,-0.09509285588570754
ACH-000463,-0.2846181576680744
ACH-000464,-0.1331099401147815
ACH-000466,-0.06560934187528987
ACH-000467,-0.08640513832375764
ACH-000468,0.0036554847422803852
ACH-000469,-0.2084389236989102
ACH-000470,-0.09237885730249147
ACH-000471,-0.1952542338864024
ACH-000472,-0.15003778598352738
ACH-000473,-0.048323790704923306
ACH-000475,-0.15679616628995233
ACH-000476,-0.2537027252840443
ACH-000477,-0.054564550796134266
ACH-000479,-0.19547261186813888
ACH-000480,-0.07893931531684283
ACH-000481,-0.07308381193928082
ACH-000483,0.0777544905449632
ACH-000484,-0.17003833459489515
ACH-000485,-0.14913770855028746
ACH-000486,-0.029368517422730236
ACH-000487,-0.05686436308271986
ACH-000488,-0.06560332429037084
ACH-000490,-0.1076170367253288
ACH-000491,-0.16351118486171975
ACH-000495,-0.0709532259910131
ACH-000496,0.03793329796318872
ACH-000499,0.12760998329664092
ACH-000500,0.15408633198663685
ACH-000502,-0.03454689467521186
ACH-000503,-0.013937429265411654
ACH-000505,-0.11694079743428712
ACH-000507,0.038548061572590296
ACH-000510,-0.021730677115767275
ACH-000511,-0.11206520331388624
ACH-000512,-0.018722011662408018
ACH-000516,-0.13430071947869998
ACH-000517,-0.15246021195296625
ACH-000518,-0.035667742770507986
ACH-000520,-0.1904174509179684
ACH-000521,-0.013956536991406048
ACH-000522,-0.13677125307539095
ACH-000524,-0.16876137106050554
ACH-000527,-0.14084432963126595
ACH-000528,-0.024529958853674916
ACH-000537,-0.15326377019809811
ACH-000541,-0.15160557239230568
ACH-000542,-0.01449786858681379
ACH-000544,-0.15371108690225715
ACH-000545,-0.05766047123194916
ACH-000547,-0.3350952172618486
ACH-000548,-0.1848437326818733
ACH-000549,-0.1193237973726556
ACH-000550,-0.16941898411575054
ACH-000552,0.09922591982789702
ACH-000556,-0.0504489772684819
ACH-000557,-0.10245582059110757
ACH-000569,-0.06666710849393226
ACH-000570,-0.2065044790953204
ACH-000571,-0.11047910886505982
ACH-000573,-0.1693262861308464
ACH-000576,-0.20437468418704066
ACH-000579,-0.06373364917214754
ACH-000580,-0.31944671829550497
ACH-000584,-0.2281180214405811
ACH-000585,-0.1300788109152046
ACH-000588,-0.1449184507609288
ACH-000589,-0.1284489117833214
ACH-000591,0.0016425296558755566
ACH-000593,-0.1145521447497876
ACH-000600,-0.07054157417289487
ACH-000601,-0.14703221174236403
ACH-000605,-0.2279527486490969
ACH-000606,-0.29086806407914884
ACH-000608,-0.10792535935006907
ACH-000614,0.055592886377475656
ACH-000616,-0.1817111563958428
ACH-000618,-0.14803637993063362
ACH-000619,-0.11243972429526897
ACH-000620,-0.2114997206587067
ACH-000621,0.03517189202240036
ACH-000622,-0.09640691400175573
ACH-000623,-0.13276284719243595
ACH-000624,-0.024480865438449708
ACH-000627,-0.11760590500262252
ACH-000630,-0.12755813002274474
ACH-000631,-0.08900726241908682
ACH-000632,-0.08457533230370598
ACH-000633,-0.062379829677675865
ACH-000637,-0.12236961038519233
ACH-000638,-0.19800635530906116
ACH-000646,-0.24953672393769766
ACH-000647,-0.15743278394036672
ACH-000648,-0.056297915375710016
ACH-000649,-0.09744489001813554
ACH-000651,-0.10864029209751223
ACH-000652,0.0043244548052702655
ACH-000653,-0.12729997282568092
ACH-000657,-0.16118842113855153
ACH-000658,-0.2802851056692112
ACH-000661,-0.049029273815657984
ACH-000662,0.19967164990964864
ACH-000663,-0.22914997725897096
ACH-000665,-0.1268220688724235
ACH-000671,-0.1240606729825641
ACH-000672,0.019609671322409743
ACH-000673,-0.18566112145377314
ACH-000676,-0.1960283014350416
ACH-000677,-0.10067859945213097
ACH-000681,-0.1966461991935062
ACH-000683,-0.2987837577768803
ACH-000684,-0.3350342101571675
ACH-000688,0.05338729450912323
ACH-000693,-0.07752421958527388
ACH-000694,-0.09744197337635632
ACH-000695,-0.011102838851995271
ACH-000696,-0.17036374557608172
ACH-000697,-0.15642760835824934
ACH-000699,-0.06287282038828253
ACH-000701,-0.03411011353048134
ACH-000706,-0.2475275456031844
ACH-000711,-0.13870358125866386
ACH-000713,-0.05855857095670985
ACH-000714,-0.2415828602158044
ACH-000718,-0.06470863798504548
ACH-000720,0.045705389134254405
ACH-000721,-0.1083534855541285
ACH-000724,-0.035893826803352534
ACH-000725,-0.09101042718846176
ACH-000732,-0.06247281144195665
ACH-000734,-0.22155910164541295
ACH-000735,-0.09947799644554498
ACH-000736,-0.19271557875581868
ACH-000738,-0.17756946575979146
ACH-000746,-0.0008813431630669648
ACH-000747,-0.011168289861195694
ACH-000748,-0.2026985421239444
ACH-000753,-0.1323700179889806
ACH-000756,-0.4135455299367181
ACH-000757,-0.0588628573643286
ACH-000758,-0.10599342376760286
ACH-000760,-0.06394219167157618
ACH-000762,0.043110600706456184
ACH-000763,-0.04189721874673286
ACH-000764,0.028961580052065863
ACH-000765,0.03260603623017926
ACH-000766,0.04357249398351239
ACH-000767,-0.05665940616909921
ACH-000768,-0.1912844341495854
ACH-000769,-0.19870371245595067
ACH-000770,-0.03316661992242645
ACH-000771,-0.07747546837189864
ACH-000773,-0.09713676069503854
ACH-000776,-0.16291320672954013
ACH-000777,-0.1766656362245898
ACH-000778,-0.03241479558458349
ACH-000781,-0.1721145253224084
ACH-000782,-0.21476812658013364
ACH-000783,-0.12328740234421692
ACH-000784,-0.03410265770496308
ACH-000785,-0.14127738659461234
ACH-000787,-0.1388784574921539
ACH-000788,-0.12237840486926205
ACH-000791,-0.06316724604930225
ACH-000792,-0.3698276527632716
ACH-000794,0.06815390120408678
ACH-000796,-0.06653635103142083
ACH-000798,-0.11804040408974115
ACH-000799,-0.034537091781292516
ACH-000800,-0.1923415516304229
ACH-000802,-0.008204524281063955
ACH-000804,-0.19472596618868326
ACH-000805,0.10632179736506554
ACH-000809,0.01501649207298152
ACH-000810,-0.20396296285396195
ACH-000811,-0.05386148115055952
ACH-000817,-0.16629098728459935
ACH-000819,-0.1009795976229052
ACH-000820,-0.138462495436346
ACH-000821,-0.271762583583841
ACH-000822,-0.10359147175599503
ACH-000823,-0.2946701307564079
ACH-000824,-0.1749935403858714
ACH-000827,-0.232505623909508
ACH-000829,-0.1986441415772908
ACH-000831,-0.05755261095141662
ACH-000832,-0.1262020046232232
ACH-000833,-0.15203639934162375
ACH-000834,-0.09366549750040842
ACH-000835,-0.2364935430832084
ACH-000836,-0.10442248130860697
ACH-000837,-0.07127334529953014
ACH-000838,-0.20895023561580134
ACH-000839,-0.04072424689926148
ACH-000840,0.11378307287682715
ACH-000841,-0.16706739940465418
ACH-000843,-0.23036196549350085
ACH-000846,-0.12127283486061086
ACH-000847,-0.06557457276388608
ACH-000848,-0.1615521739543323
ACH-000849,-0.19818106466973207
ACH-000851,-0.22028339261910154
ACH-000855,-0.11182878412328584
ACH-000856,-0.01593945714408764
ACH-000858,-0.07584610384449213
ACH-000859,-0.2261425220099214
ACH-000861,-0.06495551569562633
ACH-000862,-0.024743254056915846
ACH-000865,-0.11512058928526853
ACH-000866,-0.11677979528697376
ACH-000867,-0.17715091280138234
ACH-000869,-0.07777747510701234
ACH-000872,-0.10898991612007802
ACH-000873,-0.2487306123988555
ACH-000876,-0.2286595091432437
ACH-000878,0.12410988758073985
ACH-000880,-0.016582265542200287
ACH-000881,-0.18728951032751226
ACH-000882,-0.07416749887819507
ACH-000884,-0.5375300043692856
ACH-000885,0.07469468756336547
ACH-000887,-0.16014468304615884
ACH-000889,-0.17469969707692318
ACH-000896,-0.0857411455869513
ACH-000898,-0.0366923481240864
ACH-000900,0.0007736757544311514
ACH-000901,-0.101438897856389
ACH-000905,-0.09778743629148487
ACH-000906,-0.13086506133367382
ACH-000907,-0.01389874479577615
ACH-000910,-0.28734813349197325
ACH-000911,-0.17495377382363356
ACH-000912,-0.2911909059531732
ACH-000913,-0.11944732564608038
ACH-000915,0.013143231494751507
ACH-000916,-0.17011146400578206
ACH-000917,0.00012660537655119174
ACH-000920,-0.1526112187357972
ACH-000921,-0.12942269029713382
ACH-000924,-0.25160501962515275
ACH-000926,-0.08239063268064573
ACH-000928,-0.12566946126300774
ACH-000929,-0.08586922694863272
ACH-000932,-0.05132234431301401
ACH-000935,-0.3897850621849103
ACH-000936,-0.1480003867509228
ACH-000937,-0.10720350459775728
ACH-000938,-0.13941660486459925
ACH-000939,-0.07038424307055335
ACH-000941,-0.1153616516388205
ACH-000943,-0.1786846598101144
ACH-000946,-0.08698467818706929
ACH-000947,-0.08075299169201929
ACH-000948,-0.073876937419758
ACH-000950,0.04994751789883788
ACH-000953,-0.0927034522465165
ACH-000954,-0.0684760989502352
ACH-000957,0.042980032884208194
ACH-000958,-0.11172779649742992
ACH-000960,-0.09872516363862552
ACH-000963,-0.10336619066428106
ACH-000968,-0.00931040925447538
ACH-000969,-0.10411403412993284
ACH-000972,-0.40838117134060575
ACH-000973,-0.02846462484876985
ACH-000974,-0.08107234926205148
ACH-000978,-0.09723982027223707
ACH-000984,-0.10116874919061007
ACH-000986,-0.2241420995130035
ACH-000988,-0.03694436687609138
ACH-000993,-0.11697551045611995
ACH-000994,-0.24902385855283166
ACH-000996,-0.11702890772876902
ACH-001001,-0.18756249902215225
ACH-001020,-0.13836748913088748
ACH-001028,-0.14211834758275815
ACH-001031,-0.01878545532969346
ACH-001038,-0.20195252683864404
ACH-001048,-0.20401707465916852
ACH-001050,-0.07412939563548135
ACH-001053,-0.3405118440885419
ACH-001054,-0.11544889212618195
ACH-001061,-0.11667859409121405
ACH-001067,-0.05914274748938762
ACH-001075,-0.22686605817296876
ACH-001096,-0.186670550252834
ACH-001111,-0.20385930507626351
ACH-001119,-0.017500084501380176
ACH-001128,-0.2447963255314441
ACH-001134,-0.21517521106276685
ACH-001151,-0.14590824350178833
ACH-001163,-0.24092155989688785
ACH-001164,-0.04116716734851941
ACH-001183,-0.21284016756091054
ACH-001192,0.07846483861311261
ACH-001193,-0.3138719230684096
ACH-001196,-0.027367737892067017
ACH-001197,-0.09829902316235004
ACH-001205,-0.22683319499900265
ACH-001211,-0.4252084220292223
ACH-001212,-0.4085456581750188
ACH-001228,-0.14203182689155144
ACH-001232,-0.27539737913346946
ACH-001239,-0.2367987391112537
ACH-001270,-0.18743899384821536
ACH-001274,-0.16407503669196144
ACH-001275,-0.16740462282448645
ACH-001277,-0.2636068196746044
ACH-001278,-0.16093588064507572
ACH-001280,-0.10574860059327536
ACH-001283,-0.10259768043601283
ACH-001289,-0.3373223417881103
ACH-001300,-0.02610388641566736
ACH-001301,-0.25084100995399955
ACH-001302,0.007475767400403252
ACH-001306,-0.15527422422881024
ACH-001318,-0.221664649843932
ACH-001322,-0.15802341491110064
ACH-001328,-0.040195167837590015
ACH-001332,0.07032434909225556
ACH-001336,-0.27484103761224343
ACH-001346,-0.20458541795105525
ACH-001353,-0.1132664503224601
ACH-001354,-0.5279392696605147
ACH-001367,-0.08770060515590375
ACH-001368,-0.059375387382215275
ACH-001374,-0.1323854931469553
ACH-001377,-0.09153148062206533
ACH-001380,-0.20422710245016013
ACH-001391,-0.0601548812707385
ACH-001408,-0.07982962198787187
ACH-001430,-0.2671184541656977
ACH-001431,0.049295877274008436
ACH-001450,-0.17619907457965545
ACH-001496,-0.19556634905411446
ACH-001500,-0.020196841434320958
ACH-001523,0.011749479952224362
ACH-001532,-0.17089175743530374
ACH-001550,-0.04038662145234324
ACH-001552,-0.1436490964894362
ACH-001554,-0.1372485746198685
ACH-001654,-0.16522958842009838
ACH-001735,-0.05542328270145967
ACH-001736,0.015787156871504022
ACH-001737,0.00986568266747685
ACH-001740,-0.268579941148598
ACH-001745,-0.2641142070468869
ACH-001765,-0.13185810906711098
