,KAT2B (8850)
ACH-000004,0.02812038111514641
ACH-000005,-0.0072075074968133935
ACH-000007,0.0789548770764051
ACH-000009,-0.07591888213468459
ACH-000011,-0.06525953357605507
ACH-000012,0.02801860112924567
ACH-000013,-0.021935584842528704
ACH-000014,-0.046329263436104114
ACH-000015,0.056800792224566535
ACH-000017,-0.12080318773859115
ACH-000018,-0.20474991179702967
ACH-000019,0.11226217990243437
ACH-000021,0.011584487188589223
ACH-000022,-0.15620488447854014
ACH-000025,0.09224485773472152
ACH-000028,0.010340674076262138
ACH-000030,-0.009197064592264088
ACH-000035,0.007187372380030492
ACH-000036,-0.0937431478343142
ACH-000037,0.14928445976410776
ACH-000039,0.01525727873398065
ACH-000040,-0.07591397860897005
ACH-000041,-0.10305266172447207
ACH-000042,-0.05847307660995987
ACH-000045,0.003234840868785107
ACH-000047,-0.032795872008308684
ACH-000052,-0.2731386598315391
ACH-000053,0.09135477513197472
ACH-000054,-0.09076232026254637
ACH-000055,0.157807176088755
ACH-000060,-0.16539613796902372
ACH-000067,-0.2202914505787123
ACH-000070,-0.15579612316619632
ACH-000075,0.0764188151964459
ACH-000078,0.09130109674184783
ACH-000082,0.061263543667879214
ACH-000085,-0.019985962531331305
ACH-000086,0.0722681110985645
ACH-000087,-0.12688386905895188
ACH-000092,0.056399408019692635
ACH-000095,-0.11666419925564547
ACH-000097,0.03321128681659448
ACH-000098,-0.0419221566927708
ACH-000099,0.023817610941418918
ACH-000108,0.04315353783455141
ACH-000113,-0.12457356267868698
ACH-000116,-0.015091353617690316
ACH-000118,0.06041341216852322
ACH-000120,0.045395910468189776
ACH-000123,0.028651957231806233
ACH-000127,0.037139713811617694
ACH-000128,-0.1118876098339784
ACH-000132,0.05903338901263387
ACH-000133,-0.02504414312107566
ACH-000137,0.0998632998337564
ACH-000138,0.01836247311931585
ACH-000142,0.016777285844363218
ACH-000143,-0.10957882685533143
ACH-000146,-0.008482947986641466
ACH-000148,-0.027910388756529673
ACH-000150,-0.09513390117916223
ACH-000152,0.002783530943371324
ACH-000153,0.15277209225413935
ACH-000159,0.05912426085909805
ACH-000160,0.3780617219788818
ACH-000163,-0.03380496547475965
ACH-000167,0.5103133947034495
ACH-000168,-0.1939947994232304
ACH-000169,0.04308499932053806
ACH-000178,0.009671582497780202
ACH-000183,-0.06541530373049059
ACH-000188,-0.041896082572475735
ACH-000189,0.3780918845048923
ACH-000190,0.1897153026879136
ACH-000198,-0.2204545536218916
ACH-000203,0.3672565649626293
ACH-000204,-0.024036911241481426
ACH-000206,-0.22924323278311484
ACH-000207,-0.2871131102296924
ACH-000208,-0.2066468631749411
ACH-000210,0.2185584584255444
ACH-000211,-0.053946692669569626
ACH-000215,0.07544694710391607
ACH-000221,-0.11863231280729974
ACH-000222,0.0851191105577363
ACH-000223,0.06338322344668731
ACH-000226,-0.05046961960408921
ACH-000227,0.03792108029071909
ACH-000228,-0.21429008733065832
ACH-000231,0.15207728570231688
ACH-000232,0.02196955964158141
ACH-000233,-0.031919942072334895
ACH-000234,-0.0011432439210960655
ACH-000235,-0.08475990301109168
ACH-000237,0.007767336791033794
ACH-000238,-0.11085415326222446
ACH-000242,0.2030424294113592
ACH-000243,0.060128267369417086
ACH-000244,0.19011821770974308
ACH-000246,-0.1621060073922301
ACH-000248,-0.08653606846930935
ACH-000250,-0.027885916348845723
ACH-000251,0.13169988440528332
ACH-000252,0.057736573283445836
ACH-000253,-0.16547921554769912
ACH-000255,0.028976202288716908
ACH-000256,0.049368011442197934
ACH-000257,-0.19359173568569846
ACH-000258,-0.18981645308639053
ACH-000259,0.0195659085603754
ACH-000260,0.0323820249446951
ACH-000261,-0.03678642079113145
ACH-000262,-0.0812298432628984
ACH-000263,0.04551528406337763
ACH-000264,-0.1601521224949848
ACH-000265,0.02183497826095112
ACH-000266,0.05285485879719557
ACH-000272,-0.09156660594504827
ACH-000274,-0.01872514833019852
ACH-000277,-0.2158152324326551
ACH-000278,0.08452133497043318
ACH-000279,-0.08498346002247603
ACH-000280,0.01931894257516008
ACH-000281,8.974372357565119e-05
ACH-000288,0.103394827049762
ACH-000291,-0.025592608040330197
ACH-000293,0.0008391543616550044
ACH-000294,-0.03127943680269839
ACH-000295,-0.18155559731463333
ACH-000296,-0.012047029104091743
ACH-000302,-0.03797091362323625
ACH-000304,0.00731664751245815
ACH-000307,-0.15886576050744475
ACH-000308,-0.02618287789709986
ACH-000310,-0.03720571256788738
ACH-000311,0.0008039089011145635
ACH-000312,0.04127602095954973
ACH-000315,0.16000610609133525
ACH-000316,-0.0730200492855202
ACH-000317,-0.2422031696869427
ACH-000318,-0.02858944822689797
ACH-000319,0.07392992942008343
ACH-000320,-0.11323066645180005
ACH-000322,-0.042914887236795166
ACH-000323,-0.10025376078037508
ACH-000324,-0.045932279897485925
ACH-000329,0.03552893215891556
ACH-000330,-0.07030514928192168
ACH-000331,0.032796001565513135
ACH-000332,-0.003883451572885985
ACH-000334,-0.17821911031015894
ACH-000335,0.13933704415653864
ACH-000336,-0.16484826018675866
ACH-000337,0.03137878845835509
ACH-000338,-0.06453948567129078
ACH-000339,0.06137107674024547
ACH-000341,0.1308394748720446
ACH-000348,0.0070613431546711625
ACH-000350,-0.03270186217336777
ACH-000352,0.07782399339342039
ACH-000356,0.015823306223503426
ACH-000361,0.09163051601387237
