,MGEA5 (10724)
ACH-000252,-0.2999871278124604
ACH-000253,-0.22279733270670854
ACH-000255,-0.17986362047592275
ACH-000256,-0.3428507132112698
ACH-000257,0.054138805926661066
ACH-000258,-0.630672271752852
ACH-000259,-0.2481458614771311
ACH-000260,-0.237918334076474
ACH-000261,-0.11894375438050102
ACH-000262,-0.12587265148583165
ACH-000263,0.025482930977902284
ACH-000264,-0.30776212468346115
ACH-000265,-0.2688541697079024
ACH-000266,-0.3008573364981104
ACH-000272,-0.0067517917594032
ACH-000274,-0.10019770960902268
ACH-000277,-0.4999796143737662
ACH-000278,-0.5394034100710611
ACH-000279,-0.23388370432487585
ACH-000280,-0.2619690254082116
ACH-000281,-0.32017673477663217
ACH-000288,-0.3348670902249415
ACH-000291,-0.014970969338724431
ACH-000293,-0.4016654553325116
ACH-000294,-0.05343973515414086
ACH-000295,-0.030938380804232755
ACH-000296,-0.2556994609977115
ACH-000302,-0.34674610394656713
ACH-000304,-0.17630909476083506
ACH-000307,-0.15517813242349948
ACH-000308,-0.29294612103211204
ACH-000310,-0.2310209920499975
ACH-000311,-0.16318975230438654
ACH-000312,-0.2993691204292926
ACH-000315,-0.04359187998049209
ACH-000316,-0.17241462254403264
ACH-000317,-0.42825038022302986
ACH-000318,-0.018748424509910846
ACH-000319,-0.2629907311983651
ACH-000320,-0.2759024866406911
ACH-000322,-0.3409682477900599
ACH-000323,-0.21585818319309008
ACH-000324,-0.12634904281982426
ACH-000329,-0.2048333987515827
ACH-000330,-0.3664216016047401
ACH-000331,-0.4253028077424281
ACH-000332,0.08859641359938361
ACH-000334,-0.5224391958374203
ACH-000335,-0.10866966984891448
ACH-000336,-0.33918490222703657
ACH-000337,-0.31154042719905856
ACH-000338,-1.2057036910664682
ACH-000339,-0.2330454020378413
ACH-000341,-0.07753929396996047
ACH-000348,-0.3025579510740641
ACH-000350,-0.2269434359059193
ACH-000352,-0.3463261485260835
ACH-000356,-0.3204612610583836
ACH-000361,-0.03810920099069128
ACH-000362,-0.31146758997163354
ACH-000363,-0.2445266339111859
ACH-000364,-0.35047881725222896
ACH-000365,-0.4574955216858114
ACH-000366,-0.19475310524840375
ACH-000368,-0.3855282641470517
ACH-000374,-0.6574435059112459
ACH-000375,-0.2033226263586252
ACH-000376,-0.15857200617371392
ACH-000381,0.0343597815771509
ACH-000383,-0.2717102725215049
ACH-000387,-0.5030748382759994
ACH-000389,-0.2646203617942464
ACH-000390,-0.15221044660216074
ACH-000393,-0.3316234743843873
ACH-000395,-0.3751266502845401
ACH-000396,-0.5331213150267425
ACH-000397,-0.5588408496030771
ACH-000401,-0.19857345637329468
ACH-000402,-0.16419576369021524
ACH-000403,-0.12169267075153142
ACH-000404,-0.5010263942610521
ACH-000406,-0.2105081204539591
ACH-000407,-0.3096398636504553
ACH-000408,-0.1597560279021993
ACH-000410,-0.3550484192581565
ACH-000411,-0.22051874014465095
ACH-000414,-0.10432530760654922
ACH-000415,-0.3321624065902621
ACH-000416,-0.21706727528208014
ACH-000420,-0.1901994736194998
ACH-000421,-0.3879582544487269
ACH-000424,-0.24441777889672084
ACH-000425,-0.2796994367044591
ACH-000426,-0.2707679668501564
ACH-000427,-0.1450534544290047
ACH-000433,0.0361621238655916
ACH-000435,-0.1576467248780616
ACH-000436,-0.3159036546968296
ACH-000444,-0.5213834930530586
ACH-000445,-0.014198250039526747
ACH-000448,-0.1936450017470837
ACH-000450,-0.3031189013123241
ACH-000452,-0.274291696785477
ACH-000454,-0.10119404716094717
ACH-000458,-0.1377497257975619
ACH-000459,-0.3946125443195305
ACH-000460,-0.6301112970712672
ACH-000461,-0.16526196075626556
ACH-000463,-0.09938485560932203
ACH-000464,-0.4043646996407329
ACH-000466,-0.20682418556984364
ACH-000467,-0.1965230964948515
ACH-000468,-0.22685674597997815
ACH-000469,0.015619802418505297
ACH-000470,-0.5053001550382441
ACH-000471,-0.013548958004963722
ACH-000472,-0.4027812849526779
ACH-000473,-0.08958603107810048
ACH-000475,-0.1762380399155778
ACH-000476,-0.4481611549203277
ACH-000477,-0.2923477075112187
ACH-000479,0.018068860537863992
ACH-000480,-0.1585683288959444
ACH-000481,-0.1976436478728803
ACH-000483,-0.14237952571639167
ACH-000484,-0.6253795871053247
ACH-000485,-0.20153319601519887
ACH-000486,-0.3814481064716499
ACH-000487,-0.6496148047575699
ACH-000488,-0.2447616733675477
ACH-000490,-0.2893164477613325
ACH-000491,-0.3767848813005011
ACH-000495,-0.3928080784779333
ACH-000496,-0.280187884002545
ACH-000499,-0.19156065351447565
ACH-000500,-0.07555838407275313
ACH-000502,-0.33771526004328983
ACH-000503,-0.5463177840371026
ACH-000505,-0.30502744315911684
ACH-000507,-0.14115954329586006
ACH-000510,-0.2049840868770376
ACH-000511,-0.20637398069863294
ACH-000512,-0.3747041105101023
ACH-000516,-0.2514543093043889
ACH-000517,-0.16639308673184738
ACH-000518,-0.0318939335540207
ACH-000520,-0.17295070636049056
ACH-000521,-0.17949743065507134
ACH-000522,-0.27871893775630746
ACH-000524,-0.2622589795622649
ACH-000527,-0.1918498111121366
ACH-000528,-0.19477983749022765
ACH-000537,-0.28095578677030403
ACH-000541,-0.17161146929236976
ACH-000542,-0.19136749469247935
ACH-000544,-0.09379644131441447
ACH-000545,-0.11393718145486845
ACH-000547,-0.2150994844842684
ACH-000548,-0.4314502391639776
ACH-000549,-0.2685589623279578
ACH-000550,-0.20546961051239246
ACH-000552,0.027887019690448836
ACH-000556,0.08668755758479303
ACH-000557,-0.3812626897029693
ACH-000569,-0.10820821380251652
ACH-000570,-0.03980591414848319
ACH-000571,-0.2312471865681817
ACH-000573,-0.2635084420843897
ACH-000576,-0.3850438620876481
ACH-000579,-0.42533797134631
ACH-000580,-0.5897069512755042
ACH-000584,-0.4055776531558136
ACH-000585,-0.1439653217472017
ACH-000588,0.16120480489823996
ACH-000589,0.09335892992763213
ACH-000591,-0.3816704735338393
ACH-000593,-0.24203783379193344
ACH-000600,-0.19308514523007167
ACH-000601,-0.16872522510405502
ACH-000605,-0.2840925591144544
ACH-000606,-0.24650282202001825
ACH-000608,-0.20149196382772025
ACH-000614,-0.18184514504219856
ACH-000616,-0.4132002362419645
ACH-000618,-0.425364164931623
ACH-000619,-0.2679901043245015
ACH-000620,-0.502204738647495
ACH-000621,-0.24983451308687704
ACH-000622,-0.3275384412587294
ACH-000623,-0.3402494890526504
ACH-000624,-0.2548973881558012
ACH-000627,-0.2535413209210289
ACH-000630,-0.17863390428256035
ACH-000631,-0.4318345551039909
ACH-000632,-0.4545660510577408
ACH-000633,-0.3697626793566651
ACH-000637,-0.2849212607059601
ACH-000638,-0.3492922494156501
ACH-000646,-0.3824990586305687
ACH-000647,-0.17301621774663653
ACH-000648,-0.3340753874059496
ACH-000649,-0.16329107942654494
ACH-000651,-0.2909837654423016
ACH-000652,0.03201433207601461
ACH-000653,-0.3761790080739905
ACH-000657,-0.19117055942325625
ACH-000658,-0.2771431173813605
ACH-000661,-0.4649416608136156
ACH-000662,-0.475843358083154
ACH-000663,-0.1587774436888607
ACH-000665,-0.0955232148186009
ACH-000671,-0.09261789063679723
ACH-000672,-0.03628715284571006
ACH-000673,-0.22368198117722884
ACH-000676,-0.4814050539838053
ACH-000677,-0.13466648237349454
ACH-000681,0.1848788122344066
ACH-000683,-0.2691658758793953
ACH-000684,-0.05023280098766724
ACH-000688,-0.6221484970823385
ACH-000693,-0.18246181531318725
ACH-000694,-0.2335298092267407
ACH-000695,0.08419990523492908
ACH-000696,-0.40693975880582856
ACH-000697,-0.4199957047678479
ACH-000699,-0.19453183934166488
ACH-000701,-0.28287028704171274
ACH-000706,-0.15585774434771954
ACH-000711,-0.1820763498342674
ACH-000713,-0.24035240836430866
ACH-000714,-0.4707136702088674
ACH-000718,-0.3782631135453144
ACH-000720,-0.3093857525379262
ACH-000721,-0.16849367585782307
ACH-000724,-0.15044292619835392
ACH-000725,-0.11252720341483156
ACH-000732,-0.3817400467351846
ACH-000734,-0.15954958025026011
ACH-000735,-0.409202473372202
ACH-000736,-0.3061072859365544
ACH-000738,-0.2548967607357616
ACH-000746,-0.2703400219335886
ACH-000747,-0.3148882826365653
ACH-000748,-0.25702031854460466
ACH-000753,-0.27473115772995943
ACH-000756,-0.24980533656454545
ACH-000757,-0.1718936162751298
ACH-000758,-0.19375234063934876
ACH-000760,-0.08955239000909747
ACH-000762,-0.17427439867013875
ACH-000763,-0.21838024344459486
ACH-000764,-0.19385338700446805
ACH-000765,-0.1391215844832548
ACH-000766,-0.20443387598295776
ACH-000767,-0.2476148203771256
ACH-000768,-0.2405168767194437
ACH-000769,-0.030808850791233564
ACH-000770,-0.10725460336373667
ACH-000771,-0.1983142460192293
ACH-000773,-0.5689623395568737
ACH-000776,-0.21656741433843146
ACH-000777,-0.23819151675160874
ACH-000778,-0.2779106066509729
ACH-000781,0.007450393911469898
ACH-000782,-0.5013942391062003
ACH-000783,-0.46190656731376395
ACH-000784,-0.20092413493491065
ACH-000785,-0.2929601913128491
ACH-000787,-0.16959564705115152
ACH-000788,-0.1086303904491919
ACH-000791,-0.2409551796414792
ACH-000792,-0.17456003814195614
ACH-000794,-0.2838252785527676
ACH-000796,-0.3709432603072176
ACH-000798,-0.4732808615996842
ACH-000799,-0.3461143928841641
ACH-000800,-0.06806058332535879
ACH-000802,-0.1008868720093425
ACH-000804,0.021643600431731788
ACH-000805,-0.3930047598998449
ACH-000809,-0.14852722191901951
ACH-000810,-0.1411943637096438
ACH-000811,-0.3627261459053303
ACH-000817,-0.186257275616985
ACH-000819,-0.12516129092445635
ACH-000820,-0.0020958926031996988
ACH-000821,-0.3146188692247446
ACH-000822,-0.12627964789902058
ACH-000823,-0.08461208619356801
ACH-000824,-0.1082962794438222
ACH-000827,-0.22263754369704974
ACH-000829,-0.03760081589821061
ACH-000831,-0.2352758719622395
ACH-000832,-0.1795276160968626
ACH-000833,-0.4549400738758949
ACH-000834,-0.3470860346205482
ACH-000835,0.023121606974586418
ACH-000836,-0.2887439682038791
ACH-000837,-0.2603717223142371
ACH-000838,-0.5285091289518672
ACH-000839,-0.4061219964284791
ACH-000840,0.12650068355548585
ACH-000841,-0.3317230282550735
ACH-000843,-0.10713281831881236
ACH-000846,0.001483708072918963
ACH-000847,-0.5687845445326011
ACH-000848,-0.3088270728810905
ACH-000849,-0.2366593537106779
ACH-000851,-0.48982611987585606
ACH-000855,-0.15473951186471574
ACH-000856,-0.14159270084451045
ACH-000858,-0.2083810657051059
ACH-000859,-0.3914428293389485
ACH-000861,-0.6207795568625378
ACH-000862,-0.2248802376074683
ACH-000865,-0.11230369729852628
ACH-000866,-0.17260442249361965
ACH-000867,-0.12542959912934334
ACH-000869,-0.3411066478102144
ACH-000872,-0.17082600201548134
ACH-000873,-0.3553570811298816
ACH-000876,-0.2704756676609258
ACH-000878,-0.23290349292854
ACH-000880,-0.18461517556366125
ACH-000881,0.003695731894397408
ACH-000882,-0.16168684587867865
ACH-000884,-0.2542161676924005
ACH-000885,-0.17378173698968086
ACH-000887,-0.2179771877521783
ACH-000889,-0.32658709493485105
ACH-000896,-0.11622186278057553
ACH-000898,-0.2123275687925644
ACH-000900,-0.4119340734537051
ACH-000901,-0.14183518370588746
ACH-000905,-0.4176634790941316
ACH-000906,-0.13898917182601728
ACH-000907,-0.3727057895229449
ACH-000910,-0.2590329287863108
ACH-000911,-0.09013540561529153
ACH-000912,-0.2813624481960531
ACH-000913,-0.26593520319946723
ACH-000915,-0.03848869792277077
ACH-000916,-0.4249480197700605
ACH-000917,-0.2448209757179301
ACH-000920,-0.4245884962090308
ACH-000921,-0.23610760962755495
ACH-000924,-0.10054968290896996
ACH-000926,-0.17351959177314238
ACH-000928,-0.2843149479711189
ACH-000929,-0.3347343145855677
ACH-000932,-0.17155854946928847
ACH-000935,-0.4613087376687282
ACH-000936,-0.3692604346257272
ACH-000937,-0.04904505187205389
ACH-000938,-0.5714922130585226
ACH-000939,-0.1611997320228105
ACH-000941,-0.17182438290631247
ACH-000943,-0.1140541161070744
ACH-000946,-0.19841810777418392
ACH-000947,-0.4518531733057994
ACH-000948,-0.047720776202465114
ACH-000950,-0.11003786304898043
ACH-000953,-0.09057314746485334
ACH-000954,0.11316039427359932
ACH-000957,-0.34351906200941423
ACH-000958,-0.37891958220559135
ACH-000960,-0.09599852814415552
ACH-000963,-0.4724767258440482
ACH-000968,-0.4079497668704941
ACH-000969,-0.2687201128631685
ACH-000972,-0.25351933320726305
ACH-000973,-0.09992474335743873
ACH-000974,0.0373090609149491
ACH-000978,-0.1058153816946026
ACH-000984,-0.2473441014467571
ACH-000986,-0.26057872635824986
ACH-000988,-0.1946608111613024
ACH-000993,-0.4850570781302802
ACH-000994,-0.17195892573890584
ACH-000996,-0.19995182974442333
ACH-001001,-0.1038014174766874
ACH-001020,-0.3184257589348472
ACH-001028,-0.21841552963641975
ACH-001031,-0.4268397437505194
ACH-001038,-0.27074465640159723
ACH-001048,-0.17425295448081146
ACH-001050,-0.3655258048487032
ACH-001053,-0.5870829817166173
ACH-001054,-0.39250382380487503
ACH-001061,-0.2376371951862689
ACH-001067,-0.2122601327872208
ACH-001075,-0.1766273096015426
ACH-001096,-0.4123385089606159
ACH-001111,-0.2484234887066938
ACH-001119,-0.33435008185676657
ACH-001128,-0.3814989633881309
ACH-001134,-0.4214019364137269
ACH-001151,-0.1609877615130415
ACH-001163,-0.21544879376687914
ACH-001164,-0.2637413159985057
ACH-001183,-0.08935944877415097
ACH-001192,-0.22331782633293595
ACH-001193,-0.040820480690230775
ACH-001196,-0.1821763000574748
ACH-001197,-0.2773380167380888
ACH-001205,-0.3810447975857209
ACH-001211,-0.35250625206606795
ACH-001212,-0.5261103428191043
ACH-001228,-0.2326459465766936
ACH-001232,-0.2217530271129964
ACH-001239,-0.14016062448255312
ACH-001270,-0.2013655673288934
ACH-001274,-0.28423622963371115
ACH-001275,-0.1416062715843268
ACH-001277,-0.355466147968805
ACH-001278,-0.6621392874996871
ACH-001280,-0.0024924647450624213
ACH-001283,-0.3150661415508678
ACH-001289,-0.19789605827527612
ACH-001300,-0.041523398443080436
ACH-001301,0.02900439412976565
ACH-001302,-0.035757051435437365
ACH-001306,-0.2680135228394841
ACH-001318,-0.125261663159005
ACH-001322,0.04802537726522835
ACH-001328,-0.2393504790454471
ACH-001332,-0.0390497832824815
ACH-001336,-0.1917137357647241
ACH-001346,-0.425704951566634
ACH-001353,-0.3647971172499631
ACH-001354,-0.3072699010194015
ACH-001367,-0.25990942394066097
ACH-001368,-0.267018591249025
ACH-001374,-0.5661585293064965
ACH-001377,-0.4108794807007478
ACH-001380,-0.4623197425455166
ACH-001391,-0.2360867224381538
ACH-001408,-0.35760582242641703
ACH-001430,-0.2160532686298616
ACH-001431,-0.25804846905844003
ACH-001450,-0.3008529740254368
ACH-001496,-0.11919661719604376
ACH-001500,-0.4185803405775281
ACH-001523,-0.2049460237450661
ACH-001532,-0.534759326080966
ACH-001550,-0.23551495954923946
ACH-001552,-0.1867746889284288
ACH-001554,-0.41150631818713423
ACH-001654,0.007466715735213792
ACH-001735,-0.30616249523282435
ACH-001736,-0.5341121948088936
ACH-001737,0.4803302617457339
ACH-001740,-0.3481278853151962
ACH-001745,-0.394476830859916
ACH-001765,-0.4290134571869637
