,MST1R (4486)
ACH-000004,-0.0623884064351052
ACH-000005,-0.22682734210785085
ACH-000007,0.04003546857851952
ACH-000009,-0.07397283515564634
ACH-000011,-0.057462722332412876
ACH-000012,-0.08882376010926751
ACH-000013,-0.05289441468796037
ACH-000014,-0.11558890050671518
ACH-000015,-0.08549840759363553
ACH-000017,-0.03270346741564055
ACH-000018,-0.026676550755699545
ACH-000019,-0.032894784691263966
ACH-000021,-0.13786185891683764
ACH-000022,-0.12387210328746262
ACH-000025,-0.21171952704616748
ACH-000028,-0.03151279116979674
ACH-000030,-0.0476352650889115
ACH-000035,-0.02294885344458296
ACH-000036,-0.008206417914019676
ACH-000037,0.017853694571166475
ACH-000039,-0.1321539303823855
ACH-000040,0.017833627642970938
ACH-000041,-0.049068940567545904
ACH-000042,-0.02558275849827524
ACH-000045,0.02124461202226256
ACH-000047,0.1399838629024654
ACH-000052,0.0014918913657113767
ACH-000053,-0.1820933850395529
ACH-000054,-0.031193625661241394
ACH-000055,-0.1500777745465272
ACH-000060,-0.17513088632314627
ACH-000067,-0.13816727997091738
ACH-000070,-0.0007407627874421089
ACH-000075,-0.056588428429518015
ACH-000078,0.017434872941325858
ACH-000082,-0.01023001592470224
ACH-000085,0.1713774982445971
ACH-000086,-0.07316869865872648
ACH-000087,-0.2101684491349405
ACH-000092,-0.002116174454557891
ACH-000095,-0.0971596816702518
ACH-000097,-0.08921094629379897
ACH-000098,-0.12041261399672322
ACH-000099,-0.06092473919747015
ACH-000108,-0.07767896547482922
ACH-000113,-0.07110858298195044
ACH-000116,-0.05136274247323442
ACH-000118,-0.1003153238151005
ACH-000120,-0.08934428020913822
ACH-000123,-0.08578442404114135
ACH-000127,-0.08480777308851993
ACH-000128,-0.0887240098845386
ACH-000132,-0.11023185356432268
ACH-000133,-0.11152196735902664
ACH-000137,-0.08963856254980124
ACH-000138,0.09950017103817092
ACH-000142,-0.10621304486002918
ACH-000143,-0.038750705839224985
ACH-000146,-0.1532288917244337
ACH-000148,0.07803457432818398
ACH-000150,-0.3836013001866377
ACH-000152,-0.07939959396744979
ACH-000153,-0.11202372611017387
ACH-000159,-0.2537751448657681
ACH-000160,-0.08120431365958017
ACH-000163,-0.16912939110571396
