,MMP9 (4318)
ACH-000004,-0.0686063594996911
ACH-000005,0.31306545669394564
ACH-000007,-0.28558673160278397
ACH-000009,0.0054651879479398775
ACH-000011,-0.07545863658831721
ACH-000012,0.0589634649488245
ACH-000013,0.07146788462258516
ACH-000014,0.07014148550012393
ACH-000015,-0.09372792782392536
ACH-000017,-0.15126214270083693
ACH-000018,-0.004063061512409263
ACH-000019,-0.026816366520143263
ACH-000021,0.003792621035115185
ACH-000022,-0.037037707985291185
ACH-000025,-0.021760773907553682
ACH-000028,0.06986351436602868
ACH-000030,-0.10416307473677454
ACH-000035,-0.09601910241692613
ACH-000036,-0.005500556872219486
ACH-000037,0.09253362060628932
ACH-000039,-0.08099712739214311
ACH-000040,0.03736326940034173
ACH-000041,0.12220016402681665
ACH-000042,-0.11972312827108313
ACH-000045,0.07330793420741018
ACH-000047,-0.089081064096069
ACH-000052,-0.10429422633434043
ACH-000053,-0.03703713362015881
ACH-000054,0.02763288535716861
ACH-000055,-0.2916733763217741
ACH-000060,0.02682919954690664
ACH-000067,0.014080222183818446
ACH-000070,-0.02450081476441868
ACH-000075,0.05592496719640204
ACH-000078,0.002356456685787855
ACH-000082,-0.039724455113386216
ACH-000085,-0.12265941806070126
ACH-000086,-0.06412459061582987
ACH-000087,0.015572089260485509
ACH-000092,-0.07081389254829032
ACH-000095,0.12529770907010426
ACH-000097,-0.02577304979272189
ACH-000098,0.11843171558795365
ACH-000099,0.06724895484134281
ACH-000108,0.0451418651361355
ACH-000113,0.06482666246693182
ACH-000116,-0.10139631905436046
ACH-000118,-0.09976120150187097
ACH-000120,-0.031989607694573784
ACH-000123,-0.09452319380039932
ACH-000127,-0.02317275724092155
ACH-000128,-0.005960281280544232
ACH-000132,0.05252432723611145
ACH-000133,-0.09744685746665188
ACH-000137,0.013041596137888896
ACH-000138,-0.00606986777607583
ACH-000142,0.021742265186129917
ACH-000143,-0.012492695133103172
ACH-000146,-0.0995842831199101
ACH-000148,0.014220217027248802
ACH-000150,-0.0687230666756263
ACH-000152,-0.014122462613507891
ACH-000153,0.005886402458340753
ACH-000159,-0.005040257622875561
ACH-000160,-0.015151765920389831
ACH-000163,-0.041786822888583305
ACH-000167,0.04354575385942469
ACH-000168,0.09206711355538763
ACH-000169,-0.006434027063230204
ACH-000178,-0.06528208521602423
ACH-000183,0.06511057690847467
ACH-000188,-0.04617324670705085
ACH-000189,-0.02615192655125482
ACH-000190,0.07340866234146325
ACH-000198,0.02529533171524647
ACH-000203,-0.2521725183215651
ACH-000204,-0.07465805913522157
ACH-000206,0.10008221997058356
ACH-000207,-0.11444998153842663
ACH-000208,0.023774615059040792
ACH-000210,0.13039083380516525
ACH-000211,-0.0775031095744746
ACH-000215,-0.035241297257982925
ACH-000221,-0.12681727504121687
ACH-000222,-0.08985535756391301
ACH-000223,-0.004205931247774418
ACH-000226,-0.0674132898136822
ACH-000227,0.05809058728190565
ACH-000228,0.015489195369903497
ACH-000231,-0.12228844039635473
ACH-000232,-0.05182351254417899
ACH-000233,-0.04312071067585918
ACH-000234,0.052550784236594976
ACH-000235,-0.036919743691600115
ACH-000237,-0.008496910243577613
ACH-000238,0.009803803584433269
ACH-000242,-0.23143607678460715
ACH-000243,-0.01989256600368383
ACH-000244,-0.19704669307411615
ACH-000246,-0.021918318426047592
ACH-000248,-0.0591099316910999
ACH-000250,0.0056577250719913605
ACH-000251,0.015370132307621931
ACH-000252,0.1419009338789106
