,ABHD17A (81926)
ACH-001050,-0.3375350671669119
ACH-001053,-0.4873651696983064
ACH-001054,-0.4581697328574527
ACH-001061,-0.2806427850257094
ACH-001067,-0.4627446888839453
ACH-001075,-0.3550563945316497
ACH-001096,-0.2787317836282152
ACH-001111,-0.5104630056622506
ACH-001119,-0.35405536974967466
ACH-001128,-0.5199652570439451
ACH-001134,-0.215971800369544
ACH-001151,-0.4315951546173473
ACH-001163,-0.42212253555364604
ACH-001164,-0.529613804798894
ACH-001183,-0.14301949713955106
ACH-001192,-0.2803222848083113
ACH-001193,-0.11505319883213992
ACH-001196,-0.4178150810125972
ACH-001197,-0.3337066890960997
ACH-001205,-0.3571039255163343
ACH-001211,-0.25180664455816504
ACH-001212,-0.22333503654476464
ACH-001228,-0.32779138235928146
ACH-001232,-0.31485269335902355
ACH-001239,-0.3394864020857482
ACH-001270,-0.4793864204246857
ACH-001274,-0.5303366398348858
ACH-001275,-0.3861829481668604
ACH-001277,-0.3784965706713936
ACH-001278,-0.25167400966513376
ACH-001280,-0.5393654925862529
ACH-001283,-0.28964476699517977
ACH-001289,-0.4908599703451502
ACH-001300,-0.3046800502915568
ACH-001301,-0.3766119615069508
ACH-001302,-0.6442144731821954
ACH-001306,-0.3684665384085473
ACH-001318,-0.3230259444129313
ACH-001322,-0.3033764316337781
ACH-001328,-0.3839158466179136
ACH-001332,-0.26996213594852625
ACH-001336,-0.38763053404680653
ACH-001346,-0.4134035447157161
ACH-001353,-0.3193501839249254
ACH-001354,-0.4162355227622203
ACH-001367,-0.5932622067468919
ACH-001368,-0.3423829959368743
ACH-001374,-0.370257560328644
ACH-001377,-0.5068729173177524
ACH-001380,-0.3151285972026946
ACH-001391,-0.3583968469912753
ACH-001408,-0.2016778774861835
ACH-001430,-0.15114002721608769
ACH-001431,-0.09285574014121208
ACH-001450,-0.4266422158828572
ACH-001496,-0.3392587382091111
ACH-001500,-0.2462412233622977
ACH-001523,-0.4231421694106885
ACH-001532,-0.2996448602271916
ACH-001550,-0.3480834239139492
ACH-001552,-0.46335760017977506
ACH-001554,-0.25616377172121096
ACH-001654,-0.1382916479925362
ACH-001735,-0.29589620000413563
ACH-001736,-0.12638132525261908
ACH-001737,-0.2874559833418457
ACH-001740,-0.39807887262505537
ACH-001745,-0.39974592663395503
ACH-001765,-0.34109381353476514
