,TUSC2 (11334)
ACH-000004,-0.15863818667973542
ACH-000005,-0.3850947221143583
ACH-000007,-0.30442240532243103
ACH-000009,-0.321816130700966
ACH-000011,-0.2574797808614225
ACH-000012,-0.3377509903610569
ACH-000013,-0.1846708979420391
ACH-000014,-0.3758189058414639
ACH-000015,-0.22788330075261765
ACH-000017,-0.2324812007156219
ACH-000018,-0.4496709819318422
ACH-000019,-0.4740524906158558
ACH-000021,-0.3143441619449068
ACH-000022,-0.2780393338026688
ACH-000025,-0.3534433231552567
ACH-000028,-0.24926670314919885
ACH-000030,-0.2891949218388237
ACH-000035,-0.12147414413979765
ACH-000036,-0.2643140740915889
ACH-000037,-0.3799043577569532
ACH-000039,-0.6279659060571833
ACH-000040,-0.2774476430050857
ACH-000041,-0.31665121122150663
ACH-000042,-0.3085255092331092
ACH-000045,-0.3671795192382597
ACH-000047,-0.14173587839141485
ACH-000052,-0.21631957729050644
ACH-000053,-0.3301133655660801
ACH-000054,-0.4925269904917157
ACH-000055,-0.343635752860813
ACH-000060,-0.4412124585432373
ACH-000067,-0.498066956757937
ACH-000070,-0.3052669756476576
ACH-000075,-0.3411790449414946
ACH-000078,-0.44683908407279627
ACH-000082,-0.17196204042832688
ACH-000085,-0.17430942077287326
ACH-000086,-0.16655028636987085
ACH-000087,-0.221922127029669
ACH-000092,-0.29863444063432937
ACH-000095,-0.27152637051800643
ACH-000097,-0.33732254918804594
ACH-000098,-0.3208386160659989
ACH-000099,-0.3786740186221363
ACH-000108,-0.2647456273185725
ACH-000113,-0.4420772333990691
ACH-000116,-0.3646403505217325
ACH-000118,-0.4240985752396119
ACH-000120,-0.2385795185923573
ACH-000123,-0.32745110153998763
ACH-000127,-0.34674560108810154
ACH-000128,-0.5426107057646549
ACH-000132,-0.3198586175726036
ACH-000133,-0.2606398105797523
ACH-000137,-0.23540585706493303
ACH-000138,-0.28100016779828685
ACH-000142,-0.22555591808553374
ACH-000143,-0.30632975889647485
ACH-000146,-0.31662754442388763
ACH-000148,-0.291755703683438
ACH-000150,-0.473868587724592
ACH-000152,-0.3036023378967453
ACH-000153,-0.42463350432605135
ACH-000159,-0.3527791243529593
ACH-000160,-0.07528393433421945
ACH-000163,-0.33021173801586984
ACH-000167,0.4395557885347597
ACH-000168,-0.3143594501657029
ACH-000169,-0.5685288018081265
ACH-000178,-0.3789270804408925
ACH-000183,-0.3534187217389689
ACH-000188,-0.4687145924103352
ACH-000189,-0.26925921181389706
ACH-000190,-0.2298264250903972
ACH-000198,-0.29232157714787016
ACH-000203,-0.059034531372617674
ACH-000204,-0.6050615889820786
ACH-000206,-0.13067402187541388
ACH-000207,-0.25169955746376826
ACH-000208,-0.3879831801740336
ACH-000210,-0.09891794522973378
ACH-000211,-0.28692906928787965
ACH-000215,-0.3190791746057709
ACH-000221,-0.3064981535875253
ACH-000222,-0.14506273475909204
ACH-000223,-0.16824887637194874
ACH-000226,-0.39119675899557055
ACH-000227,-0.05077091217501138
ACH-000228,-0.4418814552905182
ACH-000231,-0.31865192538184617
ACH-000232,-0.29188390429098365
ACH-000233,-0.34142588475187896
ACH-000234,-0.2091201232415931
ACH-000235,-0.3990673495580929
ACH-000237,-0.3585673673415508
ACH-000238,-0.3577740840606757
ACH-000242,-0.3811124707509808
ACH-000243,-0.2688455876857601
ACH-000244,-0.3427344025051505
ACH-000246,-0.36817072579893095
ACH-000248,-0.10528261916001684
ACH-000250,-0.2913076020317239
ACH-000251,-0.20648572107483787
ACH-000252,-0.5082941564838489
ACH-000253,-0.35837398048766084
ACH-000255,-0.37624429548174665
ACH-000256,-0.2993285736852296
ACH-000257,-0.3633214789253191
ACH-000258,-0.17161493335541453
ACH-000259,-0.23975566140169385
ACH-000260,-0.3442886605707246
ACH-000261,-0.2443114364932035
ACH-000262,-0.4803463024243156
ACH-000263,-0.3736511026829485
ACH-000264,-0.3387895505820495
ACH-000265,-0.42360772087485
