,ATF6B (1388)
ACH-000004,-0.23333843059026166
ACH-000005,-0.3540579678935408
ACH-000007,-0.18937291525489985
ACH-000009,-0.4001522255631489
ACH-000011,-0.10947403765255964
ACH-000012,-0.22001965941115745
ACH-000013,-0.2685951687846859
ACH-000014,-0.20669088198785407
ACH-000015,-0.2130287655405693
ACH-000017,-0.12629490880443142
ACH-000018,-0.10243121024792276
ACH-000019,0.013289841825681563
ACH-000021,-0.21517780043270054
ACH-000022,-0.21181357182953053
ACH-000025,-0.2729999254424344
ACH-000028,-0.18361403869689524
ACH-000030,-0.1907808425210256
ACH-000035,-0.2605272832276481
ACH-000036,-0.20461222561346054
ACH-000037,-0.07491377369982533
ACH-000039,-0.21967311099355674
ACH-000040,-0.28035363952952386
ACH-000041,-0.14421615388219305
ACH-000042,-0.2157521669054125
ACH-000045,-0.14007137364424746
ACH-000047,-0.1883967671768028
ACH-000052,0.049549630071578116
ACH-000053,-0.2558195969132177
ACH-000054,-0.23948206888050444
ACH-000055,-0.18397733077770914
ACH-000060,-0.10344345821895552
ACH-000067,-0.2679806155159072
ACH-000070,0.03882809620868706
ACH-000075,-0.005810629634160777
ACH-000078,-0.2536999953043914
ACH-000082,-0.09330008574669077
ACH-000085,-0.18704883033086508
ACH-000086,-0.2388356918992409
ACH-000087,-0.2139872121868609
ACH-000092,-0.12452429737691445
ACH-000095,-0.2299102516808448
ACH-000097,-0.12159479416164565
ACH-000098,-0.1529733440877121
ACH-000099,-0.18744676583397746
ACH-000108,-0.1811731123833577
ACH-000113,-0.1386720277595275
ACH-000116,-0.2786397840798193
ACH-000118,0.0007984810473237854
ACH-000120,-0.2380680050130715
ACH-000123,-0.3089511648095105
ACH-000127,-0.2516369812685245
ACH-000128,-0.04942795007460337
ACH-000132,-0.1450499372683608
ACH-000133,-0.17220216735589425
ACH-000137,-0.12886348175793913
ACH-000138,-0.271175463779994
ACH-000142,-0.17012099110424056
ACH-000143,0.054540049291037694
ACH-000146,-0.13016342031017333
ACH-000148,-0.13419190282775278
ACH-000150,-0.11264811310193867
ACH-000152,-0.2295076280443588
ACH-000153,-0.10893089199346384
ACH-000159,-0.09543220561921403
ACH-000160,-0.2144979205862516
ACH-000163,-0.09789481065759216
ACH-000167,-0.20223471356683886
ACH-000168,-0.06936457044006156
ACH-000169,-0.21231637140656848
ACH-000178,-0.18930976952813933
ACH-000183,-0.12023192890742225
ACH-000188,-0.1401944132305993
ACH-000189,-0.12970177103864533
ACH-000190,-0.4253257317463713
ACH-000198,-0.15890011350472094
ACH-000203,-0.26000270595266634
ACH-000204,-0.5590811251506762
ACH-000206,-0.026684158583088303
ACH-000207,-0.19300213265490945
ACH-000208,-0.5945397679196194
ACH-000210,-0.39116541711072494
ACH-000211,-0.2085475474288039
ACH-000215,-0.20683330406470396
ACH-000221,0.02539593256043445
ACH-000222,-0.2262107553252261
ACH-000223,-0.2606412938482412
ACH-000226,-0.06028487759218841
ACH-000227,-0.10891277935733952
ACH-000228,-0.3145587207953846
ACH-000231,-0.20650552847981235
ACH-000232,-0.1335996260568156
ACH-000233,-0.2669629360044903
ACH-000234,-0.303223173901649
ACH-000235,-0.18855494744996726
ACH-000237,-0.17847595060296936
ACH-000238,-0.14988844111390076
ACH-000242,-0.18896244705980847
ACH-000243,-0.18438405017009768
ACH-000244,-0.1534195287758231
ACH-000246,-0.24418175552312105
ACH-000248,0.02296598939643612
ACH-000250,-0.3274295877530639
ACH-000251,0.03988471714650558
ACH-000252,-0.24993214951243306
ACH-000253,-0.19802061909423666
ACH-000255,-0.27194200684920805
ACH-000256,-0.18383491705753874
ACH-000257,-0.13856925337145026
ACH-000258,-0.21373311997954386
ACH-000259,-0.29595791108169184
ACH-000260,-0.23604510912640084
ACH-000261,-0.20201425922672084
ACH-000262,-0.14367285019118947
ACH-000263,0.2691266465611981
ACH-000264,-0.21685866775294005
ACH-000265,-0.2200991492487588
ACH-000266,-0.2607524959493777
ACH-000272,-0.17435849415012392
ACH-000274,-0.2425815010205664
ACH-000277,-0.2598271656394672
ACH-000278,-0.09676456957996146
ACH-000279,-0.2125490941967511
ACH-000280,-0.1869314901717284
ACH-000281,-0.27529561517534595
ACH-000288,-0.1970849798261778
ACH-000291,-0.12467618356673067
ACH-000293,-0.2443227490465413
ACH-000294,-0.11497549896528166
ACH-000295,0.05052465005906345
ACH-000296,-0.7440248504771437
ACH-000302,-0.2588948157996444
ACH-000304,-0.3352110713719605
ACH-000307,-0.2693262085260289
ACH-000308,-0.1557682187113375
ACH-000310,-0.10620672448674158
ACH-000311,-0.20874709540951245
ACH-000312,-0.28757877431792384
ACH-000315,-0.14110768499484747
ACH-000316,-0.32701711282052826
ACH-000317,-0.18538331246177275
ACH-000318,-0.03642819114270643
ACH-000319,-0.24058293943766595
ACH-000320,0.062264100054212075
ACH-000322,-0.08522711637238553
ACH-000323,0.0931086139140282
ACH-000324,-0.2273408524163504
ACH-000329,-0.16274342486389112
ACH-000330,-0.4835491149184522
ACH-000331,-0.23895428538519195
ACH-000332,-0.2360376388959062
ACH-000334,0.0200235791290004
ACH-000335,-0.3351191794978399
ACH-000336,-0.031274880361911575
ACH-000337,-0.20500976704328366
ACH-000338,-0.6616274980714756
ACH-000339,-0.13446439915275046
ACH-000341,-0.1491485461963226
ACH-000348,-0.18438435664521188
ACH-000350,-0.12000351561458172
ACH-000352,-0.1639913167805974
ACH-000356,0.058240117515863325
ACH-000361,-0.2715104872827437
ACH-000362,-0.20546445905609909
ACH-000363,-0.22380931398620468
ACH-000364,-0.17923971963915233
ACH-000365,-0.10025469496749816
ACH-000366,-0.2135204984872316
ACH-000368,-0.3973015988390954
ACH-000374,-0.2177032506452064
ACH-000375,-0.055455679694175634
ACH-000376,-0.08334939829786145
ACH-000381,-0.29129111302738536
ACH-000383,-0.21791956240163815
ACH-000387,-0.2941628586485278
ACH-000389,-0.025685918758732197
ACH-000390,-0.22240096374033635
ACH-000393,-0.2908790222768879
ACH-000395,-0.1959349953277538
ACH-000396,-0.6771974021870489
ACH-000397,-0.21270587947151187
ACH-000401,-0.05480953165962858
ACH-000402,-0.2262668349691095
