,TBCD (6904)
ACH-000517,-0.8686114490608621
ACH-000518,-0.7626772079838887
ACH-000520,-0.7913136546479184
ACH-000521,-1.0970166829112176
ACH-000522,-0.8944926735743163
ACH-000524,-0.9296113191808304
ACH-000527,-0.7750948945459056
ACH-000528,-0.8580355412182396
ACH-000537,-0.8994735436113975
ACH-000541,-0.7303832193491512
ACH-000542,-0.7911070650793269
ACH-000544,-0.7553190436162909
ACH-000545,-0.6685157522011301
ACH-000547,-0.8244914150971004
ACH-000548,-0.8705828836898999
ACH-000549,-0.8626851137639377
ACH-000550,-0.9745054300024636
ACH-000552,-0.7956019605807737
ACH-000556,-0.923743680293557
ACH-000557,-0.9338384292039066
ACH-000569,-0.5863595936504027
ACH-000570,-0.7469300093074042
ACH-000571,-0.9681256217783168
ACH-000573,-0.9375356746851063
ACH-000576,-0.9271055763426824
ACH-000579,-0.8825108270001566
ACH-000580,-0.7887833586315816
ACH-000584,-0.4844490007576247
ACH-000585,-0.7387033911907965
ACH-000588,-0.6812433458262703
ACH-000589,-0.5507811089664385
ACH-000591,-0.6506424574013867
ACH-000593,-0.8115584716240698
ACH-000600,-0.7601221541424731
ACH-000601,-0.8168913682190924
ACH-000605,-0.7929181234257059
ACH-000606,-0.8791185893905387
ACH-000608,-0.8958894812376569
ACH-000614,-0.3523985981194964
ACH-000616,-0.5119745688293255
ACH-000618,-0.7301605930657038
ACH-000619,-0.8328416027090296
ACH-000620,-0.7528362834633453
ACH-000621,-0.9496519389900374
ACH-000622,-0.9784226650044414
ACH-000623,-0.8237032791403874
ACH-000624,-0.7849944852511892
ACH-000627,-0.6295930502276922
ACH-000630,-0.7111389647428353
ACH-000631,-1.0026855939511377
ACH-000632,-0.6918204101371523
ACH-000633,-1.0943817788858703
ACH-000637,-0.6402322363072701
ACH-000638,-0.5328150172287217
ACH-000646,-0.5426756552861884
ACH-000647,-0.8688321602016462
ACH-000648,-0.455739219964365
ACH-000649,-0.7631410591656149
ACH-000651,-0.6866215093064726
ACH-000652,-0.9366807356477062
ACH-000653,-0.7031440514130131
ACH-000657,-0.7485805602314823
ACH-000658,-0.8788713179146964
ACH-000661,-0.5830672351778386
ACH-000662,-0.7813321584263434
ACH-000663,-0.7271726814833773
ACH-000665,-0.8559765703388782
ACH-000671,-0.7114610038360548
ACH-000672,-0.7053328174923917
ACH-000673,-0.93505554427083
ACH-000676,-0.7987902296427144
ACH-000677,-0.6415779860671528
ACH-000681,-0.6741501645996879
ACH-000683,-0.768493178913396
ACH-000684,-0.7197198508606385
ACH-000688,-0.7636000671124777
ACH-000693,-0.7848428052447542
ACH-000694,-0.8517767034933988
ACH-000695,-0.7674927717996493
ACH-000696,-0.9089343468858286
ACH-000697,-0.6372287316249492
ACH-000699,-0.6184757321505367
ACH-000701,-0.8617637216028621
ACH-000706,-0.7174046816638785
ACH-000711,-0.8383484495886164
ACH-000713,-0.7373065296332728
ACH-000714,-0.6374180351043218
ACH-000718,-0.8410066024831965
ACH-000720,-0.7044741358571062
ACH-000721,-0.9406729452241802
ACH-000724,-0.8930163588612356
ACH-000725,-0.4366733288525839
ACH-000732,-0.7671627288713672
ACH-000734,-0.7278311895029642
ACH-000735,-0.9739416469812504
ACH-000736,-0.8117790300346194
ACH-000738,-0.927739994460475
ACH-000746,-0.6898146708531037
ACH-000747,-0.9821317214842172
ACH-000748,-0.7512619613095773
ACH-000753,-0.8616699439709182
ACH-000756,-0.8988272675566947
ACH-000757,-0.7519258307291797
ACH-000758,-0.8973091993512486
ACH-000760,-0.8625379656557604
ACH-000762,-0.9103500785598878
ACH-000763,-0.7317893558503668
ACH-000764,-0.6745472664882065
ACH-000765,-0.8241098331696022
ACH-000766,-0.8075452376537594
ACH-000767,-0.8130985872737202
ACH-000768,-0.7933709496575535
ACH-000769,-0.8296829300961028
ACH-000770,-0.8341180673827502
ACH-000771,-0.5725153600173105
ACH-000773,-0.7814396771343852
ACH-000776,-0.7391842695809988
ACH-000777,-0.6253123385290619
ACH-000778,-0.7751006706090765
ACH-000781,-0.6741662092970131
ACH-000782,-0.7322894833125345
ACH-000783,-0.924577068043996
ACH-000784,-0.7838874856881928
ACH-000785,-0.8209566268015499
ACH-000787,-0.7385785383865757
ACH-000788,-0.9316578386214528
ACH-000791,-0.8308735166232604
ACH-000792,-0.6548777669492085
ACH-000794,-0.7183486938464776
ACH-000796,-0.9169136672629108
ACH-000798,-0.8452167962857899
ACH-000799,-0.6754741250257624
ACH-000800,-0.6040070726844441
ACH-000802,-0.9076164379281354
ACH-000804,-0.7999131362733459
ACH-000805,-0.5966603483066105
ACH-000809,-0.8955121004551205
ACH-000810,-0.8867054640612126
ACH-000811,-0.9113520571023012
ACH-000817,-0.6586484865163149
ACH-000819,-0.7919517669667079
ACH-000820,-1.0928461311850346
ACH-000821,-0.7839663403233443
ACH-000822,-0.925777963624728
ACH-000823,-0.7463809931045826
ACH-000824,-0.915263794727585
ACH-000827,-0.8013370895151648
ACH-000829,-0.8390136303938798
ACH-000831,-0.4556009513857354
ACH-000832,-0.9327140457491728
ACH-000833,-0.5749209384877638
ACH-000834,-0.7463439869515788
ACH-000835,-0.8088560787060202
ACH-000836,-1.0111663813524072
ACH-000837,-0.7102943800380142
ACH-000838,-0.7226862983604142
ACH-000839,-0.7910815171667929
ACH-000840,-0.9803196047892156
ACH-000841,-0.8524100235431987
ACH-000843,-0.7046413996021008
ACH-000846,-0.8273066763068012
ACH-000847,-1.0594592112573888
ACH-000848,-0.6970761063915911
ACH-000849,-0.8601170281626993
ACH-000851,-0.7986652217620954
ACH-000855,-0.9974546895680804
ACH-000856,-0.6998273871014249
ACH-000858,-0.7282849930678003
ACH-000859,-0.7153861893155731
ACH-000861,-0.5746703563831904
ACH-000862,-0.7999538028458911
ACH-000865,-0.7942271746616536
ACH-000866,-0.8383872547355536
ACH-000867,-0.8843494729663242
ACH-000869,-1.0206639464621603
ACH-000872,-0.7890062908536215
ACH-000873,-0.8908785492635934
ACH-000876,-0.4993123110903416
ACH-000878,-0.7377203587064755
ACH-000880,-0.848926325123028
ACH-000881,-0.5762467299625516
ACH-000882,-0.6875285507480794
ACH-000884,-0.8640382171516469
ACH-000885,-0.7796286283706356
ACH-000887,-0.8787407606737879
ACH-000889,-0.7252098549418176
ACH-000896,-0.6763247568855449
ACH-000898,-0.8047394656634829
ACH-000900,-0.7501782108432457
ACH-000901,-0.8350323640376847
ACH-000905,-0.8212056530339493
ACH-000906,-0.8011457088358197
ACH-000907,-1.0013957411923824
ACH-000910,-0.6826141220137419
ACH-000911,-0.7981139591216957
ACH-000912,-0.9072995823893729
ACH-000913,-0.6952035453542761
ACH-000915,-0.5231057674390543
ACH-000916,-0.6243643595142974
ACH-000917,-0.9128051638645028
ACH-000920,-0.5063588794894899
ACH-000921,-0.8981966458307928
ACH-000924,-0.8215312729783654
ACH-000926,-0.7519456104528438
ACH-000928,-0.6925448501825631
ACH-000929,-0.6943874626292511
ACH-000932,-0.7809724803045635
ACH-000935,-0.8330424720781558
ACH-000936,-0.7316807995139458
ACH-000937,-0.8084037811344043
ACH-000938,-0.7117917348617189
ACH-000939,-0.9120753029376508
ACH-000941,-0.8316168830615249
ACH-000943,-0.7387692970249672
ACH-000946,-0.8781733966163559
ACH-000947,-0.8190024734271383
ACH-000948,-0.5317082748008545
ACH-000950,-0.7956371311207001
ACH-000953,-0.7606566709672938
ACH-000954,-0.7638362301769516
ACH-000957,-0.8940025120412524
ACH-000958,-0.7590054260162773
ACH-000960,-0.8408743512993743
ACH-000963,-0.7993794567117825
ACH-000968,-0.7439445057327873
ACH-000969,-0.8802974500884022
ACH-000972,-0.8365851143690298
ACH-000973,-0.8960275459275165
ACH-000974,-0.8833278079818485
ACH-000978,-0.7551542997529817
ACH-000984,-0.8802808791627156
ACH-000986,-0.7436046702335251
ACH-000988,-0.7996425768902393
ACH-000993,-0.8538289714514902
ACH-000994,-0.6531212514436621
ACH-000996,-0.8031436607542546
ACH-001001,-0.903585994233328
ACH-001020,-1.1113460728176898
ACH-001028,-0.825340556944485
ACH-001031,-0.8649098301299372
ACH-001038,-0.8081622379459399
ACH-001048,-0.6977229730353699
ACH-001050,-0.976995035484761
ACH-001053,-0.710545599275364
ACH-001054,-0.6677376146784526
ACH-001061,-0.8466403443720262
ACH-001067,-0.6004436323096131
ACH-001075,-0.8024757730305272
ACH-001096,-0.8821920842352711
ACH-001111,-0.8951226544166119
ACH-001119,-0.7602482995851811
ACH-001128,-1.276113568001902
ACH-001134,-0.6709927315205689
ACH-001151,-0.8472497931722383
ACH-001163,-0.8117207060119331
ACH-001164,-0.8767848555836626
ACH-001183,-0.7911014947465276
ACH-001192,-0.9172033540574508
ACH-001193,-0.8429506762475183
ACH-001196,-0.8263452582684179
ACH-001197,-0.7414199791223635
ACH-001205,-0.8953132164877105
ACH-001211,-0.5232303471463515
ACH-001212,-1.0131249733867704
ACH-001228,-0.8044681431369676
ACH-001232,-1.0073959429325292
ACH-001239,-0.6952910782569849
ACH-001270,-0.7107683839548751
ACH-001274,-0.7166455681202829
ACH-001275,-0.7563475245356992
ACH-001277,-0.6701950307330534
ACH-001278,-0.7045840551512159
ACH-001280,-0.9760402114725316
ACH-001283,-0.8081883145031249
ACH-001289,-0.8285476041917635
ACH-001300,-0.6610581379246747
ACH-001301,-0.9976949235263488
ACH-001302,-0.7768672910054948
ACH-001306,-0.7945054060236278
ACH-001318,-0.9057630905243176
ACH-001322,-0.8140321703846742
ACH-001328,-0.7536832328644774
ACH-001332,-0.7508355644062926
ACH-001336,-0.962040159163464
ACH-001346,-0.8464825497319067
ACH-001353,-0.757051294502495
ACH-001354,-0.8571062199304779
ACH-001367,-0.6472295184225397
ACH-001368,-0.6864443882864601
ACH-001374,-1.3188222445655091
ACH-001377,-0.7293925768562765
ACH-001380,-0.8820517093300035
ACH-001391,-1.0574790408541583
ACH-001408,-0.6162994672135157
ACH-001430,-0.8596851516029328
ACH-001431,-0.7933115248466455
ACH-001450,-0.9666358467573364
ACH-001496,-0.7395664137829232
ACH-001500,-0.7995015647982369
ACH-001523,-0.6833543942402424
ACH-001532,-0.7148981103057741
ACH-001550,-0.9726634161823228
ACH-001552,-0.8698096800506078
ACH-001554,-0.6577083918205163
ACH-001654,-0.751066411071552
ACH-001735,-0.9248583286447284
ACH-001736,-0.9830721126432128
ACH-001737,-1.1943534185311546
ACH-001740,-1.039539870461209
ACH-001745,-1.161780977956704
ACH-001765,-0.8227742622700301
