,PDIK1L (149420)
ACH-000004,-0.05512744656338157
ACH-000005,0.23281477767415965
ACH-000007,0.04446537771556874
ACH-000009,-0.09735451093687608
ACH-000011,0.16258076199182972
ACH-000012,0.007561400838800634
ACH-000013,-0.0973411083827237
ACH-000014,-0.11327493166070593
ACH-000015,-0.12132818329775905
ACH-000017,0.04482319055683676
ACH-000018,-0.15236880436953168
ACH-000019,-0.03658031078316997
ACH-000021,-0.04694111904423391
ACH-000022,-0.11744570758136715
ACH-000025,0.07187451517369572
ACH-000028,0.029727695179771783
ACH-000030,-0.013269911073704559
ACH-000035,-0.17100860529084452
ACH-000036,0.044326626447335385
ACH-000037,-0.006322620654415195
ACH-000039,-0.22920158680447494
ACH-000040,-0.12973312875054144
ACH-000041,-0.04486980183798435
ACH-000042,0.05864300770836886
ACH-000045,-0.18923043517644264
ACH-000047,0.046008463481333466
ACH-000052,-0.08690620073651358
ACH-000053,-0.12177506299551186
ACH-000054,0.04683369633086035
ACH-000055,-0.34010556228200217
ACH-000060,-0.019266199532465986
ACH-000067,-0.20335487025510635
ACH-000070,0.020229963651855386
ACH-000075,-0.19587407033839765
ACH-000078,0.03616148389701576
ACH-000082,0.01739850223136677
ACH-000085,-0.14254959338019332
ACH-000086,-0.05115374304536456
ACH-000087,-0.020881981987271616
ACH-000092,-0.12067778742724353
ACH-000095,-0.13183853087195435
ACH-000097,0.018003692356594634
ACH-000098,-0.11626621862644212
ACH-000099,-0.1099291132832326
ACH-000108,0.07344155877100284
ACH-000113,0.045006322933781484
ACH-000116,-0.006694216429001946
ACH-000118,0.028853075796252087
ACH-000120,0.04836975171364235
ACH-000123,-0.06011192809575106
ACH-000127,-0.024847583273123062
ACH-000128,-0.0952004876929746
ACH-000132,-0.07139044809332583
ACH-000133,-0.16594281400606153
ACH-000137,-0.05194209703183962
ACH-000138,0.05188908461877618
ACH-000142,-0.09943303776938454
ACH-000143,-0.18002736523949894
ACH-000146,-0.04751363407183593
ACH-000148,-0.03472143486023686
ACH-000150,-0.08201163624506047
ACH-000152,-0.2118242750219486
ACH-000153,-0.2408839168819988
ACH-000159,-0.07303581112820373
ACH-000160,-0.1436925786994484
ACH-000163,-0.13065972862947148
ACH-000167,-0.24538591928634956
ACH-000168,-0.09558026654156396
ACH-000169,-0.0565951282740722
ACH-000178,-0.029457476838828118
