,GSTT2B (653689)
ACH-000255,-0.5684343166696182
ACH-000256,-0.5464385226246586
ACH-000257,-0.5142947668652974
ACH-000258,-0.4025177315084753
ACH-000259,-0.4320532877862819
ACH-000260,-0.5876913493352087
ACH-000261,-0.4662122499929063
ACH-000262,-0.4805067510274176
ACH-000263,-0.3556884888218838
ACH-000264,-0.5441147546622163
ACH-000265,-0.6222823148096758
ACH-000266,-0.4522000237709627
ACH-000272,-0.5205044535682618
ACH-000274,-0.4853982839156917
ACH-000277,-0.37303434077804176
ACH-000278,-0.6342861672102154
ACH-000279,-0.5455121767772866
ACH-000280,-0.6399762607092191
ACH-000281,-0.3416834875526925
ACH-000288,-0.5192895828440182
ACH-000291,-0.5463968840746579
ACH-000293,-0.5280126193701311
ACH-000294,-0.4280850979032757
ACH-000295,-0.4374130598273159
ACH-000296,-0.7529869054944898
ACH-000302,-0.6700618419827268
ACH-000304,-0.6278122228330266
ACH-000307,-0.3621774093014931
ACH-000308,-0.5543357005155239
ACH-000310,-0.2783176480662442
ACH-000311,-0.5254276274957026
ACH-000312,-0.5158236780197488
ACH-000315,-0.6078407695194774
ACH-000316,-0.4906372387838052
ACH-000317,-0.3879712364818848
ACH-000318,-0.4320217133652323
ACH-000319,-0.7296753356114988
ACH-000320,-0.5713740469830777
ACH-000322,-0.5296094066055326
ACH-000323,-0.726548713213847
ACH-000324,-0.4446835615069293
ACH-000329,-0.5287348598469862
ACH-000330,-0.5372289463231114
ACH-000331,-0.3416949754018153
ACH-000332,-0.4357957765857669
ACH-000334,-0.4885267693467211
ACH-000335,-0.7197455940461945
ACH-000336,-0.4877082490466192
ACH-000337,-0.5603691726681711
ACH-000338,-0.7611160991084343
ACH-000339,-0.5073131764417098
ACH-000341,-0.6552273187610564
ACH-000348,-0.5234537416910366
ACH-000350,-0.5345786443290631
ACH-000352,-0.4665293867836955
ACH-000356,-0.3460401081974754
ACH-000361,-0.5138597226442774
ACH-000362,-0.3621624997809194
ACH-000363,-0.4767657463528315
ACH-000364,-0.38679197473915217
ACH-000365,-0.4309689109562327
ACH-000366,-0.5571707260942057
ACH-000368,-0.5869875557157836
ACH-000374,-0.4221711727734055
ACH-000375,-0.4585999799375532
ACH-000376,-0.5381934579900778
ACH-000381,-0.4985808672842822
ACH-000383,-0.4195739808097464
ACH-000387,-0.4231246969947142
ACH-000389,-0.4283336318335729
ACH-000390,-0.4689424747589994
ACH-000393,-0.6384118333640663
ACH-000395,-0.7025399331023331
ACH-000396,-0.7122904657121718
ACH-000397,-0.5779618068049547
ACH-000401,-0.6614233338776234
ACH-000402,-0.408902308927411
ACH-000403,-0.6272361402137533
ACH-000404,-0.6362563178173192
ACH-000406,-0.4281394184777139
ACH-000407,-0.4140121198030192
ACH-000408,-0.4037235817240595
ACH-000410,-0.43870774836511306
ACH-000411,-0.4476053317541213
ACH-000414,-0.37544804782567787
ACH-000415,-0.4507317651769535
ACH-000416,-0.4280402800237133
ACH-000420,-0.5749088591928919
ACH-000421,-0.5761398444634442
ACH-000424,-0.41461091818324136
ACH-000425,-0.5119929933622459
ACH-000426,-0.5265861857904063
ACH-000427,-0.30871272937072936
ACH-000433,-0.7408926384889984
ACH-000435,-0.5630762837665322
ACH-000436,-0.5252467506019171
ACH-000444,-0.5298306058969307
ACH-000445,-0.3830672827447842
ACH-000448,-0.5479779923790761
ACH-000450,-0.4461083866008517
ACH-000452,-0.5527065593147484
ACH-000454,-0.5916105883734837
ACH-000458,-0.5407326574849765
ACH-000459,-0.4490175344915671
ACH-000460,-0.5446626542301459
ACH-000461,-0.5602238907923288
ACH-000463,-0.4285877858387908
ACH-000464,-0.3926037428586373
ACH-000466,-0.423141821014711
ACH-000467,-0.4625363926468752
ACH-000468,-0.4853923836103599
ACH-000469,-0.4988086638362255
ACH-000470,-0.5501913906419551
ACH-000471,-0.5476625671766818
ACH-000472,-0.4178727245053902
ACH-000473,-0.5442692116071935
ACH-000475,-0.5078037826743675
ACH-000476,-0.4583317721710019
ACH-000477,-0.6677718706242298
ACH-000479,-0.6090921734767193
ACH-000480,-0.5576506932520685
ACH-000481,-0.4625997719138584
ACH-000483,-0.5194620102693167
ACH-000484,-0.4473051325273634
ACH-000485,-0.4719404908107076
ACH-000486,-0.5793016013057426
ACH-000487,-0.4048421710662701
ACH-000488,-0.544103978021298
ACH-000490,-0.5184281299599026
ACH-000491,-0.5376370891717456
ACH-000495,-0.3789080262278822
ACH-000496,-0.5005070917099806
ACH-000499,-0.6376927470899793
ACH-000500,-0.4385320566659553
ACH-000502,-0.5548902300739248
ACH-000503,-0.7246947772438622
ACH-000505,-0.4965188460137296
ACH-000507,-0.531877038914398
ACH-000510,-0.6128151067349715
ACH-000511,-0.6315734595348282
ACH-000512,-0.5786622404591303
ACH-000516,-0.4643550883692149
ACH-000517,-0.5462793963433431
ACH-000518,-0.5805189240634453
ACH-000520,-0.5293757615295721
ACH-000521,-0.469452476577517
ACH-000522,-0.3863742403180954
ACH-000524,-0.4360438451680703
ACH-000527,-0.5978855919425363
ACH-000528,-0.6163014121740026
ACH-000537,-0.40694076483679104
ACH-000541,-0.3505730297625554
ACH-000542,-0.35590423989371883
ACH-000544,-0.5984883653935691
ACH-000545,-0.5565346671086288
ACH-000547,-0.502384333342631
ACH-000548,-0.4579202212594938
ACH-000549,-0.5593128625480419
ACH-000550,-0.4709799203056654
ACH-000552,-0.4711356603159324
ACH-000556,-0.4154371707690056
ACH-000557,-0.3806728109031767
ACH-000569,-0.4644033169886007
ACH-000570,-0.5841537779328273
ACH-000571,-0.4708121556522204
ACH-000573,-0.4861612126682432
ACH-000576,-0.3770909980796877
ACH-000579,-0.4159334843698824
ACH-000580,-0.5996904286057501
ACH-000584,-0.6182851884636125
ACH-000585,-0.3533633325443077
ACH-000588,-0.41430953419641625
ACH-000589,-0.5188008670859774
ACH-000591,-0.5224990431531793
ACH-000593,-0.501423437254379
ACH-000600,-0.4220007272385817
ACH-000601,-0.6356191651341108
ACH-000605,-0.5672129097494438
ACH-000606,-0.5740699511845816
ACH-000608,-0.5504420779059457
ACH-000614,-0.5151001845043648
ACH-000616,-0.5590004416962431
ACH-000618,-0.675392054589099
ACH-000619,-0.49456303326736206
ACH-000620,-0.3899435220711708
ACH-000621,-0.4728382674753932
ACH-000622,-0.48761069976101296
ACH-000623,-0.596124120965313
ACH-000624,-0.4580112648925415
ACH-000627,-0.5739799471141049
ACH-000630,-0.6310961487243032
ACH-000631,-0.7315283372812578
ACH-000632,-0.5859037133251604
ACH-000633,-0.5820948740347748
ACH-000637,-0.5862209961744747
ACH-000638,-0.6795853910519283
ACH-000646,-0.4384698546444231
ACH-000647,-0.6146413307123826
ACH-000648,-0.4964823214843242
ACH-000649,-0.4182020912158244
ACH-000651,-0.3728732623079152
ACH-000652,-0.5100744322374176
ACH-000653,-0.6200916853394092
ACH-000657,-0.482861111182502
ACH-000658,-0.5057658414858763
ACH-000661,-0.3722306835979223
ACH-000662,-0.4272408673058461
ACH-000663,-0.5624435431870679
ACH-000665,-0.6568624042607423
ACH-000671,-0.6596692399224676
ACH-000672,-0.3685480841728737
ACH-000673,-0.4709249981624015
ACH-000676,-0.5203967525449074
ACH-000677,-0.4594646771141837
ACH-000681,-0.5777142870738783
ACH-000683,-0.252658609595487
ACH-000684,-0.6604081067286315
ACH-000688,-0.3593038105671308
ACH-000693,-0.5185342375528108
ACH-000694,-0.6297648257792682
ACH-000695,-0.39331181611323535
ACH-000696,-0.5248893409958832
ACH-000697,-0.4863858784218832
ACH-000699,-0.4825712694999125
ACH-000701,-0.3482509154301468
ACH-000706,-0.6128806125567321
ACH-000711,-0.5524015126236714
ACH-000713,-0.471454745481369
ACH-000714,-0.6048290143369625
ACH-000718,-0.5968945607051832
ACH-000720,-0.5685611136627138
ACH-000721,-0.6485129674128612
ACH-000724,-0.4259768708782641
ACH-000725,-0.4721074814078425
ACH-000732,-0.636651606112492
ACH-000734,-0.4477097492782409
ACH-000735,-0.5448092391049301
ACH-000736,-0.5684542479867193
ACH-000738,-0.4031528750062341
ACH-000746,-0.5271732623981173
ACH-000747,-0.5640743040288347
ACH-000748,-0.5419760782775241
ACH-000753,-0.4217977132379907
ACH-000756,-0.6056038000572574
ACH-000757,-0.5697242631899458
ACH-000758,-0.5414675029614233
ACH-000760,-0.51569504745186
ACH-000762,-0.6244671700637534
ACH-000763,-0.4378488199116892
ACH-000764,-0.5650898502968525
ACH-000765,-0.4871251661320435
ACH-000766,-0.7065293293334161
ACH-000767,-0.457703522101104
ACH-000768,-0.5638511897040309
ACH-000769,-0.5157326482685909
ACH-000770,-0.42696722590381375
ACH-000771,-0.4811076498562939
ACH-000773,-0.6200675952609442
ACH-000776,-0.651032190685974
ACH-000777,-0.4942669654446139
ACH-000778,-0.773169203267269
ACH-000781,-0.6138486904224845
ACH-000782,-0.5413868697440376
ACH-000783,-0.38498202896584105
ACH-000784,-0.4727704821665595
ACH-000785,-0.3775669801167614
ACH-000787,-0.6578165696720858
ACH-000788,-0.4819369640485222
ACH-000791,-0.7423410321503987
ACH-000792,-0.5897784879603006
ACH-000794,-0.4383186157580081
ACH-000796,-0.3945451293657576
ACH-000798,-0.5661911435032968
ACH-000799,-0.7830186997157955
ACH-000800,-0.7200970281903181
ACH-000802,-0.5290978774416049
ACH-000804,-0.4172436200871708
ACH-000805,-0.4680915562944611
ACH-000809,-0.4380602800475985
ACH-000810,-0.6223508890029982
ACH-000811,-0.4576820642411946
ACH-000817,-0.5783118809925939
ACH-000819,-0.46116220816484704
ACH-000820,-0.5034526563958749
ACH-000821,-0.6839241908226321
ACH-000822,-0.4621164910527588
ACH-000823,-0.4254357138000562
ACH-000824,-0.43933835334489946
ACH-000827,-0.5139082877010237
ACH-000829,-0.5615316273132311
ACH-000831,-0.5838713915182678
ACH-000832,-0.4176487711124517
ACH-000833,-0.6842063417797934
ACH-000834,-0.4582340789002961
ACH-000835,-0.3802205633346492
ACH-000836,-0.5181089166437103
ACH-000837,-0.5710490638001293
ACH-000838,-0.44374045047431376
ACH-000839,-0.5882370425975958
ACH-000840,-0.5449054764019646
ACH-000841,-0.5649631327608612
ACH-000843,-0.5776127593402127
ACH-000846,-0.5432675047469254
ACH-000847,-0.3706562084138712
ACH-000848,-0.5682073473479983
ACH-000849,-0.3620159199834305
ACH-000851,-0.5009706791474821
ACH-000855,-0.5925556337169723
ACH-000856,-0.6331473087536325
ACH-000858,-0.5307035883320405
ACH-000859,-0.8676245773305491
ACH-000861,-0.6072482427349751
ACH-000862,-0.4576319581984316
ACH-000865,-0.5484993969136577
ACH-000866,-0.4619476932212475
ACH-000867,-0.4633775424924704
ACH-000869,-0.4172858226475499
ACH-000872,-0.5402042833001713
ACH-000873,-0.4770204565820376
ACH-000876,-0.5484342974519144
ACH-000878,-0.4127667447709448
ACH-000880,-0.5799469501364557
ACH-000881,-0.3435946360488583
ACH-000882,-0.5410634164902971
ACH-000884,-0.5049074431523018
ACH-000885,-0.5946989995828234
ACH-000887,-0.4856313174134286
ACH-000889,-0.5330963925238672
ACH-000896,-0.6045919908815474
ACH-000898,-0.5452340516545281
ACH-000900,-0.720957976573816
ACH-000901,-0.6949426469187456
ACH-000905,-0.4774481159275002
ACH-000906,-0.4217031119189144
ACH-000907,-0.6880881672642543
ACH-000910,-0.3841050738135079
ACH-000911,-0.4043419013950081
ACH-000912,-0.547458257669006
ACH-000913,-0.3591337765406921
ACH-000915,-0.47576462234703004
ACH-000916,-0.55314247196198
ACH-000917,-0.3277705702194778
ACH-000920,-0.5791823015730411
ACH-000921,-0.6667689730530946
ACH-000924,-0.6598255063526013
ACH-000926,-0.6542609748434223
ACH-000928,-0.4443681920817735
ACH-000929,-0.4441328542333159
ACH-000932,-0.590297800661183
ACH-000935,-0.4658038675151345
ACH-000936,-0.4636825839095346
ACH-000937,-0.4759789729788933
ACH-000938,-0.4619371103035957
ACH-000939,-0.6089803993577667
ACH-000941,-0.5170365504825742
ACH-000943,-0.4706164003391784
ACH-000946,-0.5675280704055854
ACH-000947,-0.5252632218526218
ACH-000948,-0.5138822035114662
ACH-000950,-0.5220265560654421
ACH-000953,-0.5358319847646813
ACH-000954,-0.7316626823147427
ACH-000957,-0.5994131239947674
ACH-000958,-0.533678138639026
ACH-000960,-0.5311173516395861
ACH-000963,-0.6306577966477983
ACH-000968,-0.4270005730770179
ACH-000969,-0.5422374666373061
ACH-000972,-0.4775120269472119
ACH-000973,-0.36594728307123797
ACH-000974,-0.3426401584615537
ACH-000978,-0.5494834481537414
ACH-000984,-0.4026132926305622
ACH-000986,-0.4848147710817544
ACH-000988,-0.4752928388694781
ACH-000993,-0.5358657799754241
ACH-000994,-0.434546169240182
ACH-000996,-0.5462558726287728
ACH-001001,-0.3996675194546412
ACH-001020,-0.5831797328563416
ACH-001028,-0.4470887448743585
ACH-001031,-0.4501328799826742
ACH-001038,-0.5983663057417844
ACH-001048,-0.5767632254515999
ACH-001050,-0.3841041428201302
ACH-001053,-0.5158222660064906
ACH-001054,-0.5462314965049826
ACH-001061,-0.4555052577936645
ACH-001067,-0.6321245352339373
ACH-001075,-0.554117630441358
ACH-001096,-0.6443069760108578
ACH-001111,-0.519740087918579
ACH-001119,-0.4712878968910424
ACH-001128,-0.5288909994443012
ACH-001134,-0.5203397849268208
ACH-001151,-0.4085752122324002
ACH-001163,-0.5086241326936605
ACH-001164,-0.7218239392057143
ACH-001183,-0.441482616109468
ACH-001192,-0.5372349689764943
ACH-001193,-0.6386566875885689
ACH-001196,-0.3798991622356885
ACH-001197,-0.517998775662798
ACH-001205,-0.2819360021160709
ACH-001211,-0.4491548055448797
ACH-001212,-0.6799732871081686
ACH-001228,-0.53580358394369
ACH-001232,-0.44102877592753664
ACH-001239,-0.5887550319540736
ACH-001270,-0.35456839602116924
ACH-001274,-0.4431720843157136
ACH-001275,-0.5188093502579204
ACH-001277,-0.3669231380524159
ACH-001278,-0.6768785113275017
ACH-001280,-0.4669903035269728
ACH-001283,-0.5655193046124172
ACH-001289,-0.5598374197840774
ACH-001300,-0.3938905065907185
ACH-001301,-0.3497672728484805
ACH-001302,-0.5571478847568296
ACH-001306,-0.5657407245172184
ACH-001318,-0.48673716835674397
ACH-001322,-0.3214119279452972
ACH-001328,-0.5197970214975286
ACH-001332,-0.676654589890647
ACH-001336,-0.6458950336791858
ACH-001346,-0.6577197126200256
ACH-001353,-0.4825979492091755
ACH-001354,-0.6461907828277426
ACH-001367,-0.6841270838462924
ACH-001368,-0.4821970858367867
ACH-001374,-0.7422921488274532
ACH-001377,-0.4101538453172574
ACH-001380,-0.41360581591858064
ACH-001391,-0.5521730924262284
ACH-001408,-0.5219351595424491
ACH-001430,-0.10890632195725712
ACH-001431,-0.4291652302509095
ACH-001450,-0.779023396195452
ACH-001496,-0.5478781603900363
ACH-001500,-0.6664873608561948
ACH-001523,-0.458620039421959
ACH-001532,-0.4691540835083362
ACH-001550,-0.43146129262499694
ACH-001552,-0.4470586411669532
ACH-001554,-0.5522297706269944
ACH-001654,-0.4536244989795459
ACH-001735,-0.4140148765915629
ACH-001736,-0.6145318259258212
ACH-001737,-0.4771295583187757
ACH-001740,-0.5695257469513557
ACH-001745,-0.4586246849816934
ACH-001765,-0.4637581988059794
