,PLA2R1 (22925)
ACH-000004,0.13579163696027075
ACH-000005,-0.262700572871229
ACH-000007,-0.04340306587176023
ACH-000009,-0.0005559488987919283
ACH-000011,0.15817709419233925
ACH-000012,-0.13903784230177152
ACH-000013,-0.045452227319849464
ACH-000014,-0.06105262323767247
ACH-000015,0.01032220184869803
ACH-000017,0.11150937006104887
ACH-000018,-0.02334500468405961
ACH-000019,-0.018005873661124945
ACH-000021,0.06324304359634593
ACH-000022,0.08419957585306807
ACH-000025,0.11282318160333868
ACH-000028,0.02020889410770757
ACH-000030,0.07344088854198362
ACH-000035,0.0007455415312697979
ACH-000036,-0.1725723291687046
ACH-000037,-0.011791777090862569
ACH-000039,0.1100681558773682
ACH-000040,0.04523217656351186
ACH-000041,-0.06363357224310211
ACH-000042,0.032298587603892814
ACH-000045,0.13549530855080366
ACH-000047,-0.05988773445727414
ACH-000052,-0.07239767278787265
ACH-000053,-0.07957467510808977
ACH-000054,-0.05863984180371187
ACH-000055,-0.1491379998374833
ACH-000060,-0.0035737113603001845
ACH-000067,-0.19228271976622566
ACH-000070,-0.02958097981243552
ACH-000075,0.05957218293147325
ACH-000078,-0.05028111212511639
ACH-000082,-0.014921786319112172
ACH-000085,0.03511366494038004
ACH-000086,-0.12085553914537504
ACH-000087,0.015606812326117391
ACH-000092,-0.022847466539206624
ACH-000095,-0.02743978225593597
ACH-000097,0.023180730267881332
ACH-000098,-0.06898937094539669
ACH-000099,-0.020555400168358325
ACH-000108,0.029970702118890937
ACH-000113,-0.12885628367835908
ACH-000116,0.03249281127828859
ACH-000118,0.030910446777134486
ACH-000120,-0.023225511523838088
ACH-000123,-0.04298060697610668
ACH-000127,0.09891559395110903
ACH-000128,0.05880904903564627
ACH-000132,-0.1959210581783827
ACH-000133,-0.08856542290549041
ACH-000137,0.017617882519949227
ACH-000138,-0.0014535253681354447
ACH-000142,-0.19619389861444889
ACH-000143,-0.1317561390305168
ACH-000146,0.027991270912757982
ACH-000148,0.10009022939143523
ACH-000150,-0.029185085045427817
ACH-000152,0.040290967529645685
ACH-000153,-0.05402470088062576
ACH-000159,-0.08479151936601781
ACH-000160,0.012454046579872282
ACH-000163,-0.05638392955440296
ACH-000167,0.04850850929333767
ACH-000168,0.1426044588143555
ACH-000169,0.07972313779617353
ACH-000178,0.035537831663511515
ACH-000183,0.04140484373770705
ACH-000188,0.11604816179152645
ACH-000189,-0.13318991644854586
ACH-000190,-0.13135699329708458
ACH-000198,-0.050198345443544144
ACH-000203,-0.2856696536971851
ACH-000204,-0.054009589347418514
ACH-000206,0.1142048430058772
ACH-000207,-0.09712051701992074
ACH-000208,0.1835619617366024
ACH-000210,-0.05175855350964944
ACH-000211,0.04858362816140017
ACH-000215,0.017679983550007432
ACH-000221,0.0129867307353041
ACH-000222,-0.030782276514820125
ACH-000223,-0.10410199887382167
ACH-000226,-0.12294972120669545
ACH-000227,-0.008210163805544141
ACH-000228,0.14410204548564093
ACH-000231,-0.05552507957406312
ACH-000232,0.0021808675507267138
ACH-000233,-0.02661441062103435
ACH-000234,-0.06869030757107024
ACH-000235,-0.04955960405134923
ACH-000237,-0.009676519876798573
ACH-000238,0.011988845160946044
ACH-000242,-0.20550536750461712
ACH-000243,-0.07098126533569579
ACH-000244,0.07828922938787973
ACH-000246,0.0829470947414696
ACH-000248,0.14739176489178255
ACH-000250,-0.0952390900351009
ACH-000251,0.07889116192587063
ACH-000252,0.08423075426219175
ACH-000253,-0.04719088375305679
ACH-000255,0.05011661881494831
ACH-000256,0.0858914777872845
ACH-000257,0.1302571270630028
ACH-000258,0.11159829926822314
ACH-000259,0.032050635044524434
ACH-000260,-0.06431653920955989
ACH-000261,0.06830105020095542
ACH-000262,0.16908437720257732
ACH-000263,0.11439714629919336
ACH-000264,0.024352014347876923
ACH-000265,-0.022645322433598084
ACH-000266,-0.014162861276948881
ACH-000272,-0.06274268833157969
ACH-000274,-0.05109986276436148
ACH-000277,-0.006291377710954975
ACH-000278,-0.02957644441067752
ACH-000279,-0.10689927047309104
ACH-000280,-0.08477284904384018
ACH-000281,0.04752264481853514
ACH-000288,-0.039837063349731236
ACH-000291,-0.03580595364362432
ACH-000293,0.010918590510543709
ACH-000294,0.03539319018701891
ACH-000295,0.05782580574069385
ACH-000296,0.03702283159420562
ACH-000302,-0.08259040751698084
ACH-000304,-0.06550983459908756
ACH-000307,-0.07433057928814045
ACH-000308,0.0477981536594922
ACH-000310,0.09452273261266077
ACH-000311,-0.10145786386636607
ACH-000312,-0.10240537351068102
ACH-000315,0.17841756089165908
ACH-000316,0.02334076194944091
ACH-000317,-0.10984476765693324
ACH-000318,0.03448891850917237
ACH-000319,0.026142094242607317
ACH-000320,-0.13843723853011838
ACH-000322,-0.00339970536396831
ACH-000323,0.084177345322473
ACH-000324,0.00855894917041717
ACH-000329,0.07338927498526314
ACH-000330,-0.07737088445378434
ACH-000331,0.004696254334054003
ACH-000332,-0.002509035330327757
ACH-000334,-0.027206276540915963
ACH-000335,0.024679401359477576
ACH-000336,-0.1988292198970808
ACH-000337,-0.12131206425872867
ACH-000338,-0.6376801996568267
ACH-000339,-0.01210594765155631
ACH-000341,0.02957504528567573
ACH-000348,-0.010224506723812213
ACH-000350,-0.14078437181112896
ACH-000352,0.05416143625651584
ACH-000356,-0.02323465009084188
ACH-000361,-0.18894640594547613
ACH-000362,-0.07271399492589667
ACH-000363,-0.03624907193263741
ACH-000364,0.049118002330688665
ACH-000365,-0.04354769518073776
ACH-000366,-0.008258222661466795
ACH-000368,0.016700362159277917
ACH-000374,-0.039675286574360084
ACH-000375,0.085727780473176
ACH-000376,-0.12036568619684927
ACH-000381,0.023758810941690744
ACH-000383,-0.07095311557988397
ACH-000387,-0.002147537322740119
ACH-000389,0.04679552474901714
ACH-000390,-0.08047771790586775
ACH-000393,-0.015134875225434746
ACH-000395,-0.092062282685704
ACH-000396,0.16475259266930986
ACH-000397,-0.03810555851377631
ACH-000401,0.08768176223248428
ACH-000402,-0.16756284664674234
ACH-000403,-0.13231181685628934
ACH-000404,0.13479405347770598
ACH-000406,-0.009229981169316864
ACH-000407,-0.10331277781859208
ACH-000408,-0.06451980960449392
ACH-000410,-0.11210411572612976
ACH-000411,-0.05824139464157544
ACH-000414,-0.007108604028500547
ACH-000415,-0.251673744024035
ACH-000416,0.03984616967194768
ACH-000420,-0.0957284827475727
ACH-000421,0.04760230085629085
ACH-000424,0.019743661240015604
ACH-000425,-0.030924546791805136
ACH-000426,0.07449536776987406
ACH-000427,0.10216612849756672
ACH-000433,0.16078540683377893
ACH-000435,0.10094688271242988
ACH-000436,-0.08497903009786588
ACH-000444,0.01788139873015303
ACH-000445,0.0028854096436274203
ACH-000448,0.0894799379824264
ACH-000450,-0.0391027870969768
ACH-000452,0.039545975224824295
ACH-000454,-0.05459859139403065
ACH-000458,0.03468364266374877
ACH-000459,0.036769289898927485
ACH-000460,0.05026357741913599
ACH-000461,-0.01562346640060572
ACH-000463,-0.00620678200530456
ACH-000464,-0.07647266504707237
ACH-000466,-0.04168295967046512
ACH-000467,-0.13237605416302012
ACH-000468,-0.09222892976383576
ACH-000469,0.002345794103398845
ACH-000470,-0.024920685032695667
ACH-000471,0.057335065784276426
ACH-000472,0.017699363624879366
ACH-000473,-0.006785356067082415
ACH-000475,-0.020313812526935524
ACH-000476,-0.02002723278676509
ACH-000477,0.09849509757353674
ACH-000479,0.15425396821740595
ACH-000480,-0.1252148044146987
ACH-000481,0.009171446071920386
ACH-000483,-0.0630213931649958
ACH-000484,-0.14156045412648371
ACH-000485,0.046123616986477586
ACH-000486,-0.0030179926476878523
ACH-000487,0.06222519116048975
ACH-000488,-0.14327360000044864
ACH-000490,0.0948287543010772
ACH-000491,-0.037903082034868814
ACH-000495,-0.011734469067031263
ACH-000496,-0.11849591136305182
ACH-000499,0.106680137230278
ACH-000500,0.08608726774495447
ACH-000502,-0.08941863342709667
ACH-000503,-0.1746338628575425
ACH-000505,-0.008340418235275137
ACH-000507,-0.0016742952472672279
ACH-000510,-0.08822499365358366
ACH-000511,0.09838549122530232
ACH-000512,0.01595319487823725
ACH-000516,-0.13838927987621527
ACH-000517,0.10506227634333598
ACH-000518,-0.03926476700236809
ACH-000520,-0.032532972531291365
ACH-000521,-0.07564935523729541
ACH-000522,-0.04540743170424298
ACH-000524,0.14783242627290788
ACH-000527,0.06968959132851152
ACH-000528,-0.03135144461989558
ACH-000537,0.035694368297697204
ACH-000541,-0.020371318436586232
ACH-000542,0.0585771345698028
ACH-000544,0.13925703604204398
ACH-000545,-0.06389118861440236
ACH-000547,-0.06969019334539353
ACH-000548,0.10162085525883456
ACH-000549,-0.014578366452720943
ACH-000550,-0.0060418903653373605
ACH-000552,-0.12683874994027988
ACH-000556,0.028547016555826175
ACH-000557,-0.05384869535509807
ACH-000569,0.035519610415174346
ACH-000570,0.02729177159387696
ACH-000571,0.0965776475355432
ACH-000573,-0.07182776414505437
ACH-000576,0.01373883684376209
ACH-000579,-0.17800822185617096
ACH-000580,-0.13461321615125854
ACH-000584,-0.08661708669458269
ACH-000585,-0.0029304670484880365
ACH-000588,0.10276046791917384
ACH-000589,0.10281876224545172
ACH-000591,-0.03131241028422852
ACH-000593,0.01730749346593104
ACH-000600,0.027607033048547724
ACH-000601,-0.02570242911970563
ACH-000605,0.039023108620728664
ACH-000606,-0.23154092004052754
ACH-000608,-0.015031915127793791
ACH-000614,-0.01620033335136715
