,GTF3C4 (9329)
ACH-000004,-0.5969527150769529
ACH-000005,-0.7227757775691378
ACH-000007,-0.44654850785859146
ACH-000009,-0.4837271418690265
ACH-000011,-0.6150954916471446
ACH-000012,-0.5058994812738151
ACH-000013,-0.4182902147795341
ACH-000014,-0.6088634524010317
ACH-000015,-0.6858822984614641
ACH-000017,-0.4592796008027654
ACH-000018,-0.6151894180918988
ACH-000019,-0.2452636024412396
ACH-000021,-0.5826271801697354
ACH-000022,-0.5358660134772791
ACH-000025,-0.5709177785125986
ACH-000028,-0.3540408139708105
ACH-000030,-0.3750377755845436
ACH-000035,-0.595270485834551
ACH-000036,-0.4233771087127264
ACH-000037,-0.4552397770800789
ACH-000039,-0.5987532575536944
ACH-000040,-0.533940740487656
ACH-000041,-0.4079750915507555
ACH-000042,-0.5578801293942997
ACH-000045,-0.4734977988663794
ACH-000047,-0.4486780502822012
ACH-000052,-0.6865894424452047
ACH-000053,-0.37941887764897575
ACH-000054,-0.5101703089236782
ACH-000055,-0.8103836161751954
ACH-000060,-0.5844224120368144
ACH-000067,-0.6517729275413223
ACH-000070,-0.4740616108030389
ACH-000075,-0.6040360066967317
ACH-000078,-0.05911198923687125
ACH-000082,-0.4291725683303553
ACH-000085,-0.8099081449765791
ACH-000086,-0.5674793265384623
ACH-000087,-0.42507404228657397
ACH-000092,-0.3508224869776765
ACH-000095,-0.23618109455634376
ACH-000097,-0.29204706805447417
ACH-000098,-0.7214078019426029
ACH-000099,-0.431441354138322
ACH-000108,-0.7100797382760737
ACH-000113,-0.3995404484522731
ACH-000116,-0.39209971093148
ACH-000118,-0.5778292476978358
ACH-000120,-0.35119487981670217
ACH-000123,-0.5449529733761457
ACH-000127,-0.4639751536130839
ACH-000128,-0.4625745294037354
ACH-000132,-0.6551634509837715
ACH-000133,-0.5655904871662332
ACH-000137,-0.6245915111015
ACH-000138,-0.5133884090216537
ACH-000142,-0.3050287424292281
ACH-000143,-0.4634530923775877
ACH-000146,-0.3613045818750273
ACH-000148,-0.5696204997828213
ACH-000150,-0.4282520365943565
ACH-000152,-0.4215376871140666
ACH-000153,-0.6271027437210744
ACH-000159,-0.4636888805230221
ACH-000160,-0.11224222453045228
ACH-000163,-0.5131456149110241
ACH-000167,-0.2987171590741028
ACH-000168,-0.7596370324464631
ACH-000169,-0.44559141702596
ACH-000178,-0.6529769507050636
ACH-000183,-0.8140899914737969
ACH-000188,-0.2205979894086047
ACH-000189,-0.653199976968041
ACH-000190,-0.3924299945600948
ACH-000198,-0.4002875077587668
ACH-000203,-0.3871107666366448
ACH-000204,-0.4450292880608875
ACH-000206,-0.5723162036712842
ACH-000207,-0.3787871105982113
ACH-000208,-1.1089995511897697
ACH-000210,-0.2443091090043641
ACH-000211,-0.4258740614769299
ACH-000215,-0.4170750573608664
ACH-000221,-0.4734590053379032
ACH-000222,-0.40996968787481736
ACH-000223,-0.42272590921869824
ACH-000226,-0.5064841366180054
ACH-000227,-0.2527977123316318
ACH-000228,-0.7342811271909011
ACH-000231,-0.5512989278360019
ACH-000232,-0.4133212586635493
ACH-000233,-0.5077335385234624
