,STRADA (92335)
ACH-000004,-0.16521791131270927
ACH-000005,0.3194534020703041
ACH-000007,0.07726619173394865
ACH-000009,-0.2021702661626052
ACH-000011,-0.10827576400765823
ACH-000012,0.01314799562793415
ACH-000013,0.01280553424139966
ACH-000014,-0.1053666925272716
ACH-000015,-0.07590751954200985
ACH-000017,-0.1227259003794104
ACH-000018,-0.1994052670412248
ACH-000019,-0.2439066334755969
ACH-000021,-0.11097015266355513
ACH-000022,-0.05058678176987237
ACH-000025,-0.0900817576260606
ACH-000028,-0.19372184803402007
ACH-000030,-0.08723669831654493
ACH-000035,0.015158847236139328
ACH-000036,-0.15943296363858192
ACH-000037,-0.2126301382201118
ACH-000039,-0.06246307710719401
ACH-000040,-0.24266219493949745
ACH-000041,-0.002394069656985641
ACH-000042,-0.12049792945584825
ACH-000045,-0.3038293506144105
ACH-000047,-0.2531544028186089
ACH-000052,-0.09941608749948024
ACH-000053,-0.12412403535398706
ACH-000054,-0.21051137504491255
ACH-000055,-0.2208499021822162
ACH-000060,-0.16742944903608598
ACH-000067,-0.1842955945348121
ACH-000070,0.09850208995361756
ACH-000075,-0.26551063388974433
ACH-000078,-0.2261784194144428
ACH-000082,-0.24024349576413576
ACH-000085,-0.31201086334006545
ACH-000086,-0.1964330867647405
ACH-000087,-0.032916054812443016
ACH-000092,-0.16641213164376129
ACH-000095,-0.1576723134844776
ACH-000097,0.0219388244017418
ACH-000098,-0.2353642293363085
ACH-000099,-0.0613978012785391
ACH-000108,-0.1690571496881887
ACH-000113,-0.2959889887720696
ACH-000116,-0.26610226979196594
ACH-000118,-0.1119374320566306
ACH-000120,-0.17371691583287546
ACH-000123,0.09269112331302594
ACH-000127,-0.08393003486410475
ACH-000128,-0.0022852094251170785
ACH-000132,-0.037946788366761165
ACH-000133,-0.1869522296216496
ACH-000137,-0.07704939183092986
ACH-000138,-0.2757385132298131
ACH-000142,-0.2820104994335675
ACH-000143,0.13705570613005738
ACH-000146,-0.16615912790451445
ACH-000148,-0.1048602960929756
ACH-000150,-0.05895267812251185
ACH-000152,-0.23937028471219485
ACH-000153,0.2657278179887493
ACH-000159,-0.14525255817528945
ACH-000160,0.01718100530381945
ACH-000163,-0.21347127124595905
ACH-000167,-0.4773728748587646
ACH-000168,-0.07812552183462175
ACH-000169,-0.08547242919106827
ACH-000178,-0.049157130295139934
ACH-000183,0.0001313805017491433
ACH-000188,-0.13187386157210176
ACH-000189,-0.2606315745414136
ACH-000190,-0.22133867469174734
ACH-000198,-0.3093672316675855
ACH-000203,0.3488931125234701
ACH-000204,-0.0023486762082094905
ACH-000206,-0.04403882866630485
ACH-000207,0.011038310993467988
ACH-000208,-0.10335603105111923
ACH-000210,0.13659350090217118
ACH-000211,-0.09286901208296043
ACH-000215,-0.1231896263208559
ACH-000221,-0.05988907730026185
ACH-000222,-0.07053688939316984
ACH-000223,-0.0554803742807144
ACH-000226,0.041597842592639
ACH-000227,-0.2857693181199212
ACH-000228,-0.05433149011058328
ACH-000231,-0.21626004078229585
ACH-000232,0.01881675246498278
ACH-000233,-0.07458707848116759
ACH-000234,-0.10136033160270233
ACH-000235,-0.13723586908466512
ACH-000237,-0.16961160084402468
ACH-000238,-0.360105820370476
ACH-000242,-0.030276149479037926
ACH-000243,-0.2306583302467917
ACH-000244,-0.1209801725612722
ACH-000246,-0.12185494602939036
ACH-000248,-0.2594350512203176
ACH-000250,-0.07361579734185704
ACH-000251,-0.08105351633113522
ACH-000252,-0.2443804024899741
ACH-000253,-0.09676715730430034
ACH-000255,-0.19621006142314776
ACH-000256,-0.1682633416955336
ACH-000257,0.016063100768539673
ACH-000258,-0.20068146491259825
ACH-000259,-0.028836655757089043
ACH-000260,-0.08063735562012805
ACH-000261,0.03388020249704029
ACH-000262,-0.1587064970041946
ACH-000263,-0.2712176494520381
ACH-000264,-0.10337581035800204
ACH-000265,-0.13705786830480585
ACH-000266,-0.03990027596950435
ACH-000272,-0.0815787923306268
ACH-000274,-0.1589803932396328
ACH-000277,-0.0862461630225535
ACH-000278,-0.0541438783198684
ACH-000279,-0.22730360742442066
ACH-000280,-0.1171573591468044
ACH-000281,-0.14501182418371056
ACH-000288,-0.21939378730349954
