,CTTNBP2NL (55917)
ACH-000004,0.11505710943910825
ACH-000005,-0.14572059782074978
ACH-000007,-0.30491370835017256
ACH-000009,0.01006252320711578
ACH-000011,-0.02588234621456413
ACH-000012,-0.13771532385373278
ACH-000013,0.009173638666253864
ACH-000014,-0.07573047567755446
ACH-000015,0.01608197356993346
ACH-000017,0.02147249815939395
ACH-000018,0.07011388440168376
ACH-000019,0.07397744990195361
ACH-000021,-0.021436878637498897
ACH-000022,0.005665119485440909
ACH-000025,-0.13987537088872692
ACH-000028,-0.13799206486094748
ACH-000030,-0.09248282365357248
ACH-000035,-0.20315276248410846
ACH-000036,-0.012861943674143778
ACH-000037,-0.011501421905714905
ACH-000039,-0.10144207054083892
ACH-000040,0.04304578535295955
ACH-000041,-0.04875782696524949
ACH-000042,0.01022425693737427
ACH-000045,0.1302466818476924
ACH-000047,-0.12041707352215032
ACH-000052,0.103397520725639
ACH-000053,-0.0015647259678547966
ACH-000054,-0.16517723717681285
ACH-000055,0.1193375258167294
ACH-000060,-0.19601823223508066
ACH-000067,-0.012957085009785136
ACH-000070,0.008095796945357376
ACH-000075,-0.024636966810705204
ACH-000078,0.04359735904044745
ACH-000082,0.022458333391172258
ACH-000085,-0.07625200022961005
ACH-000086,-0.03833265715361918
ACH-000087,0.07239610280058982
ACH-000092,-0.05122157878127672
ACH-000095,-0.024947630330901385
ACH-000097,-0.05063816368239843
ACH-000098,-0.006386847700622254
ACH-000099,0.036510805277523116
ACH-000108,-0.14094593779206727
ACH-000113,-0.0645791125016326
ACH-000116,0.10640884898644064
ACH-000118,-0.06337224824671027
ACH-000120,0.25008690039997994
ACH-000123,-0.051241197028703694
ACH-000127,-0.09708565233682546
ACH-000128,-0.017398533255455137
ACH-000132,-0.1247720217382058
ACH-000133,0.02210952146160941
ACH-000137,-0.15627178443848794
ACH-000138,-0.08667197924872927
ACH-000142,-0.028961620518422725
ACH-000143,-0.01093077943398723
ACH-000146,0.017972755480078553
ACH-000148,0.0460527505987857
ACH-000150,0.08258768916806332
ACH-000152,-0.14708524840555112
ACH-000153,-0.05591325533951963
ACH-000159,-0.0438216594870964
ACH-000160,0.04037080111973496
ACH-000163,-0.09096619015787168
ACH-000167,0.0960947691784282
ACH-000168,0.04681441646282571
ACH-000169,-0.16093676306855675
ACH-000178,0.1404172731818734
ACH-000183,0.09167092066150516
ACH-000188,0.005516734043104664
ACH-000189,0.031720919696578184
ACH-000190,-0.05929233726083617
ACH-000198,-0.09037837349095612
ACH-000203,-0.14308169849773836
ACH-000204,-0.017886472829626562
ACH-000206,-0.07382515182529469
ACH-000207,-0.02814201151492079
ACH-000208,0.0319979181740258
ACH-000210,0.12975261461923576
ACH-000211,-0.01815482949245784
ACH-000215,-0.13522939362506564
ACH-000221,0.12309585644147066
ACH-000222,0.01073998327441864
ACH-000223,-0.07351309489640774
ACH-000226,0.008769622007252162
ACH-000227,-0.1576186945019452
ACH-000228,0.09982694622416376
ACH-000231,0.0009058336192702576
ACH-000232,0.032053672981407724
ACH-000233,0.12801908260838885
ACH-000234,-0.16211959741265072
ACH-000235,-0.05804012314121097
ACH-000237,0.024536517723594425
ACH-000238,-0.2192193907285395
ACH-000242,0.0005671480260619597
ACH-000243,-0.0752447977477499
ACH-000244,0.0903350566688748
ACH-000246,-0.06398562334472475
ACH-000248,0.09409437493850667
ACH-000250,0.024745674112282973
ACH-000251,-0.24629018032846284
ACH-000252,-0.17063084426897446
ACH-000253,-0.09829797342525674
ACH-000255,-0.0979769375506858
ACH-000256,-0.04693364654578612
ACH-000257,-0.15517898298692695
ACH-000258,0.062291164316669076
ACH-000259,0.05468575248386343
ACH-000260,0.04807612272703305
ACH-000261,-0.04597164162614526
ACH-000262,-0.1823529752712325
ACH-000263,-0.0022429171527079306
ACH-000264,-0.040312401586352915
ACH-000265,0.03208873611172304
ACH-000266,-0.0037769595550295842
ACH-000272,-0.03852035733431182
ACH-000274,0.017156918006027814
ACH-000277,-0.11149815831717363
ACH-000278,-0.03735921598454959
ACH-000279,-0.026435809319286057
ACH-000280,-0.000903602417324408
ACH-000281,0.11457113026881295
ACH-000288,-0.057999776493068915
ACH-000291,0.01006069603089076
ACH-000293,-0.12466780135952026
ACH-000294,-0.1562104696080851
ACH-000295,0.07489060042808439
