,ACTC1 (70)
ACH-000004,0.05415086340469688
ACH-000005,-0.2611746775185529
ACH-000007,-0.1249508832791499
ACH-000009,-0.0395858921779016
ACH-000011,-0.019312000203964067
ACH-000012,-0.013095380879257565
ACH-000013,0.1822125683363537
ACH-000014,-0.20376448615188952
ACH-000015,0.11740233544823467
ACH-000017,-0.02654481869760581
ACH-000018,-0.11123470034267363
ACH-000019,-0.038470934709289695
ACH-000021,-0.0941540755589657
ACH-000022,-0.03426130252340991
ACH-000025,-0.14950869079522802
ACH-000028,-0.062342045998495764
ACH-000030,0.03986949572018137
ACH-000035,-0.07527444740060188
ACH-000036,0.03081556711747168
ACH-000037,-0.036499984500150205
ACH-000039,0.11320455163805085
ACH-000040,-0.09393584254951788
ACH-000041,0.20361894685371484
ACH-000042,0.012288891857023091
ACH-000045,-0.059878802180118984
ACH-000047,-0.01441442596011636
ACH-000052,0.12142568342249395
ACH-000053,-0.11231153866584692
ACH-000054,-0.10259423900802593
ACH-000055,0.06693820231917166
ACH-000060,0.00317033909684357
ACH-000067,-0.0672219552401304
ACH-000070,-0.2784178910475697
ACH-000075,-0.0966827795573228
ACH-000078,-0.0241361003615294
ACH-000082,0.12303166972360967
ACH-000085,0.12120942020033974
ACH-000086,-0.0974242415717264
ACH-000087,0.2449116266683011
ACH-000092,-0.16724251976437146
ACH-000095,0.030963386652834476
ACH-000097,-0.0049273604543366295
ACH-000098,0.1112813401066106
ACH-000099,0.07847312869116924
ACH-000108,0.07709443506352938
ACH-000113,-0.08832279222868349
ACH-000116,-0.026033782057317958
ACH-000118,-0.00587570627376254
ACH-000120,-0.05097047449424877
ACH-000123,-0.12285110532251806
ACH-000127,-0.10308822703448016
ACH-000128,-0.20582623918248472
ACH-000132,-0.20740821777286325
ACH-000133,-0.05664150283187808
ACH-000137,0.0687130302701568
ACH-000138,-0.014370296154126444
ACH-000142,0.10271965596321014
ACH-000143,0.11038055895702396
ACH-000146,-0.10611769945454932
ACH-000148,-0.03116564631564933
ACH-000150,-0.03460273847731882
ACH-000152,0.02676677472027757
ACH-000153,0.20554149816649825
ACH-000159,0.015007327993010643
ACH-000160,-0.13539299067663166
ACH-000163,0.03861049277403002
ACH-000167,0.2436678760939213
ACH-000168,-0.17662797111465242
ACH-000169,-0.06451118756690706
ACH-000178,0.032096437598115896
ACH-000183,-0.06858560687663794
ACH-000188,-0.1918376062311812
ACH-000189,-0.026135724233751427
ACH-000190,0.21772929784153647
ACH-000198,-0.0780634715887345
ACH-000203,-0.10507250441084943
ACH-000204,-0.033347200210846945
ACH-000206,-0.038955266502206036
ACH-000207,-0.17498641385580613
ACH-000208,-0.09652854342515853
ACH-000210,0.191056459370985
ACH-000211,-0.05088993464930887
ACH-000215,-0.005044542327141618
ACH-000221,-0.16380244828901347
ACH-000222,-0.09051918762658492
ACH-000223,-0.09600627932068327
ACH-000226,-0.10425503890969892
ACH-000227,-0.026599627303554425
ACH-000228,-0.10087021556150952
ACH-000231,-0.03388803022490172
ACH-000232,-0.016650682832751517
ACH-000233,-0.0011299599914542146
ACH-000234,-0.02279828461169621
ACH-000235,-0.1224769206306548
ACH-000237,0.027527146116802605
ACH-000238,0.028021757667271257
ACH-000242,-0.4642127716966698
ACH-000243,-0.15339172366956513
ACH-000244,0.059067244866140164
ACH-000246,-0.197045486579552
ACH-000248,-0.16818198505361964
ACH-000250,-0.11070750481027143
ACH-000251,-0.027118109560499152
ACH-000252,0.16021582423041872
ACH-000253,0.05584204914625753
ACH-000255,-0.05633152297091545
ACH-000256,0.00995497925581197
ACH-000257,-0.07634226308412143
ACH-000258,-0.3292524870899102
ACH-000259,0.042012682629533615
ACH-000260,-0.10901360834227383
ACH-000261,0.0018135576897102504
ACH-000262,-0.027938340628666
ACH-000263,0.2245779600362554
ACH-000264,-0.003984301068831358
ACH-000265,-0.14715250201374694
ACH-000266,-0.06597593898998423
ACH-000272,0.03863550915881376
ACH-000274,0.07409350204294994
ACH-000277,0.12219653338528362
ACH-000278,0.07958543408790551
ACH-000279,-0.037705710317317336
ACH-000280,0.00860893229164833
ACH-000281,0.012496845688920708
ACH-000288,0.0663638421311252
ACH-000291,-0.006610482976039723
ACH-000293,-0.027629629709311505
ACH-000294,0.0035202532427704328
ACH-000295,-0.06212273139847624
ACH-000296,-0.07177233687806114
ACH-000302,-0.1794465047334164
ACH-000304,0.029585446511636183
ACH-000307,-0.052501783997449966
ACH-000308,0.055949839912370514
ACH-000310,-0.05348905569542572
ACH-000311,-0.1777116575518637
ACH-000312,-0.08680683831103103
ACH-000315,0.17512729343593322
ACH-000316,-0.08026976401472502
ACH-000317,0.026362419886837636
ACH-000318,-0.03812125387692021
ACH-000319,0.12016022300901187
ACH-000320,-0.0946788646171718
ACH-000322,0.06528251455671835
ACH-000323,0.07274183442691035
ACH-000324,0.05040931737518715
ACH-000329,-0.029526511260589475
ACH-000330,0.010248081239670291
ACH-000331,-0.2986901978341138
ACH-000332,-0.01810179121568696
ACH-000334,0.043186927595994906
ACH-000335,0.02441268993260515
ACH-000336,0.17054813522369927
ACH-000337,-0.02593564240339058
ACH-000338,-0.8381943441444145
ACH-000339,-0.009821649016766654
ACH-000341,-0.10887389794694496
ACH-000348,0.08526434051953004
ACH-000350,-0.00047817341492249597
ACH-000352,0.044247796468988916
ACH-000356,-0.0636911898490288
ACH-000361,-0.013812241168043731
ACH-000362,-0.06966021338261548
ACH-000363,0.006980234392338655
ACH-000364,-0.055909378739161686
ACH-000365,0.0508283051370927
ACH-000366,0.06512674029140451
ACH-000368,-0.06766316002260844
ACH-000374,-0.06081783075428224
ACH-000375,-0.1889285796357197
ACH-000376,-0.04579386220043946
ACH-000381,0.0573548025008425
ACH-000383,-0.030346293594258982
ACH-000387,0.12002400167207378
ACH-000389,0.2466334271879799
ACH-000390,-0.024129170229915318
ACH-000393,-0.26459649463162394
ACH-000395,0.06395083686591907
ACH-000396,-0.13516926545095276
ACH-000397,0.04071512742635645
ACH-000401,-0.2578698215820306
ACH-000402,0.2080445328171762
ACH-000403,-0.07207276655425097
ACH-000404,-0.2453315864669605
ACH-000406,0.03620884457599791
ACH-000407,0.00013367430742924907
ACH-000408,-0.08654710580918443
ACH-000410,0.03273931650003694
ACH-000411,-0.0418332409031293
ACH-000414,0.0029072962417485172
ACH-000415,-0.012832178236762056
ACH-000416,-0.15471295740224925
ACH-000420,-0.09478870275458616
ACH-000421,-0.011182765778833564
ACH-000424,-0.09279501116137023
ACH-000425,0.07092458233830018
ACH-000426,-0.18234583209106947
ACH-000427,-0.13826770695047788
ACH-000433,0.16867306047511085
ACH-000435,-0.27509553077081383
ACH-000436,0.037910369295583
ACH-000444,0.112620395113847
ACH-000445,-0.14652255070301715
ACH-000448,0.04861863663183244
ACH-000450,0.12689517539510511
ACH-000452,-0.09813064200299623
ACH-000454,-0.04311356779997259
ACH-000458,-0.02354425932512916
ACH-000459,0.0961556651533486
ACH-000460,-0.13169874731819184
ACH-000461,-0.017574206537457688
ACH-000463,-0.06601221668792727
ACH-000464,-0.11026374419179083
ACH-000466,-0.21620615306659025
ACH-000467,-0.10680513635119324
ACH-000468,-0.08369363343314934
ACH-000469,0.1480656724495405
ACH-000470,-0.1982322206901253
ACH-000471,-0.10896714171095524
ACH-000472,-0.006967909693536675
ACH-000473,0.02559539699279209
ACH-000475,0.07578184400905448
ACH-000476,0.09905860155101127
ACH-000477,-0.1079757471647442
ACH-000479,-0.13147162808423535
ACH-000480,-0.04237885608542563
ACH-000481,-0.1753089532147981
ACH-000483,0.012526203247932459
ACH-000484,-0.06350465551311751
ACH-000485,-0.02205694816464237
ACH-000486,-0.06423966267893895
ACH-000487,0.11569866590275843
ACH-000488,-0.06336306330296211
ACH-000490,-0.08954590505271348
ACH-000491,-0.07944303183206995
ACH-000495,-0.19216326074371706
ACH-000496,-0.036772825324107535
ACH-000499,0.1188117148233569
ACH-000500,0.2360314959965721
ACH-000502,-0.013520158800433144
ACH-000503,-0.04411675274729505
ACH-000505,-0.06714921286152042
ACH-000507,-0.2702716309029566
ACH-000510,-0.059513741096697874
ACH-000511,-0.06711277156684912
ACH-000512,-0.07130132264995158
ACH-000516,-0.08588753592223282
ACH-000517,-0.00035424438524768817
ACH-000518,-0.05936079749539525
ACH-000520,-0.10681784530727516
ACH-000521,-0.03492453078802784
ACH-000522,-0.22161240550138525
ACH-000524,0.02732640192430715
ACH-000527,-0.01579804651932299
ACH-000528,0.10261761454737414
ACH-000537,-0.1341938852580055
ACH-000541,-0.048862732154016084
ACH-000542,0.054269164477764566
ACH-000544,-0.09682648207426528
ACH-000545,-0.1482930623451475
ACH-000547,0.11341551594692945
ACH-000548,-0.13764723921188246
ACH-000549,-0.07214573561290016
ACH-000550,0.11750753911025512
ACH-000552,-0.04750429035843149
ACH-000556,0.01602558732582109
ACH-000557,-0.04801482334952077
ACH-000569,0.020570135535408412
ACH-000570,0.04414656789130221
ACH-000571,-0.012373971527435051
ACH-000573,-0.02288867003368645
ACH-000576,-0.06348862091994525
ACH-000579,-0.10555371666217092
ACH-000580,0.21323333890010612
ACH-000584,-0.004590892802981425
ACH-000585,0.004022553647734285
ACH-000588,0.08121253357257081
ACH-000589,0.04939077579192224
ACH-000591,-0.07348091548991974
ACH-000593,-0.1411928057020447
ACH-000600,0.024101130175432202
ACH-000601,-0.1973824055330088
ACH-000605,-0.07745856216703748
ACH-000606,0.09415724670362254
ACH-000608,0.00611756127823358
ACH-000614,0.17261339710126433
ACH-000616,0.06406604096881956
ACH-000618,-0.01068948744329338
ACH-000619,-0.03125788594880513
ACH-000620,-0.010530597883148984
ACH-000621,0.14191588607679342
ACH-000622,-0.12637635508227096
ACH-000623,-0.06466809347284293
ACH-000624,0.06534446736038657
ACH-000627,0.02669044489945746
ACH-000630,-0.05842423592690206
ACH-000631,0.21095919080253733
ACH-000632,-0.10203394053677152
ACH-000633,0.08795758777283694
ACH-000637,0.0689999869935003
ACH-000638,-0.05815933069971399
ACH-000646,0.0022863010171399467
ACH-000647,-0.019452113881869404
ACH-000648,-0.12102408787937602
ACH-000649,-0.032573976641161094
ACH-000651,-0.038772590764507904
ACH-000652,-0.03236623849603233
ACH-000653,-0.09748313269628664
ACH-000657,-0.026484637654410524
ACH-000658,-0.01033046727359377
ACH-000661,0.07570600573268944
ACH-000662,0.012251145642450443
ACH-000663,-0.1432728829651747
ACH-000665,-0.07130603093606935
ACH-000671,-0.07667843068672107
ACH-000672,-0.2370668993666334
ACH-000673,0.02711147124565286
ACH-000676,0.027612437541213328
ACH-000677,-0.10412284938126633
ACH-000681,0.009976213524593724
ACH-000683,0.0692488130577566
ACH-000684,-0.17221080919981
ACH-000688,-0.037358800852015234
ACH-000693,0.02294917276228392
ACH-000694,-0.024257561363910416
ACH-000695,-0.5190384045540408
ACH-000696,-0.1255652992799445
ACH-000697,-0.10228178792851253
ACH-000699,-0.043254303792193916
ACH-000701,0.11321282537865995
ACH-000706,-0.0340779518176617
ACH-000711,-0.1527886728716236
ACH-000713,-0.13844314117569265
ACH-000714,-0.022923593743260726
ACH-000718,-0.023850146222725827
ACH-000720,-0.11917862440202155
ACH-000721,-0.003116733220190063
ACH-000724,-0.17307572495064635
ACH-000725,-0.06860474332732172
ACH-000732,-0.16627413794832138
ACH-000734,0.061238751378416265
ACH-000735,-0.027550936513686067
ACH-000736,0.0016021800382317378
ACH-000738,0.052871168054907394
ACH-000746,-0.013061261745668802
ACH-000747,-0.1296723098325806
ACH-000748,0.07897926826759577
ACH-000753,-0.02283421475191784
ACH-000756,-0.045928659229272535
ACH-000757,-0.07737228860951256
ACH-000758,-0.04225346425155544
ACH-000760,-0.10163262788609567
ACH-000762,-0.11520738272580384
ACH-000763,0.12054458987002895
ACH-000764,-0.1897195470789432
ACH-000765,-0.029877562121716224
ACH-000766,0.08934616142012587
ACH-000767,-0.0801152137147583
ACH-000768,-0.09792293732069053
ACH-000769,0.05546509278551104
ACH-000770,0.009372103977174744
ACH-000771,-0.0636718976614766
ACH-000773,-0.11703070662492555
ACH-000776,-0.1960372839066326
ACH-000777,-0.18366832058215585
ACH-000778,-0.17668151038056049
ACH-000781,-0.04186669087009698
ACH-000782,-0.1156430972359957
ACH-000783,0.02656176916370509
ACH-000784,0.032348452581743584
ACH-000785,-0.13646795554962887
ACH-000787,0.08463804995694522
ACH-000788,-0.07625885581115599
ACH-000791,-0.1435754930847433
ACH-000792,0.012476270705692948
ACH-000794,-0.046209316389172084
ACH-000796,0.025903886415610658
ACH-000798,-0.029469787509371508
ACH-000799,0.07110737893105429
ACH-000800,-0.08860950467821828
ACH-000802,-0.0892996937369155
ACH-000804,-0.019980989945213908
