,GAMT (2593)
ACH-000004,-0.017471154234272042
ACH-000005,0.003834741707699871
ACH-000007,-0.2618501229184271
ACH-000009,-0.17232849990031854
ACH-000011,-0.10439075817052898
ACH-000012,-0.15923485290644654
ACH-000013,-0.10578636871741556
ACH-000014,0.016401403339435912
ACH-000015,-0.03369385404114129
ACH-000017,-0.07590864756853953
ACH-000018,-0.11077715563562576
ACH-000019,-0.07379032670122132
ACH-000021,-0.1394178027843696
ACH-000022,-0.11092422365417966
ACH-000025,-0.12741334056868214
ACH-000028,-0.16201470125516718
ACH-000030,-0.07290864114118258
ACH-000035,-0.11707677275578494
ACH-000036,-0.23504072855075825
ACH-000037,-0.13366154402809802
ACH-000039,-0.15286390092272412
ACH-000040,-0.1876436071247446
ACH-000041,-0.13015617486855074
ACH-000042,-0.07624914836006816
ACH-000045,0.07110449198617101
ACH-000047,0.02267544984700131
ACH-000052,-0.2958511580325859
ACH-000053,-0.19014953380138688
ACH-000054,-0.2341534844623098
ACH-000055,-0.010944216547916094
ACH-000060,-0.05220034699856452
ACH-000067,-0.3530717099580541
ACH-000070,-0.0789438953473863
ACH-000075,-0.29832705911117485
ACH-000078,-0.10538568124264852
ACH-000082,-0.1881667153923694
ACH-000085,-0.1220263371088623
ACH-000086,-0.058611461253119036
ACH-000087,-0.11453875184287267
ACH-000092,-0.07127558235385707
ACH-000095,-0.21577609096837566
ACH-000097,-0.14321122959285906
ACH-000098,-0.27861647194648864
ACH-000099,-0.27132979923195794
ACH-000108,-0.11756344068935692
ACH-000113,-0.1784899179021711
ACH-000116,-0.0336660793967022
ACH-000118,-0.008302529941361455
ACH-000120,0.05525022064088461
ACH-000123,-0.04884599288986037
ACH-000127,-0.05275780843985669
ACH-000128,-0.1564661917281905
ACH-000132,-0.08117072817265902
ACH-000133,-0.2257159737758969
ACH-000137,-0.31135926821966986
ACH-000138,-0.1738483442781392
ACH-000142,-0.2038710515049251
ACH-000143,-0.2605691385882987
ACH-000146,0.01576316570305011
ACH-000148,-0.028674651877412624
ACH-000150,-0.1676949697986497
ACH-000152,-0.001023588393666164
ACH-000153,0.0642569257757422
ACH-000159,-0.18933272897348555
ACH-000160,0.03896155062348476
ACH-000163,-0.12145992923002072
ACH-000167,-0.08492109282366644
ACH-000168,-0.028838274959511755
ACH-000169,-0.15960356223967498
ACH-000178,-0.2387833264311663
ACH-000183,-0.13538066451831138
ACH-000188,0.017686407178465882
ACH-000189,-0.18967465307288026
ACH-000190,-0.01378800345174307
ACH-000198,-0.07747912952461351
ACH-000203,-0.35056334131314115
ACH-000204,0.31465627957275505
ACH-000206,-0.09616693488485203
ACH-000207,0.08894717944985349
ACH-000208,-0.0825151980451449
ACH-000210,-0.13276755236080698
ACH-000211,-0.19898505963202906
ACH-000215,-0.1134434680198749
ACH-000221,-0.04942347796115578
ACH-000222,0.02565874931089552
ACH-000223,-0.14082144340959704
ACH-000226,-0.20002962017075213
ACH-000227,-0.28999446511764393
ACH-000228,-0.01288800782085773
ACH-000231,-0.015712460612681573
ACH-000232,-0.08637807615689154
ACH-000233,-0.1394967238187301
ACH-000234,-0.3572084270099095
ACH-000235,-0.11329112787553812
ACH-000237,-0.1058150897789984
ACH-000238,0.07369455082207434
ACH-000242,-0.10679368524486824
ACH-000243,0.008455857152369201
ACH-000244,-0.043424878595647434
ACH-000246,-0.21658834746137245
ACH-000248,-0.3587692501461197
ACH-000250,-0.11047174806165473
ACH-000251,-0.2148820463519125
ACH-000252,0.04980330546707428
ACH-000253,-0.16660708782219702
ACH-000255,-0.22225222170992293
ACH-000256,0.18074888499462569
ACH-000257,-0.14317457535491146
ACH-000258,-0.15468162130335997
ACH-000259,-0.08109579774477213
ACH-000260,-0.24936241072062054
ACH-000261,-0.19141545407519045
ACH-000262,-0.19726674916119494
ACH-000263,0.08404210100879635
ACH-000264,-0.058985239412870025
ACH-000265,-0.028542898983637467
ACH-000266,-0.16217817409913826
ACH-000272,-0.1474063251363463
ACH-000274,-0.06515120136897465
ACH-000277,-0.17139503151902027
ACH-000278,-0.27451502660478216
ACH-000279,-0.003797844232497638
ACH-000280,0.032696868380243035
ACH-000281,0.008917302175379902
ACH-000288,-0.04854118562398406
ACH-000291,-0.07191602555952183
ACH-000293,0.011110989630469685
ACH-000294,-0.2135306953178933
ACH-000295,-0.20382194167649914
ACH-000296,-0.12764844785050636
ACH-000302,-0.07866371445083863
ACH-000304,-0.2754464130064969
ACH-000307,-0.15753860890849014
ACH-000308,0.009174696108133384
ACH-000310,-0.0911738971774317
ACH-000311,-0.08625731444654704
ACH-000312,-0.07552264153300997
ACH-000315,-0.024319899160137062
ACH-000316,-0.1403449057698298
ACH-000317,-0.1661175486839288
ACH-000318,0.04925237171807835
ACH-000319,-0.16762752512160184
ACH-000320,-0.1039479978452758
ACH-000322,0.08930937432505187
ACH-000323,-0.1703505861923134
ACH-000324,-0.22362097943698714
ACH-000329,-0.1131883688962092
ACH-000330,0.02250227178819735
ACH-000331,-0.07424310168544025
ACH-000332,-0.07645519439821861
ACH-000334,-0.10210504805970023
ACH-000335,-0.14786396420507933
ACH-000336,0.05791236533121893
ACH-000337,0.006666803515308059
ACH-000338,-0.318033755136001
ACH-000339,-0.2441722692502676
ACH-000341,-0.31108434725777884
ACH-000348,-0.057254889064147475
ACH-000350,-0.06240989021588399
ACH-000352,-0.012899029403482344
ACH-000356,0.10310146012965947
ACH-000361,-0.34562023035338835
ACH-000362,-0.19268655370131965
ACH-000363,-0.187530683262234
ACH-000364,-0.100457868828473
ACH-000365,-0.09453863725912796
ACH-000366,-0.3043239896577993
ACH-000368,-0.04675430992104456
ACH-000374,-0.1267759506823565
ACH-000375,0.053658818664039334
ACH-000376,-0.11563986270715786
ACH-000381,-0.06489796732607776
ACH-000383,-0.08242359026614547
