,CDKL2 (8999)
ACH-000004,-0.28204541010214745
ACH-000005,-0.6127325450101088
ACH-000007,-0.1880258487230294
ACH-000009,-0.33496347674839283
ACH-000011,-0.20175143466305334
ACH-000012,-0.2823729631167863
ACH-000013,-0.20025716662214066
ACH-000014,-0.1533337032312699
ACH-000015,-0.2484676183910628
ACH-000017,-0.22782993664522475
ACH-000018,-0.2903710438932341
ACH-000019,-0.22118040617934734
ACH-000021,-0.28688077011513685
ACH-000022,-0.21665732741449048
ACH-000025,-0.1225306128125041
ACH-000028,-0.25179286563419145
ACH-000030,-0.2765528207263687
ACH-000035,-0.23606722333741575
ACH-000036,-0.24102327254901645
ACH-000037,-0.21076384510082524
ACH-000039,-0.16178544210436913
ACH-000040,-0.1919070228790127
ACH-000041,-0.4785499102974627
ACH-000042,-0.3253999634793095
ACH-000045,-0.16457202172593816
ACH-000047,-0.29679509453878705
ACH-000052,-0.29174690690222105
ACH-000053,-0.2976841070038436
ACH-000054,-0.26368798403178256
ACH-000055,-0.25285791423982723
ACH-000060,-0.3056264591024645
ACH-000067,-0.2193193141908221
ACH-000070,-0.15518960394895684
ACH-000075,-0.3351551153219087
ACH-000078,-0.2486063629743959
ACH-000082,-0.2900751872742713
ACH-000085,-0.17871595121604358
ACH-000086,-0.20300321280842806
ACH-000087,0.037042720289444234
ACH-000092,-0.19016506181472365
ACH-000095,-0.16398758757903514
ACH-000097,-0.26782269045789525
ACH-000098,-0.26907012243568423
ACH-000099,-0.3345193471198589
ACH-000108,-0.3205025278954319
ACH-000113,-0.31847433876315034
ACH-000116,-0.282083423161158
ACH-000118,-0.1667705314620281
ACH-000120,-0.3404600249141277
ACH-000123,-0.27190677967701904
ACH-000127,-0.28416071322752223
ACH-000128,-0.2226537517372423
ACH-000132,-0.2950727288641292
ACH-000133,-0.17040058327545682
ACH-000137,-0.166318790227138
ACH-000138,-0.1701035903305574
ACH-000142,-0.34287638320641234
ACH-000143,-0.130487589976441
ACH-000146,-0.21173841190781706
ACH-000148,-0.26986932599415986
ACH-000150,-0.28362627764699777
ACH-000152,-0.239273170732793
ACH-000153,-0.36939945932960816
ACH-000159,-0.30528125704923714
ACH-000160,-0.284277801307276
ACH-000163,-0.21111400539079853
ACH-000167,-0.5485568538390009
ACH-000168,-0.14639548634983746
ACH-000169,-0.19322852468391408
ACH-000178,-0.28314376187633344
ACH-000183,-0.21077249751267407
ACH-000188,-0.2292413379306605
ACH-000189,-0.3613524960955775
ACH-000190,-0.31768293996633723
ACH-000198,-0.22168411149312006
ACH-000203,-0.4507437450223489
ACH-000204,-0.4063233330907045
ACH-000206,-0.3380325240693212
ACH-000207,-0.25385666337951845
ACH-000208,-0.14886002725105918
ACH-000210,-0.13353811104696922
ACH-000211,-0.3491522534071597
ACH-000215,-0.18803427629891414
ACH-000221,-0.35659943039176195
ACH-000222,-0.26113280090885616
ACH-000223,-0.31062333741275777
ACH-000226,-0.14080432035949486
ACH-000227,-0.1625701664284225
ACH-000228,-0.3600733007488005
ACH-000231,-0.2401069641512274
ACH-000232,-0.26182902227087085
ACH-000233,-0.3036360137946177
ACH-000234,-0.17356030680274492
ACH-000235,-0.2102161487993924
ACH-000237,-0.2885783733397689
ACH-000238,-0.19005176378964572
ACH-000242,-0.4938506080390747
ACH-000243,-0.20599152278508967
ACH-000244,-0.18868238509297616
ACH-000246,-0.13970794780893772
ACH-000248,-0.12341526782713548
ACH-000250,-0.23380700962319584
ACH-000251,-0.0583247887384799
ACH-000252,-0.24728722868477684
ACH-000253,-0.23475585809883465
ACH-000255,-0.12985420441629916
ACH-000256,-0.17136719997469965
ACH-000257,-0.2606885672577147
ACH-000258,-0.2290380031703404
ACH-000259,-0.23296376775474176
ACH-000260,-0.2246983536716013
ACH-000261,-0.2306081793612653
ACH-000262,-0.056225046630525584
ACH-000263,-0.15231307653900494
ACH-000264,-0.253047109179212
ACH-000265,-0.4026511911548344
ACH-000266,-0.20672836617912585
ACH-000272,-0.31209102039979625
ACH-000274,-0.16628636762148796
ACH-000277,-0.30631867193555723
ACH-000278,-0.09814282508066276
ACH-000279,-0.35365645002873264
ACH-000280,-0.24586360836143414
ACH-000281,-0.1836931503575871
ACH-000288,-0.2082862266952881
ACH-000291,-0.19187603657166194
ACH-000293,-0.2426424843771652
ACH-000294,-0.0613464947039687
ACH-000295,-0.38694053860256417
ACH-000296,-0.3341381987558684
ACH-000302,-0.3339035848402263
ACH-000304,-0.2872878816157721
ACH-000307,-0.3280959960911967
ACH-000308,-0.3281316613918129
ACH-000310,-0.2216382735508765
ACH-000311,-0.3275719397454198
ACH-000312,-0.21593292936719927
ACH-000315,-0.2512498230828715
ACH-000316,-0.23050002086779
ACH-000317,-0.3312184817910149
ACH-000318,-0.2768033161557252
ACH-000319,-0.2817672905257593
ACH-000320,-0.3086000715936811
ACH-000322,-0.2421285719150513
ACH-000323,-0.2388223024589167
ACH-000324,-0.20671961120754145
ACH-000329,-0.1760867989220671
ACH-000330,-0.3047461592940277
ACH-000331,-0.17363303315516235
ACH-000332,-0.216484826518314
ACH-000334,-0.21836026162380348
ACH-000335,-0.21221352966871376
ACH-000336,-0.1201808313465486
ACH-000337,-0.2570347468155341
ACH-000338,-0.3591918468886043
ACH-000339,-0.22523913518656796
ACH-000341,-0.4505064303402666
ACH-000348,-0.2783098107473026
ACH-000350,-0.2820550884004186
ACH-000352,-0.23992897995002685
ACH-000356,-0.1477878280837801
ACH-000361,-0.21724458369008492
ACH-000362,-0.15266413391579775
ACH-000363,-0.2292535027588649
ACH-000364,-0.3094253829743839
ACH-000365,-0.18082352558782008
ACH-000366,-0.3244919163038653
ACH-000368,-0.23190101237441385
ACH-000374,-0.2612637114081897
ACH-000375,-0.2254892258863196
ACH-000376,-0.07820857016037809
ACH-000381,-0.22255980746257487
ACH-000383,-0.29794863855393944
ACH-000387,-0.16144091276889966
ACH-000389,-0.3033255957736427
ACH-000390,-0.21533486687207734
ACH-000393,-0.2319731667953293
ACH-000395,-0.2423051367121733
ACH-000396,-0.029791160159192424
ACH-000397,-0.2612526182130599
ACH-000401,-0.5342877113448334
ACH-000402,-0.3938037805702891
ACH-000403,-0.21848580328936856
ACH-000404,-0.3462902065432234
ACH-000406,-0.23605348097847104
ACH-000407,-0.2735178622289418
ACH-000408,-0.4082341877979328
ACH-000410,-0.2914981921564365
ACH-000411,-0.2476568674029445
ACH-000414,-0.21151028244141493
ACH-000415,-0.31014984812630203
ACH-000416,-0.3133128216286623
ACH-000420,-0.3656214413236391
ACH-000421,-0.3111452869033217
ACH-000424,-0.28227736512168666
ACH-000425,-0.27206242471723363
ACH-000426,-0.2692929345150303
ACH-000427,-0.1892545568913301
ACH-000433,-0.12094464430467737
ACH-000435,-0.23212754607050165
ACH-000436,-0.19525097180489956
ACH-000444,-0.22675864812928614
ACH-000445,-0.19113210440938105
ACH-000448,-0.31320258042706184
ACH-000450,-0.2681085563590205
ACH-000452,-0.30132465910870965
ACH-000454,-0.3446982115620288
ACH-000458,-0.15415219725108845
ACH-000459,-0.4192630606535935
ACH-000460,-0.20525475847209465
ACH-000461,-0.231379700409954
ACH-000463,-0.23368821535072026
ACH-000464,-0.2869677794086783
ACH-000466,-0.2253868500459182
ACH-000467,-0.2733323394689706
ACH-000468,-0.3204297222411597
ACH-000469,-0.2949982008119316
ACH-000470,-0.29661019541990136
ACH-000471,-0.2830619555393614
ACH-000472,-0.27432811588065376
ACH-000473,-0.21790459506523666
ACH-000475,-0.2350630868358497
ACH-000476,-0.3145649487432385
ACH-000477,-0.15285924340455628
ACH-000479,-0.24305369058556936
ACH-000480,-0.2275785180539749
ACH-000481,-0.26569061289115903
ACH-000483,-0.22375374209179444
ACH-000484,-0.053440641937932715
ACH-000485,-0.2993737257830823
ACH-000486,-0.16619176184384152
ACH-000487,-0.21796979592203672
ACH-000488,-0.2160809659826324
ACH-000490,-0.27474625013348464
ACH-000491,-0.20534957068632165
ACH-000495,-0.15321110007503125
ACH-000496,-0.2369649589826392
ACH-000499,-0.2598607855299787
ACH-000500,-0.5519711151167438
ACH-000502,-0.1904516277032513
ACH-000503,-0.07693101642671346
ACH-000505,-0.3604149785069419
ACH-000507,-0.3208919159425288
ACH-000510,-0.3484933567247055
ACH-000511,-0.2193093247302734
ACH-000512,-0.127061001215793
ACH-000516,-0.21023899923851988
ACH-000517,-0.28404821083707243
ACH-000518,-0.2225555734510946
ACH-000520,-0.2943971195170735
ACH-000521,-0.14128349799059994
ACH-000522,-0.3311561366140344
ACH-000524,-0.24345868468237275
ACH-000527,-0.30066442795542514
ACH-000528,-0.17212482192636508
ACH-000537,-0.3056098367869599
ACH-000541,-0.40433379223631416
ACH-000542,-0.16702979741340618
ACH-000544,-0.3820953588094157
ACH-000545,-0.2553228268654356
ACH-000547,0.010719800523304145
ACH-000548,-0.19022657886079544
ACH-000549,-0.08602022776692145
ACH-000550,-0.132211987128048
ACH-000552,-0.20124569175655035
ACH-000556,-0.33821051263444035
ACH-000557,-0.2325904110508257
ACH-000569,-0.1954743566607887
ACH-000570,-0.2686028218899924
ACH-000571,-0.18483196033190388
ACH-000573,-0.2868268762872785
ACH-000576,-0.22775245169877134
ACH-000579,-0.4896500187118374
ACH-000580,-0.12854066944190046
ACH-000584,-0.1847021585725788
ACH-000585,-0.19332650062670398
ACH-000588,-0.36487546643978097
ACH-000589,-0.17941884856488374
ACH-000591,-0.2414325359747875
ACH-000593,-0.2250847072992324
ACH-000600,-0.1891970129273116
ACH-000601,-0.2886429395332498
ACH-000605,-0.07019114629234569
ACH-000606,-0.2383639047513463
ACH-000608,-0.2987965707729283
ACH-000614,-0.186930025580941
ACH-000616,-0.2275890955758236
ACH-000618,-0.22819558410724036
ACH-000619,-0.21588737027373436
ACH-000620,-0.2557105752796723
ACH-000621,-0.262028072766324
ACH-000622,-0.27950299840380666
ACH-000623,-0.2282905354000813
ACH-000624,-0.21234949260824212
ACH-000627,-0.11699099400469815
ACH-000630,-0.27583022342534924
ACH-000631,-0.06371028911583819
ACH-000632,-0.1753185683684565
ACH-000633,-0.16325436160382506
ACH-000637,-0.042590231949831324
ACH-000638,-0.26613159402073583
ACH-000646,-0.2570085696820491
ACH-000647,-0.3044697421534075
ACH-000648,-0.012946626676165585
ACH-000649,-0.3022777783827212
ACH-000651,-0.2198882553202248
ACH-000652,-0.3205071633706146
ACH-000653,-0.2735143844877218
ACH-000657,-0.2704376695763973
ACH-000658,-0.2495487927007605
ACH-000661,-0.3044712094622021
ACH-000662,-0.22754325056894556
ACH-000663,-0.33971322920680663
ACH-000665,-0.35671073331525605
ACH-000671,-0.2808835263759551
ACH-000672,0.2558518454088333
ACH-000673,-0.2981623295218881
ACH-000676,-0.24712170559056784
ACH-000677,-0.39058355321613053
ACH-000681,-0.2299778453314328
ACH-000683,-0.2810947137270147
ACH-000684,-0.0816421812594071
ACH-000688,-0.34404103615904125
ACH-000693,-0.2298212745572992
ACH-000694,-0.36883334147873664
ACH-000695,-0.20436018724777516
ACH-000696,-0.32554797502161303
ACH-000697,-0.2817890243939601
ACH-000699,-0.17246007233720045
