,FLI1 (2313)
ACH-000004,-0.5621279727584902
ACH-000005,-0.8638662230886971
ACH-000007,0.019934028215357804
ACH-000009,-0.047926971184436236
ACH-000011,-0.05404171563087897
ACH-000012,0.089399394405744
ACH-000013,-0.013134488513418145
ACH-000014,-0.03129126748742852
ACH-000015,0.06293590888117713
ACH-000017,-0.03127224173656573
ACH-000018,-0.2239028625419914
ACH-000019,0.08757733111078107
ACH-000021,-0.06378125646303813
ACH-000022,-0.09157867194051282
ACH-000025,0.3110890249997672
ACH-000028,0.0049520132961249465
ACH-000030,0.14242078830419888
ACH-000035,-0.012742950750782007
ACH-000036,0.07839346366497439
ACH-000037,0.027205711462129464
ACH-000039,-0.5707088475534826
ACH-000040,-0.11124594122343368
ACH-000041,-1.0515965735663129
ACH-000042,0.09261610310647084
ACH-000045,-0.338669722975921
ACH-000047,-0.09893242472699816
ACH-000052,-0.6343269809801005
ACH-000053,-0.04948096766356901
ACH-000054,0.19584537163867435
ACH-000055,-0.06975938498787973
ACH-000060,0.01328044626978377
ACH-000067,0.1674429600588359
ACH-000070,0.02886487113802403
ACH-000075,0.14213955748391216
ACH-000078,-0.06595312533350622
ACH-000082,-0.023838774633061745
ACH-000085,-0.04867189572218269
ACH-000086,0.057988657001538414
ACH-000087,-0.5225329741704727
ACH-000092,0.00578763809736793
ACH-000095,-0.04157869753228722
ACH-000097,-0.08704270684454994
ACH-000098,-0.009273592171819636
ACH-000099,0.03868823934140765
ACH-000108,-0.013414253978495858
ACH-000113,-0.28031479857350666
ACH-000116,0.07745786323890277
ACH-000118,0.005706427612384065
ACH-000120,0.07326592409194882
ACH-000123,0.05929876791110561
ACH-000127,0.08934654229921804
ACH-000128,-0.04672519272840837
ACH-000132,-0.20845697853906686
ACH-000133,0.18200399590593966
ACH-000137,-0.10523089399252764
ACH-000138,-0.014582968233109372
ACH-000142,0.03884148536629718
ACH-000143,0.039387273807249934
ACH-000146,-0.3716849039354873
ACH-000148,0.015003296253148375
ACH-000150,-0.035562309924377165
ACH-000152,0.0008261141780867322
ACH-000153,-0.5913842497659596
ACH-000159,-0.008088474154525798
ACH-000160,-0.07624560204251384
ACH-000163,-0.08933129578940907
ACH-000167,0.19273448783810634
ACH-000168,-0.44926785451329104
ACH-000169,0.035771476274332435
ACH-000178,-0.4463333039140839
ACH-000183,-0.09996626814890967
ACH-000188,0.022818480527604143
ACH-000189,-0.09349550486338287
ACH-000190,0.32534796116001624
ACH-000198,-0.9053135909752816
ACH-000203,0.29258536861842505
ACH-000204,-0.3250739515844926
ACH-000206,0.12286684225280092
ACH-000207,0.1006029108346758
ACH-000208,0.07238256766039547
ACH-000210,-0.3714718680181451
ACH-000211,0.1578493147290636
ACH-000215,-0.04462145731747482
ACH-000221,0.11615219182680082
ACH-000222,-0.003167488256947025
ACH-000223,-0.0297465087026664
ACH-000226,0.05711219646760087
ACH-000227,-0.030584933674925287
ACH-000228,-0.09364588952321573
ACH-000231,0.0392857720785561
ACH-000232,0.04341677980526757
ACH-000233,0.09732682237431907
ACH-000234,0.051345195492845545
ACH-000235,-0.014383897971188674
ACH-000237,-0.061466875811515824
ACH-000238,-0.1282308319600842
ACH-000242,0.11623024065543595
ACH-000243,0.15726266987179316
ACH-000244,0.34093290254928243
ACH-000246,-0.032269170085212816
ACH-000248,-0.016541110104839045
ACH-000250,-0.02815116195215705
ACH-000251,-0.04145366402575355
ACH-000252,0.1106099351688878
ACH-000253,0.06367920281758771
ACH-000255,0.1626477116114055
ACH-000256,0.03656163724860085
ACH-000257,-0.03063223125419842
ACH-000258,-0.1466920424082083
ACH-000259,0.015159332016608348
ACH-000260,0.008851266063098624
ACH-000261,0.016285899064739498
ACH-000262,0.16421859464717342
ACH-000263,-0.03378075680326637
ACH-000264,-0.026421565577495226
ACH-000265,0.10942635734070998
ACH-000266,-0.051493940785624095
ACH-000272,-0.0011601175243070305
ACH-000274,0.01823354738408433
ACH-000277,0.07040757602379252
ACH-000278,0.03749056171499216
ACH-000279,-1.1366962316217033
ACH-000280,0.10907820922650932
ACH-000281,-0.1365535322443962
ACH-000288,-0.04949638005875594
ACH-000291,-0.07601457814584643
ACH-000293,0.18813443257406748
ACH-000294,-0.31944886319124244
ACH-000295,-0.2107757528137816
ACH-000296,-0.07990555434704867
ACH-000302,0.04559449243561525
ACH-000304,0.17471990188744888
ACH-000307,-0.02233092510228837
ACH-000308,0.09568518426167764
ACH-000310,0.0011365082691992296
ACH-000311,0.02380292576756629
ACH-000312,-0.06205384287586015
ACH-000315,0.10573978122320003
ACH-000316,-0.12031400818706425
ACH-000317,-0.033095065535403284
ACH-000318,0.04453048506260028
ACH-000319,-0.12866825816086358
ACH-000320,0.15472552575144707
ACH-000322,0.14072089011588532
ACH-000323,-0.18127814786607865
ACH-000324,0.014651832340129544
ACH-000329,-0.08106101885437828
ACH-000330,-0.2171130106191241
ACH-000331,0.21811771587274345
ACH-000332,-0.07929178847090887
ACH-000334,-0.16869437575357327
ACH-000335,0.6520651396966792
ACH-000336,-0.15023132968734548
ACH-000337,0.1486053002128471
ACH-000338,-0.2715564527043284
ACH-000339,0.04854184532727407
ACH-000341,0.11097989033426828
ACH-000348,0.03843152950054948
ACH-000350,-0.2905182693792184
ACH-000352,0.09106682452590366
ACH-000356,-0.0064898121557991385
ACH-000361,-0.2254178688834237
ACH-000362,-0.32112118692991504
ACH-000363,-0.07110540630545867
ACH-000364,0.09480443194908247
ACH-000365,-0.3531460628037432
ACH-000366,-0.006263981757222093
ACH-000368,0.22360597691934864
ACH-000374,-0.17762457974339807
ACH-000375,-0.02616069320486013
ACH-000376,-0.04415977801801282
ACH-000381,-0.06584650831004397
ACH-000383,-0.107289461590928
ACH-000387,-0.35879898018299944
