,BBS1 (582)
ACH-000004,-0.021994297112301203
ACH-000005,-0.36630082102413786
ACH-000007,-0.15584575531168926
ACH-000009,-0.3122317456067665
ACH-000011,-0.12196836027387573
ACH-000012,-0.1980698391784436
ACH-000013,-0.26533849496894785
ACH-000014,-0.0028315296876942017
ACH-000015,-0.07517473572705173
ACH-000017,-0.17362135473156212
ACH-000018,-0.327739252566662
ACH-000019,-0.2474009091347093
ACH-000021,-0.27366520808821304
ACH-000022,-0.2320432573190906
ACH-000025,-0.16199211516741122
ACH-000028,-0.3741374087415095
ACH-000030,-0.2371237635374667
ACH-000035,-0.0106408169495229
ACH-000036,-0.14868467639097313
ACH-000037,-0.28420982859501226
ACH-000039,-0.1655110360023295
ACH-000040,-0.21333585410244404
ACH-000041,-0.3455250240276773
ACH-000042,-0.3859606503652308
ACH-000045,-0.4418839755973452
ACH-000047,-0.092799956387008
ACH-000052,-0.09352049034844816
ACH-000053,-0.12993539567261148
ACH-000054,-0.1653827187579999
ACH-000055,-0.39512610957598093
ACH-000060,0.014921979984510331
ACH-000067,-0.13141504386846525
ACH-000070,-0.08591420191732567
ACH-000075,-0.2119020027313248
ACH-000078,-0.2047016171311192
ACH-000082,-0.3557410494719309
ACH-000085,-0.18765160426090904
ACH-000086,-0.38181226159331577
ACH-000087,-0.13801701264075436
ACH-000092,-0.2586460885254017
ACH-000095,-0.11407113608174435
ACH-000097,-0.4219107510241335
ACH-000098,-0.06765488166857375
ACH-000099,-0.2542570269264992
ACH-000108,-0.2889973459066497
ACH-000113,-0.2309605520317129
ACH-000116,-0.3992239604981633
ACH-000118,-0.3167464224199965
ACH-000120,-0.04523615933488012
ACH-000123,-0.1615921700158273
ACH-000127,-0.2700803371617233
ACH-000128,-0.22505557375465707
ACH-000132,-0.3640525045789251
ACH-000133,-0.14346919303945788
ACH-000137,-0.32501413715627897
ACH-000138,-0.3391471736107578
ACH-000142,-0.3936748795982385
ACH-000143,-0.2497011613548473
ACH-000146,-0.19198012423267424
ACH-000148,-0.17509404967339756
ACH-000150,-0.3262568713005581
ACH-000152,-0.31069782555760084
ACH-000153,-0.2982301868369136
ACH-000159,-0.13379428529453286
ACH-000160,-0.3983747778486453
ACH-000163,-0.048705686534030304
ACH-000167,-0.175553954922523
ACH-000168,-0.47471230051028496
ACH-000169,-0.2729907969679298
ACH-000178,-0.22064305261215944
ACH-000183,-0.2801463023238393
ACH-000188,-0.3155340913997541
ACH-000189,-0.25454406110518263
ACH-000190,-0.1971751083851672
ACH-000198,-0.3227018108409234
ACH-000203,-0.6464992941827284
ACH-000204,-0.08919799529450809
ACH-000206,0.1232747919131864
ACH-000207,-0.3893428327996008
ACH-000208,-0.22902870695233496
ACH-000210,-0.4571054910280114
ACH-000211,-0.2617612108716856
ACH-000215,-0.10973354874750332
ACH-000221,-0.2530755952925495
ACH-000222,-0.1450389847769134
ACH-000223,-0.3123227820718196
ACH-000226,-0.21322080750533773
ACH-000227,-0.2257346590910217
ACH-000228,-0.3266902253101677
ACH-000231,-0.14009439165449394
ACH-000232,-0.2199006106064397
ACH-000233,-0.25847019200136484
ACH-000234,-0.03577836515007147
ACH-000235,-0.2797257927612771
ACH-000237,-0.16142317994778885
ACH-000238,-0.1938813360727
ACH-000242,-0.006574004968731918
ACH-000243,-0.2199357365586576
ACH-000244,-0.24055321003132515
ACH-000246,-0.11304711858519875
ACH-000248,-0.1856708558317348
ACH-000250,-0.14405057811041413
ACH-000251,-0.040206126319308096
ACH-000252,-0.1568869805685373
ACH-000253,-0.10475587932495793
ACH-000255,-0.3482918479411442
ACH-000256,-0.3077092418342496
ACH-000257,-0.13372549510960705
ACH-000258,-0.034590873844972066
ACH-000259,-0.2164520865058084
ACH-000260,-0.25108984782074834
ACH-000261,-0.32874589445559715
ACH-000262,-0.24423356293494974
ACH-000263,-0.14869539718401284
ACH-000264,-0.2336488022087992
ACH-000265,-0.1058803294482004
ACH-000266,-0.28175237462628194
ACH-000272,-0.06901735266027778
ACH-000274,-0.05083108203398013
ACH-000277,-0.4067552873050007
ACH-000278,-0.18275956185471465
ACH-000279,-0.14427262298065555
ACH-000280,-0.2776461607123372
ACH-000281,-0.21746336095421726
ACH-000288,-0.20836859325908114
ACH-000291,-0.13262578644556888
ACH-000293,-0.18920155792643853
ACH-000294,-0.23222339847682624
ACH-000295,-0.20617228896843245
ACH-000296,-0.0952186569173906
ACH-000302,-0.25262776698041456
ACH-000304,-0.2904842077090782
ACH-000307,-0.1704183552181686
ACH-000308,-0.323198492679792
ACH-000310,-0.16437020689426654
ACH-000311,-0.050456680252537585
ACH-000312,-0.22580861106476785
ACH-000315,-0.3472709955421444
ACH-000316,-0.3940340694196223
ACH-000317,-0.21350563700676872
ACH-000318,-0.5021055655556159
ACH-000319,-0.3412122042391709
ACH-000320,-0.2938965004911941
ACH-000322,-0.3470487030955491
ACH-000323,-0.2358726529370521
ACH-000324,-0.22416488435438356
ACH-000329,-0.10918729652031813
ACH-000330,-0.2749632448227193
ACH-000331,-0.1455359940350434
ACH-000332,-0.3747910850969888
ACH-000334,-0.2904638728766973
ACH-000335,-0.18052746850407766
ACH-000336,-0.2201023001878247
ACH-000337,-0.3331815326131378
ACH-000338,-0.2441172627890678
ACH-000339,-0.2360300853959536
ACH-000341,-0.19367540203880976
ACH-000348,-0.15921776762443454
ACH-000350,-0.2470622139984822
ACH-000352,-0.2736864578737673
ACH-000356,-0.4561962837468931
ACH-000361,-0.08777895778663179
ACH-000362,-0.238443141238747
ACH-000363,-0.13950958846160946
ACH-000364,-0.2820553740323049
ACH-000365,-0.2348392342897721
ACH-000366,-0.4996779800732021
ACH-000368,-0.0954328767059199
ACH-000374,-0.3695425780444391
ACH-000375,-0.1901540775101809
ACH-000376,-0.26547651615777795
ACH-000381,-0.2604475435485786
ACH-000383,-0.20058789765517476
ACH-000387,-0.04855488471736817
ACH-000389,-0.2564262975856881
ACH-000390,-0.10697991124134572
ACH-000393,-0.2728975606946168
ACH-000395,-0.21914605143849586
ACH-000396,-0.31378478555965666
ACH-000397,-0.30938564312441863
ACH-000401,-0.06607683883368032
ACH-000402,-0.19590439765057646
ACH-000403,-0.17996814508392858
ACH-000404,-0.054022282821621935
ACH-000406,-0.17379766242030395
