,PTH2R (5746)
ACH-000004,-0.20663024460262933
ACH-000005,0.005874711173466849
ACH-000007,-0.1581140235352085
ACH-000009,-0.2858382226551367
ACH-000011,-0.045314678669001816
ACH-000012,-0.12787886444155264
ACH-000013,-0.1096728573753886
ACH-000014,-0.0860978972535913
ACH-000015,-0.17181727796116467
ACH-000017,-0.07766542745797966
ACH-000018,-0.11492828287986336
ACH-000019,-0.1817203134034248
ACH-000021,-0.09707807083646484
ACH-000022,-0.2284847115146395
ACH-000025,-0.04664556714915784
ACH-000028,-0.06335796276321487
ACH-000030,-0.1277178179022994
ACH-000035,0.06222129262642781
ACH-000036,-0.17621093443028038
ACH-000037,-0.12127778460868845
ACH-000039,-0.20240676941505115
ACH-000040,-0.07842684623618155
ACH-000041,-0.10490628770963707
ACH-000042,-0.14473717217454402
ACH-000045,-0.04162332862200987
ACH-000047,-0.28624384877714143
ACH-000052,-0.1489146253471145
ACH-000053,-0.12847754142812934
ACH-000054,-0.07071281971635063
ACH-000055,-0.18409845389350776
ACH-000060,-0.0875301026989107
ACH-000067,-0.10589085341619547
ACH-000070,0.005700787168458015
ACH-000075,-0.06488691649066683
ACH-000078,-0.2596637065900219
ACH-000082,-0.11543832649141425
ACH-000085,-0.20267718980761526
ACH-000086,-0.14587468172436874
ACH-000087,-0.02627195197663516
ACH-000092,-0.11155846548210917
ACH-000095,-0.2902074316638502
ACH-000097,-0.11288115482944028
ACH-000098,-0.0885713095213023
ACH-000099,-0.1856964389246744
ACH-000108,-0.03597042811374265
ACH-000113,-0.1840307522381145
ACH-000116,-0.15887154357680827
ACH-000118,-0.1028262242070536
ACH-000120,-0.02610625301477196
ACH-000123,-0.2115934784507734
ACH-000127,-0.08762493761604245
ACH-000128,-0.13474399922723784
ACH-000132,-0.21632686958351371
ACH-000133,-0.17954956986337775
ACH-000137,-0.11710108420860957
ACH-000138,-0.023197341952825776
ACH-000142,-0.1108433972708331
ACH-000143,-0.20952955501759346
ACH-000146,-0.0821208245917732
ACH-000148,-0.0851974165867323
ACH-000150,-0.2308492697879509
ACH-000152,-0.19302948105664205
ACH-000153,-0.2411809035770116
ACH-000159,-0.0753263445212608
ACH-000160,-0.1038955114774868
ACH-000163,-0.14084730299545845
ACH-000167,-0.044047625036340285
ACH-000168,-0.2968600854980414
ACH-000169,-0.07948413298975063
ACH-000178,-0.16025273881030405
ACH-000183,-0.1769325315671405
ACH-000188,-0.011520767292776877
ACH-000189,-0.39350859851103903
ACH-000190,-0.12880710535440787
ACH-000198,-0.1538128330737282
ACH-000203,-0.32416888900403623
ACH-000204,-0.3737666235689141
ACH-000206,-0.04992062034101767
ACH-000207,-0.21549892034672674
ACH-000208,-0.1213007877942978
ACH-000210,-0.08141679947007152
ACH-000211,-0.19431298168710875
ACH-000215,-0.14049962807176256
ACH-000221,-0.17893195376506593
ACH-000222,-0.08775278057760916
ACH-000223,-0.2164227044391722
ACH-000226,-0.10852123402179746
ACH-000227,-0.20104764652626145
ACH-000228,-0.07192254237207744
ACH-000231,-0.13815083394055164
ACH-000232,-0.2769999330207166
ACH-000233,0.060392500466139386
ACH-000234,-0.17889787582338396
ACH-000235,-0.11480606139207322
ACH-000237,-0.17096468306458476
ACH-000238,-0.06210898951625706
ACH-000242,-0.26235154914262004
ACH-000243,-0.1655784588958523
ACH-000244,-0.1823490651576343
ACH-000246,-0.21743845826374306
ACH-000248,-0.02911542346890385
ACH-000250,-0.1228393180303467
ACH-000251,-0.2782788528635861
ACH-000252,0.11987143975622297
ACH-000253,-0.1289286994726016
ACH-000255,-0.05531615563402514
ACH-000256,-0.11679000728890028
ACH-000257,-0.21102320477511893
ACH-000258,-0.3707689419652188
ACH-000259,-0.1265537807870279
ACH-000260,-0.18718436825547255
ACH-000261,-0.13230450749327344
ACH-000262,-0.12157638142721935
ACH-000263,0.025260551979950148
ACH-000264,-0.1884041554312265
ACH-000265,-0.08823518256913031
ACH-000266,-0.14321793895444768
ACH-000272,-0.1582032783937878
ACH-000274,-0.3162902216045972
ACH-000277,-0.2440799940244537
ACH-000278,-0.10100568449010472
ACH-000279,-0.1514482705679244
ACH-000280,-0.15428294249834165
ACH-000281,-0.003334788781076749
ACH-000288,-0.13119565316479698
ACH-000291,-0.2365423185793433
ACH-000293,-0.053197131661112375
ACH-000294,-0.11509867130164887
ACH-000295,-0.09029523481000447
ACH-000296,-0.16131853840204916
ACH-000302,-0.06837989546258659
ACH-000304,-0.16325765177877813
ACH-000307,-0.14369889011344114
ACH-000308,-0.040345874097622116
ACH-000310,-0.2696678238956547
ACH-000311,-0.11473844262070655
ACH-000312,-0.15791920739702403
ACH-000315,0.019326213783753602
ACH-000316,-0.02436444023410221
ACH-000317,-0.08917589387438997
ACH-000318,-0.11079157700505184
ACH-000319,-0.2200993340632875
ACH-000320,-0.02439276642873894
ACH-000322,0.014170807253443878
ACH-000323,-0.045554235757835834
ACH-000324,-0.2566332101169015
ACH-000329,-0.2348222166890256
ACH-000330,-0.19576639994760225
ACH-000331,-0.13370381733219194
ACH-000332,-0.13250304866609428
ACH-000334,-0.06378372213019429
ACH-000335,-0.12363366697931565
ACH-000336,0.027223148525429345
ACH-000337,-0.2504902816862753
ACH-000338,-0.2018410613800302
ACH-000339,-0.20263464163398895
ACH-000341,-0.13740418011048125
ACH-000348,-0.1626031099334645
ACH-000350,-0.1301092989199945
ACH-000352,-0.09884012259807104
ACH-000356,-0.13126307321299122
ACH-000361,-0.08619630926777727
ACH-000362,-0.18575121010621248
ACH-000363,-0.22027421298021127
ACH-000364,-0.12310030009195408
ACH-000365,-0.1742663162976174
ACH-000366,-0.1293178288380473
ACH-000368,-0.13080095432741226
ACH-000374,-0.10823218157414677
ACH-000375,-0.3062986106173809
ACH-000376,-0.17578373141135792
ACH-000381,-0.08649298914607108
ACH-000383,-0.13632071294244674
ACH-000387,-0.23376914605246166
ACH-000389,-0.10039667222801146
ACH-000390,-0.16563021604664932
ACH-000393,-0.11297160327203692
ACH-000395,-0.20361696043960945
ACH-000396,-0.1819861443950668
ACH-000397,-0.2395495778796832
ACH-000401,0.0013577442933843163
ACH-000402,0.07404178667344696
ACH-000403,-0.13762946480993093
ACH-000404,-0.0704223782670879
ACH-000406,-0.1178843694405378
ACH-000407,-0.1141553844209754
ACH-000408,-0.11763010150677684
ACH-000410,-0.15654227313859695
ACH-000411,-0.0793354320916258
ACH-000414,-0.11219357286274832
ACH-000415,-0.20780875284936412
ACH-000416,-0.18727911342222048
ACH-000420,-0.23200593878131184
ACH-000421,-0.16329470581453875
ACH-000424,-0.15185694207780626
ACH-000425,-0.1020796427259566
ACH-000426,-0.11893038778476273
ACH-000427,-0.28389791903514905
ACH-000433,-0.0233606609174221
ACH-000435,-0.15277025130921085
ACH-000436,-0.09764451068805556
ACH-000444,-0.17490501451835955
ACH-000445,-0.2095704519783652
ACH-000448,-0.18901700997425827
ACH-000450,-0.24014252064732505
ACH-000452,-0.1792539713980742
ACH-000454,-0.032612087484663405
ACH-000458,-0.032830461768718615
ACH-000459,-0.1239026245673046
ACH-000460,-0.2211019187938893
ACH-000461,-0.08976514481050005
ACH-000463,-0.243441205385932
ACH-000464,-0.0863739386621757
ACH-000466,-0.06681680230340083
ACH-000467,-0.11034752396032917
ACH-000468,-0.03931510065064275
ACH-000469,-0.2040249734386748
ACH-000470,-0.005807014849796071
ACH-000471,-0.11340872798697656
ACH-000472,-0.17508307263465395
ACH-000473,-0.11871250306019755
ACH-000475,-0.19006305774096866
ACH-000476,-0.09709598395636523
ACH-000477,-0.12233707057432801
ACH-000479,-0.14913387125889307
ACH-000480,-0.2055064573258316
ACH-000481,-0.07313454293151049
ACH-000483,-0.11291385264396925
ACH-000484,-0.08690439510703221
ACH-000485,-0.025694563531288458
ACH-000486,-0.07220065810686646
ACH-000487,-0.11836196127715748
ACH-000488,-0.21341751915885054
ACH-000490,-0.21266993286684774
ACH-000491,-0.09759953267577633
ACH-000495,-0.17904148891377294
ACH-000496,-0.11998810748029598
ACH-000499,-0.1174863683302758
ACH-000500,-0.0756215153020462
ACH-000502,-0.08493805115067156
ACH-000503,0.12702482971831838
ACH-000505,-0.09443502964996794
ACH-000507,-0.2875553202572091
ACH-000510,-0.10363552688515514
ACH-000511,-0.13244936271960986
ACH-000512,-0.3047091524157597
ACH-000516,-0.21218118213717527
ACH-000517,-0.10420700090968754
ACH-000518,-0.0451631481068239
ACH-000520,-0.1679062125501984
ACH-000521,-0.2606506680996332
ACH-000522,-0.20561595705633934
ACH-000524,-0.13704680811615366
ACH-000527,-0.13796929801348998
ACH-000528,-0.17971213267491662
ACH-000537,-0.1576620746822499
ACH-000541,0.022318341439377037
ACH-000542,-0.08825957712018183
ACH-000544,-0.15015250169648836
ACH-000545,-0.06924786545143853
ACH-000547,-0.24671128770221876
ACH-000548,-0.14532375529074934
ACH-000549,-0.1558421838461018
ACH-000550,-0.09958622812396373
ACH-000552,-0.15444884051036026
ACH-000556,-0.16146688590424088
ACH-000557,-0.1671534560063875
ACH-000569,-0.19214241011729008
ACH-000570,-0.08739634382668747
ACH-000571,-0.158865565422638
ACH-000573,-0.19159978377750184
ACH-000576,-0.18367720635119536
ACH-000579,-0.2738523093235177
ACH-000580,-0.0066012146520268225
ACH-000584,-0.13834118326831485
ACH-000585,-0.18099949119034964
ACH-000588,-0.08197630241460463
ACH-000589,-0.09860979537317374
ACH-000591,-0.14174449215437293
ACH-000593,-0.11570948638884285
ACH-000600,-0.1475460004110731
ACH-000601,-0.0864125829486288
ACH-000605,-0.08405420730154639
ACH-000606,-0.17933357936660785
ACH-000608,-0.1400452510144945
ACH-000614,-0.16180963972191267
ACH-000616,-0.166499539719415
ACH-000618,-0.2380023422781179
ACH-000619,-0.14847037529783033
ACH-000620,-0.0557560886228564
ACH-000621,-0.16074456031820908
ACH-000622,-0.13451594698957067
ACH-000623,-0.21241043529256948
ACH-000624,-0.1930254205220356
ACH-000627,-0.25180756461954074
ACH-000630,-0.2478558686081744
ACH-000631,-0.4470397477536369
ACH-000632,-0.11345237133619168
ACH-000633,-0.1474282331276832
ACH-000637,-0.20417821850716536
ACH-000638,0.027932915417533444
ACH-000646,-0.13608800082821107
ACH-000647,-0.17001116545989522
ACH-000648,-0.19884596153418294
ACH-000649,-0.11492865085966165
ACH-000651,-0.09843999641874863
ACH-000652,-0.03740372429648031
ACH-000653,-0.1972042242845433
ACH-000657,-0.12093184768886192
ACH-000658,-0.06989687149643993
ACH-000661,0.036133958008606026
ACH-000662,-0.14498679440955076
ACH-000663,-0.04267726434593898
ACH-000665,-0.24356681128314914
ACH-000671,-0.09907996186860586
ACH-000672,0.028415643989842
ACH-000673,-0.1543196395771788
ACH-000676,-0.17991209683597106
ACH-000677,-0.09091638041001952
ACH-000681,-0.052850929452200365
ACH-000683,-0.10053795075082447
ACH-000684,0.04894258840546864
ACH-000688,-0.07235363183469927
ACH-000693,-0.1501874487626993
ACH-000694,-0.2360968038092606
ACH-000695,-0.4264260299594637
ACH-000696,-0.2293326436424204
ACH-000697,-0.2129036182596738
ACH-000699,-0.1914129495067184
ACH-000701,-0.3150683509019789
ACH-000706,-0.12116866270053595
ACH-000711,-0.19198868469936084
ACH-000713,-0.039103248123746506
ACH-000714,-0.07602350532879107
ACH-000718,-0.02296430998881349
ACH-000720,-0.0990431379799562
ACH-000721,-0.1425828517883388
ACH-000724,-0.06661585992785432
ACH-000725,-0.1828165750663193
ACH-000732,-0.15157418708222462
ACH-000734,-0.1046323161849966
ACH-000735,-0.14864956927731016
ACH-000736,-0.054818625101382135
ACH-000738,-0.11785837769004165
ACH-000746,-0.14559650149276598
ACH-000747,-0.31983931671620897
ACH-000748,-0.10216079778993636
ACH-000753,-0.06416573457973444
ACH-000756,-0.15187788029767452
ACH-000757,0.008190363652328787
ACH-000758,-0.0865724452221429
ACH-000760,-0.1362215009735473
ACH-000762,-0.28734849769533377
ACH-000763,-0.1852565949124349
ACH-000764,-0.10074559148419823
ACH-000765,-0.12474023797176953
ACH-000766,-0.08200167958560295
ACH-000767,-0.03365352411226534
ACH-000768,-0.12897465470181516
ACH-000769,-0.28998667191268873
ACH-000770,-0.11790779369588054
ACH-000771,-0.1561611440573456
ACH-000773,-0.12638474818227236
ACH-000776,-0.1682087879143548
ACH-000777,-0.08766538242118582
ACH-000778,-0.1397406779864735
ACH-000781,-0.06471970754848318
ACH-000782,-0.027713184523542173
ACH-000783,-0.22242491685670068
ACH-000784,-0.08520021662897677
ACH-000785,-0.037673844726159984
ACH-000787,-0.12053341321030855
ACH-000788,-0.08946425410887049
ACH-000791,-0.0626407559676456
ACH-000792,-0.18011823799757498
ACH-000794,-0.12076003115294524
ACH-000796,-0.22216937018321967
ACH-000798,0.08808082133086187
ACH-000799,-0.380465469005726
ACH-000800,-0.06525624441229774
ACH-000802,-0.12578082402171645
ACH-000804,0.006610463893071284
ACH-000805,-0.19261756973305316
ACH-000809,-0.1938015571004804
ACH-000810,-0.07707287831633959
ACH-000811,-0.10562684158106696
ACH-000817,-0.1452366620423647
ACH-000819,-0.1239540670036928
ACH-000820,-0.2014480621646383
ACH-000821,-0.11385916451381947
ACH-000822,-0.08757120695250166
ACH-000823,-0.12989095715687524
ACH-000824,-0.0882554518226893
ACH-000827,-0.17104949509054804
ACH-000829,-0.2810714086080168
ACH-000831,-0.20439767685693347
ACH-000832,-0.07431084623753789
ACH-000833,-0.10381858781193792
ACH-000834,-0.1899447848871725
ACH-000835,-0.14443271487510626
ACH-000836,-0.2761871564410302
ACH-000837,-0.046918656962306
ACH-000838,-0.11108056479735244
ACH-000839,-0.2098686394152988
ACH-000840,-0.27086324983517124
ACH-000841,-0.12540870712673027
ACH-000843,-0.17825887706051302
ACH-000846,-0.08518088954552103
ACH-000847,-0.2042437004770393
ACH-000848,-0.2053314044212705
ACH-000849,-0.25945762801598904
ACH-000851,-0.14458077679993594
ACH-000855,-0.01320797296940553
ACH-000856,-0.135332107357851
ACH-000858,-0.2253767170944516
ACH-000859,-0.09864073381877783
ACH-000861,-0.0668223208881771
ACH-000862,-0.14841846514547416
ACH-000865,-0.11751270836288485
ACH-000866,-0.1111022628963038
ACH-000867,-0.18347593414686045
ACH-000869,-0.11474597947412647
ACH-000872,-0.1408401804685659
ACH-000873,-0.05432698206651032
ACH-000876,-0.02476744421561337
ACH-000878,-0.09861962723139787
ACH-000880,-0.05654040338998601
ACH-000881,-0.15460323604196974
ACH-000882,-0.1392714949645492
ACH-000884,-0.07315294793340682
ACH-000885,-0.28414345570407723
ACH-000887,-0.13903077157199684
ACH-000889,-0.1502495829039514
ACH-000896,-0.0866203191351587
ACH-000898,-0.18184548632940195
ACH-000900,-0.22132886930692605
ACH-000901,-0.14068216628063432
ACH-000905,-0.132698283830854
ACH-000906,-0.13897573462233334
ACH-000907,-0.040986769161614166
ACH-000910,-0.2815434728651872
ACH-000911,-0.05585366032734965
ACH-000912,-0.14130796640166246
ACH-000913,-0.02075537375959909
ACH-000915,-0.12367233836096875
ACH-000916,-0.12971559969431756
ACH-000917,-0.012989459948262805
ACH-000920,-0.229748093799397
ACH-000921,-0.1072875017734026
ACH-000924,-0.1621396764839719
ACH-000926,-0.2984712489579886
ACH-000928,-0.2224055930130804
ACH-000929,-0.17435886231591502
ACH-000932,-0.01791094775053131
ACH-000935,-0.21148743114688684
ACH-000936,-0.06823332896152685
ACH-000937,-0.10576890518770504
ACH-000938,-0.1903228494582879
ACH-000939,-0.06343797231394015
ACH-000941,-0.13975845717340318
ACH-000943,-0.15239289597895614
ACH-000946,-0.2846722612349035
ACH-000947,-0.14809299946506305
ACH-000948,-0.1768285354547526
ACH-000950,-0.2263915193183104
ACH-000953,-0.2238718433262349
ACH-000954,-0.3421183081034171
ACH-000957,0.01834037284103821
ACH-000958,0.0875561081304703
ACH-000960,-0.18284766725689647
ACH-000963,-0.2875507443532512
ACH-000968,0.0033463098957648933
ACH-000969,-0.07372186860904711
ACH-000972,-0.19431806780984304
ACH-000973,-0.10459853288583283
ACH-000974,-0.15155955760091408
ACH-000978,-0.109610442442744
ACH-000984,-0.14313652518325434
ACH-000986,-0.09983173249138083
ACH-000988,-0.19658985580804395
ACH-000993,-0.015032287504093137
ACH-000994,-0.08829094008305335
ACH-000996,-0.24093276599544286
ACH-001001,-0.17625379900712454
ACH-001020,-0.1962983089501673
ACH-001028,-0.1474351731740563
ACH-001031,-0.11876362502155607
ACH-001038,-0.18868836610426434
ACH-001048,-0.0504907102710447
ACH-001050,-0.10320688353168038
ACH-001053,-0.2873796008308959
ACH-001054,-0.20384333893804407
ACH-001061,-0.06099761592602512
ACH-001067,-0.09747492144622208
ACH-001075,-0.2094103499430843
ACH-001096,-0.048549261767562836
ACH-001111,-0.08870146794658827
ACH-001119,-0.1065494375564398
ACH-001128,-0.2246656806073666
ACH-001134,0.017425078693809482
ACH-001151,-0.15974937766219674
ACH-001163,-0.1517173221547192
ACH-001164,-0.3175904293999829
ACH-001183,-0.20642454073006594
ACH-001192,-0.16358543615703489
ACH-001193,-0.12890009155863488
ACH-001196,-0.2213030650951937
ACH-001197,-0.09911470421160168
ACH-001205,-0.14276147656050314
ACH-001211,-0.008435264146332694
ACH-001212,-0.17249627569361747
ACH-001228,-0.09059840280919264
ACH-001232,-0.1326765404400471
ACH-001239,-0.2178147822381942
ACH-001270,-0.14486335463535094
ACH-001274,-0.15267635544940006
ACH-001275,-0.0753978913698536
ACH-001277,-0.02116860145925959
ACH-001278,-0.16056243514312982
ACH-001280,-0.2321433377545292
ACH-001283,-0.09584006714588687
ACH-001289,-0.23764843826114526
ACH-001300,-0.14049115368401602
ACH-001301,-0.15599185300316726
ACH-001302,-0.10649340566159232
ACH-001306,-0.06903854884960735
ACH-001318,-0.19076602386816535
ACH-001322,-0.04851568795748155
ACH-001328,-0.1856264631926693
ACH-001332,-0.27649346795737395
ACH-001336,-0.17990478481669084
ACH-001346,-0.07686408196623623
ACH-001353,-0.0795621380792377
ACH-001354,-0.21284439714371234
ACH-001367,-0.2863668712263801
ACH-001368,-0.21710911304731176
ACH-001374,-0.019997002076305604
ACH-001377,-0.25932614978563234
ACH-001380,-0.12619704937419474
ACH-001391,-0.18615466035517925
ACH-001408,-0.07368116447294168
ACH-001430,-0.3047493874146932
ACH-001431,0.10467212397277646
ACH-001450,-0.06895303883073317
ACH-001496,-0.16305363162833633
ACH-001500,-0.08325733913158781
ACH-001523,-0.0832643968100112
ACH-001532,-0.2123995184038146
ACH-001550,-0.2518098516024667
ACH-001552,-0.2914765146485453
ACH-001554,-0.24676722559720365
ACH-001654,-0.11616475996023043
ACH-001735,-0.12538698959386133
ACH-001736,-0.21112484808951293
ACH-001737,0.2430905796812993
ACH-001740,-0.23837292811646765
ACH-001745,-0.1843345338767214
ACH-001765,-0.10126939445181976
