,INHBC (3626)
ACH-000004,0.2312107421602192
ACH-000005,-0.08462725439670687
ACH-000007,-0.053391761259951084
ACH-000009,-0.08547418190947707
ACH-000011,0.13233251278951771
ACH-000012,-0.026214651864457816
ACH-000013,0.02579628275925644
ACH-000014,0.046508064076407576
ACH-000015,-0.08868724752439207
ACH-000017,-0.1307813027380166
ACH-000018,-0.050761008342422115
ACH-000019,-0.039281863601213086
ACH-000021,-0.027864383330050767
ACH-000022,-0.117559300759959
ACH-000025,0.06570417405559092
ACH-000028,0.06644588065227491
ACH-000030,-0.002984014106882475
ACH-000035,-0.051059607337673694
ACH-000036,-0.11863947037709195
ACH-000037,-0.021482068515499032
ACH-000039,-0.11777050869502725
ACH-000040,-0.13041764724510171
ACH-000041,-0.2389973848795593
ACH-000042,-0.05189812009782917
ACH-000045,0.04658025451128909
ACH-000047,-0.014261552521081081
ACH-000052,-0.20142847407331813
ACH-000053,-0.11358754907302973
ACH-000054,0.0693820837702965
ACH-000055,-0.04880129201029496
ACH-000060,0.14275730502548506
ACH-000067,-0.18356668428979706
ACH-000070,0.06128168604960415
ACH-000075,-0.1037156539625356
ACH-000078,-0.14280442476233576
ACH-000082,0.013397678046396586
ACH-000085,-0.21936211682470225
ACH-000086,-0.15677320662278352
ACH-000087,-0.2717975792716243
ACH-000092,-0.14129780244175438
ACH-000095,-0.007259607166038707
ACH-000097,-0.08943396215943382
ACH-000098,-0.06811687563914852
ACH-000099,0.07316070256009645
ACH-000108,0.03515970512990972
ACH-000113,0.010715586393179743
ACH-000116,0.04398666052085165
ACH-000118,-0.1390374550392323
ACH-000120,-0.05637177443014836
ACH-000123,0.005662140119476864
ACH-000127,-0.03365823048976624
ACH-000128,-0.15593922678904634
ACH-000132,0.24818279538645174
ACH-000133,-0.08451494935003777
ACH-000137,-0.12429317817744916
ACH-000138,-0.05664937803216229
ACH-000142,0.0028647172255542195
ACH-000143,-0.08424826355225909
ACH-000146,0.0263196360573396
ACH-000148,-0.03977619216957731
ACH-000150,0.04348530909844127
ACH-000152,-0.19821923660471305
ACH-000153,-0.10634977687066728
ACH-000159,0.09480411652668616
ACH-000160,0.09666542499211242
ACH-000163,-0.052182392666437934
ACH-000167,-0.14505318906502204
ACH-000168,-0.0712842290091263
ACH-000169,-0.14978857853765326
ACH-000178,0.04853548808369862
ACH-000183,-0.15437837755303546
ACH-000188,-0.052645187986474315
ACH-000189,-0.07743481823018161
ACH-000190,0.14095206804109087
ACH-000198,-0.11824327786953795
ACH-000203,-0.12227243251263767
ACH-000204,-0.091479625795239
ACH-000206,-0.04539567655824445
ACH-000207,0.1095745790196813
ACH-000208,0.06980589416573885
ACH-000210,0.10970326518843404
ACH-000211,-0.046203043895683284
ACH-000215,-0.10846707494882496
ACH-000221,0.008630525382652273
ACH-000222,-0.04977797931260877
ACH-000223,-0.03817169695083996
ACH-000226,-0.09794777728578376
ACH-000227,0.004012400644524135
ACH-000228,-0.08335426062997911
ACH-000231,-0.04824086118383959
ACH-000232,-0.028571001777718017
ACH-000233,0.006653470123285743
ACH-000234,-0.1629755635139048
ACH-000235,-0.13063415866757386
ACH-000237,-0.030038757694368555
ACH-000238,-0.09284055590264063
ACH-000242,-0.11370561580817673
ACH-000243,-0.031866790937717784
ACH-000244,-0.0815855494795917
ACH-000246,0.07243805411276287
ACH-000248,-0.004162904610629883
ACH-000250,0.015061157543700125
ACH-000251,0.03616930916912281
ACH-000252,-0.16376294245466813
ACH-000253,0.0765039978873915
ACH-000255,0.10192376017799848
ACH-000256,0.06811318645463364
ACH-000257,0.08337736338054665
ACH-000258,0.14839605981340342
ACH-000259,0.05291592617514658
ACH-000260,-0.06785606492550339
ACH-000261,-0.026882372992092902
ACH-000262,-0.04466203179223893
ACH-000263,-0.008661979517539577
ACH-000264,-0.0666837302812325
ACH-000265,0.04443745158633135
ACH-000266,-0.009873999189221128
ACH-000272,0.2337479640389875
ACH-000274,-0.09507792482208233
ACH-000277,-0.039109630043424194
ACH-000278,-0.16209385486768313
ACH-000279,-0.14265352396559391
ACH-000280,-0.11117532106579084
ACH-000281,-0.1627047798854611
ACH-000288,-0.07761795246443816
ACH-000291,-0.07279501125418386
ACH-000293,-0.01692666601377234
ACH-000294,-0.017146122141003688
ACH-000295,0.1085587676915537
ACH-000296,0.012062062321796931
ACH-000302,0.11331596719285132
ACH-000304,0.0042187401774866394
ACH-000307,-0.07392154406599569
ACH-000308,0.029404062207030707
ACH-000310,-0.05081516924196183
ACH-000311,-0.15911147777557058
ACH-000312,0.0629703451148345
ACH-000315,0.07869230165360383
ACH-000316,0.08015915615558636
ACH-000317,0.08779847595975686
ACH-000318,-0.09635922019209604
ACH-000319,-0.096989063333518
ACH-000320,0.10343886441962703
ACH-000322,0.014907370880884903
ACH-000323,-0.0037731318608721686
ACH-000324,-0.055930139582428734
ACH-000329,-0.04178081164744056
ACH-000330,-0.07275450400789177
ACH-000331,0.08943165633404561
ACH-000332,0.023364660083733408
ACH-000334,-0.021934170647026446
ACH-000335,-0.0009842499042271944
ACH-000336,0.022073967213025257
ACH-000337,-0.17754027483828205
ACH-000338,-0.09684630398214472
ACH-000339,-0.06802919370171184
ACH-000341,-0.07148089220601198
ACH-000348,-0.04389358742851409
ACH-000350,-0.058634063024459074
ACH-000352,-0.07391686837144276
ACH-000356,-0.26995288418042523
ACH-000361,0.04099193984124943
ACH-000362,-0.03032050519781417
