,NAIP (4671)
ACH-000004,-0.21242504377364746
ACH-000005,-0.007229625251863172
ACH-000007,-0.4175906289604552
ACH-000009,-0.05204958005710945
ACH-000011,-0.02247019951856896
ACH-000012,-0.23243900490458286
ACH-000013,-0.0588301013409554
ACH-000014,-0.0040404492364455435
ACH-000015,-0.3140597095168985
ACH-000017,0.013712243095183586
ACH-000018,-0.012211232355928749
ACH-000019,-0.14954882852860052
ACH-000021,-0.23572135774844355
ACH-000022,0.029408694851543744
ACH-000025,0.04096050939013502
ACH-000028,-0.1843880292371068
ACH-000030,-0.25926390083504713
ACH-000035,0.1026867601007274
ACH-000036,-0.24277755530483114
ACH-000037,-0.2874179513717361
ACH-000039,-0.2752332286967797
ACH-000040,-0.21572060237610466
ACH-000041,-0.09916446863025036
ACH-000042,-0.16768389546722634
ACH-000045,-0.3299660789138598
ACH-000047,-0.19057491066352908
ACH-000052,-0.3432037389200895
ACH-000053,-0.20628536805534534
ACH-000054,-0.1822352757027176
ACH-000055,-0.32194212774904624
ACH-000060,-0.10745939174607744
ACH-000067,0.042363073197233966
ACH-000070,0.0432538719600367
ACH-000075,-0.2671673714434978
ACH-000078,-0.16967630529326835
ACH-000082,-0.1951713141648833
ACH-000085,0.05922343343230661
ACH-000086,-0.2667070181856475
ACH-000087,-0.23141086783609566
ACH-000092,-0.05813400104846435
ACH-000095,-0.02015607174820521
ACH-000097,-0.16547910383579476
ACH-000098,-0.2527576850682292
ACH-000099,-0.060188599747438586
ACH-000108,-0.2288521827715368
ACH-000113,-0.13601944564296653
ACH-000116,-0.2463682049400991
ACH-000118,-0.211518596011675
ACH-000120,-0.11096121132508302
ACH-000123,-0.1736985683262365
ACH-000127,-0.19325977468227887
ACH-000128,-0.2570780848758501
ACH-000132,-0.16776318160337134
ACH-000133,-0.16901337095313462
ACH-000137,-0.19928847056328847
ACH-000138,-0.023200381588547123
ACH-000142,-0.12490699819678575
ACH-000143,-0.10765615135352984
ACH-000146,-0.21616675048205525
ACH-000148,-0.14599844982817095
ACH-000150,0.1075469127875662
ACH-000152,-0.2508924256914659
ACH-000153,-0.2947962205154983
ACH-000159,-0.18204134481030834
ACH-000160,0.037558802669015096
ACH-000163,-0.16066074571957306
ACH-000167,-0.6757809244339317
ACH-000168,-0.02073168058695732
ACH-000169,-0.03552943095105965
ACH-000178,0.02612320767343844
ACH-000183,-0.04588110197790768
ACH-000188,-0.3033593899014914
ACH-000189,-0.3306573614957149
ACH-000190,-0.40721961740992896
ACH-000198,0.011340887903779332
ACH-000203,0.5345381254389998
ACH-000204,0.02762483484811489
ACH-000206,-0.17240823739293454
ACH-000207,-0.15714984454267247
ACH-000208,-0.21975134717654596
ACH-000210,0.10716122955631098
ACH-000211,-0.14987757551743164
ACH-000215,-0.10168225368671843
ACH-000221,-0.03996915671521237
ACH-000222,-0.09556750368038196
ACH-000223,-0.05937766825644415
ACH-000226,0.16944515855597644
ACH-000227,-0.04067610015291772
ACH-000228,-0.3557836248801693
ACH-000231,-0.2591111878887465
ACH-000232,-0.09146758472601453
ACH-000233,-0.054858212987334905
ACH-000234,-0.07585149337287872
ACH-000235,-0.1776956937627033
ACH-000237,0.037608678102265286
ACH-000238,-0.2300440765744741
ACH-000242,-0.1809994892937166
ACH-000243,-0.2884674731576684
ACH-000244,-0.19448388902486166
ACH-000246,-0.22668415896507596
ACH-000248,-0.13565822919913215
ACH-000250,-0.11841330629661764
ACH-000251,0.06162703511999105
ACH-000252,0.06991310976669551
ACH-000253,-0.22757026792695734
ACH-000255,-0.18229752731863588
ACH-000256,-0.2872510754401297
ACH-000257,-0.16914310154876486
ACH-000258,-0.19370556210124454
ACH-000259,-0.01907847541632921
ACH-000260,-0.3171436288795042
ACH-000261,-0.2941905619678105
ACH-000262,-0.2057283460309632
ACH-000263,0.05834012420232499
ACH-000264,-0.2249012918736996
ACH-000265,-0.09985238388116403
ACH-000266,-0.1964063440505044
ACH-000272,-0.2494138486420749
ACH-000274,-0.3195942457738112
ACH-000277,0.20488856707980607
ACH-000278,-0.3829216225807045
ACH-000279,-0.23544132495977635
ACH-000280,-0.35514267212060063
ACH-000281,0.034613487774372835
ACH-000288,-0.12352260875427334
ACH-000291,-0.006939261969660551
ACH-000293,-0.4461532039679209
ACH-000294,-0.12483260409351996
ACH-000295,-0.4050396374648253
ACH-000296,-0.2294144759009759
ACH-000302,-0.11055158323890406
ACH-000304,-0.2869462707273769
ACH-000307,0.11661312903419503
ACH-000308,0.027632066103552882
ACH-000310,0.048068257484750083
ACH-000311,-0.21909441575338165
ACH-000312,-0.07959997012541385
ACH-000315,-0.2072513072830348
ACH-000316,-0.2116686521298419
ACH-000317,-0.18054083116702774
ACH-000318,-0.09599690603041314
ACH-000319,-0.3053135142171142
ACH-000320,-0.08707620763527545
ACH-000322,-0.11795707696359252
ACH-000323,-0.3532434835940061
ACH-000324,-0.1844914512995219
ACH-000329,-0.1938996414959873
ACH-000330,-0.11090941985178386
ACH-000331,0.010027629948623627
ACH-000332,-0.07280967778996321
ACH-000334,-0.4050876508051376
ACH-000335,-0.2972111510927711
ACH-000336,-0.09405480012328908
ACH-000337,-0.10757665907454736
ACH-000338,-0.8258952590976396
ACH-000339,-0.05029899256116891
ACH-000341,-0.2357180497940521
ACH-000348,-0.21671807196709755
ACH-000350,-0.10545937702704368
ACH-000352,-0.20400625550035706
ACH-000356,-0.17426720341581775
ACH-000361,0.06287399492713917
ACH-000362,-0.2505773257892903
ACH-000363,-0.244510709665252
ACH-000364,-0.1715514418478108
ACH-000365,-0.03149696240294768
ACH-000366,-0.05178237570859951
ACH-000368,-0.5037720690326735
ACH-000374,-0.05537753275161926
ACH-000375,-0.006140456661394699
ACH-000376,-0.09067467532407464
ACH-000381,-0.1473643590838928
ACH-000383,-0.2341793855897146
ACH-000387,-0.1677405437209961
ACH-000389,-0.1660917006039342
ACH-000390,-0.0532944680815518
ACH-000393,-0.1047340803529118
ACH-000395,-0.2906020632894593
ACH-000396,-0.18712683221900364
ACH-000397,-0.3605867798918023
ACH-000401,0.12227938529990272
ACH-000402,-0.0011699665787985633
ACH-000403,-0.204885281856904
ACH-000404,-0.25021561778254525
ACH-000406,-0.07153003331346115
ACH-000407,-0.14127118750675988
ACH-000408,-0.0944466534839531
ACH-000410,-0.1516252547855348
ACH-000411,-0.05713911417714713
ACH-000414,-0.011791374691394518
ACH-000415,-0.08668240435480239
ACH-000416,-0.08279166002690083
ACH-000420,-0.2896947835122876
ACH-000421,-0.3173419446900659
ACH-000424,-0.24128203435711526
ACH-000425,-0.2199403751818938
ACH-000426,-0.1749519220834302
ACH-000427,-0.08588640943674998
ACH-000433,-0.23415081630698195
ACH-000435,0.0435527024975724
ACH-000436,-0.04204215282909005
ACH-000444,-0.2258835704504956
ACH-000445,0.1824822415537641
ACH-000448,-0.03576362919560698
ACH-000450,-0.5442011367285915
ACH-000452,-0.01976529289370569
ACH-000454,-0.28904248581119923
ACH-000458,-0.3573713983797922
ACH-000459,-0.1817273403347622
ACH-000460,-0.0409914320321862
ACH-000461,-0.13503588406701866
ACH-000463,-0.3546511784060349
ACH-000464,-0.06347492183984578
ACH-000466,-0.4936721801597267
ACH-000467,-0.19199783217035146
ACH-000468,-0.17975440857299396
ACH-000469,-0.03587997851749078
ACH-000470,-0.37482203854176893
ACH-000471,-0.15948146503617755
ACH-000472,-0.12841008815379482
ACH-000473,-0.0767962078914095
ACH-000475,-0.17227319565363367
ACH-000476,-0.3027944573654198
ACH-000477,0.052210233968979565
ACH-000479,-0.3607701666217689
ACH-000480,-0.27697774292500577
ACH-000481,-0.2505503552557614
ACH-000483,-0.07488277624954509
ACH-000484,-0.2855813313496485
ACH-000485,-0.18641415667472744
ACH-000486,-0.05683487131260325
