,PFN2 (5217)
ACH-000004,-0.2923270886742089
ACH-000005,-0.19953914970781986
ACH-000007,0.09868629477212597
ACH-000009,-0.09144550865990532
ACH-000011,-0.16804618501534396
ACH-000012,-0.128372447446764
ACH-000013,-0.06463896172913045
ACH-000014,-0.17409666875468344
ACH-000015,-0.1949985895284271
ACH-000017,-0.04787182531838514
ACH-000018,-0.16932506307229545
ACH-000019,-0.07001815112742768
ACH-000021,-0.05798577645949408
ACH-000022,-0.1349990393142125
ACH-000025,-0.08708612248824714
ACH-000028,-0.20134222663340015
ACH-000030,-0.1229559826289033
ACH-000035,-0.06628556869355423
ACH-000036,-0.17210832080167154
ACH-000037,-0.18488560166497592
ACH-000039,-0.18040024078465766
ACH-000040,-0.05764925865810395
ACH-000041,-0.03487484546297212
ACH-000042,-0.08773716417398568
ACH-000045,-0.08497704723819975
ACH-000047,-0.06893343458743385
ACH-000052,0.058049729164538474
ACH-000053,-0.0791632175220792
ACH-000054,-0.08569101711419924
ACH-000055,0.0111882375116069
ACH-000060,-0.2967753987734178
ACH-000067,-0.1004286489643607
ACH-000070,-0.12449236156721033
ACH-000075,-0.09131365128347008
ACH-000078,0.00438556948898893
ACH-000082,0.023835021167719832
ACH-000085,-0.09019848554465792
ACH-000086,-0.09634271177147713
ACH-000087,-0.1142696672215589
ACH-000092,-0.14324501615883548
ACH-000095,-0.048548867906180064
ACH-000097,-0.037724093739655865
ACH-000098,-0.22364738739701687
ACH-000099,-0.07608336937584396
ACH-000108,-0.21990503994277202
ACH-000113,-0.2105280495017248
ACH-000116,-0.1282366659425726
ACH-000118,-0.11142830264033553
ACH-000120,0.01346751930732147
ACH-000123,0.03190952513680342
ACH-000127,-0.12181099382517865
ACH-000128,-0.07418246885031678
ACH-000132,-0.11339659079649607
ACH-000133,-0.12192240184349425
ACH-000137,-0.05466223282709234
ACH-000138,-0.11105703850947307
ACH-000142,-0.15365835167142206
ACH-000143,-0.06510989130174845
ACH-000146,-0.02188893277918488
ACH-000148,-0.031242212782423773
ACH-000150,-0.03964791723600551
ACH-000152,-0.19544843160448355
ACH-000153,0.006821106043917164
ACH-000159,-0.1380589930125888
ACH-000160,-0.25268256086747953
ACH-000163,-0.2996241689256052
ACH-000167,-0.4513300967644486
ACH-000168,0.12445449112265465
ACH-000169,-0.2493377111590709
ACH-000178,-0.007585751363022925
ACH-000183,-0.21947844573861114
ACH-000188,-0.06813802618225102
ACH-000189,-0.19596405139672365
ACH-000190,-0.10067179304045447
ACH-000198,-0.09136427289358423
ACH-000203,-0.16750881470780676
ACH-000204,-0.3456004459374345
ACH-000206,0.1708235550007401
ACH-000207,-0.06399575723355548
ACH-000208,0.0012584842954371238
ACH-000210,-0.09149471975341636
ACH-000211,-0.13396859931991786
ACH-000215,-0.010944522816134963
ACH-000221,-0.06799771389977184
ACH-000222,-0.14499032626466732
ACH-000223,-0.017489734559386842
ACH-000226,-0.09231708810607728
ACH-000227,-0.16973115323743074
ACH-000228,-0.09780500544066116
ACH-000231,-0.091648933868993
ACH-000232,-0.16839045711377268
ACH-000233,0.128097648273343
ACH-000234,-0.10259812807231354
ACH-000235,-0.07544836057077911
ACH-000237,-0.09246769865520413
ACH-000238,-0.0174286039083015
ACH-000242,-0.3818388460844892
ACH-000243,-0.05247871019983178
ACH-000244,-0.4491257307073971
ACH-000246,-0.0055912220696367225
ACH-000248,-0.06687399449029108
ACH-000250,-0.15638287804212406
ACH-000251,-0.15534377756986298
ACH-000252,0.08307084107663383
ACH-000253,-0.12794958022822886
ACH-000255,-0.07183656155473771
ACH-000256,0.0481239891826805
ACH-000257,-0.2081390291365063
ACH-000258,0.04737899482577601
ACH-000259,0.018214622627055
ACH-000260,-0.12871046236674547
ACH-000261,-0.09528924496051812
ACH-000262,-0.21930691044924933
ACH-000263,-0.06620978558329581
ACH-000264,-0.15570936552389128
ACH-000265,-0.1517089951923132
ACH-000266,-0.12482721923417794
ACH-000272,-0.11575517283395008
ACH-000274,-0.17312818618982398
ACH-000277,-0.1427873383830647
ACH-000278,-0.055711993643965486
ACH-000279,-0.138148267335005
ACH-000280,-0.13040825084953953
ACH-000281,-0.2540638541639199
ACH-000288,-0.11947031310128756
ACH-000291,-0.12630649184260506
ACH-000293,-0.143727819930252
ACH-000294,-0.1589219553840769
ACH-000295,-0.0034931036216177035
ACH-000296,-0.11354694536183375
ACH-000302,-0.11004883352197399
ACH-000304,-0.06871762641434541
ACH-000307,0.004135970142491937
ACH-000308,-0.04647481406709854
ACH-000310,-0.1156457610841386
ACH-000311,-0.23430560545655416
ACH-000312,-0.05164086650138831
ACH-000315,-0.09804795850025666
ACH-000316,-0.004673134105309431
ACH-000317,-0.19917977627125774
ACH-000318,-0.2201585073818129
ACH-000319,-0.16997060617533616
ACH-000320,-0.028208732163611444
ACH-000322,-0.13342944696374942
