,YOD1 (55432)
ACH-000004,-0.08844572216293821
ACH-000005,-0.3052925441202262
ACH-000007,-0.029958696821167863
ACH-000009,-0.0975759698684916
ACH-000011,0.01584443940449256
ACH-000012,-0.009193790875395794
ACH-000013,0.0245773027897303
ACH-000014,0.039296060068067525
ACH-000015,0.07803811162962926
ACH-000017,-0.12697468075535173
ACH-000018,0.085710894446053
ACH-000019,0.004783585999176434
ACH-000021,-0.0733304349832734
ACH-000022,-0.029866396789722225
ACH-000025,-0.2536062336559868
ACH-000028,-0.058687556871132474
ACH-000030,0.09308830927360227
ACH-000035,0.021336843816101892
ACH-000036,-0.09833758711045476
ACH-000037,-0.06742869047192097
ACH-000039,0.10677554683564887
ACH-000040,-0.0832255820324915
ACH-000041,-0.11465592563820215
ACH-000042,-0.02017758425473936
ACH-000045,0.09931491505877406
ACH-000047,0.11747127422310764
ACH-000052,-0.05742754840010486
ACH-000053,0.0007649620692886508
ACH-000054,-0.02368137193392629
ACH-000055,0.019797509761710283
ACH-000060,0.12657866263046272
ACH-000067,0.047275050132279686
ACH-000070,0.07102630688898559
ACH-000075,-0.04731822699920417
ACH-000078,0.08992423872494079
ACH-000082,0.04302997407431705
ACH-000085,-0.08630443631886699
ACH-000086,-0.21227570232402573
ACH-000087,0.1676094280048364
ACH-000092,-0.02221741770678586
ACH-000095,0.0020147444090682807
ACH-000097,-0.13209898097268402
ACH-000098,0.005026526436162479
ACH-000099,0.0204061219420348
ACH-000108,-0.04344884721902467
ACH-000113,-0.16126804665199632
ACH-000116,0.01876607922950534
ACH-000118,0.04511078070313952
ACH-000120,0.01933117991158488
ACH-000123,0.0392983187341588
ACH-000127,-0.05573444649638756
ACH-000128,0.033664596998251875
ACH-000132,-0.14717038444662853
ACH-000133,0.11629514699145133
ACH-000137,0.050116161614571
ACH-000138,0.10761778818253537
ACH-000142,-0.03930091429804542
ACH-000143,-0.107699508707791
ACH-000146,0.15612972915606296
ACH-000148,-0.14102404753130676
ACH-000150,0.1371932232418352
ACH-000152,0.024584477490773127
ACH-000153,0.09147138836288106
