,SDHB (6390)
ACH-000004,-0.7978320863020959
ACH-000005,-0.9084429810369854
ACH-000007,-0.7422793290238988
ACH-000009,-0.3837233904355124
ACH-000011,-0.5725055888524979
ACH-000012,-0.3815614273989967
ACH-000013,-0.16031002597234054
ACH-000014,-0.8594627171610261
ACH-000015,-0.21516790314112452
ACH-000017,-0.7770992154140051
ACH-000018,-0.059193692759742275
ACH-000019,-0.8232981335130704
ACH-000021,-0.42616011261645054
ACH-000022,-0.3346872444668881
ACH-000025,-0.6015941862788827
ACH-000028,-0.6697639718106904
ACH-000030,-0.8537149820568435
ACH-000035,-0.20316821516712893
ACH-000036,0.3280048952568901
ACH-000037,-0.3887280941658631
ACH-000039,-0.6030099358540654
ACH-000040,-0.3329470570044717
ACH-000041,-0.4423695914510219
ACH-000042,-0.14375928994289972
ACH-000045,-0.6542099174171749
ACH-000047,-0.6639120168198995
ACH-000052,-0.18059197496951976
ACH-000053,-0.8661995067493431
ACH-000054,-0.6342882283171499
ACH-000055,-0.42281365870772014
ACH-000060,-0.30186391591379197
ACH-000067,-0.3494975454617836
ACH-000070,-0.8977789973801437
ACH-000075,-0.2640257554433257
ACH-000078,-0.6637100581346279
ACH-000082,-0.20485336668354934
ACH-000085,-0.14297167984268833
ACH-000086,-0.16825011864410094
ACH-000087,-0.6760724799842338
ACH-000092,-0.2895930291803037
ACH-000095,0.035543650652000665
ACH-000097,-0.8473789556441261
ACH-000098,-0.1822012706184847
ACH-000099,-0.6564275725598903
ACH-000108,-0.7666561008054271
ACH-000113,-0.4390043290664481
ACH-000116,-0.2384637359285096
ACH-000118,-0.6386785684960338
ACH-000120,0.008015748226609028
ACH-000123,-0.3669776972651644
ACH-000127,-0.6499719068564694
ACH-000128,-0.5277592451931054
ACH-000132,-0.4342648265083048
ACH-000133,-0.21139645948307084
ACH-000137,-0.3844310665785497
ACH-000138,-0.8691458807784164
ACH-000142,-0.4846003940345456
ACH-000143,-0.21027437003093946
ACH-000146,-0.6346014055424171
ACH-000148,-0.4406258546797953
ACH-000150,-0.6332820397119288
ACH-000152,-0.6126842682831669
ACH-000153,-0.4988983634313987
ACH-000159,-0.4550049656123261
ACH-000160,-0.4622403624002374
ACH-000163,-0.4275595855672032
ACH-000167,-0.528449838794427
ACH-000168,-0.6373409592499639
ACH-000169,-0.3323749285861407
ACH-000178,-0.3617152139153929
ACH-000183,-0.7444562131455748
ACH-000188,-0.2885038173112159
ACH-000189,-0.7284447232175757
ACH-000190,-0.291400461281526
ACH-000198,-0.5735692086709813
ACH-000203,-0.12064907818409025
ACH-000204,-0.4709005509897116
ACH-000206,-0.25875467806774965
ACH-000207,-0.7632755815568962
ACH-000208,-0.4155192749925038
ACH-000210,-0.64130820527901
ACH-000211,-0.08235590764564361
ACH-000215,-0.1157438530596496
ACH-000221,-0.588685189966895
ACH-000222,-0.8485680750239291
ACH-000223,-0.3497871749755373
ACH-000226,-0.7676818264234351
ACH-000227,-0.3092572207762779
ACH-000228,-0.4286581279533705
ACH-000231,-0.10875740741243214
ACH-000232,0.02397424611113742
ACH-000233,-0.6627681914060964
ACH-000234,-0.4896874616822602
ACH-000235,-1.0515769445628913
ACH-000237,-0.20510301825318172
ACH-000238,-0.42728025127513297
ACH-000242,-0.08972315995476629
ACH-000243,-0.2856600369401873
ACH-000244,-0.17069371138703734
ACH-000246,-0.3149877637641105
ACH-000248,-0.6998764098375231
ACH-000250,-0.3973420901992099
ACH-000251,-0.3616789421195042
ACH-000252,-0.5533960285606848
ACH-000253,-0.7226016826004368
ACH-000255,-0.20641725709650507
ACH-000256,-0.3171119567931374
ACH-000257,-0.9106299892824514
ACH-000258,-0.9439079324085484
ACH-000259,-0.8189595272701736
ACH-000260,0.07746938735654757
ACH-000261,-0.5657446875907057
ACH-000262,-0.4651717584710725
ACH-000263,-0.7684144726403748
ACH-000264,-0.6559216797150608
ACH-000265,-0.3766191896216989
ACH-000266,-0.19824137816425733
ACH-000272,-0.8447271551026824
ACH-000274,-0.2481483808451902
ACH-000277,-1.0995586537403492
ACH-000278,-0.3995195405642055
ACH-000279,-0.5919680695391197
ACH-000280,-0.08776953060348656
ACH-000281,-0.425182712219606
ACH-000288,-0.5817325630266733
ACH-000291,-0.08202078993315112
ACH-000293,-0.37115402839092404
ACH-000294,-1.0517580087260483
ACH-000295,-1.1503018925805049
ACH-000296,-0.24054177013456204
ACH-000302,0.005750486247364493
ACH-000304,-0.7241291066443322
ACH-000307,-0.8150445608030591
ACH-000308,-0.4248265948010487
ACH-000310,-0.2298072243124943
ACH-000311,-0.5361862053110371
ACH-000312,-0.5670679626720119
ACH-000315,-1.0501006913935187
ACH-000316,-0.2819120463593554
ACH-000317,-1.3271654377993698
ACH-000318,-0.6588045885782524
ACH-000319,-0.22636429951997214
ACH-000320,-0.4775757183917781
ACH-000322,-0.4652857133994177
ACH-000323,-0.2567964333552354
ACH-000324,-0.04992173562224845
ACH-000329,-0.5373570895339205
ACH-000330,-0.9427647146666064
ACH-000331,0.019859639774951244
ACH-000332,-0.3031424212734865
ACH-000334,-0.859913771979563
ACH-000335,-0.4506552236007149
ACH-000336,-0.5077989370578221
ACH-000337,-0.6984889148779195
ACH-000338,-0.9657966509624994
ACH-000339,-0.775567850022423
ACH-000341,-0.388490735333685
ACH-000348,-0.5076287352098111
ACH-000350,-0.3500050897875251
ACH-000352,-1.0069412311846428
ACH-000356,-0.6424603730107576
ACH-000361,-0.3093520377777621
ACH-000362,-0.5263547615368338
ACH-000363,-0.7532102758552395
ACH-000364,-0.2640130213979441
ACH-000365,-0.7801147407597339
ACH-000366,-0.5933963160654449
ACH-000368,-0.3792308445690975
ACH-000374,-0.21389097691818584
ACH-000375,-0.56597084103583
ACH-000376,-0.3608806669376968
ACH-000381,-0.6612278486666425
ACH-000383,-0.7565435756562859
ACH-000387,-0.6985362686664957
ACH-000389,0.1857080797715836
ACH-000390,-0.6593140596518734
ACH-000393,-0.32472359615976354
ACH-000395,-0.8086266070373334
ACH-000396,-0.8954593731929706
ACH-000397,-0.4274360180153566
ACH-000401,-0.4775529606647096
ACH-000402,-0.7942780881853565
ACH-000403,-0.5016127765378448
ACH-000404,-0.6104243018794944
ACH-000406,-0.9288167541467458
ACH-000407,-0.3440390346242663
ACH-000408,-0.8428623525416303
ACH-000410,-0.2346192814551853
ACH-000411,-0.614865295307099
ACH-000414,-0.24937833146328486
ACH-000415,-0.2471797270535537
