,ACTBL2 (345651)
ACH-000004,0.08318041139907903
ACH-000005,-0.04494530344456288
ACH-000007,-0.02162754575607282
ACH-000009,0.16430833845707016
ACH-000011,0.011805544824211438
ACH-000012,0.05782324886998115
ACH-000013,0.0578212571795445
ACH-000014,-0.06395811670875114
ACH-000015,-0.1251658258008578
ACH-000017,0.05459181111276692
ACH-000018,-0.1828436843388752
ACH-000019,0.08829512110630597
ACH-000021,0.11177332324206296
ACH-000022,0.003862766387171944
ACH-000025,0.1507698975045755
ACH-000028,0.07099146038851399
ACH-000030,-0.03708981229995429
ACH-000035,0.2921647997601826
ACH-000036,0.02614615823003249
ACH-000037,0.0836992229805701
ACH-000039,0.028806360717423762
ACH-000040,0.1043415510062156
ACH-000041,-0.14354136758664912
ACH-000042,0.07423912889657489
ACH-000045,0.0313448406805083
ACH-000047,0.06124355759859529
ACH-000052,0.10189758596380163
ACH-000053,-0.0013719389702255011
ACH-000054,0.008823860358353369
ACH-000055,-0.051900327910495626
ACH-000060,0.08180372725717283
ACH-000067,0.19237108871608133
ACH-000070,0.10666433998499183
ACH-000075,0.0902045966133751
ACH-000078,0.04081993055995296
ACH-000082,-0.011900112652064657
ACH-000085,0.1541040948758667
ACH-000086,-0.011808553954998949
ACH-000087,-0.04351264298701202
ACH-000092,0.0262751601220183
ACH-000095,0.050340214648950166
ACH-000097,0.0224388940152162
ACH-000098,-0.0949813693479016
ACH-000099,0.03957679315115351
ACH-000108,-0.0676483566950278
ACH-000113,0.06967995891449531
ACH-000116,-0.005562084405664648
ACH-000118,0.08388895070754028
ACH-000120,0.17017672792284275
ACH-000123,0.012397177689367088
ACH-000127,0.0472116797823793
ACH-000128,0.06658213100624026
ACH-000132,0.03157403680664488
ACH-000133,0.028268110440065462
ACH-000137,-0.06468706226604982
ACH-000138,0.062479326066182374
ACH-000142,-0.09592867477262776
ACH-000143,0.007718838677328319
ACH-000146,0.017849325076115332
ACH-000148,0.09005691096401733
ACH-000150,0.02754575574173656
ACH-000152,0.0039416444444338745
ACH-000153,0.1091060560662798
