,TPO (7173)
ACH-000004,0.143503351600927
ACH-000005,0.22020143087043653
ACH-000007,-0.16737550448699132
ACH-000009,-0.17795956805323748
ACH-000011,-0.11338787933071505
ACH-000012,0.041546893940736664
ACH-000013,-0.00531675733871336
ACH-000014,0.06056628220982919
ACH-000015,0.01652135393367739
ACH-000017,0.030786765781488368
ACH-000018,0.04117867183245448
ACH-000019,-0.04140618917656375
ACH-000021,0.04265574727739933
ACH-000022,-0.04936452423360089
ACH-000025,0.17207057568827838
ACH-000028,0.10292250756013772
ACH-000030,-0.02779632482503266
ACH-000035,0.09815525218859082
ACH-000036,0.02178637270495986
ACH-000037,-0.062230516138477576
ACH-000039,0.1279248383951917
ACH-000040,-0.13894342868550175
ACH-000041,-0.09535199604154353
ACH-000042,-0.07773017660531907
ACH-000045,0.042960305707894865
ACH-000047,-0.04935900158115868
ACH-000052,-0.1604653607267903
ACH-000053,0.019204899357966324
ACH-000054,0.02319445603998216
ACH-000055,0.08966076184890306
ACH-000060,-0.04951799331703411
ACH-000067,0.06271383710311862
ACH-000070,-0.0787377678822777
ACH-000075,-0.08372282810404343
ACH-000078,-0.05075051191870018
ACH-000082,0.09105424857452853
ACH-000085,0.022917282111117026
ACH-000086,-0.01134886706542194
ACH-000087,-0.0018377480003566656
ACH-000092,0.06975606978928732
ACH-000095,0.023052823511988584
ACH-000097,0.1013821275381924
ACH-000098,0.036331540597658855
ACH-000099,-0.14617926678413193
ACH-000108,-0.020292928097557932
ACH-000113,-0.04583882835372719
ACH-000116,0.07310469583683805
ACH-000118,0.11093413861763804
ACH-000120,0.038491405330947116
ACH-000123,-0.038875140820810776
ACH-000127,-0.07270711666108227
ACH-000128,0.08055442365787527
ACH-000132,0.05036925339332518
ACH-000133,0.08148226521158697
ACH-000137,-0.0204338855073784
ACH-000138,-0.02307972860374661
ACH-000142,0.05047733170842323
ACH-000143,-0.02060233380107053
ACH-000146,-0.0124032305437135
ACH-000148,-0.06479297746715235
ACH-000150,-0.07666433292726707
ACH-000152,0.12408888311333995
ACH-000153,0.1558844909643346
ACH-000159,0.07621298113281615
ACH-000160,0.08516673123164713
ACH-000163,-0.08994246836370925
ACH-000167,0.1951354201256112
ACH-000168,0.2577499084911197
ACH-000169,-0.01120024083311122
