,TYK2 (7297)
ACH-000004,-0.08666651152979386
ACH-000005,0.2063316944029397
ACH-000007,0.2073884091009532
ACH-000009,0.09857940146521232
ACH-000011,0.1891103198827398
ACH-000012,0.1048959895577284
ACH-000013,0.01167245380007394
ACH-000014,0.12529928815229016
ACH-000015,-0.01954145292333705
ACH-000017,0.05773266645148119
ACH-000018,0.30605917348268386
ACH-000019,-0.2500037669344953
ACH-000021,0.015707710354026315
ACH-000022,0.13800574195567686
ACH-000025,0.17453243416668354
ACH-000028,-0.011188005979891228
ACH-000030,0.012011287063345241
ACH-000035,0.3663539863606717
ACH-000036,0.2129665984883164
ACH-000037,-0.055208581223797966
ACH-000039,0.2419048666456877
ACH-000040,0.29102451846105576
ACH-000041,-0.0495493798667313
ACH-000042,0.2454001835727682
ACH-000045,0.05261487566255471
ACH-000047,0.0971940378093294
ACH-000052,-0.09161862878065974
ACH-000053,0.0694243573456474
ACH-000054,0.00501721780449927
ACH-000055,0.17677252128060594
ACH-000060,0.14063480230468542
ACH-000067,0.09952753308685856
ACH-000070,0.16335724870839988
ACH-000075,0.009556894052433628
ACH-000078,0.12315292369351613
ACH-000082,0.10652110630567203
ACH-000085,0.22504337561583415
ACH-000086,0.13666694850172345
ACH-000087,-0.03867551070118545
ACH-000092,0.17491992900574427
ACH-000095,0.027582422737951067
ACH-000097,0.12634501868796816
ACH-000098,0.06540227435135576
ACH-000099,0.10896603740258176
ACH-000108,0.0977359424915231
ACH-000113,0.1979993159019006
ACH-000116,0.02135476881607756
ACH-000118,0.002907795407697541
ACH-000120,0.11443844241489574
ACH-000123,0.053338271089302114
ACH-000127,0.08831648247714079
ACH-000128,0.18380561871997045
ACH-000132,0.05460943936913753
ACH-000133,0.19874594437684776
ACH-000137,0.25372548131994144
ACH-000138,0.1852313785421925
ACH-000142,0.10541757174004666
ACH-000143,0.16438793992908682
ACH-000146,0.15179435777244493
ACH-000148,0.14828163751746254
ACH-000150,-0.01548648207698896
ACH-000152,0.19766993630445592
ACH-000153,0.004593993213333426
ACH-000159,0.06161596995707502
ACH-000160,0.11619226659806513
ACH-000163,0.009335170055354985
ACH-000167,0.3244713455465201
ACH-000168,-0.03877304296207479
ACH-000169,0.11985893553591452
ACH-000178,0.2738533093296637
ACH-000183,-0.01725342195231403
ACH-000188,0.00901102415868033
ACH-000189,0.0233697171893824
ACH-000190,0.052790454206066664
ACH-000198,0.07563068784616735
ACH-000203,0.04275266403386989
ACH-000204,0.1385912115275412
ACH-000206,-0.07905915666143873
ACH-000207,0.14647489476024672
ACH-000208,0.15851556286107882
ACH-000210,0.3781706320572356
ACH-000211,0.08752913640668647
ACH-000215,0.07884991462305753
ACH-000221,0.023792880123351998
ACH-000222,0.0018834274522237055
ACH-000223,0.21315474364706505
ACH-000226,0.13496790657946126
ACH-000227,0.26233997445882595
ACH-000228,0.018463927098223625
ACH-000231,0.3362576467290761
ACH-000232,0.18721946571713605
ACH-000233,0.08018805598996875
ACH-000234,0.13850716747920558
ACH-000235,0.16434306981401706
ACH-000237,0.1840662765764273
ACH-000238,0.3056615643160419
ACH-000242,0.2593422808678322
ACH-000243,0.00946870872062279
ACH-000244,-0.18306088914299234
ACH-000246,0.13512323933933998
ACH-000248,0.05893764150500234
ACH-000250,0.16989279934221527
ACH-000251,0.14062690047892373
ACH-000252,0.24304709346919395
ACH-000253,0.051521969557198725
ACH-000255,0.11791165146109375
ACH-000256,0.15433788510800756
ACH-000257,-0.17173652562007072
ACH-000258,0.04645550942301069
ACH-000259,0.1731628343401891
ACH-000260,0.07123249249036735
ACH-000261,0.08454551056967463
ACH-000262,0.13148896026713486
ACH-000263,0.10428185902301976
ACH-000264,0.06633781712744523
ACH-000265,0.10668019868627794
ACH-000266,0.1378330558667165
ACH-000272,0.13326385930914095
ACH-000274,0.12830616137749315
ACH-000277,0.09526022995990824
ACH-000278,0.07570049165645032
ACH-000279,0.11968896058912465
ACH-000280,0.021404706874490417
ACH-000281,0.09418744289426846
ACH-000288,0.1403270772752779
ACH-000291,0.19280256626419195
