,CUX1 (1523)
ACH-000004,0.13581545732095793
ACH-000005,0.1354346552211595
ACH-000007,-0.02402443970581249
ACH-000009,-0.012418289590128598
ACH-000011,0.12880147751174936
ACH-000012,-0.09707214399702692
ACH-000013,0.08866296107996675
ACH-000014,0.13392632939899016
ACH-000015,0.2810561849443137
ACH-000017,0.06855258932265347
ACH-000018,0.369816631797572
ACH-000019,-0.057319451106962176
ACH-000021,-0.03403514657959
ACH-000022,0.09266678765665803
ACH-000025,0.1574255356105089
ACH-000028,0.0683960360691844
ACH-000030,0.06929902041126437
ACH-000035,-0.03790056027792275
ACH-000036,0.29300524436130826
ACH-000037,0.23044508796708826
ACH-000039,0.14421213644813666
ACH-000040,0.07915898581996195
ACH-000041,0.11829455995937085
ACH-000042,0.1916128256704873
ACH-000045,0.14795052921672955
ACH-000047,0.24918669337570235
ACH-000052,0.2567091117566121
ACH-000053,0.06680274646275923
ACH-000054,0.3528104916026824
ACH-000055,-0.24915149216158364
ACH-000060,0.32320807399504664
ACH-000067,0.1212979346176712
ACH-000070,0.1880143227814891
ACH-000075,0.11824444800727538
ACH-000078,0.1714367745871246
ACH-000082,0.13605985237137955
ACH-000085,0.187393007883427
ACH-000086,0.11906580680332238
ACH-000087,0.1474344655633364
ACH-000092,0.32929171238135496
ACH-000095,-2.227422872224143e-05
ACH-000097,0.3363493326212276
ACH-000098,0.010268879509980577
ACH-000099,0.2890552419329454
ACH-000108,0.21064460785823666
ACH-000113,0.07845224705149308
ACH-000116,0.17907442522834094
ACH-000118,-0.049296128128080215
ACH-000120,-0.006532932348681008
ACH-000123,0.12646849783514186
ACH-000127,0.2253666228775656
ACH-000128,0.3631206059617786
ACH-000132,0.06239510758331405
ACH-000133,0.11240814635155474
ACH-000137,0.057750871288785824
ACH-000138,0.18782576042329316
ACH-000142,0.34646846022623234
ACH-000143,0.03333409262092255
ACH-000146,0.1048259126879487
ACH-000148,0.14542424777919166
ACH-000150,0.3186659810718128
ACH-000152,0.16759723666611545
ACH-000153,0.23056519536567685
ACH-000159,-0.02772153310226539
ACH-000160,0.06849754554262569
ACH-000163,0.14643871791535798
ACH-000167,0.4912081171776594
ACH-000168,0.2589562033898471
ACH-000169,0.16570299657683846
ACH-000178,0.2535950768108696
ACH-000183,0.11922783889942637
ACH-000188,0.20124394190364567
ACH-000189,0.18031541453470815
ACH-000190,-0.0849902673019891
ACH-000198,0.0733763151013933
ACH-000203,0.16956209606049594
ACH-000204,-0.08013045969187227
ACH-000206,0.3634847025018937
ACH-000207,0.33556110876728623
ACH-000208,0.3062941605494557
ACH-000210,0.11363710807248754
ACH-000211,-0.10176392121356476
ACH-000215,0.1482819135579312
ACH-000221,0.21834280586353375
ACH-000222,0.17311057983656394
ACH-000223,0.1800047103904628
ACH-000226,0.07970876303404523
ACH-000227,0.10744819767010574
ACH-000228,0.11776585217809753
ACH-000231,0.15390705180420294
ACH-000232,0.0765090972979924
ACH-000233,0.1924325175508891
ACH-000234,0.21201054198947614
ACH-000235,0.08230683558688266
ACH-000237,0.1725330673497605
